"","시장구분","종목코드","종목명","산업분류","현재가(종가)","전일대비","시가총액(원)"
"1","코스피","030720","동원수산","어업",8670,-210,40348489350
"2","코스피","007160","사조산업","어업",29350,-500,1.4675e+11
"3","코스피","006040","동원산업","어업",224500,6500,825630404500
"4","코스피","004970","신라교역","어업",9460,-10,1.5136e+11
"5","코스피","003580","넥스트사이언스","광업",5910,90,190340060400
"6","코스피","017810","풀무원","음식료품",16700,-300,636613001300
"7","코스피","280360","롯데제과","음식료품",99600,100,639105013200
"8","코스피","271560","오리온","음식료품",126500,-1500,5001320698000
"9","코스피","006090","사조오양","음식료품",8890,-180,83768149710
"10","코스피","26490K","크라운제과우","음식료품",10700,-2100,8277092000
"11","코스피","264900","크라운제과","음식료품",8630,10,108080825500
"12","코스피","248170","샘표식품","음식료품",43500,-450,198720441000
"13","코스피","101530","해태제과식품","음식료품",8500,-150,247492987000
"14","코스피","014710","사조씨푸드","음식료품",4525,-105,77913907075
"15","코스피","145995","삼양사우","음식료품",46000,0,17023220000
"16","코스피","145990","삼양사","음식료품",51600,-900,532173968400
"17","코스피","000087","하이트진로2우B","음식료품",21900,-150,24750022200
"18","코스피","136490","선진","음식료품",9830,-90,233753507320
"19","코스피","033920","무학","음식료품",6450,-430,1.83825e+11
"20","코스피","000080","하이트진로","음식료품",37950,-850,2661570537450
"21","코스피","011155","CJ씨푸드1우","음식료품",45900,-600,9.18e+09
"22","코스피","011150","CJ씨푸드","음식료품",4515,70,162227440095
"23","코스피","097955","CJ제일제당 우","음식료품",160000,-2000,212389280000
"24","코스피","097950","CJ제일제당","음식료품",387500,-3500,5833497075000
"25","코스피","027740","마니커","음식료품",680,-5,134961363920
"26","코스피","002600","조흥","음식료품",150000,0,9e+10
"27","코스피","049770","동원F&B","음식료품",169500,1000,654121518000
"28","코스피","036580","팜스코","음식료품",4740,-85,174090449820
"29","코스피","023150","MH에탄올","음식료품",7750,-290,57183576500
"30","코스피","008040","사조동아원","음식료품",860,-3,121384356000
"31","코스피","007310","오뚜기","음식료품",560000,-4000,2056309360000
"32","코스피","006980","우성사료","음식료품",3075,-15,95017500000
"33","코스피","005610","SPC삼립","음식료품",61000,-100,526369549000
"34","코스피","005305","롯데칠성우","음식료품",56600,-800,43882546000
"35","코스피","005300","롯데칠성","음식료품",86900,0,694631674000
"36","코스피","005180","빙그레","음식료품",55700,-1100,548714123700
"37","코스피","004415","서울식품우","음식료품",5220,-410,11611890000
"38","코스피","004410","서울식품","음식료품",150,0,50611500000
"39","코스피","004370","농심","음식료품",301000,0,1830875242000
"40","코스피","003960","사조대림","음식료품",14050,-50,128760761350
"41","코스피","003925","남양유업우","음식료품",148000,1000,24665976000
"42","코스피","003920","남양유업","음식료품",259000,-500,1.8648e+11
"43","코스피","003680","한성기업","음식료품",12450,-1450,77308461750
"44","코스피","003230","삼양식품","음식료품",100500,500,757068007500
"45","코스피","002270","롯데푸드","음식료품",306500,-1500,346918155000
"46","코스피","002140","고려산업","음식료품",3555,-150,88659655875
"47","코스피","001795","대한제당우","음식료품",13500,-200,8751726000
"48","코스피","001790","대한제당","음식료품",18900,500,169526536200
"49","코스피","001685","대상우","음식료품",16700,-300,22882724100
"50","코스피","001680","대상","음식료품",25400,-150,880059835000
"51","코스피","001130","대한제분","음식료품",152500,500,2.57725e+11
"52","코스피","000890","보해양조","음식료품",850,-18,108331967050
"53","코스피","016450","한세예스24홀딩스","섬유의복",5610,-230,2.244e+11
"54","코스피","111110","호전실업","섬유의복",7880,-190,6.304e+10
"55","코스피","093240","형지엘리트","섬유의복",2110,-50,65736623780
"56","코스피","105630","한세실업","섬유의복",18150,250,7.26e+11
"57","코스피","102280","쌍방울","섬유의복",614,2,146966810978
"58","코스피","090370","메타랩스","섬유의복",1220,50,77701723140
"59","코스피","093050","LF","섬유의복",14250,-350,4.1667e+11
"60","코스피","084870","TBH글로벌","섬유의복",1890,-25,39419387910
"61","코스피","007980","태평양물산","섬유의복",1615,-25,77761583005
"62","코스피","007700","F&F","섬유의복",93600,-1600,1.44144e+12
"63","코스피","020000","한섬","섬유의복",28900,350,7.11807e+11
"64","코스피","016090","대현","섬유의복",1775,-10,78601100250
"65","코스피","014990","인디에프","섬유의복",1700,-25,100186091500
"66","코스피","011300","성안","섬유의복",357,0,20298256020
"67","코스피","009275","신원우","섬유의복",48000,-1600,4355520000
"68","코스피","009270","신원","섬유의복",1375,-20,116933436125
"69","코스피","008500","일정실업","섬유의복",14150,300,1.698e+10
"70","코스피","005820","원림","섬유의복",18050,0,3.971e+10
"71","코스피","005800","신영와코루","섬유의복",93600,-500,8.424e+10
"72","코스피","003610","방림","섬유의복",1925,15,81454623250
"73","코스피","003200","일신방직","섬유의복",69600,2100,1.6704e+11
"74","코스피","002070","비비안","섬유의복",3610,-135,96516562900
"75","코스피","001465","BYC우","섬유의복",119000,500,25630815000
"76","코스피","001460","BYC","섬유의복",219500,-1500,137102992500
"77","코스피","001070","대한방직","섬유의복",33550,50,1.77815e+11
"78","코스피","000950","전방","섬유의복",36000,8300,6.048e+10
"79","코스피","213500","한솔제지","종이목재",13950,-50,332018035200
"80","코스피","109070","컨버즈","종이목재",4100,0,14932031900
"81","코스피","009770","삼정펄프","종이목재",28050,-250,70124186550
"82","코스피","025750","한솔홈데코","종이목재",2060,0,165964206940
"83","코스피","027970","세하","종이목재",1720,-5,99008354840
"84","코스피","016590","신대양제지","종이목재",53800,700,216802271600
"85","코스피","014160","대영포장","종이목재",1090,-55,118150058410
"86","코스피","012690","모나리자","종이목재",5180,-110,189439100900
"87","코스피","011280","태림포장","종이목재",4615,-300,326769413100
"88","코스피","009580","무림P&P","종이목재",3190,-30,198954953560
"89","코스피","009460","한창제지","종이목재",2115,-55,126196732890
"90","코스피","009200","무림페이퍼","종이목재",2390,30,99446250900
"91","코스피","008250","이건산업","종이목재",8600,-260,94192661000
"92","코스피","006740","영풍제지","종이목재",3470,30,7.7034e+10
"93","코스피","004545","깨끗한나라우","종이목재",23700,-1250,8677992000
"94","코스피","004540","깨끗한나라","종이목재",4500,-70,167583118500
"95","코스피","002870","신풍제지","종이목재",2515,-110,87921130500
"96","코스피","002820","선창산업","종이목재",4835,-30,60959626815
"97","코스피","002310","아세아제지","종이목재",30150,-400,270038535300
"98","코스피","002200","한국수출포장","종이목재",18850,50,7.54e+10
"99","코스피","001020","페이퍼코리아","종이목재",1790,-85,62947641200
"100","코스피","00279K","아모레G3우(전환)","화학",33450,700,237234090000
"101","코스피","267250","현대중공업지주","화학",215500,-1500,3404601963500
"102","코스피","100250","진양홀딩스","화학",2740,-5,153153100080
"103","코스피","096775","SK이노베이션우","화학",117000,-1000,146065842000
"104","코스피","096770","SK이노베이션","화학",139000,-2000,12852713396000
"105","코스피","092230","KPX홀딩스","화학",44000,-300,185884424000
"106","코스피","005725","넥센우","화학",3060,-210,11017836000
"107","코스피","005720","넥센","화학",3960,-30,212034148920
"108","코스피","002795","아모레G우","화학",20400,100,131452908000
"109","코스피","002790","아모레G","화학",48650,350,4011590457000
"110","코스피","298050","효성첨단소재","화학",138000,3000,618232824000
"111","코스피","298020","효성티앤씨","화학",148000,-4000,640496936000
"112","코스피","298000","효성화학","화학",133000,-1000,424286758000
"113","코스피","226320","잇츠한불","화학",28050,700,615117285750
"114","코스피","018250","애경산업","화학",20500,150,541403667500
"115","코스피","28513K","SK케미칼우","화학",176000,-7500,256725920000
"116","코스피","285130","SK케미칼","화학",342000,-14000,4015557432000
"117","코스피","282690","동아타이어","화학",9060,-50,124421115900
"118","코스피","272550","삼양패키징","화학",19500,-250,277091178000
"119","코스피","055490","테이팩스","화학",30750,350,145067737500
"120","코스피","268280","미원에스씨","화학",98000,1400,4.998e+11
"121","코스피","025620","제이준코스메틱","화학",2550,0,94119046500
"122","코스피","00088K","한화3우B","화학",13150,-100,295506800000
"123","코스피","214420","토니모리","화학",9650,50,1.70226e+11
"124","코스피","192820","코스맥스","화학",122000,4000,1226040098000
"125","코스피","014825","동원시스템즈우","화학",28300,-450,7509631400
"126","코스피","014820","동원시스템즈","화학",22500,-450,576416497500
"127","코스피","163560","동일고무벨트","화학",9340,-360,1.27491e+11
"128","코스피","161890","한국콜마","화학",46350,-300,1060542693000
"129","코스피","161390","한국타이어앤테크놀로지","화학",33100,-750,4100264783900
"130","코스피","161000","애경유화","화학",7280,-280,233251200000
"131","코스피","144620","코오롱머티리얼","화학",3810,-135,261589399350
"132","코스피","079980","휴비스","화학",8100,10,2.7945e+11
"133","코스피","078520","에이블씨엔씨","화학",7400,-110,200047596600
"134","코스피","138490","코오롱플라스틱","화학",4055,-30,1.5409e+11
"135","코스피","134380","미원화학","화학",55700,400,122499227600
"136","코스피","120115","코오롱인더우","화학",20600,450,57017916000
"137","코스피","120110","코오롱인더","화학",38400,1700,1035987456000
"138","코스피","115390","락앤락","화학",10600,0,574377960000
"139","코스피","108675","LG하우시스우","화학",28300,50,29214939000
"140","코스피","108670","LG하우시스","화학",67700,300,607111259000
"141","코스피","093370","후성","화학",9470,-210,876986575930
"142","코스피","089470","HDC현대EP","화학",6750,-440,2.15325e+11
"143","코스피","090355","노루페인트우","화학",13800,-650,6391138800
"144","코스피","090350","노루페인트","화학",7040,-60,1.408e+11
"145","코스피","090435","아모레퍼시픽우","화학",56200,400,593350046000
"146","코스피","090430","아모레퍼시픽","화학",168000,5000,9821026320000
"147","코스피","083420","그린케미칼","화학",4020,-75,9.648e+10
"148","코스피","073240","금호타이어","화학",3330,-125,956576755710
"149","코스피","081000","일진다이아","화학",52100,-1000,739974997500
"150","코스피","014830","유니드","화학",44250,-550,393375552750
"151","코스피","006890","태경케미컬","화학",8010,-320,9.2916e+10
"152","코스피","011500","한농화성","화학",8660,-830,135416783720
"153","코스피","069260","휴켐스","화학",22850,-700,934075735800
"154","코스피","051915","LG화학우","화학",323500,1500,2487326800000
"155","코스피","051910","LG화학","화학",640000,3000,45179099520000
"156","코스피","051905","LG생활건강우","화학",710000,-12000,1490784870000
"157","코스피","051900","LG생활건강","화학",1571000,2000,24536187487000
"158","코스피","051630","진양화학","화학",5220,-60,6.264e+10
"159","코스피","035150","백산","화학",4270,-155,1.03334e+11
"160","코스피","025860","남해화학","화학",8050,-100,399914686150
"161","코스피","025000","KPX케미칼","화학",49750,-250,2.4079e+11
"162","코스피","024890","대원화성","화학",1575,-10,64967414400
"163","코스피","024070","WISCOM","화학",2245,10,34407853310
"164","코스피","023450","동남합성","화학",37800,-700,1.36458e+11
"165","코스피","015890","태경산업","화학",5040,-60,147312900000
"166","코스피","014680","한솔케미칼","화학",147500,-2500,1666041262500
"167","코스피","014530","극동유화","화학",3145,-65,109664325900
"168","코스피","014440","영보화학","화학",3910,110,7.82e+10
"169","코스피","012610","경인양행","화학",6920,-160,285424845800
"170","코스피","011790","SKC","화학",78200,-500,2935202201000
"171","코스피","011785","금호석유우","화학",57800,-4300,174757490800
"172","코스피","011780","금호석유","화학",135000,-8500,4113138285000
"173","코스피","011170","롯데케미칼","화학",218000,-4000,7472041342000
"174","코스피","010955","S-Oil우","화학",32500,150,130712627500
"175","코스피","010950","S-Oil","화학",56700,100,6383444306400
"176","코스피","010640","진양폴리","화학",3895,-25,3.895e+10
"177","코스피","010060","OCI","화학",60600,-1300,1445271882600
"178","코스피","009835","한화솔루션우","화학",73700,-5700,82819416900
"179","코스피","009830","한화솔루션","화학",44450,-1950,7105976891650
"180","코스피","008730","율촌화학","화학",15350,50,3.8068e+11
"181","코스피","008490","서흥","화학",56300,400,651341061900
"182","코스피","007690","국도화학","화학",47450,750,275713729200
"183","코스피","007590","동방아그로","화학",6250,-30,85109856250
"184","코스피","006650","대한유화","화학",184500,-6500,1.19925e+12
"185","코스피","006380","카프로","화학",2460,5,9.84e+10
"186","코스피","006060","화승인더","화학",7570,-160,418772400000
"187","코스피","005950","이수화학","화학",10750,-500,248074976500
"188","코스피","005420","코스모화학","화학",8940,-80,233430775500
"189","코스피","005190","동성화학","화학",15750,-150,84035133000
"190","코스피","005070","코스모신소재","화학",14400,200,421170696000
"191","코스피","004910","조광페인트","화학",4970,-130,6.3616e+10
"192","코스피","004835","덕성우","화학",9210,-520,12820320000
"193","코스피","004830","덕성","화학",4550,-140,7.1344e+10
"194","코스피","004430","송원산업","화학",14200,-300,3.408e+11
"195","코스피","004255","NPC우","화학",2195,-10,11589600000
"196","코스피","004250","NPC","화학",3105,-25,114015600000
"197","코스피","004000","롯데정밀화학","화학",53200,-200,1.37256e+12
"198","코스피","003830","대한화섬","화학",82800,800,109958400000
"199","코스피","003780","진양산업","화학",4525,135,5.8825e+10
"200","코스피","003720","삼영화학","화학",2230,-35,7.582e+10
"201","코스피","003650","미창석유","화학",61000,-300,106119992000
"202","코스피","003350","한국화장품제조","화학",39050,700,176974600000
"203","코스피","003240","태광산업","화학",656000,7000,730390400000
"204","코스피","003080","성보화학","화학",4200,-15,8.4084e+10
"205","코스피","002960","한국쉘석유","화학",237000,-1000,3.081e+11
"206","코스피","002840","미원상사","화학",98100,-700,4.87557e+11
"207","코스피","002760","보락","화학",2340,0,1.40166e+11
"208","코스피","002380","KCC","화학",157000,500,1395175947000
"209","코스피","002360","SH에너지화학","화학",799,-13,88795850270
"210","코스피","002355","넥센타이어1우B","화학",2310,-30,1.5015e+10
"211","코스피","002350","넥센타이어","화학",5340,-60,521546463180
"212","코스피","002100","경농","화학",12600,-300,273316050000
"213","코스피","001570","금양","화학",5030,-130,221562119050
"214","코스피","001550","조비","화학",19450,-800,100989048550
"215","코스피","001390","KG케미칼","화학",19300,-150,251155377600
"216","코스피","001340","백광산업","화학",3335,-115,149802887345
"217","코스피","000885","한화우","화학",47300,-2800,22670606200
"218","코스피","000880","한화","화학",25600,-450,1918943616000
"219","코스피","000860","강남제비스코","화학",15550,-150,1.01075e+11
"220","코스피","000390","삼화페인트","화학",4905,0,129682073655
"221","코스피","000230","일동홀딩스","의약품",8900,-40,102709560000
"222","코스피","001630","종근당홀딩스","의약품",105000,-1000,526035405000
"223","코스피","293480","하나제약","의약품",23450,-350,3.7989e+11
"224","코스피","068270","셀트리온","의약품",256500,1500,34625893797000
"225","코스피","271980","제일약품","의약품",38550,-700,566872815600
"226","코스피","011000","진원생명과학","의약품",30650,800,1369672120200
"227","코스피","207940","삼성바이오로직스","의약품",687000,-17000,4.5455355e+13
"228","코스피","234080","JW생명과학","의약품",18550,-300,293730976700
"229","코스피","249420","일동제약","의약품",15150,-250,360619767750
"230","코스피","214390","경보제약","의약품",10350,-350,247436001000
"231","코스피","185750","종근당","의약품",166500,-4500,1812466552500
"232","코스피","170900","동아에스티","의약품",87600,-300,739682836800
"233","코스피","005690","파미셀","의약품",15900,-2050,953347305000
"234","코스피","128940","한미약품","의약품",282000,14500,3339734178000
"235","코스피","102460","이연제약","의약품",20650,-650,350542712100
"236","코스피","017180","명문제약","의약품",6140,-200,208474207560
"237","코스피","033270","유나이티드제약","의약품",49950,-3650,811428858900
"238","코스피","002630","오리엔트바이오","의약품",1610,-80,190897645260
"239","코스피","069620","대웅제약","의약품",100500,-1000,1164450787500
"240","코스피","063160","종근당바이오","의약품",43500,-250,238639347000
"241","코스피","019175","신풍제약우","의약품",138500,-6000,3.047e+11
"242","코스피","019170","신풍제약","의약품",119000,-6000,6305213810000
"243","코스피","016580","환인제약","의약품",14900,0,277141043000
"244","코스피","009420","한올바이오파마","의약품",32750,600,1710880894500
"245","코스피","009290","광동제약","의약품",10150,-600,532071637650
"246","코스피","007575","일양약품우","의약품",88400,-1500,39345072000
"247","코스피","007570","일양약품","의약품",71300,-800,1360807843200
"248","코스피","006280","녹십자","의약품",223500,2000,2611941243000
"249","코스피","005500","삼진제약","의약품",27200,-350,3.7808e+11
"250","코스피","004720","우리들제약","의약품",14800,-700,217751408400
"251","코스피","004310","현대약품","의약품",6560,-580,2.0992e+11
"252","코스피","003850","보령제약","의약품",14750,-600,7.02395e+11
"253","코스피","003520","영진약품","의약품",7530,-240,1377182264430
"254","코스피","003220","대원제약","의약품",19600,-800,396774618800
"255","코스피","003120","일성신약","의약품",77600,-1600,2.06416e+11
"256","코스피","003060","에이프로젠제약","의약품",1285,-40,512169859310
"257","코스피","003000","부광약품","의약품",26100,-600,1692271225800
"258","코스피","002720","국제약품","의약품",9730,-320,179037059600
"259","코스피","002390","한독","의약품",32500,-1750,447314822500
"260","코스피","002210","동성제약","의약품",11750,-200,306686397500
"261","코스피","001360","삼성제약","의약품",3700,-75,227733938100
"262","코스피","001067","JW중외제약2우B","의약품",73000,-5000,6597302000
"263","코스피","001065","JW중외제약우","의약품",55100,-5300,9497091100
"264","코스피","001060","JW중외제약","의약품",31950,-1000,668395725300
"265","코스피","000520","삼일제약","의약품",22050,-800,146460973050
"266","코스피","000227","유유제약2우B","의약품",35300,-10200,5792024000
"267","코스피","000225","유유제약1우","의약품",15650,-3150,17738727250
"268","코스피","000220","유유제약","의약품",15300,-1000,109208538900
"269","코스피","000105","유한양행우","의약품",61900,-1300,73100186000
"270","코스피","000100","유한양행","의약품",62100,-700,4151807901000
"271","코스피","000020","동화약품","의약품",21550,-1200,601923178500
"272","코스피","004870","티웨이홀딩스","비금속광물",933,-8,71543237715
"273","코스피","344820","케이씨씨글라스","비금속광물",29350,-700,245078663500
"274","코스피","003670","포스코케미칼","비금속광물",80000,800,4879057600000
"275","코스피","003300","한일홀딩스","비금속광물",46600,-600,279336989600
"276","코스피","300720","한일시멘트","비금속광물",81700,-1500,565866781800
"277","코스피","004440","삼일씨엔에스","비금속광물",11200,-250,142597806400
"278","코스피","152330","코리아오토글라스","비금속광물",13850,-350,2.77e+11
"279","코스피","183190","아세아시멘트","비금속광물",57400,-800,223619436600
"280","코스피","047400","유니온머티리얼","비금속광물",4020,-205,1.6884e+11
"281","코스피","001529","동양3우B","비금속광물",30000,-200,2691660000
"282","코스피","001560","제일연마","비금속광물",6670,-110,6.67e+10
"283","코스피","001527","동양2우B","비금속광물",13750,-700,4242823750
"284","코스피","001525","동양우","비금속광물",7830,-490,4836833730
"285","코스피","001520","동양","비금속광물",1140,-10,272099831820
"286","코스피","014580","태경비케이","비금속광물",3640,-110,100402484000
"287","코스피","011390","부산산업","비금속광물",118500,500,1.25136e+11
"288","코스피","010780","아이에스동서","비금속광물",39400,-200,1217168676400
"289","코스피","010040","한국내화","비금속광물",3315,-70,75792940080
"290","코스피","008870","금비","비금속광물",56000,-400,5.6e+10
"291","코스피","007210","벽산","비금속광물",1980,-95,135748800000
"292","코스피","006390","한일현대시멘트","비금속광물",25850,-400,434830346500
"293","코스피","005750","대림B&Co","비금속광물",5050,-10,84194812000
"294","코스피","005090","삼광글라스","비금속광물",36600,-1100,177671698800
"295","코스피","004985","성신양회우","비금속광물",19000,-2050,13977255000
"296","코스피","004980","성신양회","비금속광물",6880,-40,168670582240
"297","코스피","004090","한국석유","비금속광물",93800,200,61457760000
"298","코스피","003415","쌍용양회우","비금속광물",54900,-11400,84748306500
"299","코스피","003410","쌍용양회","비금속광물",5560,-90,2801459348200
"300","코스피","000910","유니온","비금속광물",7280,-400,113652586320
"301","코스피","000480","조선내화","비금속광물",73100,-300,2.924e+11
"302","코스피","058650","세아홀딩스","철강금속",70700,600,2.828e+11
"303","코스피","001940","KISCO홀딩스","철강금속",11550,-50,213402189000
"304","코스피","306200","세아제강","철강금속",79000,-1900,224067700000
"305","코스피","155660","DSR","철강금속",6530,-230,1.0448e+11
"306","코스피","002690","동일제강","철강금속",2330,-30,3.495e+10
"307","코스피","133820","화인베스틸","철강금속",2510,-120,74170500000
"308","코스피","019440","세아특수강","철강금속",10800,0,9.2556e+10
"309","코스피","012160","영흥","철강금속",1150,-20,98700485350
"310","코스피","032560","황금에스티","철강금속",6890,-70,9.646e+10
"311","코스피","026940","부국철강","철강금속",5040,-40,1.008e+11
"312","코스피","104700","한국철강","철강금속",4685,-70,215744250000
"313","코스피","103140","풍산","철강금속",25350,500,710415447300
"314","코스피","001780","알루코","철강금속",4070,-210,338653641810
"315","코스피","084010","대한제강","철강금속",6770,-150,166858389180
"316","코스피","004890","동일산업","철강금속",68500,0,166127227500
"317","코스피","071090","하이스틸","철강금속",16250,100,32499090000
"318","코스피","069730","DSR제강","철강금속",4640,-130,6.6816e+10
"319","코스피","069460","대호에이엘","철강금속",2010,-60,54541026390
"320","코스피","058430","포스코강판","철강금속",15400,-250,9.24e+10
"321","코스피","014285","금강공업우","철강금속",18650,-4700,11001168750
"322","코스피","014280","금강공업","철강금속",4490,0,117456392970
"323","코스피","025820","이구산업","철강금속",1670,40,55848140000
"324","코스피","024090","디씨엠","철강금속",10850,-50,1.26945e+11
"325","코스피","021050","서원","철강금속",3360,0,159514622400
"326","코스피","018470","조일알미늄","철강금속",699,24,49038732945
"327","코스피","016385","KG동부제철우","철강금속",132000,-9500,7046820000
"328","코스피","016380","KG동부제철","철강금속",8490,-390,849075535530
"329","코스피","012800","대창","철강금속",1130,40,102988763870
"330","코스피","010130","고려아연","철강금속",373000,-2500,7.03851e+12
"331","코스피","009190","대양금속","철강금속",3385,-65,100080703515
"332","코스피","008970","동양철관","철강금속",1045,-20,124235128050
"333","코스피","008420","문배철강","철강금속",2690,-10,55154428450
"334","코스피","008355","남선알미우","철강금속",61700,-7800,18996813000
"335","코스피","008350","남선알미늄","철강금속",5030,-50,554200822700
"336","코스피","008260","NI스틸","철강금속",2260,0,64636264420
"337","코스피","007280","한국특수형강","철강금속",1830,-80,97433731080
"338","코스피","006110","삼아알미늄","철강금속",8010,-170,8.811e+10
"339","코스피","005490","POSCO","철강금속",202000,-3000,17611740670000
"340","코스피","005010","휴스틸","철강금속",6900,-30,52589509200
"341","코스피","004565","현대비앤지스틸우","철강금속",71600,-2600,7865403200
"342","코스피","004560","현대비앤지스틸","철강금속",7880,-340,118821030680
"343","코스피","004020","현대제철","철강금속",30850,1150,4116802467250
"344","코스피","002710","TCC스틸","철강금속",3720,-75,8.556e+10
"345","코스피","002240","고려제강","철강금속",13950,100,2.79e+11
"346","코스피","002220","한일철강","철강금속",1705,-30,40377593465
"347","코스피","001770","신화실업","철강금속",20900,800,25390950200
"348","코스피","001430","세아베스틸","철강금속",9830,-160,352524629770
"349","코스피","001230","동국제강","철강금속",6550,-210,625084427350
"350","코스피","001080","만호제강","철강금속",14800,-300,6.142e+10
"351","코스피","000970","한국주철관","철강금속",8220,-10,187420110000
"352","코스피","000670","영풍","철강금속",487500,9000,897994500000
"353","코스피","241560","두산밥캣","기계",27350,-150,2741814690100
"354","코스피","267270","현대건설기계","기계",27350,-900,538816688550
"355","코스피","079550","LIG넥스원","기계",29950,-450,6.589e+11
"356","코스피","145210","세화아이엠씨","기계",880,-6,71642508960
"357","코스피","210540","디와이파워","기계",11600,-700,128083812800
"358","코스피","112610","씨에스윈드","기계",103500,-5000,1789071502500
"359","코스피","082740","HSD엔진","기계",4840,-110,159464167280
"360","코스피","120030","조선선재","기계",101000,5000,127022751000
"361","코스피","119650","KC코트렐","기계",8800,-70,1.144e+11
"362","코스피","071970","STX중공업","기계",4010,-155,113747563760
"363","코스피","012600","센트럴인사이트","기계",7000,0,60597656000
"364","코스피","100840","S&TC","기계",15400,-100,115603349400
"365","코스피","085310","엔케이","기계",1085,-20,86781936920
"366","코스피","092440","기신정기","기계",3830,-80,1.11836e+11
"367","코스피","091090","세원셀론텍","기계",2875,-90,179140913625
"368","코스피","049800","우진플라임","기계",4140,310,4.14e+10
"369","코스피","017960","한국카본","기계",9880,-120,434332279160
"370","코스피","042700","한미반도체","기계",11300,300,581966961300
"371","코스피","058730","다스코","기계",5500,-100,8.47e+10
"372","코스피","077970","STX엔진","기계",6470,-40,148867608880
"373","코스피","010820","퍼스텍","기계",2040,0,98045378400
"374","코스피","074610","이엔플러스","기계",3965,-35,162440312645
"375","코스피","017370","우신시스템","기계",3270,-30,59886956580
"376","코스피","042670","두산인프라코어","기계",8370,-170,1770271095510
"377","코스피","034020","두산중공업","기계",12050,250,3050351279250
"378","코스피","025890","한국주강","기계",1625,-40,18377545875
"379","코스피","018880","한온시스템","기계",12250,0,6.53905e+12
"380","코스피","017800","현대엘리베이","기계",40000,-300,1607965720000
"381","코스피","017550","수산중공업","기계",1735,-40,93664257805
"382","코스피","015590","큐로","기계",603,-2,137008617714
"383","코스피","012205","계양전기우","기계",8600,-920,1.204e+10
"384","코스피","012200","계양전기","기계",3255,-55,1.06113e+11
"385","코스피","011700","한신기계","기계",1690,-15,54833995190
"386","코스피","010660","화천기계","기계",2910,-85,6.402e+10
"387","코스피","009310","참엔지니어링","기계",1400,-30,77623030800
"388","코스피","009160","SIMPAC","기계",2330,-25,152450772280
"389","코스피","007460","에이프로젠 KIC","기계",1870,-40,334258776830
"390","코스피","006570","대림통상","기계",4100,-90,62422500000
"391","코스피","004450","삼화왕관","기계",38600,-50,83159029400
"392","코스피","004380","삼익THK","기계",10700,-400,2.247e+11
"393","코스피","002900","동양물산","기계",1400,-20,176406454000
"394","코스피","000850","화천기공","기계",30650,-350,6.743e+10
"395","코스피","000490","대동공업","기계",6520,10,154707929200
"396","코스피","35320K","대덕전자1우","전기전자",7230,-200,15150602370
"397","코스피","353200","대덕전자","전기전자",10350,-200,511465173750
"398","코스피","272210","한화시스템","전기전자",10850,-200,1195999720650
"399","코스피","322000","현대에너지솔루션","전기전자",34400,-800,3.8528e+11
"400","코스피","33637L","두산솔루스2우B","전기전자",35750,750,58846287500
"401","코스피","33637K","두산솔루스1우","전기전자",17600,1000,129648640000
"402","코스피","336370","두산솔루스","전기전자",36250,900,1108878727500
"403","코스피","33626L","두산퓨얼셀2우B","전기전자",25000,-500,74657500000
"404","코스피","33626K","두산퓨얼셀1우","전기전자",18800,-350,251246960000
"405","코스피","336260","두산퓨얼셀","전기전자",47350,-1650,2627627926100
"406","코스피","192650","드림텍","전기전자",13300,-550,825863606400
"407","코스피","00806K","대덕1우","전기전자",7430,-310,9007812510
"408","코스피","298040","효성중공업","전기전자",63900,-300,595838617200
"409","코스피","007340","디티알오토모티브","전기전자",22550,-550,225364812750
"410","코스피","000300","대유플러스","전기전자",834,14,95566753956
"411","코스피","267260","현대일렉트릭","전기전자",14450,-600,520881100750
"412","코스피","195870","해성디에스","전기전자",19500,-300,3.315e+11
"413","코스피","00781K","코리아써키트2우B","전기전자",6500,60,5094043500
"414","코스피","020150","일진머티리얼즈","전기전자",41800,-450,1927432903000
"415","코스피","000995","DB하이텍1우","전기전자",135500,-13000,15218818000
"416","코스피","000990","DB하이텍","전기전자",36100,250,1602789026800
"417","코스피","011930","신성이엔지","전기전자",3135,-150,600797801670
"418","코스피","103590","일진전기","전기전자",2955,-45,109572552450
"419","코스피","011070","LG이노텍","전기전자",157000,-2500,3715735799000
"420","코스피","009450","경동나비엔","전기전자",53900,-900,686659589000
"421","코스피","044380","주연테크","전기전자",1110,-5,60619418790
"422","코스피","092220","KEC","전기전자",2110,-10,246251643400
"423","코스피","020760","일진디스플","전기전자",3940,-240,111558893600
"424","코스피","034220","LG디스플레이","전기전자",15700,-450,5617706490000
"425","코스피","007660","이수페타시스","전기전자",4050,-70,167137011900
"426","코스피","066575","LG전자우","전기전자",33550,-950,576590031600
"427","코스피","066570","LG전자","전기전자",89900,-1500,14711938478600
"428","코스피","033180","필룩스","전기전자",3305,-35,297592538040
"429","코스피","033240","자화전자","전기전자",15250,-750,2.72975e+11
"430","코스피","029530","신도리코","전기전자",21950,-400,221256636550
"431","코스피","026890","디피씨","전기전자",10800,-100,450124290000
"432","코스피","025540","한국단자","전기전자",47900,-300,498878500000
"433","코스피","019490","하이트론","전기전자",2535,25,14020413225
"434","코스피","019180","티에이치엔","전기전자",2355,40,4.239e+10
"435","코스피","017900","광전자","전기전자",2250,20,130373466750
"436","코스피","017040","광명전기","전기전자",2255,135,97726321825
