"","일자","종목코드","종목명","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물  일련번호","총카운트"
"1131",2020-10-16,"258610","이더블유케이","-",9420,"-","-","3,422","2.75",0,0,1131,NA
"1132",2020-10-16,"290660","네오펙트","-",3970,"-","-","907","4.38",0,0,1132,NA
"1133",2020-10-16,"033310","엠투엔","-",16500,"200","82.5","2,544","6.49",0,0,1133,NA
"1134",2020-10-16,"060230","이그잭스","-",1685,"-","-","769","2.19",0,0,1134,NA
"1135",2020-10-16,"080220","제주반도체","-",3700,"-","-","2,430","1.52",0,0,1135,NA
"1136",2020-10-16,"094360","칩스앤미디어","-",12100,"469","25.8","3,331","3.63",152,1.26,1136,NA
"1137",2020-10-16,"117730","티로보틱스","-",12750,"-","-","5,327","2.39",0,0,1137,NA
"1138",2020-10-16,"142210","유니트론텍","-",7490,"301","24.88","4,023","1.86",100,1.34,1138,NA
"1139",2020-10-16,"161570","THE MIDONG","-",2895,"-","-","2,085","1.39",0,0,1139,NA
"1140",2020-10-16,"217620","디딤","-",1810,"39","46.41","887","2.04",0,0,1140,NA
"1141",2020-10-16,"317120","라닉스","-",11050,"-","-","1,873","5.9",0,0,1141,NA
"1142",2020-10-16,"042940","상지카일룸","-",1540,"-","-","1,064","1.45",0,0,1142,NA
"1143",2020-10-16,"047560","이스트소프트","-",8420,"-","-","3,826","2.2",0,0,1143,NA
"1144",2020-10-16,"048870","시너지이노베이션","-",3965,"54","73.43","1,153","3.44",0,0,1144,NA
"1145",2020-10-16,"060900","대한그린파워","-",1150,"-","-","188","6.12",0,0,1145,NA
"1146",2020-10-16,"065620","제낙스","관리종목",3190,"-","-","66","48.33",0,0,1146,NA
"1147",2020-10-16,"079950","인베니아","-",3045,"53","57.45","1,945","1.57",0,0,1147,NA
"1148",2020-10-16,"096040","이트론","-",268,"-","-","187","1.43",0,0,1148,NA
"1149",2020-10-16,"105330","케이엔더블유","-",8200,"-","-","4,847","1.69",0,0,1149,NA
"1150",2020-10-16,"131970","테스나","-",38850,"1,363","28.5","10,259","3.79",200,0.51,1150,NA
"1151",2020-10-16,"222810","마이더스AI","관리종목",777,"-","-","91","8.54",0,0,1151,NA
"1152",2020-10-16,"027360","아주IB투자","-",2250,"137","16.42","1,412","1.59",35,1.56,1152,NA
"1153",2020-10-16,"035610","솔본","-",4370,"78","56.03","5,130","0.85",0,0,1153,NA
"1154",2020-10-16,"042510","라온시큐어","-",3405,"66","51.59","682","4.99",0,0,1154,NA
"1155",2020-10-16,"044180","KD","-",1455,"-","-","2,170","0.67",0,0,1155,NA
"1156",2020-10-16,"045890","GV","-",593,"-","-","811","0.73",0,0,1156,NA
"1157",2020-10-16,"046120","오르비텍","-",4655,"43","108.26","2,877","1.62",0,0,1157,NA
"1158",2020-10-16,"052300","W홀딩컴퍼니","-",335,"-","-","429","0.78",0,0,1158,NA
"1159",2020-10-16,"053450","세코닉스","-",6160,"-","-","9,257","0.67",50,0.81,1159,NA
"1160",2020-10-16,"073640","테라사이언스","-",1920,"-","-","479","4.01",0,0,1160,NA
"1161",2020-10-16,"082660","코스나인","-",1820,"-","-","629","2.89",0,0,1161,NA
"1162",2020-10-16,"115480","씨유메디칼","-",2145,"-","-","2,747","0.78",0,0,1162,NA
"1163",2020-10-16,"117670","알파홀딩스","-",4335,"-","-","3,815","1.14",0,0,1163,NA
"1164",2020-10-16,"148140","비디아이","-",5280,"-","-","2,592","2.04",0,0,1164,NA
"1165",2020-10-16,"226440","한송네오텍","-",1995,"9","221.67","480","4.16",0,0,1165,NA
"1166",2020-10-16,"230980","솔트웍스","-",4125,"-","-","841","4.9",0,0,1166,NA
"1167",2020-10-16,"238090","앤디포스","-",8660,"-","-","2,185","3.96",0,0,1167,NA
"1168",2020-10-16,"263540","샘코","관리종목",2015,"-","-","1,101","1.83",0,0,1168,NA
"1169",2020-10-16,"293490","카카오게임즈","-",45850,"197","232.74","7,443","6.16",0,0,1169,NA
"1170",2020-10-16,"322510","제이엘케이","-",12450,"-","-","2,432","5.12",0,0,1170,NA
"1171",2020-10-16,"000250","삼천당제약","-",54500,"488","111.68","7,142","7.63",50,0.09,1171,NA
"1172",2020-10-16,"003380","하림지주","-",6630,"736","9.01","18,633","0.36",50,0.75,1172,NA
"1173",2020-10-16,"005290","동진쎄미켐","-",27400,"1,138","24.08","6,931","3.95",90,0.33,1173,NA
"1174",2020-10-16,"006730","서부T&D","-",6120,"1","6,120","11,574","0.53",0,0,1174,NA
"1175",2020-10-16,"007390","네이처셀","-",9400,"16","587.5","1,338","7.03",0,0,1175,NA
"1176",2020-10-16,"009780","엠에스씨","-",4845,"668","7.25","5,130","0.94",60,1.24,1176,NA
"1177",2020-10-16,"014620","성광벤드","-",6200,"221","28.05","15,359","0.4",100,1.61,1177,NA
"1178",2020-10-16,"015750","성우하이텍","-",3690,"492","7.5","13,553","0.27",80,2.17,1178,NA
"1179",2020-10-16,"018290","브이티지엠피","-",8370,"103","81.26","1,577","5.31",0,0,1179,NA
"1180",2020-10-16,"022100","포스코 ICT","-",7020,"258","27.21","2,402","2.92",50,0.71,1180,NA
"1181",2020-10-16,"023160","태광","-",6160,"418","14.74","16,280","0.38",100,1.62,1181,NA
"1182",2020-10-16,"023410","유진기업","-",4195,"272","15.42","9,929","0.42",150,3.58,1182,NA
"1183",2020-10-16,"025900","동화기업","-",37900,"1,581","23.97","26,226","1.45",150,0.4,1183,NA
"1184",2020-10-16,"025980","아난티","-",8800,"-","-","4,451","1.98",0,0,1184,NA
"1185",2020-10-16,"028150","GS홈쇼핑","-",132500,"18,339","7.23","174,659","0.76",6500,4.91,1185,NA
"1186",2020-10-16,"028300","에이치엘비","-",92500,"-","-","3,835","24.12",0,0,1186,NA
"1187",2020-10-16,"029960","코엔텍","-",8440,"485","17.4","3,056","2.76",540,6.4,1187,NA
"1188",2020-10-16,"030190","NICE평가정보","-",19450,"682","28.52","3,692","5.27",230,1.18,1188,NA
"1189",2020-10-16,"030530","원익홀딩스","-",4175,"444","9.4","9,949","0.42",0,0,1189,NA
"1190",2020-10-16,"031390","녹십자셀","-",38400,"923","41.6","6,986","5.5",100,0.26,1190,NA
"1191",2020-10-16,"032190","다우데이타","-",12350,"1,782","6.93","15,886","0.78",180,1.46,1191,NA
"1192",2020-10-16,"032500","케이엠더블유","-",71900,"2,654","27.09","5,444","13.21",0,0,1192,NA
"1193",2020-10-16,"033290","코웰패션","-",5970,"584","10.22","2,695","2.22",100,1.68,1193,NA
"1194",2020-10-16,"033640","네패스","-",30000,"1,349","22.24","9,053","3.31",270,0.9,1194,NA
"1195",2020-10-16,"034230","파라다이스","-",13200,"177","74.58","13,924","0.95",100,0.76,1195,NA
"1196",2020-10-16,"035600","KG이니시스","-",20000,"1,847","10.83","8,937","2.24",330,1.65,1196,NA
"1197",2020-10-16,"035760","CJ ENM","-",137400,"5,310","25.88","134,364","1.02",1400,1.02,1197,NA
"1198",2020-10-16,"035810","이지홀딩스","-",3920,"39","100.51","7,110","0.55",50,1.28,1198,NA
"1199",2020-10-16,"035900","JYP Ent.","-",34550,"947","36.48","4,477","7.72",155,0.45,1199,NA
"1200",2020-10-16,"036490","SK머티리얼즈","-",218400,"13,507","16.17","44,730","4.88",3850,1.76,1200,NA
"1201",2020-10-16,"036540","SFA반도체","-",5030,"146","34.45","2,066","2.43",0,0,1201,NA
"1202",2020-10-16,"036620","버추얼텍","-",772,"-","-","287","2.69",0,0,1202,NA
"1203",2020-10-16,"036830","솔브레인홀딩스","-",42800,"6,665","6.42","45,837","0.93",850,1.99,1203,NA
"1204",2020-10-16,"036930","주성엔지니어링","-",6990,"534","13.09","5,033","1.39",70,1,1204,NA
"1205",2020-10-16,"038500","삼표시멘트","-",3660,"173","21.16","5,916","0.62",50,1.37,1205,NA
"1206",2020-10-16,"038540","상상인","-",5690,"2,282","2.49","9,501","0.6",200,3.51,1206,NA
"1207",2020-10-16,"039030","이오테크닉스","-",92500,"984","94","31,593","2.93",150,0.16,1207,NA
"1208",2020-10-16,"039200","오스코텍","-",45800,"-","-","1,708","26.81",0,0,1208,NA
"1209",2020-10-16,"039840","디오","-",29050,"1,483","19.59","9,174","3.17",0,0,1209,NA
"1210",2020-10-16,"041190","우리기술투자","-",2260,"140","16.14","899","2.51",0,0,1210,NA
"1211",2020-10-16,"041510","에스엠","-",30850,"-","-","18,944","1.63",0,0,1211,NA
"1212",2020-10-16,"041830","인바디","-",15650,"1,532","10.22","10,209","1.53",140,0.89,1212,NA
"1213",2020-10-16,"041960","코미팜","-",13100,"-","-","1,146","11.43",0,0,1213,NA
"1214",2020-10-16,"042000","카페24","-",57000,"710","80.28","12,373","4.61",0,0,1214,NA
"1215",2020-10-16,"043150","바텍","-",21600,"2,281","9.47","16,730","1.29",100,0.46,1215,NA
"1216",2020-10-16,"043200","파루","-",2825,"13","217.31","1,267","2.23",0,0,1216,NA
"1217",2020-10-16,"044340","위닉스","-",19350,"2,478","7.81","8,541","2.27",500,2.58,1217,NA
"1218",2020-10-16,"045390","대아티아이","-",6230,"30","207.67","1,327","4.69",20,0.32,1218,NA
"1219",2020-10-16,"046890","서울반도체","-",18350,"601","30.53","11,339","1.62",156,0.85,1219,NA
"1220",2020-10-16,"047310","파워로직스","-",6760,"1,611","4.2","6,981","0.97",50,0.74,1220,NA
"1221",2020-10-16,"048260","오스템임플란트","-",38950,"-","-","5,602","6.95",0,0,1221,NA
"1222",2020-10-16,"048410","현대바이오","-",10150,"22","461.36","1,356","7.49",0,0,1222,NA
"1223",2020-10-16,"048530","인트론바이오","-",14150,"-","-","2,032","6.96",0,0,1223,NA
"1224",2020-10-16,"049630","재영솔루텍","-",699,"82","8.52","744","0.94",0,0,1224,NA
"1225",2020-10-16,"049950","미래컴퍼니","-",39850,"1,619","24.61","13,519","2.95",220,0.55,1225,NA
"1226",2020-10-16,"051500","CJ프레시웨이","-",16950,"434","39.06","16,967","1",250,1.47,1226,NA
"1227",2020-10-16,"052020","에스티큐브","-",8130,"-","-","1,029","7.9",0,0,1227,NA
"1228",2020-10-16,"052260","SK바이오랜드","-",24950,"723","34.51","10,382","2.4",350,1.4,1228,NA
"1229",2020-10-16,"053800","안랩","-",63500,"2,204","28.81","20,539","3.09",900,1.42,1229,NA
"1230",2020-10-16,"056190","에스에프에이","-",37600,"3,939","9.55","24,380","1.54",1056,2.81,1230,NA
"1231",2020-10-16,"058470","리노공업","-",114900,"3,485","32.97","19,694","5.83",1200,1.04,1231,NA
"1232",2020-10-16,"058820","CMG제약","-",4400,"25","176","1,297","3.39",0,0,1232,NA
"1233",2020-10-16,"059120","아진엑스텍","-",5750,"253","22.73","4,198","1.37",100,1.74,1233,NA
"1234",2020-10-16,"060150","인선이엔티","-",9320,"441","21.13","5,361","1.74",0,0,1234,NA
"1235",2020-10-16,"060250","NHN한국사이버결제","-",68800,"1,109","62.04","5,535","12.43",230,0.33,1235,NA
"1236",2020-10-16,"060570","드림어스컴퍼니","-",4850,"-","-","2,074","2.34",0,0,1236,NA
"1237",2020-10-16,"060720","KH바텍","-",18550,"-","-","7,998","2.32",0,0,1237,NA
"1238",2020-10-16,"061970","엘비세미콘","-",10600,"744","14.25","3,419","3.1",50,0.47,1238,NA
"1239",2020-10-16,"063570","한국전자금융","-",5940,"150","39.6","4,581","1.3",110,1.85,1239,NA
"1240",2020-10-16,"064760","티씨케이","-",97800,"4,011","24.38","18,883","5.18",900,0.92,1240,NA
"1241",2020-10-16,"065350","신성델타테크","-",6250,"261","23.95","5,302","1.18",80,1.28,1241,NA
"1242",2020-10-16,"065660","안트로젠","-",47950,"-","-","7,607","6.3",0,0,1242,NA
"1243",2020-10-16,"066970","엘앤에프","-",39150,"-","-","5,040","7.77",50,0.13,1243,NA
"1244",2020-10-16,"067160","아프리카TV","-",60100,"3,164","18.99","10,346","5.81",550,0.92,1244,NA
"1245",2020-10-16,"067630","에이치엘비생명과학","-",25300,"-","-","7,094","3.57",0,0,1245,NA
"1246",2020-10-16,"068240","다원시스","-",20700,"161","128.57","7,825","2.65",100,0.48,1246,NA
"1247",2020-10-16,"068760","셀트리온제약","-",108300,"241","449.38","7,826","13.84",0,0,1247,NA
"1248",2020-10-16,"069080","웹젠","-",33250,"1,369","24.29","10,064","3.3",0,0,1248,NA
"1249",2020-10-16,"070300","엑스큐어","관리종목",4810,"175","27.49","3,165","1.52",0,0,1249,NA
"1250",2020-10-16,"078020","이베스트투자증권","-",5750,"1,132","5.08","9,264","0.62",345,6,1250,NA
"1251",2020-10-16,"078070","유비쿼스홀딩스","-",26700,"424","62.97","10,715","2.49",130,0.49,1251,NA
"1252",2020-10-16,"078130","국일제지","-",5050,"-","-","357","14.15",0,0,1252,NA
"1253",2020-10-16,"078160","메디포스트","-",28850,"-","-","7,145","4.04",0,0,1253,NA
"1254",2020-10-16,"078340","컴투스","-",112000,"9,160","12.23","71,478","1.57",1400,1.25,1254,NA
"1255",2020-10-16,"078940","코드네이처","관리종목",2100,"-","-","695","3.02",0,0,1255,NA
"1256",2020-10-16,"079170","한창산업","-",7930,"227","34.93","10,088","0.79",110,1.39,1256,NA
"1257",2020-10-16,"080160","모두투어","-",13000,"101","128.71","6,567","1.98",120,0.92,1257,NA
"1258",2020-10-16,"082920","비츠로셀","-",17400,"936","18.59","6,567","2.65",100,0.57,1258,NA
"1259",2020-10-16,"083640","인콘","-",2420,"-","-","1,778","1.36",0,0,1259,NA
"1260",2020-10-16,"084110","휴온스글로벌","-",30450,"2,341","13.01","33,045","0.92",400,1.31,1260,NA
"1261",2020-10-16,"084370","유진테크","-",25700,"257","100","10,366","2.48",230,0.89,1261,NA
"1262",2020-10-16,"084850","아이티엠반도체","-",53500,"2,220","24.1","11,668","4.59",0,0,1262,NA
"1263",2020-10-16,"084990","헬릭스미스","-",30750,"-","-","7,312","4.21",0,0,1263,NA
"1264",2020-10-16,"085660","차바이오텍","-",17800,"884","20.14","7,187","2.48",0,0,1264,NA
"1265",2020-10-16,"086450","동국제약","-",25200,"1,283","19.64","8,031","3.14",160,0.63,1265,NA
"1266",2020-10-16,"086520","에코프로","-",46100,"964","47.82","12,459","3.7",300,0.65,1266,NA
"1267",2020-10-16,"086900","메디톡스","-",216600,"4,490","48.24","41,423","5.23",800,0.37,1267,NA
"1268",2020-10-16,"088800","에이스테크","-",23050,"-","-","2,275","10.13",0,0,1268,NA
"1269",2020-10-16,"089600","나스미디어","-",31950,"2,362","13.53","16,165","1.98",660,2.07,1269,NA
"1270",2020-10-16,"090460","비에이치","-",22000,"1,926","11.42","8,551","2.57",0,0,1270,NA
"1271",2020-10-16,"091700","파트론","-",9800,"1,186","8.26","6,531","1.5",350,3.57,1271,NA
"1272",2020-10-16,"091990","셀트리온헬스케어","-",87800,"435","201.84","11,029","7.96",0,0,1272,NA
"1273",2020-10-16,"092040","아미코젠","-",37400,"5","7,480","6,354","5.89",0,0,1273,NA
"1274",2020-10-16,"092730","네오팜","-",27450,"2,570","10.68","12,878","2.13",750,2.73,1274,NA
"1275",2020-10-16,"095610","테스","-",24000,"508","47.24","10,872","2.21",300,1.25,1275,NA
"1276",2020-10-16,"095700","제넥신","-",130000,"-","-","12,496","10.4",0,0,1276,NA
"1277",2020-10-16,"096530","씨젠","-",283900,"1,026","276.71","5,815","48.82",100,0.04,1277,NA
"1278",2020-10-16,"097520","엠씨넥스","-",34950,"5,151","6.79","12,571","2.78",500,1.43,1278,NA
"1279",2020-10-16,"098460","고영","-",89900,"2,192","41.01","17,763","5.06",550,0.61,1279,NA
"1280",2020-10-16,"102710","이엔에프테크놀로지","-",38050,"3,285","11.58","18,688","2.04",150,0.39,1280,NA
"1281",2020-10-16,"104830","원익머트리얼즈","-",26100,"2,229","11.71","24,386","1.07",150,0.57,1281,NA
"1282",2020-10-16,"108230","톱텍","-",15000,"105","142.86","9,079","1.65",100,0.67,1282,NA
"1283",2020-10-16,"108320","실리콘웍스","-",47500,"2,370","20.04","29,033","1.64",830,1.75,1283,NA
"1284",2020-10-16,"112040","위메이드","-",36050,"-","-","14,108","2.56",600,1.66,1284,NA
"1285",2020-10-16,"115450","지트리비앤티","-",27800,"-","-","2,556","10.88",0,0,1285,NA
"1286",2020-10-16,"115960","연우","-",18700,"1,355","13.8","16,906","1.11",160,0.86,1286,NA
"1287",2020-10-16,"119860","다나와","-",29600,"1,822","16.25","8,387","3.53",400,1.35,1287,NA
"1288",2020-10-16,"122870","와이지엔터테인먼트","-",43850,"-","-","18,508","2.37",0,0,1288,NA
"1289",2020-10-16,"122990","와이솔","-",15050,"1,228","12.26","12,099","1.24",250,1.66,1289,NA
"1290",2020-10-16,"123040","엠에스오토텍","-",6420,"552","11.63","4,849","1.32",75,1.17,1290,NA
"1291",2020-10-16,"138080","오이솔루션","-",51200,"4,756","10.77","13,112","3.9",400,0.78,1291,NA
"1292",2020-10-16,"139050","데일리블록체인","-",773,"-","-","417","1.85",0,0,1292,NA
"1293",2020-10-16,"140410","메지온","-",168600,"-","-","4,920","34.27",0,0,1293,NA
"1294",2020-10-16,"141070","맥스로텍","-",3090,"-","-","969","3.19",0,0,1294,NA
"1295",2020-10-16,"141080","레고켐바이오","-",54900,"641","85.65","4,741","11.58",0,0,1295,NA
"1296",2020-10-16,"143240","사람인에이치알","-",23600,"2,314","10.2","9,543","2.47",580,2.46,1296,NA
"1297",2020-10-16,"144510","녹십자랩셀","-",47500,"-","-","4,174","11.38",25,0.05,1297,NA
"1298",2020-10-16,"145020","휴젤","-",189300,"3,641","51.99","55,220","3.43",0,0,1298,NA
"1299",2020-10-16,"178320","서진시스템","-",40800,"2,688","15.18","14,558","2.8",300,0.74,1299,NA
"1300",2020-10-16,"178920","PI첨단소재","-",29100,"603","48.26","8,557","3.4",315,1.08,1300,NA
"1301",2020-10-16,"182400","엔케이맥스","-",13350,"-","-","3,408","3.92",0,0,1301,NA
"1302",2020-10-16,"183490","엔지켐생명과학","-",104300,"-","-","9,036","11.54",0,0,1302,NA
"1303",2020-10-16,"192440","슈피겐코리아","-",67000,"6,690","10.01","47,368","1.41",1300,1.94,1303,NA
"1304",2020-10-16,"196170","알테오젠","-",170000,"-","-","2,519","67.49",0,0,1304,NA
"1305",2020-10-16,"196490","디에이테크놀로지","-",1490,"-","-","1,143","1.3",0,0,1305,NA
"1306",2020-10-16,"200130","콜마비앤에이치","-",60900,"1,844","33.03","8,544","7.13",250,0.41,1306,NA
"1307",2020-10-16,"206400","엔터메이트","-",1860,"26","71.54","405","4.59",0,0,1307,NA
"1308",2020-10-16,"206650","유바이오로직스","-",18350,"-","-","1,267","14.48",0,0,1308,NA
"1309",2020-10-16,"213420","덕산네오룩스","-",30500,"798","38.22","6,662","4.58",0,0,1309,NA
"1310",2020-10-16,"214150","클래시스","-",14900,"534","27.9","1,366","10.91",46,0.31,1310,NA
"1311",2020-10-16,"214370","케어젠","-",60000,"2,814","21.32","20,200","2.97",2800,4.67,1311,NA
"1312",2020-10-16,"214450","파마리서치프로덕트","-",62900,"1,766","35.62","21,024","2.99",300,0.48,1312,NA
"1313",2020-10-16,"215000","골프존","-",67600,"2,585","26.15","31,877","2.12",2050,3.03,1313,NA
"1314",2020-10-16,"215200","메가스터디교육","-",34500,"4,035","8.55","20,874","1.65",1100,3.19,1314,NA
"1315",2020-10-16,"218410","RFHIC","-",37100,"857","43.29","8,351","4.44",200,0.54,1315,NA
"1316",2020-10-16,"227950","마이크로텍","-",4765,"-","-","653","7.3",0,0,1316,NA
"1317",2020-10-16,"228760","지노믹트리","-",19350,"-","-","5,450","3.55",0,0,1317,NA
"1318",2020-10-16,"230360","에코마케팅","-",25050,"975","25.69","3,293","7.61",670,2.67,1318,NA
"1319",2020-10-16,"237690","에스티팜","-",73300,"-","-","16,132","4.54",0,0,1319,NA
"1320",2020-10-16,"237880","클리오","-",16600,"177","93.79","8,563","1.94",220,1.33,1320,NA
"1321",2020-10-16,"239340","줌인터넷","-",6510,"-","-","980","6.64",0,0,1321,NA
"1322",2020-10-16,"239610","에이치엘사이언스","-",44000,"3,902","11.28","15,793","2.79",400,0.91,1322,NA
"1323",2020-10-16,"240810","원익IPS","-",30600,"899","34.04","11,543","2.65",0,0,1323,NA
"1324",2020-10-16,"243070","휴온스","-",58700,"3,873","15.16","19,690","2.98",700,1.19,1324,NA
"1325",2020-10-16,"243840","신흥에스이씨","-",38900,"2,446","15.9","15,448","2.52",280,0.72,1325,NA
"1326",2020-10-16,"247540","에코프로비엠","-",132000,"1,750","75.43","18,010","7.33",150,0.11,1326,NA
"1327",2020-10-16,"253450","스튜디오드래곤","-",82600,"941","87.78","15,242","5.42",0,0,1327,NA
"1328",2020-10-16,"263050","유틸렉스","-",34700,"-","-","4,300","8.07",0,0,1328,NA
"1329",2020-10-16,"263750","펄어비스","-",206100,"13,002","15.85","45,229","4.56",0,0,1329,NA
"1330",2020-10-16,"265520","AP시스템","-",21800,"671","32.49","7,468","2.92",50,0.23,1330,NA
"1331",2020-10-16,"267980","매일유업","-",67800,"8,206","8.26","51,460","1.32",800,1.18,1331,NA
"1332",2020-10-16,"268600","셀리버리","-",198300,"-","-","3,489","56.84",0,0,1332,NA
"1333",2020-10-16,"272290","이녹스첨단소재","-",47000,"3,757","12.51","19,016","2.47",0,0,1333,NA
"1334",2020-10-16,"275630","에스에스알","-",5230,"194","26.96","4,265","1.23",0,0,1334,NA
"1335",2020-10-16,"278280","천보","-",154300,"2,348","65.72","21,034","7.34",300,0.19,1335,NA
"1336",2020-10-16,"282880","코윈테크","-",20300,"2,168","9.36","11,200","1.81",470,2.32,1336,NA
"1337",2020-10-16,"289080","SV인베스트먼트","-",7090,"-","-","1,006","7.05",30,0.42,1337,NA
"1338",2020-10-16,"298380","에이비엘바이오","-",27000,"-","-","2,914","9.27",0,0,1338,NA
"1339",2020-10-16,"348210","넥스틴","-",82000,"-","-","540","151.85",0,0,1339,NA
"1340",2020-10-16,"036010","아비코전자","-",7000,"-","-","7,706","0.91",70,1,1340,NA
"1341",2020-10-16,"037330","인지디스플레","-",3270,"112","29.2","3,820","0.86",75,2.29,1341,NA
"1342",2020-10-16,"067080","대화제약","-",14200,"600","23.67","4,354","3.26",150,1.06,1342,NA
"1343",2020-10-16,"073070","에스모","관리종목",407,"-","-","450","0.9",0,0,1343,NA
"1344",2020-10-16,"109960","에이프로젠 H&G","-",667,"-","-","1,178","0.57",0,0,1344,NA
"1345",2020-10-16,"122640","예스티","-",8900,"-","-","3,924","2.27",0,0,1345,NA
"1346",2020-10-16,"122690","서진오토모티브","-",2650,"-","-","4,352","0.61",0,0,1346,NA
"1347",2020-10-16,"123840","한일진공","-",1515,"-","-","1,803","0.84",0,0,1347,NA
"1348",2020-10-16,"186230","그린플러스","-",21200,"667","31.78","7,566","2.8",0,0,1348,NA
"1349",2020-10-16,"221610","자안","-",296,"6","49.33","208","1.42",0,0,1349,NA
"1350",2020-10-16,"234920","자이글","-",3650,"-","-","3,818","0.96",0,0,1350,NA
"1351",2020-10-16,"267320","나인테크","-",4630,"-","-","-","-",0,0,1351,NA
"1352",2020-10-16,"290650","엘앤씨바이오","-",46750,"331","141.24","2,635","17.74",100,0.21,1352,NA
"1353",2020-10-16,"031510","오스템","-",3015,"-","-","4,219","0.71",20,0.66,1353,NA
"1354",2020-10-16,"037230","한국팩키지","-",3715,"72","51.6","1,591","2.34",35,0.94,1354,NA
"1355",2020-10-16,"038530","골드퍼시픽","-",1910,"-","-","629","3.04",0,0,1355,NA
"1356",2020-10-16,"042600","새로닉스","-",5840,"-","-","6,449","0.91",40,0.68,1356,NA
"1357",2020-10-16,"049080","기가레인","-",1910,"-","-","526","3.63",0,0,1357,NA
"1358",2020-10-16,"050540","한국코퍼레이션","관리종목",282,"-","-","974","0.29",0,0,1358,NA
"1359",2020-10-16,"057880","필로시스헬스케어","관리종목",6300,"-","-","542","11.62",0,0,1359,NA
"1360",2020-10-16,"060540","에스에이티","-",2895,"355","8.15","3,231","0.9",50,1.73,1360,NA
"1361",2020-10-16,"067730","로지시스","-",4985,"-","-","1,676","2.97",60,1.2,1361,NA
"1362",2020-10-16,"108380","대양전기공업","-",15000,"1,334","11.24","21,740","0.69",200,1.33,1362,NA
"1363",2020-10-16,"121800","비덴트","-",5990,"-","-","7,328","0.82",0,0,1363,NA
"1364",2020-10-16,"174880","장원테크","-",2800,"-","-","2,073","1.35",0,0,1364,NA
"1365",2020-10-16,"196450","디오스텍","관리종목",411,"46","8.93","556","0.74",0,0,1365,NA
"1366",2020-10-16,"208640","썸에이지","-",1465,"-","-","205","7.15",0,0,1366,NA
"1367",2020-10-16,"226330","신테카바이오","-",35800,"-","-","3,505","10.21",0,0,1367,NA
"1368",2020-10-16,"226360","이엑스티","-",3095,"-","-","1,374","2.25",0,0,1368,NA
"1369",2020-10-16,"245620","EDGC","-",12200,"-","-","1,090","11.19",0,0,1369,NA
"1370",2020-10-16,"259630","엠플러스","-",15100,"198","76.26","4,076","3.7",0,0,1370,NA
"1371",2020-10-16,"298060","에스씨엠생명과학","-",31050,"-","-","1,704","18.22",0,0,1371,NA
"1372",2020-10-16,"339950","아이비김영","-",1560,"-","-","-","-",NA,NA,1372,NA
"1373",2020-10-16,"032820","우리기술","-",1325,"-","-","339","3.91",0,0,1373,NA
"1374",2020-10-16,"032980","바이온","-",1590,"-","-","630","2.52",0,0,1374,NA
"1375",2020-10-16,"042040","케이피엠테크","-",4265,"-","-","1,132","3.77",0,0,1375,NA
"1376",2020-10-16,"042520","한스바이오메드","-",23250,"1,012","22.97","7,562","3.07",120,0.52,1376,NA
"1377",2020-10-16,"052600","한네트","-",6110,"98","62.35","3,033","2.01",100,1.64,1377,NA
"1378",2020-10-16,"053060","세동","관리종목",860,"-","-","884","0.97",0,0,1378,NA
"1379",2020-10-16,"064260","다날","-",4880,"434","11.24","3,168","1.54",0,0,1379,NA
"1380",2020-10-16,"083790","크리스탈지노믹스","-",15800,"-","-","3,538","4.47",0,0,1380,NA
"1381",2020-10-16,"095270","웨이브일렉트로","-",7950,"-","-","1,239","6.42",0,0,1381,NA
"1382",2020-10-16,"100660","서암기계공업","-",5620,"173","32.49","4,891","1.15",50,0.89,1382,NA
"1383",2020-10-16,"105550","트루윈","-",3680,"-","-","2,075","1.77",0,0,1383,NA
"1384",2020-10-16,"118990","모트렉스","-",7290,"-","-","3,099","2.35",0,0,1384,NA
"1385",2020-10-16,"150900","파수","-",7100,"-","-","1,735","4.09",0,0,1385,NA
"1386",2020-10-16,"169330","엠브레인","-",7360,"262","28.09","1,353","5.44",140,1.9,1386,NA
"1387",2020-10-16,"200230","텔콘RF제약","-",7210,"-","-","1,337","5.39",0,0,1387,NA
"1388",2020-10-16,"206640","바디텍메드","-",33450,"507","65.98","3,134","10.67",50,0.15,1388,NA
"1389",2020-10-16,"214310","세미콘라이트","관리종목",1560,"-","-","1,565","1",0,0,1389,NA
"1390",2020-10-16,"246720","아스타","-",7000,"-","-","1,291","5.42",0,0,1390,NA
"1391",2020-10-16,"269620","시스웍","-",7310,"110","66.45","2,166","3.37",40,0.55,1391,NA
"1392",2020-10-16,"288330","브릿지바이오테라퓨틱스","-",12300,"142","86.62","4,021","3.06",0,0,1392,NA
"1393",2020-10-16,"306620","네온테크","-",2930,"4","732.5","1,822","1.61",0,0,1393,NA
"1394",2020-10-16,"011040","경동제약","-",10400,"850","12.24","8,539","1.22",400,3.85,1394,NA
"1395",2020-10-16,"018000","유니슨","-",5890,"-","-","731","8.06",0,0,1395,NA
"1396",2020-10-16,"024880","케이피에프","-",4955,"480","10.32","9,274","0.53",160,3.23,1396,NA
"1397",2020-10-16,"033200","모아텍","-",18200,"-","-","5,170","3.52",0,0,1397,NA
"1398",2020-10-16,"037030","파워넷","-",5950,"451","13.19","4,422","1.35",0,0,1398,NA
