"","일자","종목코드","종목명","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물  일련번호","총카운트"
"576",2020-10-16,"104460","디와이피엔에프","-",17350,"2,212","7.84","6,402","2.71",350,2.02,576,NA
"577",2020-10-16,"105740","디케이락","-",15750,"1,029","15.31","10,995","1.43",200,1.27,577,NA
"578",2020-10-16,"106080","하이소닉","관리종목",3330,"-","-","883","3.77",0,0,578,NA
"579",2020-10-16,"114810","아이원스","-",8470,"-","-","9,092","0.93",0,0,579,NA
"580",2020-10-16,"122310","제노레이","-",9850,"996","9.89","4,096","2.4",400,4.06,580,NA
"581",2020-10-16,"128660","피제이메탈","-",2040,"85","24","1,634","1.25",100,4.9,581,NA
"582",2020-10-16,"131030","디에이치피코리아","-",7910,"894","8.85","6,505","1.22",100,1.26,582,NA
"583",2020-10-16,"136480","하림","-",2630,"-","-","2,924","0.9",0,0,583,NA
"584",2020-10-16,"139670","키네마스터","-",9000,"5","1,800","927","9.71",0,0,584,NA
"585",2020-10-16,"140670","알에스오토메이션","-",8410,"16","525.62","4,310","1.95",0,0,585,NA
"586",2020-10-16,"148150","세경하이테크","-",22400,"1,991","11.25","11,869","1.89",250,1.12,586,NA
"587",2020-10-16,"191410","육일씨엔에쓰","-",4300,"-","-","3,147","1.37",0,0,587,NA
"588",2020-10-16,"192390","윈하이텍","-",3155,"-","-","4,905","0.64",0,0,588,NA
"589",2020-10-16,"194700","노바렉스","-",38200,"1,850","20.65","10,195","3.75",200,0.52,589,NA
"590",2020-10-16,"217480","에스디생명공학","-",6000,"-","-","4,047","1.48",0,0,590,NA
"591",2020-10-16,"225570","넷게임즈","-",8030,"-","-","1,323","6.07",0,0,591,NA
"592",2020-10-16,"227610","아우딘퓨쳐스","-",3950,"-","-","3,414","1.16",0,0,592,NA
"593",2020-10-16,"228340","동양파일","-",2770,"-","-","6,112","0.45",0,0,593,NA
"594",2020-10-16,"230240","에치에프알","-",29800,"87","342.53","6,813","4.37",0,0,594,NA
"595",2020-10-16,"234340","세틀뱅크","-",29700,"1,466","20.26","11,939","2.49",380,1.28,595,NA
"596",2020-10-16,"236200","슈프리마","-",30250,"3,650","8.29","18,961","1.6",0,0,596,NA
"597",2020-10-16,"251970","펌텍코리아","-",14900,"1,714","8.69","11,642","1.28",330,2.21,597,NA
"598",2020-10-16,"270870","뉴트리","-",20150,"1,056","19.08","6,336","3.18",150,0.74,598,NA
"599",2020-10-16,"290720","푸드나무","-",25100,"656","38.26","7,454","3.37",70,0.28,599,NA
"600",2020-10-16,"308100","까스텔바작","-",9390,"1,083","8.67","11,624","0.81",0,0,600,NA
"601",2020-10-16,"317330","덕산테코피아","-",16400,"696","23.56","7,900","2.08",0,0,601,NA
"602",2020-10-16,"317870","엔바이오니아","-",8000,"159","50.31","2,897","2.76",0,0,602,NA
"603",2020-10-16,"023760","한국캐피탈","-",522,"118","4.42","897","0.58",25,4.79,603,NA
"604",2020-10-16,"043650","국순당","관리종목",4540,"-","-","11,214","0.4",100,2.2,604,NA
"605",2020-10-16,"101680","한국정밀기계","관리종목",1670,"-","-","6,762","0.25",0,0,605,NA
"606",2020-10-16,"032800","판타지오","-",942,"-","-","323","2.92",0,0,606,NA
"607",2020-10-16,"058220","아리온","관리종목",275,"-","-","523","0.53",0,0,607,NA
"608",2020-10-16,"079970","투비소프트","-",2240,"-","-","1,778","1.26",0,0,608,NA
"609",2020-10-16,"023900","풍국주정","-",21800,"618","35.28","10,607","2.06",160,0.73,609,NA
"610",2020-10-16,"332710","하나금융14호스팩","-",2050,"-","-","-","-",NA,NA,610,NA
"611",2020-10-16,"065950","웰크론","-",6080,"-","-","2,182","2.79",0,0,611,NA
"612",2020-10-16,"250060","모비스","-",2670,"-","-","804","3.32",0,0,612,NA
"613",2020-10-16,"255220","SG","-",2120,"287","7.39","1,924","1.1",0,0,613,NA
"614",2020-10-16,"200780","비씨월드제약","-",21300,"722","29.5","11,025","1.93",100,0.47,614,NA
"615",2020-10-16,"026150","특수건설","-",6430,"52","123.65","5,689","1.13",0,0,615,NA
"616",2020-10-16,"054780","키이스트","-",12500,"-","-","2,555","4.89",0,0,616,NA
"617",2020-10-16,"066110","한프","관리종목",480,"-","-","-","-",0,0,617,NA
"618",2020-10-16,"090740","아이엠이연이","-",4630,"509","9.1","4,372","1.06",50,1.08,618,NA
"619",2020-10-16,"091440","텔레필드","-",3630,"572","6.35","2,971","1.22",0,0,619,NA
"620",2020-10-16,"195500","마니커에프앤지","-",8620,"337","25.58","3,535","2.44",0,0,620,NA
"621",2020-10-16,"046390","삼화네트웍스","-",1440,"18","80","811","1.78",0,0,621,NA
"622",2020-10-16,"277070","린드먼아시아","-",5070,"313","16.2","3,356","1.51",89,1.76,622,NA
"623",2020-10-16,"017510","세명전기","-",3920,"224","17.5","4,681","0.84",80,2.04,623,NA
"624",2020-10-16,"024740","한일단조","-",2000,"107","18.69","3,698","0.54",0,0,624,NA
"625",2020-10-16,"311690","천랩","-",44850,"-","-","8,101","5.54",0,0,625,NA
"626",2020-10-16,"019570","리더스 기술투자","-",548,"-","-","293","1.87",0,0,626,NA
"627",2020-10-16,"032620","유비케어","-",9520,"133","71.58","1,965","4.84",40,0.42,627,NA
"628",2020-10-16,"043100","솔고바이오","관리종목",392,"-","-","566","0.69",0,0,628,NA
"629",2020-10-16,"108860","셀바스AI","-",3010,"-","-","1,380","2.18",0,0,629,NA
"630",2020-10-16,"327260","메탈라이프","-",17600,"453","38.85","7,414","2.37",0,0,630,NA
"631",2020-10-16,"037070","파세코","-",12200,"618","19.74","5,415","2.25",250,2.05,631,NA
"632",2020-10-16,"222800","심텍","-",17900,"-","-","6,678","2.68",160,0.89,632,NA
"633",2020-10-16,"038290","마크로젠","-",28650,"-","-","10,686","2.68",0,0,633,NA
"634",2020-10-16,"052900","KMH하이텍","-",1940,"48","40.42","1,358","1.43",0,0,634,NA
"635",2020-10-16,"088910","동우팜투테이블","-",3145,"102","30.83","7,357","0.43",0,0,635,NA
"636",2020-10-16,"349720","이베스트스팩5호","-",2000,"-","-","-","-",NA,NA,636,NA
"637",2020-10-16,"214270","퓨쳐스트림네트웍스","-",981,"36","27.25","588","1.67",0,0,637,NA
"638",2020-10-16,"237820","플레이디","-",8840,"730","12.11","4,477","1.97",220,2.49,638,NA
"639",2020-10-16,"078350","한양디지텍","-",5370,"-","-","2,890","1.86",0,0,639,NA
"640",2020-10-16,"121850","코이즈","-",1260,"-","-","1,245","1.01",0,0,640,NA
"641",2020-10-16,"252500","세화피앤씨","-",4170,"30","139","1,256","3.32",10,0.24,641,NA
"642",2020-10-16,"290740","액트로","-",10750,"1,484","7.24","7,578","1.42",200,1.86,642,NA
"643",2020-10-16,"036640","HRS","-",3745,"60","62.42","4,475","0.84",0,0,643,NA
"644",2020-10-16,"065650","메디프론","-",4590,"-","-","601","7.64",0,0,644,NA
"645",2020-10-16,"092070","디엔에프","-",13550,"220","61.59","8,388","1.62",0,0,645,NA
"646",2020-10-16,"299910","베스파","-",10300,"-","-","10,465","0.98",0,0,646,NA
"647",2020-10-16,"033600","럭슬","관리종목",179,"-","-","988","0.18",0,0,647,NA
"648",2020-10-16,"067000","조이시티","-",21550,"-","-","2,186","9.86",0,0,648,NA
"649",2020-10-16,"086670","비엠티","-",9250,"661","13.99","8,633","1.07",150,1.62,649,NA
"650",2020-10-16,"115610","이미지스","-",2880,"-","-","1,528","1.88",0,0,650,NA
"651",2020-10-16,"041460","한국전자인증","-",6180,"87","71.03","1,887","3.28",46,0.74,651,NA
"652",2020-10-16,"071670","에이테크솔루션","-",10100,"145","69.66","7,007","1.44",0,0,652,NA
"653",2020-10-16,"024950","삼천리자전거","-",9100,"-","-","5,991","1.52",0,0,653,NA
"654",2020-10-16,"087730","에스모 머티리얼즈","관리종목",2720,"-","-","285","9.54",0,0,654,NA
"655",2020-10-16,"100130","동국S&C","-",8510,"171","49.77","4,582","1.86",100,1.18,655,NA
"656",2020-10-16,"189300","인텔리안테크","-",31900,"1,119","28.51","11,271","2.83",100,0.31,656,NA
"657",2020-10-16,"217500","러셀","-",2535,"147","17.24","1,265","2",25,0.99,657,NA
"658",2020-10-16,"254120","자비스","-",1720,"-","-","806","2.13",0,0,658,NA
"659",2020-10-16,"034940","조아제약","-",4730,"-","-","1,874","2.52",0,0,659,NA
"660",2020-10-16,"049470","SGA","-",597,"-","-","577","1.03",0,0,660,NA
"661",2020-10-16,"078140","대봉엘에스","-",10850,"517","20.99","7,289","1.49",50,0.46,661,NA
"662",2020-10-16,"101730","조이맥스","관리종목",3775,"-","-","901","4.19",0,0,662,NA
"663",2020-10-16,"203690","프로스테믹스","-",3660,"-","-","621","5.89",0,0,663,NA
"664",2020-10-16,"264450","유비쿼스","-",33700,"2,175","15.49","17,207","1.96",450,1.34,664,NA
"665",2020-10-16,"093920","서원인텍","-",6350,"672","9.45","8,637","0.74",300,4.72,665,NA
"666",2020-10-16,"214180","민앤지","-",16300,"1,380","11.81","9,384","1.74",230,1.41,666,NA
"667",2020-10-16,"081150","티플랙스","-",3215,"91","35.33","4,040","0.8",20,0.62,667,NA
"668",2020-10-16,"158430","아톤","-",26300,"-","-","10,518","2.5",0,0,668,NA
"669",2020-10-16,"218150","미래생명자원","-",3020,"58","52.07","1,589","1.9",0,0,669,NA
"670",2020-10-16,"237750","피앤씨테크","-",6810,"428","15.91","9,172","0.74",0,0,670,NA
"671",2020-10-16,"039020","이건홀딩스","-",2530,"186","13.6","6,634","0.38",70,2.77,671,NA
"672",2020-10-16,"053110","소리바다","-",360,"-","-","338","1.07",0,0,672,NA
"673",2020-10-16,"064520","바른전자","관리종목",1005,"-","-","639","1.57",0,0,673,NA
"674",2020-10-16,"177350","베셀","-",3730,"-","-","1,742","2.14",0,0,674,NA
"675",2020-10-16,"241770","메카로","-",12000,"834","14.39","13,986","0.86",160,1.33,675,NA
"676",2020-10-16,"307930","컴퍼니케이","-",6010,"604","9.95","3,280","1.83",160,2.66,676,NA
"677",2020-10-16,"002230","피에스텍","-",4590,"131","35.04","7,280","0.63",150,3.27,677,NA
"678",2020-10-16,"015710","코콤","-",6240,"495","12.61","6,725","0.93",160,2.56,678,NA
"679",2020-10-16,"010170","대한광통신","-",4005,"-","-","2,433","1.65",0,0,679,NA
"680",2020-10-16,"036810","에프에스티","-",22500,"1,002","22.46","5,592","4.02",80,0.36,680,NA
"681",2020-10-16,"053300","한국정보인증","-",7830,"229","34.19","2,735","2.86",100,1.28,681,NA
"682",2020-10-16,"014570","고려제약","-",9990,"357","27.98","5,914","1.69",100,1,682,NA
"683",2020-10-16,"047770","코데즈컴바인","-",2345,"181","12.96","1,099","2.13",0,0,683,NA
"684",2020-10-16,"072770","율호","-",1750,"-","-","636","2.75",0,0,684,NA
"685",2020-10-16,"137950","제이씨케미칼","-",6200,"548","11.31","4,222","1.47",60,0.97,685,NA
"686",2020-10-16,"285490","노바텍","-",33200,"1,096","30.29","5,675","5.85",242,0.73,686,NA
"687",2020-10-16,"317770","슈프리마아이디","-",14250,"397","35.89","12,939","1.1",0,0,687,NA
"688",2020-10-16,"007820","에스엠코어","-",6790,"229","29.65","3,919","1.73",70,1.03,688,NA
"689",2020-10-16,"013030","하이록코리아","-",11800,"947","12.46","25,087","0.47",500,4.24,689,NA
"690",2020-10-16,"016250","이테크건설","-",102300,"7,394","13.84","106,067","0.96",1500,1.47,690,NA
"691",2020-10-16,"019210","와이지-원","-",5160,"41","125.85","10,380","0.5",120,2.33,691,NA
"692",2020-10-16,"036630","세종텔레콤","-",315,"4","78.75","557","0.57",0,0,692,NA
"693",2020-10-16,"043610","지니뮤직","-",4280,"126","33.97","2,627","1.63",0,0,693,NA
"694",2020-10-16,"045100","한양이엔지","-",10800,"1,695","6.37","18,191","0.59",450,4.17,694,NA
"695",2020-10-16,"052860","아이앤씨","-",4365,"339","12.88","3,126","1.4",100,2.29,695,NA
"696",2020-10-16,"067390","아스트","-",4345,"-","-","7,376","0.59",0,0,696,NA
"697",2020-10-16,"095190","이엠코리아","-",6230,"-","-","2,076","3",0,0,697,NA
"698",2020-10-16,"161580","필옵틱스","-",14750,"-","-","3,174","4.65",0,0,698,NA
"699",2020-10-16,"214680","디알텍","-",1470,"20","73.5","763","1.93",0,0,699,NA
"700",2020-10-16,"215360","우리산업","-",18050,"802","22.51","12,469","1.45",120,0.66,700,NA
"701",2020-10-16,"222040","코스맥스엔비티","-",9190,"-","-","3,413","2.69",0,0,701,NA
"702",2020-10-16,"267790","배럴","-",7800,"883","8.83","5,855","1.33",0,0,702,NA
"703",2020-10-16,"009520","포스코엠텍","-",4670,"254","18.39","2,160","2.16",80,1.71,703,NA
"704",2020-10-16,"016790","현대사료","-",14100,"528","26.7","9,667","1.46",100,0.71,704,NA
"705",2020-10-16,"208370","셀바스헬스케어","-",2465,"-","-","1,114","2.21",0,0,705,NA
"706",2020-10-16,"053610","프로텍","-",29250,"3,720","7.86","18,797","1.56",400,1.37,706,NA
"707",2020-10-16,"191420","테고사이언스","-",25100,"106","236.79","5,914","4.24",0,0,707,NA
"708",2020-10-16,"222980","한국맥널티","-",6660,"-","-","2,769","2.41",0,0,708,NA
"709",2020-10-16,"235980","메드팩토","-",120700,"-","-","3,897","30.97",0,0,709,NA
"710",2020-10-16,"021045","대호피앤씨우","-",1770,"-","-","-","-",0,0,710,NA
"711",2020-10-16,"313760","윌링스","-",16700,"717","23.29","7,453","2.24",80,0.48,711,NA
"712",2020-10-16,"353190","엔에이치스팩16호","-",2040,"-","-","-","-",NA,NA,712,NA
"713",2020-10-16,"041140","넥슨지티","-",13450,"85","158.24","3,040","4.42",0,0,713,NA
"714",2020-10-16,"043290","케이맥","-",1370,"-","-","1,236","1.11",0,0,714,NA
"715",2020-10-16,"048550","SM C&C","-",1680,"40","42","1,237","1.36",0,0,715,NA
"716",2020-10-16,"073010","케이에스피","-",1305,"46","28.37","629","2.07",0,0,716,NA
"717",2020-10-16,"046070","코다코","-",1285,"-","-","752","1.71",0,0,717,NA
"718",2020-10-16,"181340","이즈미디어","-",4330,"-","-","5,089","0.85",0,0,718,NA
"719",2020-10-16,"215600","신라젠","관리종목",12100,"-","-","858","14.1",0,0,719,NA
"720",2020-10-16,"019540","일지테크","-",4885,"-","-","8,805","0.55",0,0,720,NA
"721",2020-10-16,"171010","램테크놀러지","-",6450,"276","23.37","2,683","2.4",0,0,721,NA
"722",2020-10-16,"297890","엘이티","-",18350,"1,557","11.79","4,594","3.99",0,0,722,NA
"723",2020-10-16,"300080","플리토","-",16050,"-","-","4,642","3.46",0,0,723,NA
"724",2020-10-16,"331520","교보9호스팩","-",2030,"-","-","-","-",NA,NA,724,NA
"725",2020-10-16,"004780","대륙제관","-",4240,"337","12.58","6,719","0.63",100,2.36,725,NA
"726",2020-10-16,"111820","지와이커머스","관리종목",2465,"-","-","18","136.94",0,0,726,NA
"727",2020-10-16,"131390","피앤이솔루션","-",23200,"1,096","21.17","5,497","4.22",0,0,727,NA
"728",2020-10-16,"205470","휴마시스","-",10500,"-","-","541","19.41",0,0,728,NA
"729",2020-10-16,"046310","백금T&A","-",2620,"119","22.02","2,650","0.99",50,1.91,729,NA
"730",2020-10-16,"084730","팅크웨어","-",9880,"430","22.98","14,259","0.69",0,0,730,NA
"731",2020-10-16,"074430","아미노로직스","-",2030,"-","-","590","3.44",0,0,731,NA
"732",2020-10-16,"353810","이지바이오","-",59500,"-","-","-","-",NA,NA,732,NA
"733",2020-10-16,"033230","인성정보","-",3720,"-","-","2,000","1.86",0,0,733,NA
"734",2020-10-16,"066790","씨씨에스","관리종목",846,"-","-","590","1.43",0,0,734,NA
"735",2020-10-16,"079810","디이엔티","-",8760,"-","-","1,469","5.96",0,0,735,NA
"736",2020-10-16,"136510","쎄미시스코","-",8120,"-","-","4,633","1.75",0,0,736,NA
"737",2020-10-16,"251630","브이원텍","-",8960,"442","20.27","5,428","1.65",100,1.12,737,NA
"738",2020-10-16,"278650","노터스","-",24450,"650","37.62","5,581","4.38",0,0,738,NA
"739",2020-10-16,"012700","리드코프","-",6840,"1,552","4.41","13,926","0.49",150,2.19,739,NA
"740",2020-10-16,"018700","바른손","관리종목",2635,"-","-","1,661","1.59",0,0,740,NA
"741",2020-10-16,"049070","인탑스","-",16250,"2,073","7.84","25,323","0.64",250,1.54,741,NA
"742",2020-10-16,"050860","아세아텍","-",3450,"30","115","5,625","0.61",50,1.45,742,NA
"743",2020-10-16,"053050","지에스이","-",1820,"155","11.74","2,305","0.79",40,2.2,743,NA
"744",2020-10-16,"096240","청담러닝","-",21100,"1,176","17.94","8,569","2.46",1000,4.74,744,NA
"745",2020-10-16,"204620","글로벌텍스프리","-",2710,"163","16.63","1,953","1.39",0,0,745,NA
"746",2020-10-16,"220630","해마로푸드서비스","-",3095,"148","20.91","861","3.59",50,1.62,746,NA
"747",2020-10-16,"225190","삼양옵틱스","-",9160,"1,351","6.78","3,893","2.35",1000,10.92,747,NA
"748",2020-10-16,"225330","씨엠에스에듀","-",5970,"330","18.09","2,079","2.87",425,7.12,748,NA
"749",2020-10-16,"041520","이라이콤","-",10750,"-","-","16,821","0.64",100,0.93,749,NA
"750",2020-10-16,"288620","에스퓨얼셀","-",40150,"270","148.7","5,565","7.21",50,0.12,750,NA
"751",2020-10-16,"053590","한국테크놀로지","-",974,"-","-","343","2.84",0,0,751,NA
"752",2020-10-16,"071850","캐스텍코리아","-",2635,"-","-","7,346","0.36",0,0,752,NA
"753",2020-10-16,"302550","리메드","-",28000,"832","33.65","4,229","6.62",0,0,753,NA
"754",2020-10-16,"061040","알에프텍","-",10450,"-","-","6,140","1.7",0,0,754,NA
"755",2020-10-16,"119500","포메탈","-",3815,"186","20.51","3,776","1.01",60,1.57,755,NA
"756",2020-10-16,"001000","신라섬유","-",2245,"9","249.44","595","3.77",0,0,756,NA
"757",2020-10-16,"309930","삼성머스트스팩3호","-",2355,"-","-","-","-",NA,NA,757,NA
"758",2020-10-16,"089980","상아프론테크","-",39850,"842","47.33","9,392","4.24",160,0.4,758,NA
"759",2020-10-16,"115570","스타플렉스","-",4255,"-","-","9,954","0.43",80,1.88,759,NA
"760",2020-10-16,"141000","비아트론","-",9180,"396","23.18","10,954","0.84",0,0,760,NA
"761",2020-10-16,"256150","한독크린텍","-",21450,"1,601","13.4","7,753","2.77",200,0.93,761,NA
"762",2020-10-16,"264850","이랜시스","-",2485,"48","51.77","895","2.78",40,1.61,762,NA
"763",2020-10-16,"290520","신도기연","-",22100,"2,258","9.79","7,056","3.13",0,0,763,NA
"764",2020-10-16,"041590","젬백스지오","-",684,"-","-","1,169","0.59",0,0,764,NA
"765",2020-10-16,"012860","모베이스전자","-",1320,"-","-","4,817","0.27",0,0,765,NA
"766",2020-10-16,"017650","대림제지","-",7600,"280","27.14","17,050","0.45",0,0,766,NA
"767",2020-10-16,"079370","제우스","-",17600,"1,359","12.95","21,560","0.82",200,1.14,767,NA
"768",2020-10-16,"099440","스맥","-",1905,"-","-","3,428","0.56",0,0,768,NA
"769",2020-10-16,"034810","해성산업","-",10550,"238","44.33","14,265","0.74",175,1.66,769,NA
"770",2020-10-16,"038010","제일테크노스","-",4205,"492","8.55","8,454","0.5",90,2.14,770,NA
"771",2020-10-16,"051780","큐로홀딩스","-",620,"-","-","276","2.25",0,0,771,NA
"772",2020-10-16,"083470","이엠앤아이","관리종목",1585,"968","1.64","219","7.24",0,0,772,NA
"773",2020-10-16,"089970","에이피티씨","-",11650,"656","17.76","2,561","4.55",0,0,773,NA
"774",2020-10-16,"131400","액트","-",5150,"-","-","2,215","2.33",0,0,774,NA
"775",2020-10-16,"222420","쎄노텍","-",2015,"-","-","869","2.32",0,0,775,NA
"776",2020-10-16,"238490","힘스","-",13100,"759","17.26","5,382","2.43",200,1.53,776,NA
"777",2020-10-16,"054220","비츠로시스","관리종목",3875,"-","-","-","-",0,0,777,NA
"778",2020-10-16,"180400","캔서롭","관리종목",7740,"-","-","1,066","7.26",0,0,778,NA
"779",2020-10-16,"223250","드림씨아이에스","-",19250,"1,032","18.65","2,671","7.21",0,0,779,NA
"780",2020-10-16,"035080","인터파크","-",2100,"-","-","5,001","0.42",70,3.33,780,NA
"781",2020-10-16,"351340","IBKS제13호스팩","-",2075,"-","-","-","-",NA,NA,781,NA
"782",2020-10-16,"021880","메이슨캐피탈","관리종목",419,"-","-","313","1.34",0,0,782,NA
"783",2020-10-16,"234100","세원","-",4580,"69","66.38","1,619","2.83",0,0,783,NA
"784",2020-10-16,"263920","블러썸엠앤씨","관리종목",4555,"-","-","6,606","0.69",0,0,784,NA
"785",2020-10-16,"080440","에스제이케이","관리종목",498,"-","-","997","0.5",0,0,785,NA
"786",2020-10-16,"096640","멜파스","-",1370,"-","-","1,327","1.03",0,0,786,NA
"787",2020-10-16,"158310","스타모빌리티","관리종목",505,"-","-","2,426","0.21",0,0,787,NA
"788",2020-10-16,"216080","제테마","-",26350,"-","-","2,019","13.05",0,0,788,NA
"789",2020-10-16,"290550","디케이티","-",19350,"966","20.03","7,085","2.73",0,0,789,NA
"790",2020-10-16,"306040","에스제이그룹","-",16000,"1,824","8.77","7,047","2.27",400,2.5,790,NA
"791",2020-10-16,"064290","인텍플러스","-",13150,"448","29.35","1,733","7.59",0,0,791,NA
"792",2020-10-16,"090410","덕신하우징","-",1310,"39","33.59","1,814","0.72",0,0,792,NA
"793",2020-10-16,"189690","포시에스","-",8270,"235","35.19","6,085","1.36",100,1.21,793,NA
"794",2020-10-16,"223310","경남제약헬스케어","관리종목",3320,"-","-","4,820","0.69",0,0,794,NA
"795",2020-10-16,"226950","올릭스","-",62500,"-","-","6,401","9.76",0,0,795,NA
"796",2020-10-16,"025950","동신건설","-",11400,"100","114","10,388","1.1",0,0,796,NA
"797",2020-10-16,"060260","뉴보텍","-",1400,"66","21.21","826","1.69",0,0,797,NA
"798",2020-10-16,"160600","이큐셀","관리종목",310,"-","-","563","0.55",0,0,798,NA
"799",2020-10-16,"351320","IBKS제14호스팩","-",2090,"-","-","-","-",NA,NA,799,NA
"800",2020-10-16,"277880","티에스아이","-",13400,"-","-","3,131","4.28",0,0,800,NA
"801",2020-10-16,"111870","삼본전자","-",1490,"-","-","1,856","0.8",0,0,801,NA
"802",2020-10-16,"343510","하나금융16호스팩","-",2030,"-","-","-","-",NA,NA,802,NA
"803",2020-10-16,"012790","신일제약","-",24300,"691","35.17","9,296","2.61",150,0.62,803,NA
"804",2020-10-16,"096350","대창솔루션","-",543,"-","-","412","1.32",0,0,804,NA
"805",2020-10-16,"096610","알에프세미","-",6270,"-","-","6,140","1.02",13,0.21,805,NA
"806",2020-10-16,"260660","알리코제약","-",12850,"1,055","12.18","7,303","1.76",200,1.56,806,NA
"807",2020-10-16,"016670","포비스티앤씨","-",947,"-","-","1,135","0.83",0,0,807,NA
"808",2020-10-16,"024940","PN풍년","-",3575,"577","6.2","3,828","0.93",25,0.7,808,NA
"809",2020-10-16,"048430","유라테크","-",11600,"202","57.43","9,349","1.24",100,0.86,809,NA
"810",2020-10-16,"196700","웹스","-",1765,"-","-","2,837","0.62",0,0,810,NA
"811",2020-10-16,"025320","시노펙스","-",4635,"89","52.08","1,142","4.06",0,0,811,NA
"812",2020-10-16,"066430","와이오엠","관리종목",1695,"-","-","940","1.8",0,0,812,NA
"813",2020-10-16,"224110","에이텍티앤","-",21000,"480","43.75","9,164","2.29",0,0,813,NA
"814",2020-10-16,"050120","라이브플렉스","-",591,"-","-","667","0.89",0,0,814,NA
"815",2020-10-16,"073570","WI","-",1780,"20","89","536","3.32",0,0,815,NA
"816",2020-10-16,"090710","휴림로봇","-",749,"-","-","346","2.16",0,0,816,NA
"817",2020-10-16,"347890","엠투아이","-",14750,"800","18.44","4,958","2.97",280,1.9,817,NA
"818",2020-10-16,"353070","에이치엠씨제4호스팩","-",2000,"-","-","-","-",NA,NA,818,NA
"819",2020-10-16,"017000","신원종합개발","-",4290,"1,351","3.18","8,649","0.5",0,0,819,NA
"820",2020-10-16,"031860","엔에스엔","-",1050,"-","-","952","1.1",0,0,820,NA
"821",2020-10-16,"035200","프럼파스트","-",4420,"124","35.65","3,618","1.22",0,0,821,NA
"822",2020-10-16,"084180","수성","관리종목",1375,"-","-","1,235","1.11",0,0,822,NA
"823",2020-10-16,"086250","이노와이즈","관리종목",1405,"-","-","-","-",0,0,823,NA
"824",2020-10-16,"091970","나노캠텍","-",1980,"-","-","2,292","0.86",0,0,824,NA
"825",2020-10-16,"226350","아이엠텍","관리종목",214,"-","-","456","0.47",0,0,825,NA
"826",2020-10-16,"053160","프리엠스","-",8740,"102","85.69","7,582","1.15",50,0.57,826,NA
"827",2020-10-16,"058450","일야","관리종목",685,"-","-","607","1.13",0,0,827,NA
"828",2020-10-16,"290670","대보마그네틱","-",30250,"593","51.01","5,448","5.55",0,0,828,NA
"829",2020-10-16,"332570","와이팜","-",14050,"339","41.45","1,389","10.12",0,0,829,NA
"830",2020-10-16,"335890","IBKS제11호스팩","-",2395,"-","-","-","-",NA,NA,830,NA
"831",2020-10-16,"011080","형지I&C","-",1085,"-","-","581","1.87",0,0,831,NA
"832",2020-10-16,"262260","에이프로","-",36650,"1,543","23.75","3,866","9.48",0,0,832,NA
"833",2020-10-16,"005160","동국산업","-",3675,"263","13.97","7,054","0.52",130,3.54,833,NA
"834",2020-10-16,"036170","라이브파이낸셜","-",1560,"-","-","2,258","0.69",0,0,834,NA
"835",2020-10-16,"038390","레드캡투어","-",16600,"2,699","6.15","19,085","0.87",800,4.82,835,NA
"836",2020-10-16,"038460","바이오스마트","-",8610,"1,108","7.77","5,269","1.63",63,0.73,836,NA
"837",2020-10-16,"076080","웰크론한텍","-",2090,"-","-","3,257","0.64",0,0,837,NA
"838",2020-10-16,"079190","EMW","관리종목",2780,"120","23.17","971","2.86",0,0,838,NA
"839",2020-10-16,"084650","랩지노믹스","-",34550,"93","371.51","2,922","11.82",0,0,839,NA
"840",2020-10-16,"174900","앱클론","-",30650,"179","171.23","2,337","13.12",0,0,840,NA
"841",2020-10-16,"184230","SGA솔루션즈","-",912,"-","-","496","1.84",0,0,841,NA
"842",2020-10-16,"044490","태웅","-",14350,"-","-","28,401","0.51",0,0,842,NA
"843",2020-10-16,"061250","화일약품","-",10600,"235","45.11","6,906","1.53",125,1.18,843,NA
"844",2020-10-16,"092300","현우산업","-",3135,"156","20.1","4,933","0.64",100,3.19,844,NA
"845",2020-10-16,"137940","넥스트아이","-",1915,"-","-","1,028","1.86",0,0,845,NA
"846",2020-10-16,"225220","제놀루션","-",36750,"-","-","680","54.04",0,0,846,NA
"847",2020-10-16,"302430","이노메트리","-",20700,"480","43.12","5,433","3.81",400,1.93,847,NA
"848",2020-10-16,"320000","윈텍","-",2575,"-","-","-","-",NA,NA,848,NA
"849",2020-10-16,"065170","넥스트BT","-",2440,"-","-","734","3.32",0,0,849,NA
"850",2020-10-16,"083500","에프엔에스테크","-",8520,"202","42.18","6,180","1.38",0,0,850,NA
"851",2020-10-16,"092870","엑시콘","-",12550,"-","-","7,337","1.71",65,0.52,851,NA
"852",2020-10-16,"093640","다믈멀티미디어","-",3140,"53","59.25","1,961","1.6",0,0,852,NA
"853",2020-10-16,"097800","윈팩","-",1695,"254","6.67","1,263","1.34",0,0,853,NA
"854",2020-10-16,"195990","에이비프로바이오","-",769,"-","-","731","1.05",0,0,854,NA
"855",2020-10-16,"335870","IBKS제12호스팩","-",2135,"-","-","-","-",NA,NA,855,NA
"856",2020-10-16,"002800","신신제약","-",8450,"141","59.93","3,715","2.27",28,0.33,856,NA
"857",2020-10-16,"220260","켐트로스","-",6170,"11","560.91","1,692","3.65",0,0,857,NA
"858",2020-10-16,"003310","대주산업","-",2250,"51","44.12","1,472","1.53",30,1.33,858,NA
