"","PER","PBR","PCR","PSR"
"010130",11.1210459788276,1.02926269302761,10.1609787786921,1.05133984585051
"086280",13.7741389607804,1.48143588206325,9.33704453441296,0.378692508524858
"352820",91.953407804878,39.1133227435159,74.0039421592148,11.5568145367847
"018880",20.5307692307692,2.79745454545455,8.40062949640288,0.914015543317212
"010950",97.6061820550459,0.982582320967891,9.39570842861348,0.261678772265539
"019170",3708.9493,30.0677816404387,325.011021134021,33.2378166051661
"316140",3.2444563689937,0.238278665088282,3.24775234669839,NA
"030200",9.65675129715762,0.393722289010338,1.59656637915198,0.245642750756919
"024110",3.71678168439407,0.262041219005471,NA,NA
"097950",38.2524398360656,0.615250442967885,2.72199014278382,0.260977388435298
"021240",17.4467708480024,5.39178426968065,10.7695716953458,1.92388950124217
"009540",34.3299209847654,0.435819997493482,NA,0.371052391131954
"034220",NA,0.449837567162864,2.07563513393682,0.239299804477841
"006800",8.31371214555387,0.595929375208841,NA,NA
"032640",11.4897726578947,0.686140908287526,2.23868472855811,0.407273559970118
"271560",23.1972203061224,2.99929277241379,14.3798754974123,2.47186314337963
"003670",48.307500990099,4.84851197456027,77.692,3.28821781911309
"028300",NA,25.742935782241,NA,126.83758984375
"196170",NA,68.0070227920228,524.625604395604,163.496335616438
"035250",14.094377128772,1.26886546479101,11.5650601250306,3.10334058614565
"180640",NA,3.16947415351587,34.478345558193,3.74148062309929
"139480",18.4130570136811,0.421959500671128,5.27925231122824,0.225926487339282
"000100",103.795197525,2.51624721272727,62.9061803181818,2.80451763104566
"000120",104.005900856423,1.1296329240534,4.86226361752237,0.39644691496001
"004020",240.748682295322,0.238880940671475,6.57216230403895,0.200696277763423
"011780",13.9617728615071,1.56416880324004,7.37518071543841,0.826279813776894
"161390",9.77417111775924,0.570495434091162,5.39295644337761,0.595682998547209
"285130",378.826172830189,5.58725119243078,32.8874482555283,2.81359125
"002790",30.0044162827225,0.619063047946791,4.83207715851602,0.638351201724934
"008930",128.796997560261,6.12369184621341,304.159063469231,4.84211097856968
"068760",450.956187976744,13.8507972021429,139.004416365591,22.3528715654179
"071050",4.47680413724562,0.751797110431154,NA,NA
"011070",36.3219530694037,1.68544670189604,4.83190611053316,0.447565772394936
"003490",NA,1.27487329529272,1.51911884970219,0.279512406732422
"000720",8.50064872729504,0.397379723637407,7.23149778972646,0.200428518849689
"267250",19.6570552165127,0.286469323037182,2.82398968438952,0.127846924875048
"293490",307.105004786364,8.09332786931001,48.0534146891892,8.63978274335038
"128940",64.1023834548944,4.06145467347683,269.333401451613,2.99904290409483
"029780",NA,0.483837373238211,2.84098430038314,NA
"010140",NA,0.624130770256625,NA,0.445732478876689
"012750",22.1100264897681,2.44149584468213,11.5844527641172,1.50654421724378
"095700",NA,10.6226126305153,NA,279.102096460177
"012510",62.2302925494071,8.67452562809917,52.3065249667774,11.9864971564522
"005830",8.334375,0.511791969556521,1.43269598470363,NA
"078930",5.67911087959559,0.280870613982454,1.94745103284165,0.173699479846622
"034020",NA,0.491833516938084,7.03332135589117,0.194789904790641
"004990",NA,0.387730000076997,4.61915001620547,0.341160545787132
"035760",28.9161781151631,0.955952206478632,4.05308818886199,0.795067092276434
"008770",17.4153418461992,3.2141201862969,7.32074191553134,0.516919439473178
"011790",49.1658660134003,1.70018663171918,72.4741284197531,1.15568241633199
"000210",4.32252631578947,0.426689625484288,3.01877756773787,0.296335089328976
"016360",7.32770546197039,0.580081021558604,NA,NA
"032500",27.8784954985394,13.2062799248155,NA,4.19259260169864
"026960",20.6828341855369,2.09444485538871,26.5119850187266,5.63815213062525
"003410",21.3688737467582,1.55420768277393,7.65426051420765,1.82090305375366
"247540",80.4823742608696,7.50038333873582,216.925149375,4.50680394741113
"241560",10.0764964722528,0.689053979568244,5.64507862898909,0.607995097148306
"036460",69.9485103092783,0.333149475234763,1.3667047033941,0.108635698446118
"263750",17.0942110653139,4.57683715619694,16.0080586995249,5.03033604217205
"000080",NA,2.57604581634727,94.048428885159,1.30783280303179
"007070",19.900826446281,1.0384193194292,3.29329852045257,0.2940856454496
"336260",NA,15.7531650245803,21.5910265086278,11.8789689245027
"006280",NA,2.2058451507474,64.8124377915633,1.90694403373001
"005940",5.45063270088328,0.480661680842343,10.4045598124047,NA
"030000",18.5765337979725,2.68124928668478,12.8270965875,0.74974992474501
"023530",NA,0.212254200786442,1.54336865927419,0.143354092696629
"235980",NA,31.1869813138501,NA,NA
"042660",NA,0.648105294521825,0.957307175327485,0.291142231495328
"145020",53.7770528139013,3.22243256146715,31.1487864350649,11.7226615615836
"009240",55.6657313348946,3.87563464536116,29.9361048866499,1.39950937823834
"081660",8.82364543665667,1.30720673135654,7.37746349890316,0.682282808514955
"001040",8.76074593635343,0.160108055340025,0.605494809191119,0.0692722327196511
"253450",88.0034166666667,5.4244459491011,NA,4.95688116065714
"011200",NA,2.1246350821517,5.80137648402204,0.420179142418966
"036490",17.9688906645866,4.42746835133577,9.1594901916501,2.98318024242424
"008560",4.00159492304189,0.54658164674197,NA,NA
"047810",12.7850272385563,1.84125138729716,6.14546866417489,0.700459340701563
"039490",5.90158276074972,0.948058017003188,NA,NA
"028050",7.30143540669856,1.63972676337401,2.72465246779747,0.335489949748744
"004170",4.02111306041033,0.38380336077315,2.67972390808963,0.331036551093178
"282330",13.9275860766182,3.38682385480244,3.95765114864865,0.354625137821429
"001450",7.70746934225195,0.45984391628237,1.52103256086829,NA
"007310",21.2428652892562,1.52715139992573,11.0376240472356,0.871428300207654
"006360",4.6245010879567,0.494932122230268,2.70051861240616,0.196849622947987
"020150",41.1844637393162,2.33854999150692,39.9882345020747,3.50314958742276
"028670",12.6691918578012,0.663717966270047,4.75407668774704,0.779792634709672
"000880",21.3215957333333,0.105066996057819,0.762120662456809,0.0380649129182503
"004370",25.7869752394366,0.943409719173494,11.2669245661538,0.781123444686207
"006260",71.9090909090909,0.425935897736052,5.99045110306223,0.178779898193825
"185750",33.6264666512059,3.81571905789474,23.4471740297542,1.679298204855
"200130",33.0128932513761,7.06678194108405,23.0077069335038,4.09934536842105
"357780",NA,NA,NA,NA
"112610",56.0837461598746,4.83794348972418,20.8759801925321,2.23801789154366
"042670",7.4407058347228,0.418273814263286,3.14597343981318,0.218063638221066
"058470",NA,5.83393841772152,38.575954030837,10.2839008396947
"064350",NA,1.97788728961377,NA,0.710070624974586
"138930",3.10166055869797,0.189926541857274,NA,NA
"047050",8.27803650167144,0.568688968029264,1.07732805683654,0.0709760976902541
"009420",89.108379921875,12.1857613568376,83.4576046097561,15.7684875069124
"003000",NA,5.18306654150077,NA,10.0610655517241
"010120",16.0538979788258,1.22404050781537,7.71864877371587,0.710755070734617
"014680",19.2605926300578,3.2002329283519,16.3980439222441,2.83533230513955
"204320",14.9582861900452,1.04243858728557,6.06565366605505,0.276315321887695
"004800",15.7677101253616,0.603317666592871,11.6130080965909,0.484707280488528
"268600",NA,59.2510739230769,NA,770.263961
"017800",33.153932371134,1.69580860577937,15.7643698039216,0.858726686248331
"000990",15.3230308489484,2.48610055343571,9.94903182371198,1.98512388754025
"060250",64.5074219755102,12.4052734568289,21.5905988852459,3.36333653628432
"000060",5.14663115845539,0.633496414669125,1.50672254166261,NA
"278280",67.0869565217391,7.32668566001899,67.9735682819383,11.4042867701404
"000240",10.0520808231989,0.450150899351803,16.0430361661392,1.79433674911515
"240810",35.0108944195804,2.65084251782563,NA,2.24442225134489
"003090",23.899708125,1.45326621223933,10.7678107364621,1.09199808669547
"140410",NA,34.2949417570093,NA,77.6626194285714
"069960",7.46322049407522,0.290926655935573,3.83738039178808,0.658788984446769
"010060",NA,0.538136010202182,NA,0.554785567770911
"007700",13.0802177858439,2.98002894356006,8.91980198019802,1.58347797429419
"078340",12.8894368515206,1.55720665658094,11.1019956856703,3.07061376518219
"181710",116.75388902439,0.785297115437196,13.3340096100279,0.964713714228134
"307950",25.5456171735241,2.77281553398058,17.8054862842893,0.908512533401196
"005290",24.081318557265,3.9088710754717,12.9600472456302,1.60945634136867
"002380",NA,0.313297392212342,5.07705948689956,0.513007775775849
"003520",NA,11.8927656686528,148.084114454839,6.2457245552381
"004000",8.15059382422803,0.919268635724332,5.33033009708738,1.04671699839854
"011000",NA,56.8996367302905,NA,33.283525368932
"237690",NA,4.50274876522884,NA,14.656857449089
"007570",136.08078432,6.11049772429277,37.5913768839779,4.19226076155268
"056190",10.2285558787879,1.21407191439619,175.346672207792,0.855783340305508
"039200",NA,24.5840853639706,NA,303.948691772727
"294870",3.18623785351704,0.59064686113725,NA,0.312616293134116
"088350",13.0625527888446,0.0937220169652619,1.30171741935484,NA
"012450",9.90004160363086,0.458354521257967,1.83021325688715,0.24862474117133
"141080",NA,10.8443782268557,48.6981628988764,23.8576320990826
"086900",49.4166203587786,4.92849430300723,38.4188561839763,6.28807893831957
"192080",11.4944754125113,1.95896266687268,7.71192602189781,2.46757617360841
"051600",8.17514677103718,1.17853112657514,7.80354919053549,1.00509262972171
"298380",NA,9.45945511363636,NA,312.16201875
"000250",118.176974714286,5.5594006922043,40.5509226960784,6.64982976688103
"098460",41.7031248277027,5.06529542429216,42.274400510274,5.55791307924358
"111770",7.38080374984967,0.623376162315896,5.29520130974978,0.513933619562032
"035900",39.1833338210863,7.55661336167591,24.0950559646365,7.89213866537967
"192820",38.5547200628931,3.87374438546603,16.4348538605898,0.921349739234989
"084850",29.3296904556355,4.59102136636637,29.6137552542373,3.07530322353533
"138040",3.06436467956827,0.204774130451702,NA,NA
"010780",18.4140495673222,0.955691485866834,NA,1.26249214438336
"047040",5.77807118983701,0.484408668997669,NA,0.139311093540147
"034230",79.4995543311258,0.748312723101858,7.65588820408163,1.2256925366551
"006650",11.2817497648166,0.674266276846958,5.20733825445072,0.5781468447187
"006120",6.6379217267184,0.515444679536846,5.50566013563218,0.23848978899046
"272210",16.4060318333333,1.23502655994424,2.92706735352423,0.773609133667529
"067630",NA,3.56125137828947,NA,10.4463373763158
"030190",28.9437070833333,5.26718665923283,19.170507288961,2.87394317108786
"214320",16.0326086956522,1.51088348271447,8.65102639296188,0.925998587459782
"069080",27.5607251877934,3.30170667322835,59.9023925,6.66716009653606
"069620",52.92958125,1.83118538685328,20.2161595052083,1.04585125516436
"064760",NA,5.17829931972789,31.5418508287293,6.66169778296383
"013890",15.7598690718232,3.05002544987971,NA,1.39641968033288
"039030",94.1783780991736,2.89374904773997,21.5417462192817,5.51844249394673
"011210",20.6426445235507,0.368547117439679,2.56522732485367,0.155780764183961
"001740",NA,0.486621335375005,2.4052490661235,0.0859346543212146
"086450",19.9003907637655,2.9070887389725,16.1207482014389,2.32301886792453
"010620",20.9078040731707,0.473401001316907,NA,0.372193967168765
"336370",NA,10.7138041304348,158.411246785714,24.7517573102679
"066970",NA,8.33459211191199,NA,3.5062216417172
"018670",6.91251753303965,0.661367434971098,3.56970762430939,0.22274929244996
"046890",31.0117127536232,1.43476477135577,6.31211852507375,0.946901575360651
"022100",27.2266274892857,2.91368768108108,16.7285861689655,1.10051948605898
"161890",36.4447660824742,1.25078746668239,6.435331875,0.688351199454793
"032350",NA,3.54039492459785,NA,11.9508353563348
"139130",3.20829451108736,0.193503605720023,NA,NA
"120110",31.8765371076923,0.48722544137704,8.39536025931929,0.235067039390089
"005250",344.87354,0.686725487853445,134.366314285714,0.678528738195173
"031430",13.9422972972973,1.72155848489905,10.0167961165049,0.724021052631579
"086520",47.8102255915493,2.27820538053691,NA,1.4500324720205
"214150",28.8672635688623,10.9689033356086,24.7222205948718,11.8886140961776
"073240",NA,0.740040813639177,6.52953416866894,0.403755172931791
"005690",NA,18.5115981553398,NA,29.3337632307692
"088800",NA,10.5957378271605,NA,2.49360866455362
"085660",20.1421769396552,1.40266698184001,37.8379356275304,1.74821737747849
"069260",13.2681212471591,1.39061446449308,8.70527246784716,1.41569526492877
"175330",2.72803159722141,0.244178753623226,61.7691392774834,NA
"020560",NA,1.02364306893097,1.66328264670841,0.133477131056017
"284740",14.1445205324074,2.00210775557012,113.156164259259,1.38099281377128
"003690",4.80966155082141,0.369537106938111,2.93052352160155,NA
"000670",3.85405364806867,0.242799648506151,4.34023441275979,0.291169060665997
"023590",4.83048574824609,0.335969149894903,NA,0.275793871252503
"082270",NA,9.41999021473684,NA,20.9578236627635
"218410",44.2373351,4.1036488961039,32.6474797785978,8.20729779220779
"001680",8.20951338619403,0.860946815691645,5.2603696054991,0.296916273616734
"093370",108.269947645679,3.61048405076163,27.5781942116352,3.52344948143833
"057050",10.128055878929,0.502367478923663,26.8518518518519,0.394200271862256
"028150",7.93367928832117,0.757959597280335,9.28986378205128,0.706706152470741
"215600",NA,14.2060198770492,NA,95.2271662087912
"183490",NA,11.60718195,NA,27.2676655333333
"210980",19.0536055278396,2.36720223630327,3.08735795092025,1.88147545238619
"178920",NA,3.4005569844807,22.4293955433071,3.82011609387573
"016380",NA,0.954553721787521,NA,0.349658417629617
"041960",NA,11.0345797322835,840.8349756,23.6854922704225
"053030",98.2414779294118,5.1738076976456,77.3196817037037,6.66442587709497
"036540",40.1570545674757,2.61949120991134,10.405475774717,1.4047127255731
"192650",34.4109836,3.73524923744912,18.6425193318284,1.47554691155976
"006040",18.4292501004464,0.765535840982847,4.27344929865424,0.307772461231641
"241590",13.1938896153846,2.24026860408163,11.8802122943723,0.685168701731025
"084990",NA,4.13383076594676,NA,182.899045666667
"230360",25.6824918892405,7.41834317824497,38.101725056338,7.28515927917415
"033270",NA,3.18082657350059,21.2415931649215,3.66664644780841
"122870",NA,1.91195972053593,13.5280774186242,3.04829268109641
"101490",NA,9.05512548306998,92.2165652643678,9.49448660118343
"206640",67.7263303448276,10.1896943190661,45.6758972093023,10.7915581318681
"363280",NA,NA,NA,NA
"108320",20.0663441558442,1.63607422702245,37.321461352657,0.890963268365817
"025900",27.6360533501805,1.12958341124391,19.3312797424242,1.06707370755506
"079160",NA,1.26712693395442,2.68856336039534,0.392148483756371
"001800",15.6613555,0.227112178271812,2.21252074197315,0.360339230937441
"003230",12.7024833473154,2.63236442107093,14.420343,1.3926931705298
"131370",87.9526254186047,12.1998803,135.070103321429,26.540090477193
"001440",NA,2.40557678151631,9.49473866037879,0.483683863061684
"071840",NA,0.391230359123784,5.76614744785276,0.186739259207749
"025980",NA,1.90537195119471,46.84833285,5.25279134968465
"000150",1.77855264926261,0.109641987499084,0.953460257268554,0.0403385647021693
"064960",310.74164,1.01328795652174,7.51037196374622,0.763883986479566
"114090",10.2523209944751,1.2684006151743,6.31180306122449,1.51236356968215
"081000",65.4845130530973,4.00853194745395,18.3616624689826,4.59326503724395
"170900",10.4327621551481,1.14519714630748,13.1382386642984,1.20803990984811
"178320",15.1956208395062,2.76698078980892,NA,1.88202643425076
"090460",13.0105854416961,2.63470173881932,10.4158293635078,1.1244451610933
"213420",NA,4.57977089430894,32.9867281981982,7.48013652706844
"003240",5.3665716385011,0.209653367013032,1.96658696822833,0.250305140507197
"115450",NA,9.57295447568988,NA,12.3474887389831
"092190",137.3887905,3.8835231448,11.20247061,2.07689843026241
"105630",NA,1.5956043956044,8.25938566552901,0.377652933832709
"041510",NA,1.1432246062737,7.87195354570185,1.0997758146093
"083790",NA,3.20302160390764,NA,51.5228903714286
"005440",13.1580123569343,0.340700754658855,4.0691821510158,0.230790601786
"092040",7186.22674,4.53675930555556,81.6616675,6.23804404513889
"033660",NA,0.880155197174447,NA,NA
"020000",8.34474794841735,0.68076415455241,5.21852639296188,0.565015875535799
"005850",8.28669388986014,0.515701991550011,NA,0.314295082552383
"103140",40.3645140511364,0.513380146914294,3.52213905453644,0.289811711051279
"192400",8.921898302267,1.05150471307704,18.0713960510204,1.34090237592277
"003850",21.8135093167702,2.48196113074205,14.9445744680851,1.33968148006866
"000640",35.3417560606061,0.936894858749498,7.22899555785124,0.909142224243212
"018000",NA,9.8759474761236,NA,9.26439341633729
"005300",NA,0.565660972312704,5.17995282624907,0.285915486314056
"033640",22.6070607843137,3.65632167019027,7.69495061179088,1.96750870307167
"067160",20.0824272296512,5.67188420935961,11.3624259325658,4.11456519773675
"034310",23.6115705479452,0.563466704805492,2.64160099616858,0.367182116419023
"097230",2.24660830035971,2.80413395204082,4.40675316388711,0.421790777412819
"009450",24.6114548028674,2.28126109302326,8.736127086514,0.88681336562056
"003620",NA,1.67273631605061,NA,0.186064739369188
"001060",NA,2.90480541199478,12.0431662216216,1.30724765362801
"079550",205.90625,1.03927444794953,4.3635761589404,0.453569215942727
"085620",5.99753480538813,0.281074282555104,1.75034664496269,NA
"049770",9.95618748858447,0.960248852025837,4.8742288971684,0.215860316800317
"008490",20.5470366529968,1.97976006656535,29.472446239819,1.41380738419796
"204270",7.42069831812999,2.22646336811495,3.99016089822195,1.68512491584671
"214370",22.9387900355872,2.97178423236515,9.24791965566715,9.96259659969088
"298020",6.87966633727175,1.09862253173242,1.83260925894134,0.107051016362755
"280360",16.7744097952756,0.491316892066421,3.34609954554974,0.305353565790731
"078130",NA,14.5013486181818,NA,7.60499808343266
"017810",181.889428942857,1.3746771783632,7.45448479274005,0.26731597787109
"053800",33.2921357329843,3.09129699805542,28.012325660793,3.80766342814371
"052690",23.8151136363636,1.2773648923202,23.199963099631,1.40151359786001
"089980",50.13055082,4.35766262343533,179.0376815,3.36536995300752
"001230",NA,0.321363645750861,2.92779591264637,0.110470173078962
"003540",6.59464435058078,0.309624600892414,NA,NA
"097520",7.38850527692308,2.77973595681211,5.38214393017241,0.492489308117062
"078600",NA,7.57313208941606,NA,5.34803657860825
"298050",NA,1.52499463246177,4.86797499212598,0.202460317002882
"200230",NA,5.33886317623591,123.114184844,10.8758113819788
"226320",NA,1.29307817059071,31.0665295833333,3.00790848777506
"003380",11.0112637877698,0.1774826109871,1.41033463856254,0.0832926909922044
"058820",NA,3.39137554716981,218.259240571429,10.4287691740614
"012630",2.37476833281372,0.258369961500954,3.58450326,0.376919375394322
"108670",52.3371775,0.662785217248908,1.76076351218097,0.190508114409439
"112040",NA,2.58048572645931,NA,5.33133802816901
"214450",36.2622002814371,2.65139555472855,31.3771370310881,7.21786346483909
"000020",64.0343806914894,2.0004093668993,45.2573818421053,1.95938534667969
"011930",289.182823128571,4.96959025016367,68.2341492775281,1.34622905912215
"298040",45.4838639083969,0.601553374255427,7.92338586702128,0.15757090421537
"002320",NA,0.56299858126957,3.54870935885167,0.287709937836396
"084370",101.541772310345,2.4009061532817,11.3040744606526,2.86589916982968
"001120",20.531958041958,0.379190236342503,2.60984,0.0557610460644389
"064550",NA,18.527932539557,NA,16.1289991253444
"042700",30.1537285647668,2.64891652844788,21.3958441654412,4.83361263538206
"243070",15.1832375078534,2.92633538244198,13.7767143182898,1.58904019945205
"014820",15.0894371073298,1.00455994684559,4.69777096577017,0.55297054633538
"007390",NA,7.02307387789988,1437.9743765,24.8999892034632
"115390",35.0230463414634,0.839733859649123,14.1472403940887,1.18184765432099
"131970",NA,3.51138742467851,13.1515955607798,5.92365254597107
"108230",154.148290540541,1.66817395437262,NA,3.41117628588517
"222800",NA,3.53058303219814,NA,0.570075144671066
"039130",NA,2.6099988435062,19.8852709090909,0.745176556603774
"271980",NA,3.33454597411765,19.5473384689655,0.844314589812332
"300720",NA,0.637883870815015,4.71163015653622,0.598041409638554
"015350",NA,0.844258623264148,6.58974358974359,0.581208881578947
"001820",19.0340878378378,3.66087719298246,21.5865517241379,2.21378781925344
"100090",NA,2.95724780898876,30.3156607853403,1.50592749284785
"068240",133.063025357143,2.65241911010916,4.01195051328069,3.19168878640777
"035600",11.1617736,1.46595397951143,2.47270128489145,0.583713711954816
"048260",NA,6.76098028128797,8.2678852473997,0.984829517079646
"151910",NA,14.8030845612,NA,10.5535298677757
"042040",NA,5.25959923796816,NA,31.7358869274011
"008350",38.2207463931034,3.09436528587381,20.0072499169675,1.70628332112069
"005180",13.3507086058394,0.960802177727193,8.73748604617834,0.624745671979961
"086390",21.3827627764706,3.39092320149254,25.2435393888889,2.7496744871407
"138080",11.7994287201735,3.90490785355348,12.7389616861827,2.58656045649073
"102710",11.7681271106291,2.01676825204461,8.86455326470588,1.12788078960499
"018250",13.0145112379808,1.59941999261448,16.7099897376543,0.772000096249822
"050890",94.7572914473684,4.36987509101942,26.7384436262376,2.35550179350196
"003470",6.67377920988875,0.427210585598987,0.977387288341781,NA
"267270",168.380215171875,0.341650300266312,3.46952149742434,0.188919283527927
"001880",NA,1.17540438968982,4.26049192082344,0.42042357184155
"042000",80.2304520895522,3.52950774130007,26.4800014285714,2.4748804281768
"206650",NA,15.2176597185714,41.2882240426357,16.0911809712991
"145990",15.744791964497,0.411103876709154,3.18095617692767,0.253851349170006
"009290",23.0334042272727,1.18898689977654,18.1594415580205,0.429679106557377
"267980",8.27058563608087,1.31763789990089,5.81836604376368,0.381682808009761
"091700",8.700538,1.31990255657797,6.35608165269461,0.423029505818588
"033290",10.2791127817121,2.0614373662895,10.1800847202312,1.33860247524702
"005610",26.0578984653465,1.63114207933065,5.55828457233369,0.21061521646927
"001630",11.6896756666667,0.71076260640454,4.72628396226415,0.729996398834305
"000070",16.9622454757282,0.258257396008869,2.39439646048424,0.210613752792735
"245620",NA,10.9530793472803,NA,9.23381292416226
"332570",NA,11.2464666336207,41.0894528976378,4.16137202392344
"089590",NA,1.60464405798216,6.21775665375447,0.376929034140173
"002350",4.41240662588832,0.334775314962449,1.78918169186964,0.257897672541166
"267260",NA,0.743903314410169,9.05880175217391,0.294100333549771
"263050",NA,8.25564773726115,NA,1296.13669475
"290510",86.22153525,2.61145487884907,20.2874200588235,2.05697499602386
"294090",NA,147.691416857143,NA,NA
"097780",NA,2.1743691013983,22.6057756797357,3.05447088053571
"003060",NA,1.47344608547181,731.671227585714,10.0622762143418
"353200",NA,NA,NA,NA
"122450",33.8518539139073,1.03705212842362,10.0031897084149,1.98125191511628
"286940",9.31957398443223,1.3034035336834,4.33431635051107,0.60168941651886
"059090",63.0246635375,2.9869508785545,11.254404203125,2.13462027222693
"082640",NA,0.192920651756881,1.50157151211849,NA
"144510",NA,10.4659199373695,2506.587825,8.65833445595855
"268280",12.6212121212121,2.00481347773767,7.25399129172714,1.32257210902355
"078070",71.3142810857143,1.95687952802822,27.4285696483516,4.43733304533333
"025540",15.6388244514107,0.702447901999437,8.05942649434572,0.646131977723093
"095660",20.5566397355372,1.51252867619337,13.4451535567568,1.95469815952849
"032620",73.0759946,4.6923207108593,42.1115901084746,4.48076432173129
"000400",NA,0.514121051977635,NA,NA
"057880",NA,20.3190987540984,NA,52.7431925106383
"009970",4.0906776,0.192169891524634,1.75211323752212,0.180778666764061
"024720",11.2482885688073,0.812231503146737,5.83145519143876,0.826466770475227
"003070",10.0221823196721,1.04549486361693,3.30015180296896,0.140375562469504
"030520",25.3394577512953,1.46554250704225,12.0753465333333,1.53163650046978
"002840",15.6770739549839,2.17077916295637,24.7490862944162,1.950228
"100130",50.6548885416667,1.76063334540188,35.495396350365,1.53016655129012
"294140",NA,25.4642857142857,NA,9.68360160965795
"031390",43.4903528727273,5.62154972502938,79.7323136,12.6225298575198
"226330",NA,10.3765764164859,37.6661553385827,956.7203456
"238090",NA,4.06207948265306,17.6273264634686,5.68014919334126
"053580",NA,8.78526405904059,67.0649735211268,7.78041359477124
"041140",164.059027896552,4.42166525,NA,15.7540126125828
"095610",48.4119820408163,2.20771253606329,13.9131209384164,2.65940260089686
"032190",6.93555718475073,0.170335626057834,NA,0.131186210339472
"048530",NA,7.16709190076923,NA,56.1278281385542
"123890",5.181882603125,0.701354503383686,NA,NA
"061970",14.2367078282209,2.4517521141046,4.82951795213319,1.18882345081967
"216080",NA,13.6006045781711,NA,34.6662026466165
"072520",NA,19.0531083506224,NA,20.8718141477273
"299660",NA,8.93397407407407,NA,NA
"137400",NA,6.3575185334728,103.598654284091,1.41827653655881
"036810",24.8776401639344,4.02173864840989,26.6234394736842,3.62180441527446
"214870",NA,6.7803468733234,NA,4.74907385386221
"182400",NA,4.20719823069767,NA,51.9854953793103
"039840",20.7815962258064,3.13820903340292,46.97506646875,3.54528803537736
"284620",NA,90.14234738,NA,NA
"078160",NA,4.02298876517857,60.0766322266667,9.83787645633188
"281820",NA,1.56101566031196,11.1198276049383,1.69752362608368
"026890",42.0676906542056,2.87619354632588,NA,2.72142859733978
"166090",NA,3.09129115955983,11.1531944069479,2.90357709689922
"003800",10.1616515837104,0.958687299893276,9.72175324675325,1.61912400865177
"002390",12.8170436246418,1.30033378633721,50.8312298295455,0.945697299154334
"272290",12.9454252463768,2.47296329457364,10.0589452927928,1.27860627254509
"023890",8.39180790960452,1.21352124183007,8.8589463220676,0.687662037037037
"045390",201.488173663636,4.58875757826087,16.7906811386364,3.88155851190893
"034830",4.1029499875,0.502744042035398,130.328999602941,NA
"053210",8.11046529597069,0.627773469180607,2.90381249285246,0.637534415721278
"214330",NA,2.55694403626883,61.2956306472222,1.75758080708881
"174900",NA,12.4608700564972,NA,30.6329722222222
"060720",NA,2.38022168373984,40.2890734541284,2.15692976743615
"140860",51.4632385882353,9.85219657657658,273.398455,8.41226015384615
"006390",NA,2.12527051075269,10.6315488141809,1.13207588258266
"017960",24.5385468451977,1.38897434972817,NA,1.58863306203365
"093320",28.9221333333333,5.1280378250591,16.9465625,6.71566563467492
"319660",NA,2.38581115853659,25.7724750299401,3.12563785766158
"253840",NA,19.5488588627049,NA,125.524251644737
