"","apt_juso","coord_x","coord_y"
"42","서울특별시 종로구 평창동 72 롯데낙천대",126.975681166723,37.6091361348129
"43","서울특별시 종로구 부암동 218-1 부암스카이뷰",126.964011031835,37.5946343238529
"44","서울특별시 종로구 효제동 65-2 포레스트힐시티",127.001834547682,37.5742170733379
"45","서울특별시 종로구 명륜1가 19 렉스빌",126.997995407846,37.5874603273576
"46","서울특별시 종로구 창신동 639-50 덕산",127.009908122235,37.5761162387658
"47","서울특별시 종로구 숭인동 201-11 종로유케이201",127.021306953231,37.5738385489524
"48","서울특별시 종로구 숭인동 545 동문A",127.020374156657,37.5783399018098
"49","서울특별시 종로구 신영동 105-22 구암하이빌",126.962323367408,37.6019092097635
"50","서울특별시 종로구 통인동 5-1 효자",126.97082876877,37.5810048174876
"51","서울특별시 종로구 옥인동 56 세종아파트",126.967621235868,37.5820728299918
"52","서울특별시 종로구 내수동 95 경희궁파크팰리스",126.97054356305,37.5741702549538
"53","서울특별시 종로구 신문로2가 171 디팰리스",126.97200207461,37.5686709353326
"54","서울특별시 종로구 익선동 30-6 운현신화타워",126.989136577815,37.5751033467401
"55","서울특별시 종로구 이화동 9-1 송림아마레스아파트",127.007163104673,37.5769676967684
"56","서울특별시 종로구 숭인동 181-121 도시그린빌라",127.0200141192,37.5765134678199
"57","서울특별시 종로구 평창동 108 롯데캐슬로잔",126.977399664316,37.6099791717614
"58","서울특별시 종로구 평창동 45 벽산블루밍평창힐스",126.973749617177,37.6081448127474
"59","서울특별시 종로구 신문로1가 238 신문로맨션",126.972934723706,37.571350893322
"60","서울특별시 종로구 숭인동 1421 버넷하임1",127.022367733858,37.5737460908599
"61","서울특별시 종로구 숭인동 569-5 숭인동102동",127.019209221049,37.5773599956251
"62","서울특별시 종로구 신교동 6-13 신현",126.967866600247,37.5835825115131
"63","서울특별시 종로구 내수동 110-15 킹스매너",126.971157542643,37.5733579795344
"64","서울특별시 종로구 창신동 601-7 MID그린",127.009734207001,37.5776026236401
"65","서울특별시 종로구 숭인동 202-3 종로중흥S클래스",127.021698658509,37.5735489879638
"66","서울특별시 종로구 평창동 102 르트랑시망",126.974834475236,37.610143533669
"67","서울특별시 종로구 신영동 254 대아파크빌",126.960340931307,37.6055204497841
"68","서울특별시 종로구 숭인동 1392-1 종로아인스빌",127.022724714977,37.5735651930175
"69","서울특별시 종로구 구기동 125-5 마운틴뷰",126.956263487952,37.6090364727392
"70","서울특별시 종로구 평창동 595 갑을아파트",126.963630877352,37.6047043115562
"71","서울특별시 종로구 연건동 195-10 이화에수풀",127.001845558431,37.5754399031459
"72","서울특별시 종로구 창신동 23-76 브라운스톤창신",127.015029753574,37.5773789820164
"73","서울특별시 종로구 교북동 101 동아",126.962089237776,37.5714330527605
"74","서울특별시 종로구 부암동 265-10 프라임캐슬",126.964034487443,37.5922473334639
"75","서울특별시 종로구 효제동 126-2 이지마루종로",127.003856758491,37.5737248111274
"76","서울특별시 종로구 창신동 638-45 삼흥",127.009337881471,37.5758837385698
"77","서울특별시 종로구 창신동 627-21 흥인",127.009243291199,37.5771919899053
"78","서울특별시 종로구 필운동 254 신동아블루아광화문의꿈",126.9699712435,37.5757916307873
"79","서울특별시 종로구 숭인동 494 동문",127.021461786317,37.5780863495289
"80","서울특별시 종로구 당주동 100 세종",126.97331522348,37.571864186778
"81","서울특별시 중구 회현동1가 146-1 삼풍",126.98252007976,37.5562258738598
"82","서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스",126.981925536214,37.5582562719927
"83","서울특별시 중구 회현동1가 206 남산SKLEADERSVIEW",126.980636557364,37.5591275120652
"84","서울특별시 중구 회현동2가 87 쌍용남산플래티넘",126.983218672682,37.5594031619007
"85","서울특별시 중구 충무로5가 36-2 충무로엘크루메크로시티2",127.000001584595,37.5633835164692
"86","서울특별시 중구 충무로5가 90 충무로헤센스마트",126.998504521455,37.5613995125223
"87","서울특별시 중구 묵정동 11-67 묵정",127.000052968838,37.5606825988362
"88","서울특별시 중구 신당동 844 남산타운",127.008880476432,37.5486807945139
"89","서울특별시 중구 신당동 843 삼성",127.017895622274,37.5581689025054
"90","서울특별시 중구 신당동 842 약수하이츠",127.014263668771,37.5547365066187
"91","서울특별시 중구 신당동 852 청구e편한세상",127.016730517193,37.5604485958729
"92","서울특별시 중구 신당동 432-1970 유정",127.005550492954,37.5511221633146
"93","서울특별시 중구 신당동 290-52 대성드림",127.015603317283,37.5613848858954
"94","서울특별시 중구 신당동 840 현대",127.021759346522,37.5599721399106
"95","서울특별시 중구 신당동 851 래미안하이베르",127.022720407044,37.5616192513453
"96","서울특별시 중구 신당동 850 신당푸르지오",127.019504822129,37.5592004695562
"97","서울특별시 중구 신당동 432-1957 신신",127.0051850711,37.5510327107942
"98","서울특별시 중구 신당동 294-12 타워",127.014695831123,37.560282452538
"99","서울특별시 중구 신당동 366-126 남산정은스카이",127.007787174305,37.5494498739986
"100","서울특별시 중구 흥인동 13-1 청계천두산위브더제니스",127.017110234475,37.566861653483
"101","서울특별시 중구 황학동 2523 황학아크로타워",127.021909314822,37.5661715985315
"102","서울특별시 중구 황학동 882 황학동코아루",127.022477348128,37.566708034837
"103","서울특별시 중구 황학동 2545 롯데캐슬",127.021433711217,37.5709782271712
"104","서울특별시 중구 황학동 819 DUO302",127.023270434217,37.5665827328463
"105","서울특별시 중구 황학동 1546 ",127.02155770471,37.5691635097764
"106","서울특별시 중구 황학동 787 한양I-Class",127.023298555152,37.5671059356091
"107","서울특별시 중구 순화동 217 덕수궁롯데캐슬",126.97037127234,37.5635913526827
"108","서울특별시 중구 순화동 151 순화동더샵",126.972065464999,37.5601777993529
"109","서울특별시 중구 중림동 200 삼성사이버빌리지",126.965306488642,37.5581161473013
"110","서울특별시 중구 중림동 149 성요셉",126.967257249333,37.5595875821397
"111","서울특별시 중구 만리동1가 62-7 대우디오빌",126.967221788694,37.5550177138769
"112","서울특별시 중구 만리동1가 231 LIG서울역리가",126.967001745344,37.5558684646262
"113","서울특별시 중구 충무로4가 306 남산센트럴자이",126.997667728847,37.5625353854314
"114","서울특별시 중구 충무로4가 120-3 진양상가",126.995939188779,37.562402711937
"115","서울특별시 중구 인현동2가 192-30 신성아파트",126.99580566902,37.5637577158708
"116","서울특별시 중구 장충동2가 193-29 장충",127.001671768784,37.5592565791342
"117","서울특별시 중구 오장동 145-1 오렌지카운티을지로",127.001405231149,37.5652397406613
"118","서울특별시 중구 신당동 432-2164 도현블랑빌",127.00611980975,37.5480424320662
"119","서울특별시 중구 신당동 432-2006 수산타운",127.005744290998,37.5503831551888
"120","서울특별시 중구 신당동 432-579 동산",127.005296009443,37.5515272638274
"121","서울특별시 중구 신당동 160-5 신당아르브",127.022400115429,37.56356086998
"122","서울특별시 중구 황학동 1743 골드캐슬Ⅲ",127.0212346135,37.5702355727167
"123","서울특별시 중구 회현동1가 100-12 이지-빌",126.980331228342,37.5568692021103
"124","서울특별시 중구 묵정동 11-2 충무",127.000688822151,37.5607801747961
"125","서울특별시 중구 을지로5가 39-1 삼성파크빌",127.002768887715,37.5673649858829
"126","서울특별시 중구 오장동 139-7 오장동오팰리오",127.002011795126,37.5648145517864
"127","서울특별시 중구 신당동 856 신당KCC스위첸",127.02479384731,37.5631258409821
"128","서울특별시 중구 신당동 432-2000 스위스빌라",127.005734799148,37.5505667791251
"129","서울특별시 중구 신당동 290-90 청구드림",127.015749929916,37.561044379755
"130","서울특별시 중구 흥인동 3-4 aaa",127.016528447054,37.5674299944468
"131","서울특별시 중구 황학동 846 신당블루카운티",127.022582046093,37.5663226588964
"132","서울특별시 중구 황학동 2033 청계리버팰리스A",127.020742512867,37.5696874945972
"133","서울특별시 중구 정동 37 삼정아트테라스정동",126.971934852329,37.5632014230769
"134","서울특별시 중구 순화동 215 바비엥3",126.969654984929,37.5631527459053
"135","서울특별시 중구 중림동 355 브라운스톤",126.968341179709,37.5606358272507
"136","서울특별시 중구 신당동 845 한진해모로",127.025987049202,37.5634687739131
"137","서울특별시 중구 신당동 432-1132 태원팰리스5차",127.007341211727,37.5530936297203
"138","서울특별시 중구 신당동 432-1666 남산FORESTHOUSE",127.004825079267,37.5491436025733
"139","서울특별시 중구 신당동 432-1061 토토타워",127.006162568342,37.5505885617354
"140","서울특별시 중구 신당동 372-13 약수",127.011049864346,37.5536239385941
"141","서울특별시 중구 흥인동 119 동대문와이즈캐슬",127.015468306711,37.5658415020925
"142","서울특별시 중구 남대문로5가 827 남산트라팰리스",126.975790250995,37.5538334378845
"143","서울특별시 중구 회현동1가 147-20 별장",126.981848061188,37.5557105820571
"144","서울특별시 중구 신당동 857 약수역더시티",127.010711986181,37.5531773450446
"145","서울특별시 중구 신당동 432-1972 신신",127.00545349403,37.5509168303169
"146","서울특별시 중구 신당동 432-921 푸른마을",127.005808607853,37.5508823051453
"147","서울특별시 중구 흥인동 142-1 위더스하임",127.014221235624,37.566084567426
"148","서울특별시 중구 흥인동 8 동대문솔하임",127.016349553927,37.5677164459151
"149","서울특별시 중구 만리동2가 288 서울역한라비발디센트럴",126.965563662247,37.555089772234
"150","서울특별시 중구 장충동1가 105-1 장충동라임카운티",127.006774511059,37.5599374602553
"151","서울특별시 중구 신당동 432-1982 다다아파트",127.005543672688,37.5507136509889
"152","서울특별시 중구 신당동 432-904 ",127.005965157696,37.5513921722803
"153","서울특별시 중구 필동3가 62-16 미주",126.995879427566,37.5562393494316
"154","서울특별시 중구 신당동 113-5 하이1",127.017645673594,37.5641837241812
"155","서울특별시 중구 신당동 432-922 푸른마을",127.00589076894,37.5509107726225
"156","서울특별시 중구 신당동 432-2837 프라임2",127.006328885959,37.548819442339
"157","서울특별시 중구 신당동 432-1653 노블레스2",127.005255709035,37.5497332877511
"158","서울특별시 중구 신당동 846 신당동파라다이스",127.017282610735,37.5623955702618
"159","서울특별시 중구 정동 18-1 정동",126.970342303639,37.5672856996586
"160","서울특별시 중구 황학동 1200 위너빌",127.021404705916,37.5677197822002
"161","서울특별시 중구 신당동 140-23 신당역솔하임",127.020226358008,37.5638781428151
"162","서울특별시 중구 신당동 432-479 초원",127.006355143793,37.5515315363643
"163","서울특별시 중구 신당동 432-502 인성아트빌",127.005870976655,37.5510618710276
"164","서울특별시 중구 신당동 404-2 란스미어",127.011578357047,37.5601165654821
"165","서울특별시 중구 예장동 9 삼익",126.991586198828,37.5598380649502
"166","서울특별시 중구 만리동2가 176-1 서울역센트럴자이",126.963442577645,37.5541625485024
"167","서울특별시 용산구 후암동 1-10 남산애지앙",126.97814832608,37.5525134852994
"168","서울특별시 용산구 후암동 423-1 후암미주",126.975790102772,37.5518426827209
"169","서울특별시 용산구 용산동2가 47-5 용암한신",126.987878525843,37.5424265810629
"170","서울특별시 용산구 동자동 45 센트레빌아스테리움서울",126.973210049015,37.5516713863735
"171","서울특별시 용산구 청파동3가 132-15 베르체",126.963506256197,37.5426325782398
"172","서울특별시 용산구 원효로1가 41 용산더프라임",126.970096406378,37.5402099307352
"173","서울특별시 용산구 산천동 204 한강타운",126.950212860284,37.5357557043381
"174","서울특별시 용산구 산천동 193 리버힐삼성",126.95059340676,37.535002087034
"175","서울특별시 용산구 원효로4가 118-16 산호",126.950380742981,37.5327156180897
"176","서울특별시 용산구 원효로4가 178 강변삼성스위트",126.948582252393,37.5340823879501
"177","서울특별시 용산구 효창동 268 세양청마루",126.956963644418,37.5407488174056
"178","서울특별시 용산구 효창동 274 효창파크푸르지오",126.958208884069,37.5401200964415
"179","서울특별시 용산구 효창동 287 용산롯데캐슬센터포레",126.963314009135,37.5396272338793
"180","서울특별시 용산구 도원동 23 삼성래미안",126.955316835387,37.5382964045291
"181","서울특별시 용산구 용문동 90 브라운스톤",126.959200142792,37.5362662344184
"182","서울특별시 용산구 문배동 40-19 삼라마이다스빌2",126.969048046629,37.5383471132315
"183","서울특별시 용산구 문배동 11-29 이안용산1차",126.970395589933,37.5378847050012
"184","서울특별시 용산구 문배동 24-6 CJ나인파크",126.969170724866,37.5360844630167
"185","서울특별시 용산구 문배동 11-14 이안용산1차",126.969658257565,37.5374934837145
"186","서울특별시 용산구 한강로1가 50-1 용산파크자이",126.97266226677,37.5366261935205
"187","서울특별시 용산구 한강로1가 64 대우월드마크용산",126.972984984131,37.5371756077648
"188","서울특별시 용산구 한강로2가 2-185 용산아이피아대주피오레",126.968340097022,37.5329605635435
"189","서울특별시 용산구 한강로2가 420 용산푸르지오써밋",126.965305052351,37.5272737608749
"190","서울특별시 용산구 한강로2가 417 용산파크e-편한세상",126.970873901839,37.5339990786581
"191","서울특별시 용산구 용산동5가 24-1 용산파크타워",126.97281622163,37.5233187069721
"192","서울특별시 용산구 용산동5가 24 용산파크타워",126.970684689419,37.5242745211479
"193","서울특별시 용산구 한강로3가 89 쌍용스윗닷홈",126.963955317841,37.5234518459185
"194","서울특별시 용산구 한강로3가 16-85 한강자이에클라트",126.95559975312,37.5315340503681
"195","서울특별시 용산구 한강로3가 63-387 시티파크",126.969883111317,37.5261585854458
"196","서울특별시 용산구 한강로3가 91 우림필유",126.959821458745,37.5254346092093
"197","서울특별시 용산구 한강로3가 16-20 원효전자상가",126.960835806269,37.5333606102844
"198","서울특별시 용산구 이촌동 411 동아그린",126.958032726655,37.5239356203446
"199","서울특별시 용산구 이촌동 404 한가람",126.970286646638,37.5215850190543
"200","서울특별시 용산구 이촌동 402 강촌",126.977468237095,37.5192338183281
"201","서울특별시 용산구 이촌동 399-1 우성",126.968363418261,37.5216751604394
"202","서울특별시 용산구 이촌동 412 이촌코오롱",126.977937544932,37.52007490322
"203","서울특별시 용산구 이촌동 193-3 강변",126.959241249084,37.5235193299625
"204","서울특별시 용산구 이촌동 300-17 중앙하이츠",126.977017911658,37.5181277500729
"205","서울특별시 용산구 이촌동 395 대림",126.954928463642,37.5252183146702
"206","서울특별시 용산구 이촌동 300-11 왕궁",126.978241666315,37.5171582318767
"207","서울특별시 용산구 이촌동 430 LG한강자이",126.971107300788,37.5199475597514
"208","서울특별시 용산구 이촌동 436 래미안첼리투스아파트",126.979990652892,37.5171784532934
"209","서울특별시 용산구 이촌동 300-23 한강맨숀",126.975026539164,37.5193300950348
"210","서울특별시 용산구 이촌동 434 동원베네스트",126.955057305679,37.5269327905
"211","서울특별시 용산구 이촌동 400 현대한강",126.957576158124,37.5233240369668
"212","서울특별시 용산구 이촌동 301-10 로얄맨숀",126.974536261291,37.5200578206501
"213","서울특별시 용산구 이촌동 422 북한강",126.95379465375,37.527307930958
"214","서울특별시 용산구 이촌동 415 한강",126.969475303103,37.5222169556785
"215","서울특별시 용산구 이촌동 426 이촌동삼성리버스위트",126.97681095732,37.5172359865554
"216","서울특별시 용산구 이촌동 300-301 삼익",126.97603798549,37.5184622780656
"217","서울특별시 용산구 이촌동 302-54 미주A",126.96909107853,37.5204389068674
"218","서울특별시 용산구 이태원동 22-2 청화1",126.994806998596,37.529947960527
"219","서울특별시 용산구 이태원동 252-1 창덕아파트",126.990773730203,37.5401480340454
"220","서울특별시 용산구 이태원동 669 용산동아파트",126.987970582095,37.5399258654668
"221","서울특별시 용산구 이태원동 729 남산대림",126.9888250863,37.5407094589822
"222","서울특별시 용산구 한남동 258 리버티하우스",127.008679105878,37.533578250287
"223","서울특별시 용산구 한남동 29-4 한성1",127.009080645372,37.5345489584788
"224","서울특별시 용산구 한남동 828 한남아이파크애비뉴",127.007256590971,37.5323912773405
"225","서울특별시 용산구 한남동 825 한남파라곤",127.003281312445,37.5391384179097
"226","서울특별시 용산구 동빙고동 1-72 파인힐빌",126.995558578432,37.5276144868192
"227","서울특별시 용산구 서빙고동 241-21 신동아",126.987501145071,37.5180979697285
"228","서울특별시 용산구 신창동 102 세방리버하이빌",126.954030516145,37.5361812629735
"229","서울특별시 용산구 효창동 5-495 효창맨션",126.961812543408,37.5420141371373
"230","서울특별시 용산구 효창동 286 용산케이씨씨스위첸",126.960019551463,37.5402604684335
"231","서울특별시 용산구 문배동 24-21 아크로타워",126.968551771604,37.5367545540992
"232","서울특별시 용산구 문배동 11-34 G&P용산파크",126.969443041995,37.537798867336
"233","서울특별시 용산구 문배동 11-10 용산KCC웰츠타워",126.968813728954,37.5377777996132
"234","서울특별시 용산구 신계동 48 용산e편한세상",126.966226243946,37.5366288530455
"235","서울특별시 용산구 한강로3가 65-230 한강대우트럼프월드3",126.962953183131,37.5231427622678
"236","서울특별시 용산구 이촌동 301-155 두산위브트레지움",126.967125797058,37.5218187125884
"237","서울특별시 용산구 이촌동 302-53 월드메르디앙",126.969011090777,37.5207404515929
"238","서울특별시 용산구 이촌동 301-170 반도",126.982051655168,37.5170232712561
"239","서울특별시 용산구 이촌동 302-28 타워맨션",126.964974036103,37.5209729534352
"240","서울특별시 용산구 이촌동 302-86 빌라맨션",126.964391746835,37.5213248912321
"241","서울특별시 용산구 이태원동 728 주공1",126.989396910876,37.54259683589
"242","서울특별시 용산구 한남동 26-5 트윈빌에이동",127.010366988737,37.5339814022074
"243","서울특별시 용산구 한남동 808 대림아르빌",127.001357596006,37.5349846633834
"244","서울특별시 용산구 한남동 810 한남더힐",127.009490412576,37.5369726180181
"245","서울특별시 용산구 한남동 263-10 성아1",127.008636411833,37.5342112065771
"246","서울특별시 용산구 한남동 1-297 로얄튼빌라",127.009843401774,37.5324817307781
"247","서울특별시 용산구 한남동 72-1 한남동리첸시아",127.007899663322,37.5344707464089
"248","서울특별시 용산구 한남동 827 한남해피트리",127.003255529962,37.5394931423676
"249","서울특별시 용산구 한남동 644-2 태성1",127.004213646558,37.5329064373609
"250","서울특별시 용산구 한남동 737-28 현대안성타워",126.997907654223,37.5350861954377
"251","서울특별시 용산구 한남동 684-82 뉴캐슬하우스",127.000860554926,37.5344286604465
"252","서울특별시 용산구 서빙고동 296 금호베스트빌1",126.991973730982,37.5228580868465
"253","서울특별시 용산구 보광동 448 신동아1",127.001851124058,37.5258603048593
"254","서울특별시 용산구 보광동 260-6 주미",126.999652798237,37.528005784835
"255","서울특별시 용산구 후암동 1-20 후암맨션",126.977083261705,37.5522473087519
"256","서울특별시 용산구 원효로1가 46-3 용산파크뷰",126.969718522289,37.5403958008247
"257","서울특별시 용산구 청암동 181 GS자이",126.94723103582,37.5350074800767
"258","서울특별시 용산구 원효로4가 109-4 풍전",126.954166947697,37.5327019212766
"259","서울특별시 용산구 효창동 272 효창베네스",126.959196726906,37.5423274408186
"260","서울특별시 용산구 문배동 17-1 지오베르크",126.967361865028,37.5374406133468
"261","서울특별시 용산구 문배동 24-8 프라임팰리스",126.969538303699,37.536705437867
"262","서울특별시 용산구 한강로2가 422 래미안용산더센트럴",126.966972245302,37.5291046239838
"263","서울특별시 용산구 이촌동 300-27 리버뷰",126.971946115671,37.5201637323928
"264","서울특별시 용산구 이촌동 301-162 현대맨숀",126.982409049808,37.5186807207506
"265","서울특별시 용산구 이태원동 198-16 마운틴뷰",126.990204481012,37.5374796761459
"266","서울특별시 용산구 한남동 809 대성이태리하우스",127.003365704807,37.5387697262658
"267","서울특별시 용산구 한남동 96-3 신성미소시티",127.007116895056,37.5315178552422
"268","서울특별시 용산구 한남동 805 현대하이페리온",127.004833426165,37.5276866416786
"269","서울특별시 용산구 한남동 829 나인원한남",127.003364799713,37.5362536827063
"270","서울특별시 용산구 한남동 802 리버탑",127.008332127853,37.5297194669812
"271","서울특별시 용산구 후암동 458 브라운스톤남산",126.976254594307,37.5513269555659
"272","서울특별시 용산구 청파동3가 132-13 효창PALACEVILLE",126.963840696971,37.5427203483791
"273","서울특별시 용산구 원효로2가 94-2 원효",126.961576811432,37.5350244616566
"274","서울특별시 용산구 청암동 64-29 SK청암대",126.947603748908,37.5354613899522
"275","서울특별시 용산구 원효로4가 128-1 한강수",126.951471246033,37.533656085545
"276","서울특별시 용산구 효창동 3-4 효창로즈",126.962547920111,37.5485835574432
"277","서울특별시 용산구 용문동 38-76 삼성하이츠",126.956698964812,37.5372598680856
"278","서울특별시 용산구 한강로1가 231-23 삼각아파트C동",126.973295518526,37.5338273797012
"279","서울특별시 용산구 한강로2가 419 아스테리움용산",126.968859586066,37.5276308275423
"280","서울특별시 용산구 한강로2가 2-11 한강로대우아이빌",126.968340097022,37.5329605635435
"281","서울특별시 용산구 한강로3가 63-389 용산시티파크",126.969145035914,37.5251113403049
"282","서울특별시 용산구 이태원동 254-10 다원",126.990084030648,37.5405172980264
"283","서울특별시 용산구 한남동 1-44 힐탑트레져1동",127.013718478343,37.5384658809255
"284","서울특별시 용산구 한남동 522-1 한남동동원베네스트",127.007738571081,37.5302984909518
"285","서울특별시 용산구 한남동 807 한남힐스테이트",127.003847524773,37.5284421679496
"286","서울특별시 용산구 한남동 732-19 장미1",126.998041073619,37.5341575361698
"287","서울특별시 용산구 후암동 438-7 제일",126.977115805473,37.5527769217326
"288","서울특별시 용산구 원효로1가 17-66 로얄카운티-3",126.966974030346,37.5414766253549
"289","서울특별시 용산구 원효로1가 133-3 리첸시아용산",126.967363197885,37.5382765617916
"290","서울특별시 용산구 문배동 40-39 이안용산3차",126.969801746787,37.5388471832786
"291","서울특별시 용산구 한강로1가 216-11 센트럴파크",126.974071398814,37.5326312935443
"292","서울특별시 용산구 이촌동 300-10 점보",126.978703263669,37.5180494083878
"293","서울특별시 용산구 이촌동 418 동부센트레빌",126.966523703852,37.5211823453929
"294","서울특별시 용산구 이촌동 302-69 정우",126.967175097338,37.520834110412
"295","서울특별시 용산구 이촌동 302-64 장미",126.967685487633,37.5200747957603
"296","서울특별시 용산구 한남동 723-3 한남하우스",127.005384199903,37.5378259438053
"297","서울특별시 용산구 한남동 386 르가든더메인한남",127.009942272603,37.5315363920083
"298","서울특별시 용산구 보광동 35-5 카사빌라",127.003604552866,37.5268558716752
"299","서울특별시 용산구 후암동 244-99 화인",126.979101847781,37.5486022437552
"300","서울특별시 용산구 효창동 5-158 효창아트빌2차",126.96045270618,37.5421601019986
"301","서울특별시 용산구 효창동 5-262 예빌리지",126.957763151341,37.541584783356
"302","서울특별시 용산구 문배동 3-3 이안용산프리미어",126.970332391243,37.5386143191392
"303","서울특별시 용산구 한강로2가 2-8 벽산메가트리움",126.968340097022,37.5329605635435
"304","서울특별시 용산구 이촌동 193-5 강서",126.959587779953,37.5232564464148
"305","서울특별시 용산구 서빙고동 293 그린파크",126.991310124254,37.5230363483028
"306","서울특별시 용산구 보광동 151 리버빌",127.000858289057,37.5242899593541
"307","서울특별시 용산구 후암동 244-86 신후암",126.977833268946,37.5498213338045
"308","서울특별시 용산구 이촌동 302-61 제일",126.96842079858,37.5210735762113
"309","서울특별시 용산구 이촌동 212-41 G&D용산드림",126.953637889074,37.5298110323946
"310","서울특별시 용산구 문배동 40-31 리첸시아용산B",126.967983178091,37.5379052490991
"311","서울특별시 용산구 한강로3가 98 용산센트럴파크해링턴스퀘어",126.967620397573,37.5259402145642
"312","서울특별시 용산구 이촌동 203-14 장미",126.955821838912,37.5261672272619
"313","서울특별시 용산구 한남동 410 파르크한남",127.011467348354,37.5314451625387
"314","서울특별시 용산구 한남동 550 현대하이페리온II",127.005962092469,37.5285335318103
"315","서울특별시 용산구 도원동 3-4 제일1",126.95809560543,37.5391365246956
"316","서울특별시 용산구 문배동 24-4 용산큐브",126.968360848575,37.5371341846874
"317","서울특별시 용산구 효창동 5-49 효창팰리스2차",126.962804139057,37.5414870985208
"318","서울특별시 용산구 이태원동 730 이태원",126.992738125598,37.5332066830185
"319","서울특별시 용산구 후암동 244-106 후암",126.978025379484,37.5491981490252
"320","서울특별시 용산구 이태원동 352 퍼시픽맨션골드",126.988132999884,37.5367690473026
"321","서울특별시 용산구 이태원동 124-1 준아트빌",126.996894805604,37.5349950819716
"322","서울특별시 성동구 상왕십리동 811 텐즈힐",127.025374102832,37.5693369136369
"323","서울특별시 성동구 하왕십리동 1002 왕십리KCC스위첸",127.02668707042,37.5608432938815
"324","서울특별시 성동구 하왕십리동 1066 텐즈힐",127.028040516397,37.5684498209013
"325","서울특별시 성동구 하왕십리동 258 청계벽산",127.03188805913,37.5687121152751
"326","서울특별시 성동구 하왕십리동 1070 센트라스",127.027595597379,37.5661111208194
"327","서울특별시 성동구 하왕십리동 1071 왕십리자이",127.024489937553,37.560680599542
"328","서울특별시 성동구 하왕십리동 966-19 왕십리지음재",127.032677656283,37.5624013229515
