Date,Open,High,Low,Close,Volume,Adj Close
1/2/2009,83.889999,94.940002,81.760002,91.650002,10928800,76.86763
12/1/2008,80.949997,87.269997,75.309998,84.160004,8886900,70.585701
11/3/2008,92.639999,94.760002,69.5,81.599998,11695800,68.438606
10/1/2008,115.510002,116.800003,78.82,92.970001,14151200,77.541245
9/2/2008,122.870003,124,109.949997,116.959999,11304900,97.549995
8/1/2008,128.520004,129.970001,121.5,121.730003,6865900,101.528404
7/1/2008,117.5,130.929993,116.599998,127.980003,9396900,106.327042
6/2/2008,128.490005,129.369995,118.150002,118.529999,7655500,98.475891
5/1/2008,121.059998,129.990005,120.779999,129.429993,8008100,107.531708
4/1/2008,115.199997,125,113.860001,120.699997,9100700,99.870506
3/3/2008,113.860001,119.790001,111.800003,115.139999,9449500,95.270012
2/1/2008,107.160004,116.629997,100.599998,113.860001,8837700,94.210907
1/2/2008,108.989998,108.989998,97.040001,107.110001,12218000,88.288216
12/3/2007,105.550003,112.190002,104,108.099998,6994100,89.10424
11/1/2007,115.5,116.089996,99.269997,105.18,10181900,86.697357
10/1/2007,117.610001,121.459999,110.959999,116.120003,7777600,95.376633
9/4/2007,116.339996,118.889999,114.300003,117.800003,7366000,96.756523
8/1/2007,110.389999,117.349998,103.699997,116.690002,9119700,95.84481
7/2/2007,105.389999,118.82,104.580002,110.650002,10979700,90.563568
6/1/2007,106.620003,107.239998,101.559998,105.25,8410400,86.143837
5/1/2007,102.059998,108.050003,101.349998,106.599998,6888100,87.248764
4/2/2007,94.510002,103,93.910004,102.209999,8842800,83.331314
3/1/2007,90.25,95.809998,88.769997,94.260002,7765100,76.849724
2/1/2007,98.970001,100.440002,92.470001,92.940002,7261400,75.773537
1/3/2007,97.18,100.900002,94.550003,99.150002,9956700,80.593643
12/1/2006,91.900002,97.879997,90.550003,97.150002,5446300,78.967949
11/1/2006,92.5,94.050003,90.43,91.919998,5280900,74.716766
10/2/2006,81.760002,92.68,81.559998,92.330002,8165200,74.807289
9/1/2006,81.129997,83.790001,79.309998,81.940002,5377300,66.389137
8/1/2006,76.650002,81.68,75.050003,80.970001,4550700,65.603233
7/3/2006,77.540001,78.529999,72.730003,77.410004,7128500,62.469711
6/1/2006,79.889999,80.870003,76.059998,76.82,6698600,61.99358
5/1/2006,82.589996,83.690002,79.059998,79.900002,5433200,64.479134
4/3/2006,82.720001,84.449997,80.629997,82.339996,6432000,66.208839
3/1/2006,80.199997,84.989998,79.510002,82.470001,5103300,66.313377
2/1/2006,80.900002,82.239998,78.93,80.239998,6158500,64.520248
1/3/2006,82.449997,85.029999,80.209999,81.300003,7663100,65.208855
12/1/2005,89.150002,89.919998,81.559998,82.199997,5976200,65.930717
11/1/2005,81.849998,89.940002,80.639999,88.900002,5556400,71.304634
10/3/2005,80.220001,84.599998,78.699997,81.879997,7019600,65.516953
9/1/2005,80.160004,82.110001,76.93,80.220001,5772200,64.188698
8/1/2005,83,84.199997,79.870003,80.620003,4801300,64.508759
7/1/2005,74.300003,85.110001,74.160004,83.459999,8056500,66.620979
6/1/2005,75.57,77.730003,73.449997,74.199997,6439500,59.22929
5/2/2005,76.879997,78.110001,72.5,75.550003,6896900,60.306919
4/1/2005,91.489998,91.760002,71.849998,76.379997,10709200,60.807941
3/1/2005,92.639999,93.730003,89.089996,91.379997,5025600,72.749802
2/1/2005,93.669998,94.970001,91.550003,92.580002,4455600,73.705154
1/3/2005,98.970001,99.099998,91.440002,93.419998,5960900,74.232277
12/1/2004,94.5,99,94.470001,98.580002,5043800,78.332458
11/1/2004,89.330002,96.629997,89.230003,94.239998,5754800,74.883858
10/1/2004,85.949997,90.269997,84.290001,89.75,5839700,71.178452
9/1/2004,84.050003,87.279999,83.239998,85.739998,4719200,67.998222
8/2/2004,86.870003,87.389999,81.900002,84.690002,4298600,67.165497
7/1/2004,88.279999,88.440002,83.419998,87.07,5929000,68.907104
6/1/2004,88,91.209999,87.300003,88.150002,4604400,69.761818
5/3/2004,88.129997,89.75,85.120003,88.589996,5395500,70.110031
4/1/2004,91.669998,94.550003,88.010002,88.169998,5507200,69.636459
3/1/2004,96.5,97.599998,90.279999,91.839996,5612900,72.535011
2/2/2004,99.150002,100.43,95.199997,96.5,5392400,76.215477
1/2/2004,92.860001,99.849998,89.010002,99.230003,7275300,78.244781
12/1/2003,90.900002,94.120003,90.029999,92.68,5492200,73.079979
11/3/2003,89.900002,91.480003,87.720001,90.540001,5271600,71.392548
10/1/2003,88.75,94.540001,87.529999,89.480003,6999200,70.429138
9/2/2003,82.400002,93.470001,82.300003,88.330002,8523800,69.523979
8/1/2003,81.150002,84.720001,78.730003,82.010002,5624600,64.549553
7/1/2003,81.400002,87.029999,80.580002,81.25,7362000,63.823215
6/2/2003,89,89.080002,79.809998,82.5,9163700,64.805115
5/1/2003,85.300003,90.400002,84.449997,88.040001,7415800,69.156876
4/1/2003,78.5,86.489998,78.120003,84.900002,8872300,66.56842
3/3/2003,78.900002,84.900002,73.169998,78.43,9624100,61.495419
2/3/2003,78.199997,80.050003,74.309998,77.949997,8013500,61.119061
1/2/2003,78.800003,88.949997,77.019997,78.199997,9698900,61.196033
12/2/2002,88.599998,89.459999,75.599998,77.5,7592100,60.648247
11/1/2002,78.900002,88.110001,76.699997,86.919998,9370900,68.019943
10/1/2002,59.200001,79.790001,54.009998,78.940002,12847400,61.661686
9/3/2002,74.199997,77.5,57.990002,58.310001,9934200,45.547161
8/1/2002,70.400002,82.849998,65.849998,75.379997,7787400,58.88089
7/1/2002,72.010002,74.199997,65.699997,70.400002,11771600,54.869431
6/3/2002,80.75,80.949997,66.099998,72,10096300,56.116459
5/1/2002,83.849998,86.489998,75.919998,80.449997,8084700,62.702347
4/1/2002,104,104,83.339996,83.760002,11608500,65.154152
3/1/2002,98.599998,108.849998,98.5,104,7830800,80.898178
2/1/2002,107.639999,109.300003,95.760002,98.120003,9487300,76.324318
1/2/2002,120.599998,126.389999,101,107.889999,9687600,83.813545
12/3/2001,114.800003,124.699997,113.209999,120.959999,6845300,93.966881
11/1/2001,107.25,117,106.900002,115.589996,6701600,89.795235
10/1/2001,91.720001,112.099998,91.339996,108.07,10066400,83.84993
9/4/2001,100.150002,103.129997,87.489998,91.720001,13359300,71.164207
8/1/2001,105.349998,110.089996,98.860001,99.949997,6588100,77.549736
7/2/2001,113.5,115.400002,101.559998,105.209999,7934200,81.523338
6/1/2001,112.5,119,111.099998,113.5,7257400,87.946953
5/1/2001,115.849998,119.900002,110.959999,111.800003,7549100,86.629684
4/2/2001,97.449997,118.050003,90.050003,115.139999,11678400,89.109955
3/1/2001,99.300003,108.400002,87.650002,96.18,12000500,74.436295
2/1/2001,112.400002,118.639999,99.099998,99.900002,8861600,77.315308
1/2/2001,84.5,116.75,83.75,112,9870300,86.581139
12/1/2000,94.4375,104.75,80.0625,85,8736700,65.7089
11/1/2000,98.4375,104.375,91.625,93.5,6717300,72.279793
10/2/2000,112.625,119.625,86.9375,98.5,10655100,76.048271
9/1/2000,133.0625,134.9375,110.25,112.625,5853100,86.953674
8/1/2000,112,134.25,110.25,132.015625,5542000,101.924469
7/3/2000,108.75,117.8125,100,112.25,7762100,86.567284
6/1/2000,107.5625,122.3125,105.5,109.5625,6583100,84.494682
5/1/2000,112.5,113.625,102,107.3125,5797000,82.759483
4/3/2000,120,128,101.25,111.5,9123800,85.885254
3/1/2000,102,128.25,99.5,118.375,8797500,91.18087
2/1/2000,112.375,119.75,100.9375,102.75,7200400,79.145386
1/3/2000,112.4375,124.75,109.625,112.25,9073100,86.372047
12/1/1999,102.5625,122.125,102.25,107.875,7340700,83.005653
11/1/1999,98.5,109.875,90,103.0625,10521000,79.30262
10/1/1999,121,123.25,89,98.25,15065500,75.499069
9/1/1999,125.625,137.6875,119.625,121,7378000,92.981041
8/2/1999,124,129.625,117.5625,124.5625,6112500,95.718597
7/1/1999,130,139.1875,122.625,125.6875,6526800,96.489006
6/1/1999,113.625,132,109.4375,129.25,6333300,99.2239
5/3/1999,208,246,112.625,116,10931300,89.05201
4/1/1999,177.3125,215.25,163,209.1875,13162000,80.204704
3/1/1999,169.5,185.9375,164,177.25,10284200,67.959526
2/1/1999,184.5,184.5,161.75,169.75,11467100,65.083946
1/4/1999,185,199.25,173.5,183.25,13515800,70.166878
12/1/1998,163.5,189.9375,162.25,184.375,6631400,70.597641
11/2/1998,148.4375,170.5625,145.75,165.125,7160400,63.226772
10/1/1998,125.0625,149.8125,116.8125,148.5,11642500,56.777061
9/1/1998,113,136.1875,110.75,128.5,9505300,49.130322
8/3/1998,134,134.875,112.625,112.625,9632200,43.060719
7/1/1998,116,138.125,112.75,132.5,8488300,50.573105
6/1/1998,117.375,120,106,114.8125,7836400,43.822071
5/1/1998,115.9375,129.3125,115.5,117.5,7871700,44.847847
4/1/1998,103.875,120,103.3125,115.875,8718200,44.14502
3/2/1998,104.1875,106.6875,95.875,103.875,7560300,39.573368
2/2/1998,100,105.875,97.5,104.4375,7802200,39.787663
1/2/1998,104.5,108.375,95.625,98.75,10597600,37.545319
12/1/1997,110,113.5,96.375,104.625,8851600,39.779026
11/3/1997,99.125,109.9375,95.25,109.5,7917600,41.63253
10/1/1997,106.125,107.25,88.625,98.5,10356500,37.377373
9/2/1997,101.375,107.4375,96.125,106,8730500,40.223366
8/1/1997,105.5,109.4375,99.6875,101.375,7770100,38.468334
7/1/1997,90.25,108.4375,90.125,105.75,9786800,40.0541
6/2/1997,87.75,93.75,81.75,90.25,8291000,34.183289
5/1/1997,160.5,179.25,84.5,86.5,13661300,32.762928
4/1/1997,137,161.125,127.125,160.5,15671700,30.395666
3/3/1997,143.75,149.75,130,137.25,14708700,25.992556
2/3/1997,157.375,157.375,137.125,143.75,16944800,27.223532
1/2/1997,153.75,170.125,145,156.875,19400500,29.639256
12/2/1996,159.625,166,147.25,151.5,13207100,28.623726
11/1/1996,128.875,160.75,127.125,159.375,14674500,30.111593
10/1/1996,124,135.375,123.125,129,10666900,24.307184
9/3/1996,113.25,127.875,112.562477,124.5,11036100,23.459259
8/1/1996,108,115.75,107.25,114.375,8822000,21.551428
7/1/1996,99.25,108.875,89.125,107.5,14376500,20.191317
6/3/1996,106.375,106.625,96.125,99,12086000,18.594793
5/1/1996,107.75,112.5,103.625,106.75,10658400,20.050447
4/1/1996,112.125,120.875,103.375,107.75,18098800,20.17137
3/1/1996,121.625,125.5,107.625,111.25,16340200,20.826588
2/1/1996,108.75,128.875,108.125,122.625,18533400,22.956049
1/2/1996,91.375,109.875,83.125,108.5,20720900,20.267521
12/1/1995,97,97.25,87.75,91.375,12609000,17.068615
11/1/1995,97.25,102.375,93,96.625,11089300,18.049301
10/2/1995,95,99.25,89.125,97.25,15587300,18.12006
9/1/1995,102.75,104.5,91.625,94.5,19977800,17.607668
8/1/1995,109.125,114.625,98.625,103.375,12595200,19.261297
7/3/1995,96.25,111.25,95.75,108.875,15660600,20.239502
6/1/1995,93.5,99.375,88.375,96,12562400,17.846081
5/1/1995,93.875,97.875,91.5,93,12316000,17.288391
4/3/1995,82.25,96.875,82.25,94.625,12830000,17.543814
3/1/1995,75.125,85.125,75.125,82.125,11576400,15.22627
2/1/1995,72.375,76.25,72.25,75.25,7786500,13.95162
1/3/1995,73.5,78,70.25,72.125,10522200,13.327436
12/1/1994,70.625,74.625,68.875,73.5,7991100,13.581511
11/1/1994,74.375,75.25,68,70.75,9134300,13.07336
10/3/1994,69.375,76.375,67.375,74.5,10729400,13.71947
9/1/1994,66.875,71.375,66.625,69.625,9090500,12.821719
8/1/1994,61.875,70.125,61.5,68.5,10930000,12.614546
7/1/1994,59,63.125,54.5,61.875,11349600,11.34931
6/1/1994,63,65,58.125,58.75,8671100,10.776113
5/2/1994,57.5,64.125,56.25,63,9421100,11.555661
4/4/1994,53,59.5,51.375,57.5,11643400,10.501176
3/1/1994,52.875,58.875,51.375,54.625,11338000,9.976117
2/1/1994,56.875,57.375,52,52.875,8035100,9.656516
1/3/1994,56.875,60,54.75,56.5,10592500,10.272276
12/1/1993,54.75,59.875,52.75,56.5,9299300,10.272276
11/1/1993,46,56.125,45.75,53.875,13246400,9.795024
10/1/1993,42.125,46.625,42.125,46,9037900,8.32207
9/1/1993,45.75,46.375,41.25,42,7122500,7.598412
8/2/1993,44.375,45.875,40.625,45.75,6844000,8.276841
7/1/1993,49.625,49.75,41.125,44.5,10176600,8.005342
6/1/1993,53.25,54.375,48.5,49.375,6812100,8.882332
5/3/1993,49.125,54,47.125,52.75,8017300,9.489478
4/1/1993,51.5,53.125,47.375,48.625,8105700,8.651743
3/1/1993,54.75,57.125,49.875,50.875,9544200,9.05208
2/1/1993,52,54.875,48.75,54.375,10945000,9.674828
1/4/1993,51.75,53.25,45.875,51.5,16155600,9.0665
12/1/1992,68.375,68.875,48.75,50.375,18612600,8.868444
11/2/1992,67,69.875,60.875,68.25,10433500,12.015312
10/1/1992,81,81.125,65,66.875,12173700,11.564519
9/1/1992,86.625,88.75,80,80.75,6967200,13.963886
8/3/1992,94.5,95.25,85,86.625,5963600,14.979835
7/1/1992,97.875,100.375,92.375,94.75,6676100,16.168491
6/1/1992,90.5,98.625,88.25,97.875,6847700,16.701752
5/1/1992,91.25,94.375,90.125,90.75,5857600,15.485916
4/1/1992,83.5,90.75,81.625,90.75,7660600,15.285242
3/2/1992,86.875,90.25,83.125,83.5,6394900,14.064107
2/3/1992,90,93.25,86.625,86.875,6132000,14.632566
1/2/1992,89,98.125,88.875,90,7027100,14.957906
12/2/1991,91.125,92.375,83.5,89,9257300,14.791707
11/1/1991,98.375,101.375,92.375,92.5,6143500,15.373404
10/1/1991,103.625,104.75,96.75,98.25,5497500,16.128202
9/3/1991,97.75,106.375,97.625,103.625,6105400,17.010532
8/1/1991,101,101.75,92,96.875,6038500,15.902489
7/1/1991,97.625,103,95.625,101.25,5408800,16.421547
6/3/1991,106,107.375,96.625,97.125,7546900,15.752521
5/1/1991,102.5,106.5,100.5,106.125,6884000,17.212214
4/1/1991,113.875,114.75,102.125,103,8053600,16.510313
3/1/1991,128.25,135,111,113.875,9236000,18.253513
2/1/1991,126.5,139.75,125.625,128.75,8905300,20.63789
1/2/1991,112.875,127.125,105.5,126.75,8263400,20.123535
12/3/1990,114.5,116,110.625,113,5620500,17.94051
11/1/1990,105.375,115.125,104.875,113.625,7054000,18.039738
10/1/1990,107.125,110.375,96.25,105.5,7259400,16.562759
9/4/1990,101,109.25,100.75,106.375,6617000,16.700127
8/1/1990,111.875,112.375,96.5,101.875,7353000,15.993659
7/2/1990,117.5,123.125,110.5,111.5,5983800,17.308825
6/1/1990,120.5,122.25,116.25,117.5,5782300,18.240242
5/1/1990,109.5,122.125,107.875,120,7145600,18.628332
4/2/1990,105.125,111.25,105,109,5828000,16.73333
3/1/1990,103.75,109.375,103.375,106.125,6091900,16.291969
2/1/1990,98.625,105.5,97.5,103.875,7347800,15.946556
1/2/1990,94.75,101.625,94.5,98.625,7492600,14.954365
12/1/1989,97.625,101.875,93.375,94.125,6807800,14.272037
11/1/1989,100.25,100.75,96,97.625,6015000,14.802736
10/2/1989,109.375,109.75,97.75,100.25,8048400,15.016831
9/1/1989,116.875,118.75,107.75,109.25,6850400,16.364977
8/1/1989,115.5,119.375,112.5,117.125,6617400,17.544603
7/3/1989,112.5,116.75,110.625,115,5580700,17.043451
6/1/1989,109.5,115.125,107.5,111.875,6919200,16.580315
5/1/1989,113,113.75,107.5,109.625,6546300,16.246855
4/3/1989,109.25,115.75,106.25,114.125,5798400,16.730225
3/1/1989,122.125,122.375,107.625,109.125,7728900,15.997246
2/1/1989,129.75,130.875,120.625,121.5,6278000,17.811367
1/3/1989,121.875,130.875,120.625,130.625,6677100,18.986551
12/1/1988,118.375,124.125,117.625,121.875,4464200,17.714725
11/1/1988,122.875,124.375,114.125,118.5,5177500,17.224163
10/3/1988,115.125,124.875,112.75,122.625,5778200,17.663363
9/1/1988,111.125,116.5,109.5,115.375,5418600,16.619045
8/1/1988,126,126.875,110.375,111.5,5243900,16.060875
7/1/1988,127.75,129.5,120,125.75,6270900,17.95505
6/1/1988,113,128.375,111.75,127.375,7427600,18.187075
5/2/1988,113.625,115.125,107.5,112.5,4238000,16.063166
4/4/1988,107.5,116.5,105.625,113.375,6586800,16.030867
3/1/1988,117.875,118.625,104.25,107.625,6364000,15.217834
2/1/1988,112.75,117.875,106.875,117.5,7278800,16.614128
1/4/1988,117,124,108.625,112.375,8411200,15.729117
12/1/1987,112.5,120.375,105,115.5,6797800,16.166523
11/2/1987,121,124.875,110,110.75,7512500,15.501666
10/1/1987,151.25,157.25,100,122.5,12645500,16.989954
9/1/1987,168.625,169.375,148.5,150.75,9958800,20.908045
8/3/1987,159.5,175.875,158.5,168.375,9344100,23.352518
7/1/1987,162.875,169.875,159.125,161,6121800,22.176374
6/1/1987,161,168.625,156,162.5,6594500,22.382988
5/1/1987,160,167.625,155,160,7799800,22.038633
4/1/1987,149,161.5,142.625,160.125,11346400,21.910355
3/2/1987,139.5,156.625,137.625,150.125,7623800,20.542027
2/2/1987,128.25,144.25,128,139.5,7844200,19.088179
1/2/1987,121,130.875,115.75,128.75,9833300,17.473812
12/1/1986,126.5,130.125,120,120,6369400,16.286272
11/3/1986,124,127.875,119.25,127.125,5955600,17.253269
10/1/1986,134.875,135.5,119.75,123.625,7611800,16.63163
9/2/1986,138.875,145.5,133.125,134.5,8053700,18.094675
8/1/1986,132.625,142,129.25,138.75,5616800,18.666439
7/1/1986,146.5,150.125,129.875,132.5,7030900,17.676069
6/2/1986,152.75,153.5,144.125,146.5,4680800,19.54373
5/1/1986,156,157.5,142.25,152.375,6690400,20.32748
4/1/1986,151.875,161.875,147.375,156.25,6731200,20.692827
3/3/1986,150.375,153.5,144.5,151.5,8463400,20.063766
2/3/1986,151.875,161,150,150.875,7341500,19.980995
1/2/1986,154.75,156.5,143,151.5,6057300,19.921377
12/2/1985,139.75,158.75,137.625,155.5,5625900,20.447353
11/1/1985,129.625,140.75,129.625,139.75,5547500,18.37632
10/1/1985,124,131.375,122.875,129.875,4790900,16.936966
9/3/1985,126.625,130.5,122.25,123.875,5081300,16.154507
8/1/1985,131.75,132.75,125.5,126.625,3209100,16.513134
7/1/1985,123.75,132.5,120,131.375,5297000,16.986773
6/3/1985,129.375,130.625,117.375,123.75,6108200,16.00086
5/1/1985,126.375,133.25,124.625,128.625,4777600,16.631197
4/1/1985,127,130.375,123.875,126.5,3977600,16.212929
3/1/1985,134.5,136.75,124.125,127,5036200,16.27701
2/1/1985,135.625,138.25,130.75,134,5023700,17.17417
1/2/1985,122.375,137.625,119,136.375,6149900,17.337709
12/3/1984,121.25,124.5,116,123.125,4578600,15.653203
11/1/1984,125.75,127.75,119.5,121.75,4323000,15.478395
10/1/1984,123.75,127.75,118.75,124.625,4028100,15.843902
9/4/1984,123,128.5,120.875,124.25,4313800,15.659139
8/1/1984,111,126.75,110.875,123.75,5456900,15.596124
7/2/1984,105.75,110.875,104,110.625,3676200,13.815506
6/1/1984,107.75,109.25,99,105.75,5763700,13.206687
5/1/1984,114,117.25,105.625,107.75,4257400,13.456459
4/2/1984,114.25,114.625,107.5,113.75,4759800,14.089057
3/1/1984,109.75,115.75,106.625,113.875,4444600,14.104539
2/1/1984,114.25,114.625,106.5,110.25,5814300,13.655547
1/3/1984,122.25,125,112.625,114.125,5803000,14.018095
12/1/1983,117.75,124.875,117.125,122,3722800,14.98539
11/1/1983,127.25,127.75,117.375,117.375,4527300,14.417295
10/3/1983,126.5,134.25,125.5,126.75,5018600,15.452147
9/1/1983,119.625,129.5,118.125,126.875,3571700,15.467386
8/1/1983,120.25,123.75,115.25,119.5,3106500,14.568296
7/1/1983,120.625,127,118.625,120.375,3523100,14.559989
6/1/1983,111.25,124.5,110.25,120.25,3051400,14.544869
5/2/1983,116,118.5,109.75,111.25,2790200,13.456272
4/4/1983,101.625,118,101.125,117,3787900,14.036365
3/1/1983,100.75,104.875,98.625,101.75,3181800,12.206839
2/1/1983,98.125,101.5,93.875,99,3782300,11.876924
1/3/1983,94.75,100.75,92.25,98.875,4072500,11.755665
12/1/1982,87.25,98,86.125,96.25,4029000,11.443567
11/1/1982,80.5,86.5,79.5,86.5,3672600,10.284348
10/1/1982,74,84.75,73.25,79.875,4443900,9.400872
9/1/1982,70.25,77.625,69.375,73.375,4399700,8.635856
8/2/1982,66.625,71,62.125,70.5,4148900,8.297483
7/1/1982,60.625,68.625,59.375,65.625,3788700,7.622504
6/1/1982,61.625,62.125,57.5,60.625,2849000,7.041742
5/3/1982,64.375,65.25,61.25,61.5,2232400,7.143375
4/1/1982,60.5,66.125,59.875,64.25,3092400,7.364245
3/1/1982,62.125,62.75,57.125,59.75,3062100,6.848462
2/1/1982,63,64,59.75,61.875,2805200,7.092026
1/4/1982,57.625,64.75,55.625,63.625,3860500,7.192662
12/1/1981,54.5,57.625,53,56.875,2245400,6.42959
11/2/1981,52,54.5,49.875,54.5,2364900,6.161101
10/1/1981,54.125,56.25,48.375,51.5,2540600,5.727489
9/1/1981,55.125,56.75,52.25,54.125,2015400,6.019424
8/3/1981,56.125,58.875,55,55.125,1657900,6.130638
7/1/1981,57.875,57.875,54.625,56.125,1561100,6.149894
6/1/1981,59.75,60.75,57.125,57.875,2090500,6.34165
5/1/1981,58.625,59.375,55.125,58.75,2492900,6.437528
