"","종목코드","종목명","시장구분","산업분류","현재가.종가.","전일대비","시가총액.원.","일자","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물..일련번호","총카운트"
"434","263720","디앤씨미디어","코스닥","IT S/W & SVC",34450,-1050,422877573950,"2020-10-16","-",34450,"404","85.27","3,383","10.18",0,0,364,NA
"435","036420","제이콘텐트리","코스피","서비스업",25800,350,422734831800,"2020-10-16","-",25800,"79","326.58","22,129","1.17",0,0,1972,NA
"436","029960","코엔텍","코스닥","기타서비스",8440,-110,4.22e+11,"2020-10-16","-",8440,"485","17.4","3,056","2.76",540,6.4,1187,NA
"437","034950","한국기업평가","코스닥","기타서비스",92800,400,421359699200,"2020-10-16","-",92800,"4,563","20.34","23,591","3.93",8618,9.29,68,NA
"438","005070","코스모신소재","코스피","화학",14400,200,421170696000,"2020-10-16","-",14400,"-","-","5,026","2.87",0,0,1498,NA
"439","006060","화승인더","코스피","화학",7570,-160,418772400000,"2020-10-16","-",7570,"1,092","6.93","5,972","1.27",45,0.59,1957,NA
"440","232140","와이아이케이","코스닥","IT H/W",5270,90,418081231540,"2020-10-16","-",5270,"-","-","1,580","3.34",0,0,1127,NA
"441","093050","LF","코스피","섬유의복",14250,-350,4.1667e+11,"2020-10-16","-",14250,"2,313","6.16","41,768","0.34",500,3.51,2278,NA
"442","192440","슈피겐코리아","코스닥","IT H/W",67000,600,416496321000,"2020-10-16","-",67000,"6,690","10.01","47,368","1.41",1300,1.94,1303,NA
"443","030610","교보증권","코스피","금융업",6440,-50,416367226240,"2020-10-16","-",6440,"2,391","2.69","26,692","0.24",400,6.21,1867,NA
"444","036830","솔브레인홀딩스","코스닥","화학",42800,500,411723374000,"2020-10-16","-",42800,"6,665","6.42","45,837","0.93",850,1.99,1203,NA
"445","039560","다산네트웍스","코스닥","IT H/W",11750,-400,411492907750,"2020-10-16","-",11750,"51","230.39","5,002","2.35",0,0,1030,NA
"446","226950","올릭스","코스닥","기타서비스",62500,-1500,410557562500,"2020-10-16","-",62500,"-","-","6,401","9.76",0,0,795,NA
"447","071320","지역난방공사","코스피","전기가스업",35350,300,409308600400,"2020-10-16","-",35350,"-","-","132,086","0.27",0,0,1975,NA
"448","215200","메가스터디교육","코스닥","기타서비스",34500,500,408544860000,"2020-10-16","-",34500,"4,035","8.55","20,874","1.65",1100,3.19,1314,NA
"449","293780","압타바이오","코스닥","기타서비스",36800,800,408304574400,"2020-10-16","-",36800,"-","-","6,907","5.33",0,0,910,NA
"450","222080","씨아이에스","코스닥","기계·장비",7050,-120,405316315800,"2020-10-16","-",7050,"212","33.25","926","7.61",0,0,924,NA
"451","138250","엔에스쇼핑","코스피","유통업",11950,-550,402667200000,"2020-10-16","-",11950,"-","-","12,609","0.95",150,1.26,1665,NA
"452","074600","원익QnC","코스닥","비금속",15250,-150,4.00892e+11,"2020-10-16","-",15250,"99","154.04","8,103","1.88",0,0,180,NA
"453","005880","대한해운","코스피","운수창고업",1640,-30,400604587600,"2020-10-16","-",1640,"374","4.39","3,394","0.48",0,0,2091,NA
"454","025860","남해화학","코스피","화학",8050,-100,399914686150,"2020-10-16","-",8050,"335","24.03","8,735","0.92",60,0.75,2222,NA
"455","027410","BGF","코스피","금융업",4170,5,399139018470,"2020-10-16","-",4170,"281","14.84","15,699","0.27",110,2.64,2224,NA
"456","145720","덴티움","코스피","의료정밀",36000,400,398477880000,"2020-10-16","-",36000,"1,714","21","18,695","1.93",0,0,1987,NA
"457","003220","대원제약","코스피","의약품",19600,-800,396774618800,"2020-10-16","-",19600,"1,369","14.32","10,124","1.94",260,1.33,1712,NA
"458","014830","유니드","코스피","화학",44250,-550,393375552750,"2020-10-16","-",44250,"7,600","5.82","79,982","0.55",1200,2.71,2205,NA
"459","038500","삼표시멘트","코스닥","비금속",3660,-190,392927253180,"2020-10-16","-",3660,"173","21.16","5,916","0.62",50,1.37,1205,NA
"460","099190","아이센스","코스닥","의료·정밀기기",28550,150,392198144900,"2020-10-16","-",28550,"1,723","16.57","14,454","1.98",200,0.7,222,NA
"461","009680","모토닉","코스피","운수장비",11850,-700,3.9105e+11,"2020-10-16","-",11850,"514","23.05","12,362","0.96",300,2.53,1919,NA
"462","000140","하이트진로홀딩스","코스피","금융업",16800,-500,389873652000,"2020-10-16","-",16800,"-","-","18,398","0.91",350,2.08,1424,NA
"463","004490","세방전지","코스피","전기전자",27750,0,3.885e+11,"2020-10-16","-",27750,"5,701","4.87","75,298","0.37",500,1.8,2147,NA
"464","084650","랩지노믹스","코스닥","기타서비스",34550,-1650,387577063000,"2020-10-16","-",34550,"93","371.51","2,922","11.82",0,0,839,NA
"465","017390","서울가스","코스피","전기가스업",77500,0,3.875e+11,"2020-10-16","-",77500,"7,512","10.32","192,791","0.4",1750,2.26,2061,NA
"466","119860","다나와","코스닥","IT S/W & SVC",29600,-450,387014731200,"2020-10-16","-",29600,"1,822","16.25","8,387","3.53",400,1.35,1287,NA
"467","228760","지노믹트리","코스닥","제약",19350,-900,386733260250,"2020-10-16","-",19350,"-","-","5,450","3.55",0,0,1317,NA
"468","073490","이노와이어리스","코스닥","IT H/W",57200,400,385387516800,"2020-10-16","-",57200,"2,190","26.12","13,479","4.24",250,0.44,566,NA
"469","322000","현대에너지솔루션","코스피","전기전자",34400,-800,3.8528e+11,"2020-10-16","-",34400,"2,788","12.34","28,380","1.21",0,0,1690,NA
"470","126560","현대에이치씨엔","코스피","서비스업",3395,-70,383216043420,"2020-10-16","-",3395,"343","9.9","6,569","0.52",60,1.77,1662,NA
"471","008730","율촌화학","코스피","화학",15350,50,3.8068e+11,"2020-10-16","-",15350,"734","20.91","13,790","1.11",500,3.26,1959,NA
"472","293480","하나제약","코스피","의약품",23450,-350,3.7989e+11,"2020-10-16","-",23450,"1,778","13.19","13,601","1.72",460,1.96,1685,NA
"473","009410","태영건설","코스피","건설업",9720,-250,378099232560,"2020-10-16","-",9720,"1,326","7.33","14,630","0.66",150,1.54,2179,NA
"474","005500","삼진제약","코스피","의약품",27200,-350,3.7808e+11,"2020-10-16","-",27200,"917","29.66","14,207","1.91",800,2.94,1955,NA
"475","289080","SV인베스트먼트","코스닥","금융",7090,710,377429060000,"2020-10-16","-",7090,"-","-","1,006","7.05",30,0.42,1337,NA
"476","096760","JW홀딩스","코스피","금융업",5650,-130,375454675750,"2020-10-16","-",5650,"-","-","2,253","2.51",90,1.59,1808,NA
"477","082920","비츠로셀","코스닥","IT H/W",17400,-200,374781244800,"2020-10-16","-",17400,"936","18.59","6,567","2.65",100,0.57,1258,NA
"478","052260","SK바이오랜드","코스닥","화학",24950,0,3.7425e+11,"2020-10-16","-",24950,"723","34.51","10,382","2.4",350,1.4,1228,NA
"479","013120","동원개발","코스닥","건설",4115,5,373675331500,"2020-10-16","-",4115,"933","4.41","8,492","0.48",170,4.13,24,NA
"480","241820","피씨엘","코스닥","제약",39050,2450,372525167850,"2020-10-16","-",39050,"-","-","611","63.91",0,0,1076,NA
"481","003530","한화투자증권","코스피","금융업",1735,5,372240389625,"2020-10-16","-",1735,"511","3.4","5,265","0.33",0,0,1474,NA
"482","175250","아이큐어","코스닥","제약",49250,-650,371035414500,"2020-10-16","-",49250,"-","-","15,129","3.26",0,0,1412,NA
"483","298060","에스씨엠생명과학","코스닥","제약",31050,-1300,368458178400,"2020-10-16","-",31050,"-","-","1,704","18.22",0,0,1371,NA
"484","166480","코아스템","코스닥","제약",23350,1850,367002224000,"2020-10-16","-",23350,"-","-","3,671","6.36",0,0,278,NA
"485","075580","세진중공업","코스피","운수장비",9560,-440,366843203200,"2020-10-16","-",9560,"62","154.19","4,097","2.33",20,0.21,2045,NA
"486","048410","현대바이오","코스닥","화학",10150,-250,364546151550,"2020-10-16","-",10150,"22","461.36","1,356","7.49",0,0,1222,NA
"487","033310","엠투엔","코스닥","금속",16500,350,362544781500,"2020-10-16","-",16500,"200","82.5","2,544","6.49",0,0,1133,NA
"488","131290","티에스이","코스닥","IT H/W",32700,-50,361708728300,"2020-10-16","-",32700,"1,583","20.66","14,862","2.2",200,0.61,265,NA
"489","102940","코오롱생명과학","코스닥","제약",31650,-850,361201067400,"2020-10-16","-",31650,"-","-","8,852","3.58",0,0,510,NA
"490","249420","일동제약","코스피","의약품",15150,-250,360619767750,"2020-10-16","-",15150,"-","-","10,643","1.42",0,0,1717,NA
"491","016710","대성홀딩스","코스피","서비스업",22350,150,359599408650,"2020-10-16","-",22350,"837","26.7","26,020","0.86",250,1.12,1579,NA
"492","205470","휴마시스","코스닥","제약",10500,-500,359350057500,"2020-10-16","-",10500,"-","-","541","19.41",0,0,728,NA
"493","046440","KG모빌리언스","코스닥","IT S/W & SVC",9250,-150,359136504000,"2020-10-16","-",9250,"619","14.94","7,541","1.23",200,2.16,403,NA
"494","060150","인선이엔티","코스닥","기타서비스",9320,-120,357806748240,"2020-10-16","-",9320,"441","21.13","5,361","1.74",0,0,1234,NA
"495","001200","유진투자증권","코스피","금융업",3690,-20,357437082420,"2020-10-16","-",3690,"427","8.64","8,151","0.45",70,1.9,1759,NA
"496","230240","에치에프알","코스닥","일반전기전자",29800,-300,357064196000,"2020-10-16","-",29800,"87","342.53","6,813","4.37",0,0,594,NA
"497","006730","서부T&D","코스닥","숙박·음식",6120,-130,355819517280,"2020-10-16","-",6120,"1","6,120","11,574","0.53",0,0,1174,NA
"498","089030","테크윙","코스닥","IT H/W",18400,-100,355465662400,"2020-10-16","-",18400,"584","31.51","9,076","2.03",230,1.25,202,NA
"499","002780","진흥기업","코스피","건설업",2430,-95,353496340350,"2020-10-16","-",2430,"140","17.36","664","3.66",0,0,1893,NA
"500","066700","테라젠이텍스","코스닥","제약",10900,-150,353208341500,"2020-10-16","-",10900,"1,432","7.61","4,378","2.49",0,0,1108,NA
"501","001430","세아베스틸","코스피","철강금속",9830,-160,352524629770,"2020-10-16","-",9830,"483","20.35","51,512","0.19",300,3.05,2124,NA
"502","102460","이연제약","코스피","의약품",20650,-650,350542712100,"2020-10-16","-",20650,"359","57.52","13,131","1.57",350,1.69,2046,NA
"503","084690","대상홀딩스","코스피","금융업",9650,170,349450991700,"2020-10-16","-",9650,"1,946","4.96","15,703","0.61",200,2.07,1978,NA
"504","084110","휴온스글로벌","코스닥","제약",30450,-450,349082667150,"2020-10-16","-",30450,"2,341","13.01","33,045","0.92",400,1.31,1260,NA
"505","029460","케이씨","코스피","의료정밀",25700,200,348338930800,"2020-10-16","-",25700,"4,054","6.34","33,184","0.77",250,0.97,1600,NA
"506","001470","삼부토건","코스피","건설업",2525,65,347304579200,"2020-10-16","-",2525,"61","41.39","1,531","1.65",0,0,2001,NA
"507","002270","롯데푸드","코스피","음식료품",306500,-1500,346918155000,"2020-10-16","-",306500,"41,242","7.43","625,100","0.49",12000,3.92,2130,NA
"508","010050","우리종금","코스피","금융업",513,-1,345866347278,"2020-10-16","-",513,"78","6.58","536","0.96",0,0,2002,NA
"509","044340","위닉스","코스닥","일반전기전자",19350,-100,345850773750,"2020-10-16","-",19350,"2,478","7.81","8,541","2.27",500,2.58,1217,NA
"510","047920","메디포럼제약","코스닥","기타서비스",18900,300,344497538700,"2020-10-16","-",18900,"34","555.88","1,293","14.62",0,0,1400,NA
"511","082800","루미마이크로","코스닥","IT H/W",2575,-90,344042981875,"2020-10-16","-",2575,"-","-","905","2.85",0,0,1406,NA
"512","194700","노바렉스","코스닥","음식료·담배",38200,150,343942868000,"2020-10-16","-",38200,"1,850","20.65","10,195","3.75",200,0.52,589,NA
"513","131390","피앤이솔루션","코스닥","일반전기전자",23200,600,343798712000,"2020-10-16","-",23200,"1,096","21.17","5,497","4.22",0,0,727,NA
"514","072710","농심홀딩스","코스피","금융업",73800,-500,342268902000,"2020-10-16","-",73800,"7,887","9.36","198,514","0.37",2000,2.71,1635,NA
"515","142280","녹십자엠에스","코스닥","제약",16200,500,342099984600,"2020-10-16","-",16200,"-","-","2,348","6.9",0,0,963,NA
"516","321550","티움바이오","코스닥","기타서비스",14550,-400,341515068300,"2020-10-16","-",14550,"-","-","3,943","3.69",0,0,520,NA
"517","290650","엘앤씨바이오","코스닥","제약",46750,750,340916708000,"2020-10-16","-",46750,"331","141.24","2,635","17.74",100,0.21,1352,NA
"518","080420","모다이노칩","코스닥","IT H/W",4275,-180,340809934050,"2020-10-16","-",4275,"77","55.52","4,320","0.99",0,0,1040,NA
"519","004430","송원산업","코스피","화학",14200,-300,3.408e+11,"2020-10-16","-",14200,"1,448","9.81","17,983","0.79",150,1.06,1801,NA
"520","001780","알루코","코스피","철강금속",4070,-210,338653641810,"2020-10-16","-",4070,"-","-","2,755","1.48",0,0,2004,NA
"521","183300","코미코","코스닥","IT H/W",36550,-750,338469520600,"2020-10-16","-",36550,"2,515","14.53","13,185","2.77",400,1.09,1089,NA
"522","084680","이월드","코스피","서비스업",3280,-30,338298862160,"2020-10-16","-",3280,"27","121.48","2,729","1.2",0,0,1771,NA
"523","036930","주성엔지니어링","코스닥","IT H/W",6990,90,337261991880,"2020-10-16","-",6990,"534","13.09","5,033","1.39",70,1,1204,NA
"524","060980","한라홀딩스","코스피","금융업",32200,150,337200654000,"2020-10-16","-",32200,"3,921","8.21","84,613","0.38",2000,6.21,2256,NA
"525","025320","시노펙스","코스닥","IT H/W",4635,-25,336320828280,"2020-10-16","-",4635,"89","52.08","1,142","4.06",0,0,811,NA
"526","017940","E1","코스피","유통업",49000,1300,3.3614e+11,"2020-10-16","-",49000,"-","-","166,288","0.29",2200,4.49,1585,NA
"527","127120","디엔에이링크","코스닥","기타서비스",24200,-1000,335864346400,"2020-10-16","-",24200,"-","-","842","28.74",0,0,978,NA
"528","004700","조광피혁","코스피","기타제조",50400,-100,335116555200,"2020-10-16","-",50400,"4,076","12.37","41,361","1.22",0,0,1827,NA
"529","064260","다날","코스닥","IT S/W & SVC",4880,-250,334508432800,"2020-10-16","-",4880,"434","11.24","3,168","1.54",0,0,1379,NA
"530","007460","에이프로젠 KIC","코스피","기계",1870,-40,334258776830,"2020-10-16","-",1870,"86","21.74","1,973","0.95",0,0,2068,NA
"531","037270","YG PLUS","코스피","서비스업",5610,-410,333382917450,"2020-10-16","-",5610,"-","-","1,562","3.59",0,0,2019,NA
"532","049950","미래컴퍼니","코스닥","기계·장비",39850,-1800,333237894100,"2020-10-16","-",39850,"1,619","24.61","13,519","2.95",220,0.55,1225,NA
"533","121600","나노신소재","코스닥","화학",30700,-1350,333043823100,"2020-10-16","-",30700,"541","56.75","8,591","3.57",120,0.39,250,NA
"534","213500","한솔제지","코스피","종이목재",13950,-50,332018035200,"2020-10-16","-",13950,"1,683","8.29","24,810","0.56",600,4.3,1854,NA
"535","195870","해성디에스","코스피","전기전자",19500,-300,3.315e+11,"2020-10-16","-",19500,"1,078","18.09","12,267","1.59",350,1.79,1670,NA
"536","057500","SKC 솔믹스","코스닥","IT H/W",5370,0,330222994800,"2020-10-16","-",5370,"6","895","1,559","3.44",0,0,867,NA
"537","019680","대교","코스피","서비스업",3895,-25,329917600750,"2020-10-16","-",3895,"190","20.5","5,848","0.67",170,4.36,2214,NA
"538","001510","SK증권","코스피","금융업",698,-7,329867939358,"2020-10-16","-",698,"67","10.42","1,197","0.58",10,1.43,1857,NA
"539","032300","한국파마","코스닥","제약",30200,-1500,329382370200,"2020-10-16","-",30200,"629","48.01","3,028","9.97",50,0.17,998,NA
"540","104830","원익머트리얼즈","코스닥","IT H/W",26100,-450,329068800000,"2020-10-16","-",26100,"2,229","11.71","24,386","1.07",150,0.57,1281,NA
"541","216050","인크로스","코스닥","기타서비스",40800,-1550,328716501600,"2020-10-16","-",40800,"1,240","32.9","8,160","5",0,0,303,NA
"542","016800","퍼시스","코스피","기타제조",28450,0,3.27175e+11,"2020-10-16","-",28450,"3,601","7.9","38,601","0.74",1000,3.51,1581,NA
"543","011280","태림포장","코스피","종이목재",4615,-300,326769413100,"2020-10-16","-",4615,"270","17.09","4,325","1.07",290,6.28,2010,NA
"544","023410","유진기업","코스닥","비금속",4195,75,324319070285,"2020-10-16","-",4195,"272","15.42","9,929","0.42",150,3.58,1182,NA
"545","025770","한국정보통신","코스닥","통신방송서비스",8630,-340,323144058730,"2020-10-16","-",8630,"649","13.3","5,319","1.62",0,0,382,NA
"546","030530","원익홀딩스","코스닥","금융",4175,-25,322468570675,"2020-10-16","-",4175,"444","9.4","9,949","0.42",0,0,1189,NA
"547","007810","코리아써키트","코스피","전기전자",13650,-200,322423251150,"2020-10-16","-",13650,"25","546","12,169","1.12",0,0,1530,NA
"548","051370","인터플렉스","코스닥","IT H/W",13800,150,321919113600,"2020-10-16","-",13800,"-","-","9,337","1.48",0,0,116,NA
"549","053610","프로텍","코스닥","IT H/W",29250,-200,3.2175e+11,"2020-10-16","-",29250,"3,720","7.86","18,797","1.56",400,1.37,706,NA
"550","043150","바텍","코스닥","의료·정밀기기",21600,-100,320851929600,"2020-10-16","-",21600,"2,281","9.47","16,730","1.29",100,0.46,1215,NA
"551","079430","현대리바트","코스피","기타제조",15600,-500,320350399200,"2020-10-16","-",15600,"968","16.12","22,301","0.7",150,0.96,1806,NA
"552","078590","OQP","코스닥","운송장비·부품",4245,35,319565013585,"2020-10-16","관리종목",4245,"-","-","442","9.6",0,0,922,NA
"553","004690","삼천리","코스피","전기가스업",78800,-200,319535970000,"2020-10-16","-",78800,"10,614","7.42","316,716","0.25",3000,3.81,1489,NA
"554","200710","에이디테크놀로지","코스닥","IT H/W",24200,-150,319446364600,"2020-10-16","-",24200,"803","30.14","5,518","4.39",0,0,1414,NA
"555","000370","한화손해보험","코스피","금융업",2735,-35,319280932525,"2020-10-16","-",2735,"-","-","12,154","0.23",0,0,1736,NA
"556","078020","이베스트투자증권","코스닥","금융",5750,-60,319016842500,"2020-10-16","-",5750,"1,132","5.08","9,264","0.62",345,6,1250,NA
"557","065680","우주일렉트로","코스닥","IT H/W",32000,-1250,317895040000,"2020-10-16","-",32000,"1,407","22.74","19,095","1.68",300,0.94,390,NA
"558","265520","AP시스템","코스닥","IT H/W",21800,-200,315668948600,"2020-10-16","-",21800,"671","32.49","7,468","2.92",50,0.23,1330,NA
"559","220630","해마로푸드서비스","코스닥","유통",3095,85,315125258445,"2020-10-16","-",3095,"148","20.91","861","3.59",50,1.62,746,NA
"560","038540","상상인","코스닥","IT S/W & SVC",5690,-40,314818100970,"2020-10-16","-",5690,"2,282","2.49","9,501","0.6",200,3.51,1206,NA
"561","187420","제노포커스","코스닥","제약",13950,-100,308744329500,"2020-10-16","-",13950,"-","-","2,358","5.92",0,0,1016,NA
"562","002960","한국쉘석유","코스피","화학",237000,-1000,3.081e+11,"2020-10-16","-",237000,"16,174","14.65","75,323","3.15",16000,6.75,1798,NA
"563","047820","초록뱀","코스닥","오락·문화",2430,-35,307568482560,"2020-10-16","-",2430,"99","24.55","874","2.78",0,0,1069,NA
"564","100120","뷰웍스","코스닥","의료·정밀기기",30700,800,307057255500,"2020-10-16","-",30700,"2,457","12.49","16,139","1.9",400,1.3,224,NA
"565","002210","동성제약","코스피","의약품",11750,-200,306686397500,"2020-10-16","-",11750,"-","-","2,689","4.37",0,0,1896,NA
"566","068400","SK렌터카","코스피","서비스업",8560,-200,306149598400,"2020-10-16","-",8560,"740","11.57","9,639","0.89",0,0,1698,NA
"567","109820","진매트릭스","코스닥","기타서비스",15400,-200,306109403600,"2020-10-16","-",15400,"-","-","826","18.64",0,0,959,NA
"568","067000","조이시티","코스닥","IT S/W & SVC",21550,150,305769351150,"2020-10-16","-",21550,"-","-","2,186","9.86",0,0,648,NA
"569","037560","LG헬로비전","코스피","서비스업",3940,15,305140648100,"2020-10-16","-",3940,"-","-","12,283","0.32",75,1.9,1805,NA
"570","038290","마크로젠","코스닥","기타서비스",28650,-850,304023887100,"2020-10-16","-",28650,"-","-","10,686","2.68",0,0,633,NA
"571","317330","덕산테코피아","코스닥","IT H/W",16400,-200,301389819200,"2020-10-16","-",16400,"696","23.56","7,900","2.08",0,0,601,NA
"572","052710","아모텍","코스닥","IT H/W",30900,-900,301071245400,"2020-10-16","-",30900,"37","835.14","20,412","1.51",0,0,121,NA
"573","095720","웅진씽크빅","코스피","서비스업",2560,-10,300548075520,"2020-10-16","-",2560,"-","-","3,510","0.73",310,12.11,1850,NA
"574","068330","일신바이오","코스닥","기계·장비",6780,-210,299785429200,"2020-10-16","-",6780,"109","62.2","908","7.47",7,0.1,921,NA
"575","001500","현대차증권","코스피","금융업",10200,-50,299238532200,"2020-10-16","-",10200,"2,315","4.41","25,525","0.4",600,5.88,1943,NA
"576","004710","한솔테크닉스","코스피","전기전자",9280,-110,297979667840,"2020-10-16","-",9280,"245","37.88","8,145","1.14",0,0,1490,NA
"577","033180","필룩스","코스피","전기전자",3305,-35,297592538040,"2020-10-16","-",3305,"-","-","3,355","0.99",0,0,1967,NA
"578","011040","경동제약","코스닥","제약",10400,-400,297352452800,"2020-10-16","-",10400,"850","12.24","8,539","1.22",400,3.85,1394,NA
"579","010170","대한광통신","코스닥","일반전기전자",4005,310,295335208125,"2020-10-16","-",4005,"-","-","2,433","1.65",0,0,679,NA
"580","015750","성우하이텍","코스닥","운송장비·부품",3690,-150,2.952e+11,"2020-10-16","-",3690,"492","7.5","13,553","0.27",80,2.17,1178,NA
"581","234080","JW생명과학","코스피","의약품",18550,-300,293730976700,"2020-10-16","-",18550,"1,385","13.39","7,744","2.4",500,2.7,1677,NA
"582","110790","크리스에프앤씨","코스닥","섬유·의류",25000,1050,2.92887e+11,"2020-10-16","-",25000,"2,140","11.68","18,523","1.35",400,1.6,241,NA
"583","000480","조선내화","코스피","비금속광물",73100,-300,2.924e+11,"2020-10-16","-",73100,"7,493","9.76","147,942","0.49",4000,5.47,1793,NA
"584","039860","나노엔텍","코스닥","의료·정밀기기",10900,-350,292079964300,"2020-10-16","-",10900,"219","49.77","1,546","7.05",0,0,1082,NA
"585","089010","켐트로닉스","코스닥","화학",20000,50,291445900000,"2020-10-16","-",20000,"1,235","16.19","6,618","3.02",300,1.5,201,NA
"586","092130","이크레더블","코스닥","기타서비스",24150,300,290852940000,"2020-10-16","-",24150,"1,134","21.3","4,460","5.41",740,3.06,210,NA
"587","002620","제일파마홀딩스","코스피","서비스업",18200,-650,290715061000,"2020-10-16","-",18200,"-","-","24,634","0.74",70,0.38,1781,NA
"588","144960","뉴파워프라즈마","코스닥","기계·장비",7000,-30,290511795000,"2020-10-16","-",7000,"135","51.85","3,269","2.14",0,0,875,NA
"589","217270","넵튠","코스닥","출판·매체복제",12400,-850,289999370400,"2020-10-16","-",12400,"-","-","2,945","4.21",0,0,953,NA
"590","095340","ISC","코스닥","IT H/W",20500,300,289921414000,"2020-10-16","-",20500,"311","65.92","12,011","1.71",50,0.24,217,NA
"591","000050","경방","코스피","유통업",10500,-200,287860335000,"2020-10-16","-",10500,"1,630","6.44","27,050","0.39",125,1.19,1939,NA
"592","044490","태웅","코스닥","금속",14350,-1050,287105917350,"2020-10-16","-",14350,"-","-","28,401","0.51",0,0,842,NA
"593","115180","큐리언트","코스닥","기타서비스",33250,-350,286800069500,"2020-10-16","-",33250,"-","-","1,786","18.62",0,0,245,NA
"594","016250","이테크건설","코스닥","건설",102300,-2900,2.8644e+11,"2020-10-16","-",102300,"7,394","13.84","106,067","0.96",1500,1.47,690,NA
"595","048870","시너지이노베이션","코스닥","의료·정밀기기",3965,-365,285596317240,"2020-10-16","-",3965,"54","73.43","1,153","3.44",0,0,1144,NA
"596","012610","경인양행","코스피","화학",6920,-160,285424845800,"2020-10-16","-",6920,"344","20.12","5,357","1.29",50,0.72,2014,NA
"597","077500","유니퀘스트","코스피","유통업",10450,-600,285256001250,"2020-10-16","-",10450,"953","10.97","7,830","1.33",150,1.44,2006,NA
"598","237880","클리오","코스닥","화학",16600,300,284691460800,"2020-10-16","-",16600,"177","93.79","8,563","1.94",220,1.33,1320,NA
"599","208340","파멥신","코스닥","제약",20000,-600,2.84691e+11,"2020-10-16","-",20000,"-","-","4,904","4.08",0,0,1066,NA
"600","018290","브이티지엠피","코스닥","일반전기전자",8370,-130,284597417970,"2020-10-16","-",8370,"103","81.26","1,577","5.31",0,0,1179,NA
"601","045660","에이텍","코스닥","IT H/W",34450,-3250,2.84557e+11,"2020-10-16","-",34450,"789","43.66","9,141","3.77",100,0.29,882,NA
"602","034120","SBS","코스피","서비스업",15500,-100,282915021000,"2020-10-16","-",15500,"1,114","13.91","31,799","0.49",150,0.97,1607,NA
"603","058650","세아홀딩스","코스피","철강금속",70700,600,2.828e+11,"2020-10-16","-",70700,"7,707","9.17","491,403","0.14",2250,3.18,1621,NA
"604","122900","아이마켓코리아","코스피","유통업",7950,-250,281377053000,"2020-10-16","-",7950,"483","16.46","10,185","0.78",600,7.55,1984,NA
"605","017890","한국알콜","코스닥","화학",13000,-400,280874880000,"2020-10-16","-",13000,"1,545","8.41","15,175","0.86",100,0.77,398,NA
"606","244460","올리패스","코스닥","제약",17550,-850,280255967550,"2020-10-16","-",17550,"-","-","1,214","14.46",0,0,367,NA
"607","297090","씨에스베어링","코스닥","기계·장비",29200,-1800,279747680000,"2020-10-16","-",29200,"750","38.93","4,781","6.11",0,0,866,NA
"608","089600","나스미디어","코스닥","기타서비스",31950,-600,279712377450,"2020-10-16","-",31950,"2,362","13.53","16,165","1.98",660,2.07,1269,NA
"609","126340","비나텍","코스닥","IT H/W",57400,-1100,279612620000,"2020-10-16","-",57400,"1,077","53.3","4,429","12.96",0,0,1073,NA
"610","049070","인탑스","코스닥","IT H/W",16250,-900,2.795e+11,"2020-10-16","-",16250,"2,073","7.84","25,323","0.64",250,1.54,741,NA
"611","079980","휴비스","코스피","화학",8100,10,2.7945e+11,"2020-10-16","-",8100,"-","-","11,407","0.71",150,1.85,1807,NA
"612","003300","한일홀딩스","코스피","비금속광물",46600,-600,279336989600,"2020-10-16","-",46600,"2,304","20.23","166,986","0.28",2300,4.94,1799,NA
"613","136480","하림","코스닥","음식료·담배",2630,-25,279331516260,"2020-10-16","-",2630,"-","-","2,924","0.9",0,0,583,NA
"614","298540","더네이쳐홀딩스","코스닥","유통",38650,-900,279030505700,"2020-10-16","-",38650,"3,167","12.2","12,200","3.17",0,0,905,NA
"615","002240","고려제강","코스피","철강금속",13950,100,2.79e+11,"2020-10-16","-",13950,"499","27.96","68,831","0.2",350,2.51,1947,NA
"616","040910","아이씨디","코스닥","IT H/W",15500,-350,278199053000,"2020-10-16","-",15500,"701","22.11","8,394","1.85",150,0.97,909,NA
"617","161580","필옵틱스","코스닥","IT H/W",14750,300,278186489750,"2020-10-16","-",14750,"-","-","3,174","4.65",0,0,698,NA
"618","118990","모트렉스","코스닥","운송장비·부품",7290,-360,277955919360,"2020-10-16","-",7290,"-","-","3,099","2.35",0,0,1384,NA
"619","153710","옵티팜","코스닥","제약",19200,-200,277813593600,"2020-10-16","-",19200,"-","-","2,477","7.75",0,0,1063,NA
"620","016580","환인제약","코스피","의약품",14900,0,277141043000,"2020-10-16","-",14900,"1,225","12.16","14,719","1.01",300,2.01,1577,NA
"621","272550","삼양패키징","코스피","화학",19500,-250,277091178000,"2020-10-16","-",19500,"1,998","9.76","20,142","0.97",750,3.85,1681,NA
"622","066590","우수AMS","코스닥","운송장비·부품",9640,-30,277066170560,"2020-10-16","-",9640,"11","876.36","2,442","3.95",0,0,1084,NA
"623","152330","코리아오토글라스","코스피","비금속광물",13850,-350,2.77e+11,"2020-10-16","-",13850,"1,651","8.39","18,044","0.77",900,6.5,1988,NA
"624","060570","드림어스컴퍼니","코스닥","IT S/W & SVC",4850,-115,275770257950,"2020-10-16","-",4850,"-","-","2,074","2.34",0,0,1236,NA
"625","007690","국도화학","코스피","화학",47450,750,275713729200,"2020-10-16","-",47450,"6,219","7.63","88,911","0.53",1500,3.16,1529,NA
