"","종목코드","종목명","시장구분","산업분류","현재가.종가.","전일대비","시가총액.원.","일자","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물..일련번호","총카운트"
"1074","185490","아이진","코스닥","기타서비스",11750,-400,135716953250,"2020-10-16","-",11750,"-","-","1,634","7.19",0,0,915,NA
"1075","011500","한농화성","코스피","화학",8660,-830,135416783720,"2020-10-16","-",8660,"652","13.28","7,692","1.13",150,1.73,2195,NA
"1076","019550","SBI인베스트먼트","코스닥","금융",834,-12,135163523550,"2020-10-16","-",834,"71","11.75","583","1.43",0,0,33,NA
"1077","027740","마니커","코스피","음식료품",680,-5,134961363920,"2020-10-16","-",680,"-","-","522","1.3",0,0,2086,NA
"1078","251630","브이원텍","코스닥","기계·장비",8960,70,134853196800,"2020-10-16","-",8960,"442","20.27","5,428","1.65",100,1.12,737,NA
"1079","073570","WI","코스닥","IT H/W",1780,-100,134683331540,"2020-10-16","-",1780,"20","89","536","3.32",0,0,815,NA
"1080","217480","에스디생명공학","코스닥","화학",6000,-50,134490396000,"2020-10-16","-",6000,"-","-","4,047","1.48",0,0,590,NA
"1081","079960","동양이엔피","코스닥","IT H/W",17100,-200,1.34406e+11,"2020-10-16","-",17100,"3,154","5.42","27,524","0.62",300,1.75,188,NA
"1082","260930","씨티케이코스메틱스","코스닥","화학",13250,-200,134118500750,"2020-10-16","-",13250,"797","16.62","17,056","0.78",300,2.26,321,NA
"1083","013810","스페코","코스닥","기계·장비",9150,-280,134097550500,"2020-10-16","-",9150,"632","14.48","2,614","3.5",0,0,956,NA
"1084","048430","유라테크","코스닥","일반전기전자",11600,850,1.33632e+11,"2020-10-16","-",11600,"202","57.43","9,349","1.24",100,0.86,809,NA
"1085","005740","크라운해태홀딩스","코스피","금융업",9000,30,133626123000,"2020-10-16","-",9000,"-","-","17,087","0.53",100,1.11,1506,NA
"1086","206560","덱스터","코스닥","오락·문화",5270,0,133584676720,"2020-10-16","-",5270,"-","-","2,242","2.35",0,0,392,NA
"1087","007540","샘표","코스피","금융업",46450,-50,133580910000,"2020-10-16","-",46450,"5,441","8.54","56,153","0.83",200,0.43,1804,NA
"1088","107590","미원홀딩스","코스피","금융업",57500,900,1.334e+11,"2020-10-16","-",57500,"6,591","8.72","62,937","0.91",400,0.7,1766,NA
"1089","004840","DRB동일","코스피","금융업",6690,-80,133331700000,"2020-10-16","-",6690,"461","14.51","17,771","0.38",100,1.49,1761,NA
"1090","105740","디케이락","코스닥","기계·장비",15750,-2300,133086114000,"2020-10-16","-",15750,"1,029","15.31","10,995","1.43",200,1.27,577,NA
"1091","182360","큐브엔터","코스닥","오락·문화",3945,-75,133031321445,"2020-10-16","-",3945,"37","106.62","663","5.95",0,0,993,NA
"1092","004270","남성","코스피","유통업",3665,-140,132717566400,"2020-10-16","-",3665,"-","-","2,379","1.54",25,0.68,2098,NA
"1093","060370","KT서브마린","코스닥","건설",6060,690,1.32714e+11,"2020-10-16","-",6060,"24","252.5","4,680","1.29",30,0.5,557,NA
"1094","057030","YBM넷","코스닥","기타서비스",8130,-610,132622226610,"2020-10-16","-",8130,"110","73.91","2,583","3.15",0,0,961,NA
"1095","041460","한국전자인증","코스닥","IT S/W & SVC",6180,-280,132618158820,"2020-10-16","-",6180,"87","71.03","1,887","3.28",46,0.74,651,NA
"1096","023600","삼보판지","코스닥","종이·목재",8200,-380,1.32594e+11,"2020-10-16","-",8200,"1,784","4.6","21,975","0.37",125,1.52,40,NA
"1097","052790","액토즈소프트","코스닥","IT S/W & SVC",11700,-350,132568464600,"2020-10-16","-",11700,"1,897","6.17","10,423","1.12",0,0,122,NA
"1098","205100","엑셈","코스닥","IT S/W & SVC",3905,-40,132310276065,"2020-10-16","-",3905,"143","27.31","1,958","1.99",0,0,294,NA
"1099","080580","오킨스전자","코스닥","IT H/W",17000,150,131761356000,"2020-10-16","-",17000,"35","485.71","3,690","4.61",0,0,1041,NA
"1100","037950","엘컴텍","코스닥","IT H/W",1560,20,131738129640,"2020-10-16","-",1560,"13","120","877","1.78",35,2.24,542,NA
"1101","041520","이라이콤","코스닥","IT H/W",10750,-200,131028847500,"2020-10-16","-",10750,"-","-","16,821","0.64",100,0.93,749,NA
"1102","131030","디에이치피코리아","코스닥","제약",7910,-40,131027544270,"2020-10-16","-",7910,"894","8.85","6,505","1.22",100,1.26,582,NA
"1103","085370","루트로닉","코스닥","의료·정밀기기",5110,-60,131018064730,"2020-10-16","-",5110,"-","-","4,417","1.16",0,0,1407,NA
"1104","067830","세이브존I&C","코스피","유통업",3190,-140,130920455050,"2020-10-16","-",3190,"590","5.41","10,914","0.29",30,0.94,1626,NA
"1105","122640","예스티","코스닥","IT H/W",8900,-80,130661282700,"2020-10-16","-",8900,"-","-","3,924","2.27",0,0,1345,NA
"1106","297890","엘이티","코스닥","기계·장비",18350,-150,130458407500,"2020-10-16","-",18350,"1,557","11.79","4,594","3.99",0,0,722,NA
"1107","017900","광전자","코스피","전기전자",2250,20,130373466750,"2020-10-16","-",2250,"66","34.09","3,805","0.59",50,2.22,1894,NA
"1108","190510","나무가","코스닥","IT H/W",18950,-650,130207155500,"2020-10-16","-",18950,"-","-","6,446","2.94",0,0,458,NA
"1109","092870","엑시콘","코스닥","IT H/W",12550,-200,130195959000,"2020-10-16","-",12550,"-","-","7,337","1.71",65,0.52,851,NA
"1110","041920","메디아나","코스닥","의료·정밀기기",15050,-550,130189964800,"2020-10-16","-",15050,"786","19.15","6,582","2.29",0,0,448,NA
"1111","060230","이그잭스","코스닥","IT H/W",1685,75,130022310560,"2020-10-16","-",1685,"-","-","769","2.19",0,0,1134,NA
"1112","072870","메가스터디","코스닥","출판·매체복제",10900,-500,129938453100,"2020-10-16","-",10900,"1,069","10.2","22,365","0.49",450,4.13,440,NA
"1113","241710","코스메카코리아","코스닥","화학",12150,-300,1.29762e+11,"2020-10-16","-",12150,"456","26.64","11,958","1.02",0,0,315,NA
"1114","000390","삼화페인트","코스피","화학",4905,0,129682073655,"2020-10-16","-",4905,"167","29.37","10,625","0.46",125,2.55,1427,NA
"1115","003160","디아이","코스피","의료정밀",4110,200,129451786350,"2020-10-16","-",4110,"23","178.7","4,256","0.97",50,1.22,1469,NA
"1116","038870","에코바이오","코스닥","기타서비스",11100,850,128882033400,"2020-10-16","-",11100,"620","17.9","5,355","2.07",0,0,1095,NA
"1117","003960","사조대림","코스피","음식료품",14050,-50,128760761350,"2020-10-16","-",14050,"12,182","1.15","34,643","0.41",150,1.07,1481,NA
"1118","002800","신신제약","코스닥","제약",8450,10,128190725000,"2020-10-16","-",8450,"141","59.93","3,715","2.27",28,0.33,856,NA
"1119","003460","유화증권","코스피","금융업",2260,10,128147457900,"2020-10-16","-",2260,"99","22.83","6,180","0.37",120,5.31,1744,NA
"1120","210540","디와이파워","코스피","기계",11600,-700,128083812800,"2020-10-16","-",11600,"1,729","6.71","15,129","0.77",200,1.72,1671,NA
"1121","261200","덴티스","코스닥","의료·정밀기기",1750,-35,127915292750,"2020-10-16","-",1750,"-","-","-","-",0,0,1026,NA
"1122","163560","동일고무벨트","코스피","화학",9340,-360,1.27491e+11,"2020-10-16","-",9340,"607","15.39","14,185","0.66",100,1.07,1929,NA
"1123","014790","한라","코스피","건설업",3275,10,127315435050,"2020-10-16","-",3275,"28","116.96","5,322","0.62",0,0,1763,NA
"1124","312610","에이에프더블류","코스닥","일반전기전자",12550,-200,127111972200,"2020-10-16","-",12550,"614","20.44","7,045","1.78",100,0.8,337,NA
"1125","120030","조선선재","코스피","기계",101000,5000,127022751000,"2020-10-16","-",101000,"11,834","8.53","87,844","1.15",1500,1.49,1786,NA
"1126","033560","블루콤","코스닥","IT H/W",7020,-200,126978089940,"2020-10-16","-",7020,"101","69.5","9,221","0.76",0,0,539,NA
"1127","024090","디씨엠","코스피","철강금속",10850,-50,1.26945e+11,"2020-10-16","-",10850,"2,385","4.55","14,933","0.73",500,4.61,1595,NA
"1128","050760","에스폴리텍","코스닥","화학",7770,20,126920448060,"2020-10-16","-",7770,"684","11.36","3,429","2.27",50,0.64,113,NA
"1129","057540","옴니시스템","코스닥","의료·정밀기기",2910,115,126771778350,"2020-10-16","-",2910,"463","6.29","2,326","1.25",0,0,949,NA
"1130","052330","코텍","코스닥","IT H/W",8130,-150,126621107760,"2020-10-16","-",8130,"2,069","3.93","20,412","0.4",400,4.92,119,NA
"1131","263800","데이타솔루션","코스닥","IT H/W",7990,-10,126470354200,"2020-10-16","-",7990,"-","-","1,623","4.92",0,0,954,NA
"1132","260660","알리코제약","코스닥","제약",12850,-250,126207238750,"2020-10-16","-",12850,"1,055","12.18","7,303","1.76",200,1.56,806,NA
"1133","009460","한창제지","코스피","종이목재",2115,-55,126196732890,"2020-10-16","-",2115,"125","16.92","1,440","1.47",20,0.95,1729,NA
"1134","036560","영풍정밀","코스닥","기계·장비",8010,-250,126157500000,"2020-10-16","-",8010,"799","10.03","18,057","0.44",300,3.75,74,NA
"1135","046140","SBS콘텐츠허브","코스닥","오락·문화",5870,-140,125991067850,"2020-10-16","-",5870,"26","225.77","7,234","0.81",0,0,105,NA
"1136","090360","로보스타","코스닥","기계·장비",12850,-200,125287500000,"2020-10-16","-",12850,"-","-","9,889","1.3",0,0,570,NA
"1137","099750","이지케어텍","코스닥","IT S/W & SVC",19600,-100,125165600000,"2020-10-16","-",19600,"-","-","6,500","3.02",86,0.44,572,NA
"1138","011390","부산산업","코스피","비금속광물",118500,500,1.25136e+11,"2020-10-16","-",118500,"3,684","32.17","52,812","2.24",250,0.21,1758,NA
"1139","002700","신일전자","코스피","유통업",1755,-35,124688399355,"2020-10-16","-",1755,"61","28.77","978","1.79",20,1.14,1750,NA
"1140","241690","유니테크노","코스닥","운송장비·부품",10450,-50,124642584000,"2020-10-16","-",10450,"472","22.14","5,492","1.9",0,0,314,NA
"1141","282690","동아타이어","코스피","화학",9060,-50,124421115900,"2020-10-16","-",9060,"1,799","5.04","25,988","0.35",500,5.52,1684,NA
"1142","009470","삼화전기","코스피","전기전자",18800,-1250,124339816000,"2020-10-16","-",18800,"460","40.87","6,665","2.82",100,0.53,1784,NA
"1143","008970","동양철관","코스피","철강금속",1045,-20,124235128050,"2020-10-16","-",1045,"15","69.67","671","1.56",0,0,1536,NA
"1144","277880","티에스아이","코스닥","기계·장비",13400,-450,124179341000,"2020-10-16","-",13400,"-","-","3,131","4.28",0,0,800,NA
"1145","347890","엠투아이","코스닥","IT H/W",14750,300,123886754500,"2020-10-16","-",14750,"800","18.44","4,958","2.97",280,1.9,817,NA
"1146","253590","네오셈","코스닥","IT H/W",3300,-100,123870080400,"2020-10-16","-",3300,"-","-","999","3.3",10,0.3,318,NA
"1147","027710","팜스토리","코스닥","음식료·담배",1110,-20,123672426000,"2020-10-16","-",1110,"-","-","1,454","0.76",25,2.25,536,NA
"1148","043220","에이치엘비파워","코스닥","기계·장비",1355,35,123461335835,"2020-10-16","-",1355,"15","90.33","425","3.19",0,0,407,NA
"1149","267290","경동도시가스","코스피","전기가스업",20900,350,123213985400,"2020-10-16","-",20900,"4,167","5.02","57,537","0.36",875,4.19,1679,NA
"1150","067570","엔브이에이치코리아","코스닥","운송장비·부품",4160,-185,123101825600,"2020-10-16","-",4160,"364","11.43","4,904","0.85",50,1.2,967,NA
"1151","002450","삼익악기","코스피","기타제조",1355,-30,122669389825,"2020-10-16","-",1355,"163","8.31","2,478","0.55",50,3.69,1459,NA
"1152","134380","미원화학","코스피","화학",55700,400,122499227600,"2020-10-16","-",55700,"6,719","8.29","46,438","1.2",1000,1.8,1853,NA
"1153","007330","푸른저축은행","코스닥","금융",8120,120,122472336000,"2020-10-16","-",8120,"2,008","4.04","17,594","0.46",550,6.77,12,NA
"1154","008290","원풍물산","코스닥","섬유·의류",3005,65,122284505395,"2020-10-16","-",3005,"-","-","1,119","2.69",0,0,13,NA
"1155","139670","키네마스터","코스닥","IT S/W & SVC",9000,0,121916763000,"2020-10-16","-",9000,"5","1,800","927","9.71",0,0,584,NA
"1156","066620","국보디자인","코스닥","건설",16250,-200,1.21875e+11,"2020-10-16","-",16250,"2,293","7.09","16,449","0.99",300,1.85,162,NA
"1157","008040","사조동아원","코스피","음식료품",860,-3,121384356000,"2020-10-16","-",860,"7","122.86","1,394","0.62",0,0,1532,NA
"1158","000320","노루홀딩스","코스피","금융업",9130,-50,121348208630,"2020-10-16","-",9130,"439","20.8","27,108","0.34",400,4.38,1426,NA
"1159","054220","비츠로시스","코스닥","일반전기전자",3875,0,121326164750,"2020-10-16","관리종목",3875,"-","-","-","-",0,0,777,NA
"1160","241770","메카로","코스닥","IT H/W",12000,-250,121226880000,"2020-10-16","-",12000,"834","14.39","13,986","0.86",160,1.33,675,NA
"1161","134790","시디즈","코스피","기타제조",60600,-400,1.212e+11,"2020-10-16","-",60600,"4,655","13.02","16,020","3.78",300,0.5,1663,NA
"1162","138690","엘아이에스","코스닥","IT H/W",7540,-40,120843361340,"2020-10-16","-",7540,"-","-","2,625","2.87",0,0,456,NA
"1163","024950","삼천리자전거","코스닥","유통",9100,-140,120789550700,"2020-10-16","-",9100,"-","-","5,991","1.52",0,0,653,NA
"1164","000180","성창기업지주","코스피","서비스업",1730,-40,120670268000,"2020-10-16","-",1730,"-","-","7,529","0.23",0,0,1425,NA
"1165","130660","한전산업","코스피","서비스업",3700,-75,1.2062e+11,"2020-10-16","-",3700,"530","6.98","2,632","1.41",227,6.14,1809,NA
"1166","036670","KCI","코스닥","화학",10700,-150,1.20589e+11,"2020-10-16","-",10700,"1,061","10.08","5,775","1.85",200,1.87,540,NA
"1167","110990","디아이티","코스닥","IT H/W",6370,130,1.20393e+11,"2020-10-16","-",6370,"713","8.93","9,120","0.7",200,3.14,242,NA
"1168","080220","제주반도체","코스닥","IT H/W",3700,-80,120327936800,"2020-10-16","-",3700,"-","-","2,430","1.52",0,0,1135,NA
"1169","078140","대봉엘에스","코스닥","제약",10850,-550,120289382150,"2020-10-16","-",10850,"517","20.99","7,289","1.49",50,0.46,661,NA
"1170","052670","제일바이오","코스닥","제약",8000,-190,1.2e+11,"2020-10-16","-",8000,"152","52.63","2,108","3.8",0,0,120,NA
"1171","006050","국영지앤엠","코스닥","비금속",3430,-395,119690683490,"2020-10-16","-",3430,"32","107.19","1,514","2.27",15,0.44,1091,NA
"1172","263770","유에스티","코스닥","금속",5050,-250,119685868600,"2020-10-16","-",5050,"108","46.76","1,957","2.58",0,0,933,NA
"1173","003480","한진중공업홀딩스","코스피","전기가스업",4050,-100,119595738600,"2020-10-16","-",4050,"1,160","3.49","11,298","0.36",0,0,1473,NA
"1174","035610","솔본","코스닥","기타서비스",4370,-200,119502006890,"2020-10-16","-",4370,"78","56.03","5,130","0.85",0,0,1153,NA
"1175","109960","에이프로젠 H&G","코스닥","유통",667,-13,119189709739,"2020-10-16","-",667,"-","-","1,178","0.57",0,0,1344,NA
"1176","004560","현대비앤지스틸","코스피","철강금속",7880,-340,118821030680,"2020-10-16","-",7880,"1,433","5.5","26,531","0.3",100,1.27,1488,NA
"1177","122350","삼기오토모티브","코스닥","운송장비·부품",3125,65,118760296875,"2020-10-16","-",3125,"53","58.96","3,682","0.85",0,0,1024,NA
"1178","004060","SG세계물산","코스피","유통업",586,-7,118621026560,"2020-10-16","-",586,"48","12.21","1,012","0.58",0,0,1742,NA
"1179","229000","젠큐릭스","코스닥","제약",18500,-1050,118339431000,"2020-10-16","-",18500,"-","-","29","637.93",0,0,994,NA
"1180","014160","대영포장","코스피","종이목재",1090,-55,118150058410,"2020-10-16","-",1090,"100","10.9","1,389","0.78",0,0,1567,NA
"1181","093920","서원인텍","코스닥","IT H/W",6350,-130,1.1811e+11,"2020-10-16","-",6350,"672","9.45","8,637","0.74",300,4.72,665,NA
"1182","131400","액트","코스닥","IT H/W",5150,-100,117888881750,"2020-10-16","-",5150,"-","-","2,215","2.33",0,0,774,NA
"1183","086960","한컴MDS","코스닥","IT S/W & SVC",13350,-550,117861916800,"2020-10-16","-",13350,"987","13.53","12,715","1.05",0,0,198,NA
"1184","039340","한국경제TV","코스닥","통신방송서비스",5120,-100,1.1776e+11,"2020-10-16","-",5120,"671","7.63","5,300","0.97",90,1.76,523,NA
"1185","095910","에스에너지","코스닥","IT H/W",8000,-350,117603432000,"2020-10-16","-",8000,"-","-","7,431","1.08",50,0.63,1112,NA
"1186","038680","에스넷","코스닥","IT S/W & SVC",7310,20,117509821650,"2020-10-16","-",7310,"408","17.92","4,474","1.63",120,1.64,543,NA
"1187","014280","금강공업","코스피","철강금속",4490,0,117456392970,"2020-10-16","-",4490,"-","-","10,865","0.41",80,1.78,1876,NA
"1188","033540","파라텍","코스닥","기계·장비",6910,-90,117357297900,"2020-10-16","-",6910,"-","-","3,139","2.2",0,0,538,NA
"1189","009270","신원","코스피","섬유의복",1375,-20,116933436125,"2020-10-16","-",1375,"19","72.37","2,373","0.58",0,0,1542,NA
"1190","095270","웨이브일렉트로","코스닥","IT H/W",7950,260,116925531300,"2020-10-16","-",7950,"-","-","1,239","6.42",0,0,1381,NA
"1191","091810","티웨이항공","코스피","운수창고업",2485,-15,116732407820,"2020-10-16","-",2485,"-","-","2,828","0.88",0,0,2065,NA
"1192","094360","칩스앤미디어","코스닥","IT S/W & SVC",12100,-350,116647811500,"2020-10-16","-",12100,"469","25.8","3,331","3.63",152,1.26,1136,NA
"1193","140070","서플러스글로벌","코스닥","유통",3135,-50,115957380000,"2020-10-16","-",3135,"44","71.25","3,336","0.94",0,0,270,NA
"1194","065710","서호전기","코스닥","일반전기전자",22500,-150,1.15875e+11,"2020-10-16","-",22500,"2,978","7.56","14,529","1.55",1200,5.33,431,NA
"1195","100840","S&TC","코스피","기계",15400,-100,115603349400,"2020-10-16","-",15400,"2,148","7.17","32,631","0.47",800,5.19,1852,NA
"1196","246710","티앤알바이오팹","코스닥","제약",13750,-300,115440050000,"2020-10-16","-",13750,"-","-","2,966","4.64",0,0,876,NA
"1197","013310","아진산업","코스닥","운송장비·부품",3150,-145,115313379300,"2020-10-16","-",3150,"421","7.48","5,499","0.57",0,0,25,NA
"1198","083660","CSA 코스믹","코스닥","화학",3110,220,115294059950,"2020-10-16","관리종목",3110,"-","-","836","3.72",0,0,1001,NA
"1199","094860","코닉글로리","코스닥","IT S/W & SVC",2265,90,114705477675,"2020-10-16","-",2265,"-","-","214","10.58",0,0,986,NA
"1200","044960","이글벳","코스닥","유통",9070,-370,114661878810,"2020-10-16","-",9070,"100","90.7","2,811","3.23",20,0.22,517,NA
"1201","005360","모나미","코스피","유통업",6060,-90,114517680420,"2020-10-16","-",6060,"-","-","3,873","1.56",70,1.16,1789,NA
"1202","158430","아톤","코스닥","IT S/W & SVC",26300,-600,114499075100,"2020-10-16","-",26300,"-","-","10,518","2.5",0,0,668,NA
"1203","078000","텔코웨어","코스피","서비스업",11800,-50,114491930800,"2020-10-16","-",11800,"761","15.51","11,450","1.03",550,4.66,1976,NA
"1204","004650","창해에탄올","코스닥","음식료·담배",12450,-250,114426518250,"2020-10-16","-",12450,"2,729","4.56","13,530","0.92",600,4.82,397,NA
"1205","119650","KC코트렐","코스피","기계",8800,-70,1.144e+11,"2020-10-16","-",8800,"149","59.06","5,805","1.52",30,0.34,1658,NA
"1206","079810","디이엔티","코스닥","기계·장비",8760,-130,114202884840,"2020-10-16","-",8760,"-","-","1,469","5.96",0,0,735,NA
"1207","060560","홈센타홀딩스","코스닥","유통",1340,-30,114051442780,"2020-10-16","-",1340,"-","-","934","1.43",0,0,146,NA
"1208","004250","NPC","코스피","화학",3105,-25,114015600000,"2020-10-16","-",3105,"343","9.05","6,745","0.46",100,3.22,1483,NA
"1209","200470","에이팩트","코스닥","IT H/W",6480,-120,113747846400,"2020-10-16","-",6480,"239","27.11","3,459","1.87",0,0,494,NA
"1210","071970","STX중공업","코스피","기계",4010,-155,113747563760,"2020-10-16","-",4010,"-","-","4,813","0.83",0,0,2005,NA
"1211","000910","유니온","코스피","비금속광물",7280,-400,113652586320,"2020-10-16","-",7280,"-","-","6,355","1.15",100,1.37,1903,NA
"1212","114810","아이원스","코스닥","IT H/W",8470,-230,113632833930,"2020-10-16","-",8470,"-","-","9,092","0.93",0,0,579,NA
"1213","237820","플레이디","코스닥","기타서비스",8840,-170,113391917600,"2020-10-16","-",8840,"730","12.11","4,477","1.97",220,2.49,638,NA
"1214","263600","덕우전자","코스닥","일반전기전자",7110,-60,113264504100,"2020-10-16","-",7110,"556","12.79","5,581","1.27",140,1.97,323,NA
"1215","018310","삼목에스폼","코스닥","금속",7700,0,1.1319e+11,"2020-10-16","-",7700,"1,112","6.92","23,287","0.33",100,1.3,32,NA
"1216","034590","인천도시가스","코스피","전기가스업",25800,300,112868653200,"2020-10-16","-",25800,"2,598","9.93","42,280","0.61",1250,4.84,1609,NA
"1217","013570","디와이","코스피","금융업",4280,-110,112648029240,"2020-10-16","-",4280,"646","6.63","13,449","0.32",150,3.5,1565,NA
"1218","347770","핌스","코스닥","IT H/W",15500,-500,112606616500,"2020-10-16","-",15500,"1,043","14.86","2,593","5.98",0,0,1046,NA
"1219","073640","테라사이언스","코스닥","금속",1920,-60,112544945280,"2020-10-16","-",1920,"-","-","479","4.01",0,0,1160,NA
"1220","042510","라온시큐어","코스닥","IT S/W & SVC",3405,-70,112527442335,"2020-10-16","-",3405,"66","51.59","682","4.99",0,0,1154,NA
"1221","224110","에이텍티앤","코스닥","IT H/W",21000,-1850,1.1214e+11,"2020-10-16","-",21000,"480","43.75","9,164","2.29",0,0,813,NA
"1222","242040","나무기술","코스닥","출판·매체복제",3460,-80,112106283600,"2020-10-16","-",3460,"131","26.41","592","5.84",0,0,925,NA
"1223","090470","제이스텍","코스닥","IT H/W",7670,-130,111965187360,"2020-10-16","-",7670,"108","71.02","8,904","0.86",50,0.65,207,NA
"1224","092440","기신정기","코스피","기계",3830,-80,1.11836e+11,"2020-10-16","-",3830,"298","12.85","8,125","0.47",150,3.92,1725,NA
"1225","089890","코세스","코스닥","IT H/W",6740,40,111782643880,"2020-10-16","-",6740,"383","17.6","1,608","4.19",0,0,1020,NA
"1226","160550","NEW","코스닥","오락·문화",4000,-270,111624424000,"2020-10-16","-",4000,"-","-","3,979","1.01",0,0,486,NA
"1227","067390","아스트","코스닥","운송장비·부품",4345,-85,111578087940,"2020-10-16","-",4345,"-","-","7,376","0.59",0,0,696,NA
"1228","020760","일진디스플","코스피","전기전자",3940,-240,111558893600,"2020-10-16","-",3940,"-","-","1,777","2.22",0,0,1590,NA
"1229","142760","바이오리더스","코스닥","기타서비스",5800,-160,111276045000,"2020-10-16","-",5800,"-","-","1,210","4.79",0,0,1117,NA
"1230","225330","씨엠에스에듀","코스닥","기타서비스",5970,-30,111248729160,"2020-10-16","-",5970,"330","18.09","2,079","2.87",425,7.12,748,NA
"1231","065060","지엔코","코스닥","섬유·의류",1135,-5,111239129940,"2020-10-16","-",1135,"-","-","932","1.22",0,0,154,NA
"1232","141000","비아트론","코스닥","IT H/W",9180,-60,111213037800,"2020-10-16","-",9180,"396","23.18","10,954","0.84",0,0,760,NA
"1233","060850","영림원소프트랩","코스닥","IT S/W & SVC",13650,-600,110988150000,"2020-10-16","-",13650,"714","19.12","1,578","8.65",25,0.18,868,NA
"1234","200880","서연이화","코스피","운수장비",4100,-70,110816591700,"2020-10-16","-",4100,"-","-","22,608","0.18",100,2.44,1921,NA
"1235","046120","오르비텍","코스닥","기타서비스",4655,-205,110745117315,"2020-10-16","-",4655,"43","108.26","2,877","1.62",0,0,1157,NA
"1236","009300","삼아제약","코스닥","제약",17350,-300,110519500000,"2020-10-16","-",17350,"1,671","10.38","26,397","0.66",300,1.73,16,NA
"1237","003830","대한화섬","코스피","화학",82800,800,109958400000,"2020-10-16","-",82800,"20,048","4.13","401,661","0.21",410,0.5,1480,NA
"1238","014570","고려제약","코스닥","제약",9990,-360,1.0989e+11,"2020-10-16","-",9990,"357","27.98","5,914","1.69",100,1,682,NA
"1239","007720","대명소노시즌","코스닥","유통",1090,-5,109872490500,"2020-10-16","-",1090,"633","1.72","1,643","0.66",0,0,526,NA
"1240","053700","삼보모터스","코스닥","운송장비·부품",6420,-360,109682759640,"2020-10-16","-",6420,"-","-","12,158","0.53",0,0,1059,NA
"1241","014530","극동유화","코스피","화학",3145,-65,109664325900,"2020-10-16","-",3145,"422","7.45","4,825","0.65",160,5.09,1697,NA
"1242","103590","일진전기","코스피","전기전자",2955,-45,109572552450,"2020-10-16","-",2955,"97","30.46","8,191","0.36",0,0,1652,NA
"1243","043200","파루","코스닥","IT H/W",2825,-150,109568887775,"2020-10-16","-",2825,"13","217.31","1,267","2.23",0,0,1216,NA
"1244","015710","코콤","코스닥","IT H/W",6240,-200,109390320000,"2020-10-16","-",6240,"495","12.61","6,725","0.93",160,2.56,678,NA
"1245","234100","세원","코스닥","운송장비·부품",4580,-270,109376427280,"2020-10-16","-",4580,"69","66.38","1,619","2.83",0,0,783,NA
"1246","000220","유유제약","코스피","의약품",15300,-1000,109208538900,"2020-10-16","-",15300,"756","20.24","11,570","1.32",210,1.37,2110,NA
"1247","109610","에스와이","코스닥","금속",3935,-130,109179270475,"2020-10-16","-",3935,"-","-","3,994","0.99",0,0,1099,NA
"1248","306620","네온테크","코스닥","기계·장비",2930,-220,109018332460,"2020-10-16","-",2930,"4","732.5","1,822","1.61",0,0,1393,NA
"1249","031820","콤텍시스템","코스피","서비스업",1600,-65,108562345600,"2020-10-16","-",1600,"20","80","1,398","1.14",0,0,2077,NA
"1250","019660","글로본","코스닥","유통",3730,-230,108480097280,"2020-10-16","-",3730,"-","-","714","5.22",0,0,34,NA
"1251","000890","보해양조","코스피","음식료품",850,-18,108331967050,"2020-10-16","-",850,"-","-","635","1.34",0,0,1699,NA
"1252","290740","액트로","코스닥","IT H/W",10750,-350,108198868250,"2020-10-16","-",10750,"1,484","7.24","7,578","1.42",200,1.86,642,NA
"1253","264900","크라운제과","코스피","음식료품",8630,10,108080825500,"2020-10-16","-",8630,"1,425","6.06","10,682","0.81",250,2.9,1678,NA
"1254","001750","한양증권","코스피","금융업",8480,-20,107937968320,"2020-10-16","-",8480,"1,726","4.91","22,236","0.38",350,4.13,1450,NA
"1255","011810","STX","코스피","유통업",5470,-180,107906153940,"2020-10-16","-",5470,"-","-","2,864","1.91",0,0,1559,NA
"1256","005990","매일홀딩스","코스닥","음식료·담배",7860,0,107825869440,"2020-10-16","-",7860,"1,728","4.55","21,233","0.37",140,1.78,7,NA
"1257","007680","대원","코스닥","건설",9220,-1480,107296662040,"2020-10-16","-",9220,"845","10.91","25,261","0.36",250,2.71,1102,NA
"1258","223250","드림씨아이에스","코스닥","기타서비스",19250,200,107142997500,"2020-10-16","-",19250,"1,032","18.65","2,671","7.21",0,0,779,NA
"1259","001840","이화공영","코스닥","건설",5400,-150,106951104000,"2020-10-16","-",5400,"14","385.71","2,157","2.5",10,0.19,926,NA
"1260","051360","토비스","코스닥","IT H/W",6380,-170,106654830040,"2020-10-16","-",6380,"1,420","4.49","11,606","0.55",240,3.76,115,NA
"1261","001140","국보","코스피","운수창고업",2160,-35,106653121200,"2020-10-16","-",2160,"-","-","1,333","1.62",0,0,1998,NA
"1262","289010","아이스크림에듀","코스닥","출판·매체복제",8290,-250,106642866730,"2020-10-16","-",8290,"417","19.88","5,793","1.43",100,1.21,996,NA
"1263","065150","MP그룹","코스닥","유통",1315,0,106263055205,"2020-10-16","관리종목",1315,"11","119.55","252","5.22",0,0,156,NA
"1264","092600","앤씨앤","코스닥","IT H/W",5070,-40,106203825000,"2020-10-16","-",5070,"-","-","2,028","2.5",0,0,212,NA
"1265","003650","미창석유","코스피","화학",61000,-300,106119992000,"2020-10-16","-",61000,"11,366","5.37","148,274","0.41",2000,3.28,1691,NA
