"","year","month","day","price","code","dong_nm","jibun","con_year","apt_nm","area","floor"
"1","2021","3","10","   158,000","11140"," 회현동1가","206","2010","남산SKLEADERSVIEW","137.57","16"
"2","2021","3","12","   160,000","11140"," 회현동1가","206","2010","남산SKLEADERSVIEW","205.62","4"
"3","2021","3","20","   188,000","11140"," 회현동1가","206","2010","남산SKLEADERSVIEW","205.62","9"
"4","2021","3","24","    47,500","11140"," 회현동1가","100-12","2006","이지-빌","68.8","4"
"5","2021","3","30","   159,350","11140"," 회현동1가","208","2011","남산롯데캐슬아이리스","113.46","18"
"6","2021","3","12","   187,000","11140"," 회현동2가","87","2010","쌍용남산플래티넘","177","8"
"7","2021","3","24","   230,000","11140"," 회현동2가","87","2010","쌍용남산플래티넘","177","31"
"8","2021","3","15","   105,000","11140"," 충무로4가","306","2009","남산센트럴자이","82.413","13"
"9","2021","3","26","   133,000","11140"," 충무로4가","306","2009","남산센트럴자이","114.84","11"
"10","2021","3","27","   107,000","11140"," 충무로4가","306","2009","남산센트럴자이","82.413","15"
"11","2021","3","27","   140,000","11140"," 충무로4가","306","2009","남산센트럴자이","137.166","24"
"12","2021","3","16","    32,000","11140"," 충무로5가","36-2","2016","충무로엘크루메크로시티2","35.55","18"
"13","2021","3","6","    36,000","11140"," 묵정동","11-67","1981","묵정","52.46","1"
"14","2021","3","12","    38,700","11140"," 묵정동","11-67","1981","묵정","52.46","3"
"15","2021","3","19","    43,000","11140"," 묵정동","11-2","1982","충무","54.18","9"
"16","2021","3","28","    37,700","11140"," 묵정동","11-67","1981","묵정","52.46","1"
"17","2021","3","28","    42,000","11140"," 묵정동","11-67","1981","묵정","52.46","7"
"18","2021","3","31","    37,600","11140"," 묵정동","11-67","1981","묵정","52.46","1"
"19","2021","3","6","    76,000","11140"," 을지로5가","39-1","2006","삼성파크빌(39-1)","84.65","14"
"20","2021","3","20","    36,600","11140"," 오장동","139-7","2021","오장동오팰리오","22.31","12"
"21","2021","3","3","   104,000","11140"," 신당동","842","1999","약수하이츠","57.63","5"
"22","2021","3","4","   138,000","11140"," 신당동","844","2002","남산타운","84.88","9"
"23","2021","3","6","   116,500","11140"," 신당동","850","2005","신당푸르지오","84.39","8"
"24","2021","3","8","   109,000","11140"," 신당동","851","2011","래미안하이베르","59.95","11"
"25","2021","3","9","   147,000","11140"," 신당동","844","2002","남산타운","114.88","10"
"26","2021","3","9","   124,500","11140"," 신당동","850","2005","신당푸르지오","84.39","17"
"27","2021","3","11","     9,500","11140"," 신당동","432-2006","2001","수산타운(2차)","32.86","-1"
"28","2021","3","11","   130,000","11140"," 신당동","844","2002","남산타운","84.88","15"
"29","2021","3","12","   149,500","11140"," 신당동","844","2002","남산타운","84.88","14"
"30","2021","3","13","   112,000","11140"," 신당동","843","1999","삼성","84.96","11"
"31","2021","3","13","   118,000","11140"," 신당동","856","2019","신당KCC스위첸","59.7807","12"
"32","2021","3","19","    14,800","11140"," 신당동","432-2000","2001","스위스빌라","38.53","3"
"33","2021","3","24","   139,700","11140"," 신당동","844","2002","남산타운","84.88","3"
"34","2021","3","24","   162,000","11140"," 신당동","844","2002","남산타운","114.88","11"
"35","2021","3","26","   123,000","11140"," 신당동","844","2002","남산타운","59.94","16"
"36","2021","3","27","    70,000","11140"," 신당동","290-90","2002","청구드림","84.99","1"
"37","2021","3","29","    89,500","11140"," 신당동","842","1999","약수하이츠","57.63","20"
"38","2021","3","30","   108,000","11140"," 신당동","851","2011","래미안하이베르","59.74","2"
"39","2021","3","2","    53,000","11140"," 흥인동","3-4","1994","aaa","69.39","18"
"40","2021","3","13","    58,000","11140"," 흥인동","3-4","1994","aaa","84.87","19"
"41","2021","3","4","    22,900","11140"," 황학동","787","2013","한양I-Class","24.67","15"
"42","2021","3","6","    13,000","11140"," 황학동","787","2013","한양I-Class","16.37","16"
"43","2021","3","11","   144,000","11140"," 황학동","2545","2008","롯데캐슬","114.9","28"
"44","2021","3","13","    65,000","11140"," 황학동","846","2016","신당블루카운티","59.98","10"
"45","2021","3","17","    26,500","11140"," 황학동","2033","2019","청계리버팰리스A","26.49","7"
"46","2021","3","19","   109,500","11140"," 황학동","2545","2008","롯데캐슬","84.97","9"
"47","2021","3","27","    29,800","11140"," 황학동","2033","2019","청계리버팰리스A","26.49","9"
"48","2021","3","19","    46,000","11140"," 정동","37","2020","삼정아트테라스정동","23.4274","5"
"49","2021","3","16","    60,000","11140"," 순화동","217","2016","덕수궁롯데캐슬","31.7571","9"
"50","2021","3","20","    57,800","11140"," 순화동","215","2006","바비엥3","69.29","13"
"51","2021","3","20","    58,300","11140"," 순화동","215","2006","바비엥3","70.81","15"
"52","2021","3","12","   124,500","11140"," 중림동","355","2006","브라운스톤(355-0)","84.878","31"
