"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"603","000220","유유제약","KOSPI","의약품",8500,10,0.12,68299599500
"604","000225","유유제약1우","KOSPI","의약품",8470,-230,-2.64,9600448550
"605","000227","유유제약2우B","KOSPI","의약품",20650,-700,-3.28,3388252000
"606","001200","유진투자증권","KOSPI","증권",4365,-190,-4.17,422821914570
"607","000100","유한양행","KOSPI","의약품",62300,-400,-0.64,4359315345700
"608","000105","유한양행우","KOSPI","의약품",61800,-100,-0.16,72982092000
"609","003460","유화증권","KOSPI","증권",2745,-185,-6.31,155648129175
"610","003465","유화증권우","KOSPI","증권",2700,-120,-4.26,47186347500
"611","008730","율촌화학","KOSPI","화학",20050,-50,-0.25,4.9724e+11
"612","008250","이건산업","KOSPI","종이목재",10100,50,0.5,110621613500
"613","025820","이구산업","KOSPI","철강금속",2900,-50,-1.69,96981800000
"614","214320","이노션","KOSPI","서비스업",61300,-100,-0.16,1.226e+12
"615","088260","이리츠코크렙","KOSPI","서비스업",5730,90,1.6,362947310700
"616","139480","이마트","KOSPI","유통업",170500,500,0.29,4752827139500
"617","007660","이수페타시스","KOSPI","전기전자",3360,95,2.91,138661817280
"618","005950","이수화학","KOSPI","화학",11550,200,1.76,299201098350
"619","015020","이스타코","KOSPI","서비스업",2025,165,8.87,86774490000
"620","093230","이아이디","KOSPI","유통업",307,-3,-0.97,237416160394
"621","074610","이엔플러스","KOSPI","기계",4245,-80,-1.85,194773071810
"622","102460","이연제약","KOSPI","의약품",17450,500,2.95,312508472750
"623","084680","이월드","KOSPI","서비스업",3295,-5,-0.15,349730960615
"624","350520","이지스레지던스리츠","KOSPI","서비스업",4925,25,0.51,1.01455e+11
"625","334890","이지스밸류리츠","KOSPI","서비스업",4910,5,0.1,1.1784e+11
"626","000760","이화산업","KOSPI","유통업",20400,-700,-3.32,5.712e+10
"627","014990","인디에프","KOSPI","섬유의복",1290,-5,-0.39,76023563550
"628","101140","인바이오젠","KOSPI","유통업",4075,-190,-4.45,210112692775
"629","006490","인스코비","KOSPI","통신업",3030,170,5.94,313082924940
"630","023800","인지컨트롤스","KOSPI","운수장비",16200,1700,11.72,245594073600
"631","034590","인천도시가스","KOSPI","전기가스업",26500,0,0,115930981000
"632","129260","인터지스","KOSPI","운수창고업",4635,205,4.63,137881395990
"633","023810","인팩","KOSPI","운수장비",8800,570,6.93,8.8e+10
"634","249420","일동제약","KOSPI","의약품",15250,-100,-0.65,363000096250
"635","000230","일동홀딩스","KOSPI","의약품",14700,50,0.34,169643880000
"636","013360","일성건설","KOSPI","건설업",1895,435,29.79,102377147600
"637","003120","일성신약","KOSPI","의약품",82800,100,0.12,2.20248e+11
"638","003200","일신방직","KOSPI","섬유의복",96300,1200,1.26,2.3112e+11
"639","007110","일신석재","KOSPI","유통업",1970,65,3.41,152589521700
"640","007570","일양약품","KOSPI","의약품",33450,900,2.76,638415460800
"641","007575","일양약품우","KOSPI","의약품",32100,250,0.78,14287068000
"642","008500","일정실업","KOSPI","섬유의복",16700,200,1.21,2.004e+10
"643","081000","일진다이아","KOSPI","화학",43350,1650,3.96,615698966250
"644","020760","일진디스플","KOSPI","전기전자",4535,135,3.07,156313677010
"645","020150","일진머티리얼즈","KOSPI","전기전자",74400,2700,3.77,3430646124000
"646","103590","일진전기","KOSPI","전기전자",3930,50,1.29,145725932700
"647","015860","일진홀딩스","KOSPI","기타금융",5190,70,1.37,256113436770
"648","226320","잇츠한불","KOSPI","화학",26200,-100,-0.38,574548053000
"649","317400","자이에스앤디","KOSPI","서비스업",11200,150,1.36,299964224000
"650","033240","자화전자","KOSPI","전기전자",20100,-100,-0.5,3.5979e+11
"651","000950","전방","KOSPI","섬유의복",42300,1450,3.55,7.1064e+10
"652","348950","제이알글로벌리츠","KOSPI","서비스업",5190,-10,-0.19,8.59464e+11
"653","194370","제이에스코퍼레이션","KOSPI","기타제조업",17650,-550,-3.02,235373357650
"654","025620","제이준코스메틱","KOSPI","화학",1675,-5,-0.3,61823295250
"655","036420","제이콘텐트리","KOSPI","서비스업",48700,-550,-1.12,797952957700
"656","030000","제일기획","KOSPI","서비스업",21900,400,1.86,2519402827500
"657","271980","제일약품","KOSPI","의약품",40200,1650,4.28,591135854400
"658","001560","제일연마","KOSPI","비금속광물",7890,-210,-2.59,7.89e+10
"659","002620","제일파마홀딩스","KOSPI","서비스업",18900,550,3,301896409500
"660","006220","제주은행","KOSPI","은행",7220,-120,-1.63,231969748280
"661","089590","제주항공","KOSPI","운수창고업",22900,-400,-1.72,881641183500
"662","004910","조광페인트","KOSPI","화학",7500,0,0,9.6e+10
"663","004700","조광피혁","KOSPI","기타제조업",55300,-1100,-1.95,367697331400
"664","001550","조비","KOSPI","화학",20900,0,0,108517795100
"665","000480","조선내화","KOSPI","비금속광물",85000,1800,2.16,3.4e+11
"666","120030","조선선재","KOSPI","기계",139000,3500,2.58,174813489000
"667","018470","조일알미늄","KOSPI","철강금속",676,21,3.21,58498670620
"668","002600","조흥","KOSPI","음식료품",189500,-500,-0.26,1.137e+11
"669","185750","종근당","KOSPI","의약품",140000,2500,1.82,1599653860000
"670","063160","종근당바이오","KOSPI","의약품",56000,1300,2.38,307213872000
"671","001630","종근당홀딩스","KOSPI","의약품",104000,2000,1.96,521025544000
"672","044380","주연테크","KOSPI","전기전자",1105,-35,-3.07,60346358345
"673","013890","지누스","KOSPI","기타제조업",81700,1800,2.25,1177031393300
"674","013870","지엠비코리아","KOSPI","운수장비",7630,40,0.53,145521496400
"675","071320","지역난방공사","KOSPI","전기가스업",39100,450,1.16,452728890400
"676","010580","지코","KOSPI","운수장비",306,0,0,19761980616
"677","035000","지투알","KOSPI","서비스업",6040,20,0.33,100067150360
"678","088790","진도","KOSPI","유통업",6240,20,0.32,77673922560
"679","003780","진양산업","KOSPI","화학",6350,-2070,-24.58,8.255e+10
"680","010640","진양폴리","KOSPI","화학",3830,-785,-17.01,3.83e+10
"681","100250","진양홀딩스","KOSPI","화학",2910,-125,-4.12,162655299720
"682","051630","진양화학","KOSPI","화학",4990,-1310,-20.79,5.988e+10
"683","272450","진에어","KOSPI","운수창고업",19300,-50,-0.26,8.685e+11
"684","011000","진원생명과학","KOSPI","의약품",13800,1500,12.2,623608310400
"685","002780","진흥기업","KOSPI","건설업",2995,-265,-8.13,435687876275
"686","002787","진흥기업2우B","KOSPI","건설업",12700,-250,-1.93,3744061600
"687","002785","진흥기업우B","KOSPI","건설업",6350,-450,-6.62,5443334300
"688","009310","참엔지니어링","KOSPI","기계",1565,5,0.32,86771459430
"689","000650","천일고속","KOSPI","운수창고업",67500,-600,-0.88,96472350000
"690","033250","체시스","KOSPI","운수장비",1630,0,0,5.216e+10
"691","035720","카카오","KOSPI","서비스업",548000,6000,1.11,48633198176000
"692","006380","카프로","KOSPI","화학",3800,15,0.4,1.52e+11
"693","109070","컨버즈","KOSPI","종이목재",4100,0,0,57648054100
"694","001620","케이비아이동국실업","KOSPI","운수장비",886,-22,-2.42,58513275792
"695","029460","케이씨","KOSPI","의료정밀",28850,900,3.22,391034169400
"696","344820","케이씨씨글라스","KOSPI","비금속광물",53600,2300,4.48,856019443200
"697","281820","케이씨텍","KOSPI","의료정밀",30900,1100,3.69,644622080400
"698","145270","케이탑리츠","KOSPI","서비스업",2170,70,3.33,100306355590
"699","357120","코람코에너지리츠","KOSPI","서비스업",5190,-60,-1.14,361327800000
"700","007815","코리아써우","KOSPI","전기전자",5960,40,0.68,17669552400
"701","007810","코리아써키트","KOSPI","전기전자",12600,-50,-0.4,297621462600
"702","00781K","코리아써키트2우B","KOSPI","전기전자",6510,0,0,5101880490
"703","003690","코리안리","KOSPI","보험",8480,30,0.36,1020730103680
"704","192820","코스맥스","KOSPI","화학",120500,0,0,1210965834500
"705","044820","코스맥스비티아이","KOSPI","기타금융",16050,100,0.63,154142932050
"706","005070","코스모신소재","KOSPI","화학",20850,250,1.21,609820070250
"707","005420","코스모화학","KOSPI","화학",11350,0,0,308373075900
"708","071950","코아스","KOSPI","기타제조업",1190,5,0.42,36779579900
"709","002020","코오롱","KOSPI","기타금융",29850,200,0.67,376898816100
"710","003070","코오롱글로벌","KOSPI","건설업",21800,950,4.56,549587548400
"711","003075","코오롱글로벌우","KOSPI","건설업",28250,-50,-0.18,8836684750
"712","144620","코오롱머티리얼","KOSPI","화학",3140,-10,-0.32,215588113900
"713","002025","코오롱우","KOSPI","기타금융",19300,-1800,-8.53,20774327000
"714","120110","코오롱인더","KOSPI","화학",62300,0,0,1680781732000
"715","120115","코오롱인더우","KOSPI","화학",28250,100,0.36,78192045000
"716","138490","코오롱플라스틱","KOSPI","화학",6170,20,0.33,2.3446e+11
"717","021240","코웨이","KOSPI","서비스업",65300,-500,-0.76,4819115120700
"718","031820","콤텍시스템","KOSPI","서비스업",1530,-35,-2.24,103812742980
"719","192400","쿠쿠홀딩스","KOSPI","기타금융",129500,500,0.39,921060591500
"720","284740","쿠쿠홈시스","KOSPI","서비스업",42000,-300,-0.71,942367860000
"721","015590","큐로","KOSPI","기계",663,-10,-1.49,150641315994
"722","264900","크라운제과","KOSPI","음식료품",15600,1900,13.87,195372060000
"723","26490K","크라운제과우","KOSPI","음식료품",16250,950,6.21,12570350000
"724","005740","크라운해태홀딩스","KOSPI","기타금융",11050,-1150,-9.43,164063184350
"725","005745","크라운해태홀딩스우","KOSPI","기타금융",15750,-2550,-13.93,9461434500
"726","020120","키다리스튜디오","KOSPI","서비스업",13150,-450,-3.31,430502490800
"727","039490","키움증권","KOSPI","증권",137000,-1500,-1.08,3566300293000
"728","012170","키위미디어그룹","KOSPI","서비스업",1105,0,0,68534900070
"729","014580","태경비케이","KOSPI","비금속광물",4680,80,1.74,129088908000
"730","015890","태경산업","KOSPI","화학",7320,-80,-1.08,213954450000
"731","006890","태경케미컬","KOSPI","화학",13850,750,5.73,1.6066e+11
"732","003240","태광산업","KOSPI","화학",984000,2000,0.2,1095585600000
"733","011280","태림포장","KOSPI","종이목재",5280,50,0.96,373855363200
"734","004100","태양금속","KOSPI","운수장비",1605,-40,-2.43,58903500000
"735","004105","태양금속우","KOSPI","운수장비",3100,30,0.98,1.023e+10
"736","009410","태영건설","KOSPI","건설업",12400,300,2.48,482348815200
"737","009415","태영건설우","KOSPI","건설업",15150,950,6.69,19727451300
"738","001420","태원물산","KOSPI","운수장비",4455,-75,-1.66,3.3858e+10
"739","007980","태평양물산","KOSPI","섬유의복",2310,160,7.44,111225545970
"740","055490","테이팩스","KOSPI","화학",53800,-800,-1.47,253809570000
"741","078000","텔코웨어","KOSPI","서비스업",11650,-50,-0.43,113036524900
"742","214420","토니모리","KOSPI","화학",7690,70,0.92,135651600000
"743","019180","티에이치엔","KOSPI","전기전자",3345,45,1.36,6.021e+10
"744","363280","티와이홀딩스","KOSPI","기타금융",26550,950,3.71,1066556378250
"745","36328K","티와이홀딩스우","KOSPI","기타금융",24000,900,3.9,30128112000
"746","091810","티웨이항공","KOSPI","운수창고업",2725,-20,-0.73,300650010275
"747","004870","티웨이홀딩스","KOSPI","비금속광물",1325,-25,-1.85,101612893200
"748","005690","파미셀","KOSPI","의약품",15400,700,4.76,923367830000
"749","036580","팜스코","KOSPI","음식료품",7360,190,2.65,270317660480
"750","028670","팬오션","KOSPI","운수창고업",6190,30,0.49,3308985279280
"751","010820","퍼스텍","KOSPI","기계",2500,15,0.6,120153650000
"752","016800","퍼시스","KOSPI","기타제조업",29950,250,0.84,3.44425e+11
"753","001020","페이퍼코리아","KOSPI","종이목재",2385,150,6.71,89444006280
"754","090080","평화산업","KOSPI","운수장비",1120,10,0.9,61490530080
"755","010770","평화홀딩스","KOSPI","운수장비",3735,50,1.36,54626115510
"756","058430","포스코강판","KOSPI","철강금속",31950,850,2.73,1.917e+11
"757","047050","포스코인터내셔널","KOSPI","유통업",20000,-300,-1.48,2467502980000
"758","003670","포스코케미칼","KOSPI","비금속광물",160000,-3000,-1.84,12394115200000
"759","007630","폴루스바이오팜","KOSPI","유통업",1225,0,0,55134426375
"760","017810","풀무원","KOSPI","음식료품",18300,50,0.27,697605863700
"761","103140","풍산","KOSPI","철강금속",33750,150,0.45,945819382500
"762","005810","풍산홀딩스","KOSPI","기타금융",23650,150,0.64,246185337200
"763","950210","프레스티지바이오파마","KOSPI","서비스업",26900,400,1.51,1616586569500
"764","033180","필룩스","KOSPI","전기전자",3390,50,1.5,439121751600
"765","086790","하나금융지주","KOSPI","기타금융",41650,-650,-1.54,12505081882300
"766","293480","하나제약","KOSPI","의약품",24700,-100,-0.4,4.0014e+11
"767","039130","하나투어","KOSPI","서비스업",63600,-1200,-1.85,886532166000
"768","172580","하이골드12호","KOSPI","서비스업",2125,5,0.24,27719562500
"769","153360","하이골드3호","KOSPI","서비스업",1400,5,0.36,22609706000
"770","071090","하이스틸","KOSPI","철강금속",2655,5,0.19,53098513200
"771","019490","하이트론","KOSPI","전기전자",9000,-170,-1.85,60432876000
"772","000080","하이트진로","KOSPI","음식료품",35500,-850,-2.34,2489743190500
"773","000087","하이트진로2우B","KOSPI","음식료품",20350,50,0.25,22998308300
"774","000140","하이트진로홀딩스","KOSPI","기타금융",15950,-100,-0.62,370147901750
"775","000145","하이트진로홀딩스우","KOSPI","기타금융",15200,0,0,7156312000
"776","152550","한국ANKOR유전","KOSPI","기타금융",1675,0,0,117283500000
"777","036460","한국가스공사","KOSPI","전기가스업",33900,250,0.74,3129410700000
"778","005430","한국공항","KOSPI","운수창고업",41100,0,0,130137190500
"779","071050","한국금융지주","KOSPI","기타금융",98400,4000,4.24,5483437612800
"780","071055","한국금융지주우","KOSPI","기타금융",70100,800,1.15,410663395100
"781","010040","한국내화","KOSPI","비금속광물",4050,25,0.62,92597709600
"782","025540","한국단자","KOSPI","전기전자",80900,900,1.13,842573500000
"783","004090","한국석유","KOSPI","비금속광물",287000,-7000,-2.38,188042400000
"784","002200","한국수출포장","KOSPI","종이목재",24700,100,0.41,9.88e+10
"785","002960","한국쉘석유","KOSPI","화학",254000,-2000,-0.78,3.302e+11
"786","000240","한국앤컴퍼니","KOSPI","기타금융",18500,100,0.54,1720873200500
"787","123890","한국자산신탁","KOSPI","기타금융",4890,175,3.71,606251207280
"788","015760","한국전력","KOSPI","전기가스업",23850,-200,-0.83,15310843236450
"789","006200","한국전자홀딩스","KOSPI","기타금융",1430,-55,-3.7,66928484480
"790","009540","한국조선해양","KOSPI","운수장비",130000,2500,1.96,9200505080000
"791","023350","한국종합기술","KOSPI","서비스업",8400,630,8.11,9.198e+10
"792","025890","한국주강","KOSPI","기계",1910,10,0.53,21600684690
"793","000970","한국주철관","KOSPI","철강금속",9320,120,1.3,212500660000
"794","104700","한국철강","KOSPI","철강금속",12650,850,7.2,582532500000
"795","017960","한국카본","KOSPI","기계",12350,50,0.41,542915348950
"796","161890","한국콜마","KOSPI","화학",55800,-200,-0.36,1276769844000
"797","024720","한국콜마홀딩스","KOSPI","기타금융",28700,250,0.88,533151835300
"798","161390","한국타이어앤테크놀로지","KOSPI","화학",49800,1300,2.68,6168978436200
"799","034830","한국토지신탁","KOSPI","기타금융",2485,40,1.64,627435736550
"800","007280","한국특수형강","KOSPI","철강금속",2450,165,7.22,130444066200
"801","168490","한국패러랠","KOSPI","기타금융",1940,5,0.26,155238800000
"802","010100","한국프랜지","KOSPI","운수장비",3100,10,0.32,94396302000
"803","047810","한국항공우주","KOSPI","운수장비",37950,350,0.93,3699180310650
"804","123690","한국화장품","KOSPI","유통업",11850,50,0.42,190405800000
"805","003350","한국화장품제조","KOSPI","화학",34850,-50,-0.14,157940200000
"806","011500","한농화성","KOSPI","화학",15500,-150,-0.96,242374151000
"807","002390","한독","KOSPI","의약품",28250,600,2.17,388819807250
"808","014790","한라","KOSPI","건설업",5450,300,5.83,211868433900
"809","060980","한라홀딩스","KOSPI","기타금융",41350,100,0.24,433020094500
"810","053690","한미글로벌","KOSPI","서비스업",11050,150,1.38,121080927500
"811","042700","한미반도체","KOSPI","기계",31800,900,2.91,1572824088600
"812","008930","한미사이언스","KOSPI","기타금융",59000,300,0.51,3970972049000
"813","128940","한미약품","KOSPI","의약품",327500,-1500,-0.46,3955637355000
"814","009240","한샘","KOSPI","유통업",125500,8500,7.26,2953507964000
"815","020000","한섬","KOSPI","섬유의복",40200,-650,-1.59,9.90126e+11
"816","003680","한성기업","KOSPI","음식료품",8120,90,1.12,50421261800
"817","105630","한세실업","KOSPI","섬유의복",20300,-450,-2.17,8.12e+11
"818","069640","한세엠케이","KOSPI","유통업",3885,-30,-0.77,50152715970
"819","016450","한세예스24홀딩스","KOSPI","섬유의복",9200,70,0.77,3.68e+11
"820","010420","한솔PNS","KOSPI","유통업",2125,-45,-2.07,43547650500
"821","009180","한솔로지스틱스","KOSPI","운수창고업",3290,-25,-0.75,90400728250
"822","213500","한솔제지","KOSPI","종이목재",14650,50,0.34,348678438400
"823","014680","한솔케미칼","KOSPI","화학",256000,3500,1.39,2901809920000
"824","004710","한솔테크닉스","KOSPI","전기전자",10700,250,2.39,343575694600
"825","004150","한솔홀딩스","KOSPI","기타금융",4035,-40,-0.98,169504608195
"826","025750","한솔홈데코","KOSPI","종이목재",2135,85,4.15,172006593115
"827","004960","한신공영","KOSPI","건설업",24000,3250,15.66,277696848000
"828","011700","한신기계","KOSPI","기계",2435,0,0,79006377685
"829","001750","한양증권","KOSPI","증권",13150,-300,-2.23,167380222100
"830","001755","한양증권우","KOSPI","증권",26200,-4200,-13.82,1.3755e+10
"831","018880","한온시스템","KOSPI","기계",18450,200,1.1,9.84861e+12
"832","009420","한올바이오파마","KOSPI","의약품",23000,200,0.88,1201534674000
"833","014130","한익스프레스","KOSPI","운수창고업",6180,60,0.98,7.416e+10
"834","300720","한일시멘트","KOSPI","비금속광물",157000,2000,1.29,1087406178000
"835","002220","한일철강","KOSPI","철강금속",2625,45,1.74,69293017500
"836","006390","한일현대시멘트","KOSPI","비금속광물",43100,900,2.13,724997599000
"837","003300","한일홀딩스","KOSPI","비금속광물",12800,150,1.19,368841984000
"838","051600","한전KPS","KOSPI","건설업",33000,300,0.92,1.485e+12
"839","052690","한전기술","KOSPI","서비스업",28100,800,2.93,1.073982e+12
"840","130660","한전산업","KOSPI","서비스업",5150,210,4.25,1.6789e+11
"841","002320","한진","KOSPI","운수창고업",41150,200,0.49,615094892200
"842","097230","한진중공업","KOSPI","건설업",7460,170,2.33,621226136260
"843","003480","한진중공업홀딩스","KOSPI","전기가스업",4180,-20,-0.48,123434614160
"844","180640","한진칼","KOSPI","운수창고업",53700,2200,4.27,3558304519800
"845","18064K","한진칼우","KOSPI","운수창고업",38650,750,1.98,20746005900
"846","005110","한창","KOSPI","유통업",1270,5,0.4,84823641630
"847","009460","한창제지","KOSPI","종이목재",2370,30,1.28,141411941820
"848","000880","한화","KOSPI","화학",31000,50,0.16,2323720785000
"849","00088K","한화3우B","KOSPI","화학",14500,50,0.35,3.25844e+11
"850","088350","한화생명","KOSPI","보험",3320,55,1.68,2883519600000
"851","000370","한화손해보험","KOSPI","보험",4605,-15,-0.32,537582703575
"852","009830","한화솔루션","KOSPI","화학",48550,950,2,9286571029350
"853","009835","한화솔루션우","KOSPI","화학",57700,300,0.52,64839624900
"854","272210","한화시스템","KOSPI","전기전자",20950,50,0.24,2309326649550
"855","012450","한화에어로스페이스","KOSPI","운수장비",39700,-200,-0.5,2.010011e+12
"856","000885","한화우","KOSPI","화학",41700,-500,-1.18,19986559800
"857","003530","한화투자증권","KOSPI","증권",6480,-70,-1.07,1390269582000
"858","003535","한화투자증권우","KOSPI","증권",23000,5300,29.94,1.104e+11
"859","195870","해성디에스","KOSPI","전기전자",33950,250,0.74,5.7715e+11
"860","101530","해태제과식품","KOSPI","음식료품",9040,-550,-5.74,263216070880
"861","143210","핸즈코퍼레이션","KOSPI","운수장비",6670,90,1.37,145827997560
"862","000720","현대건설","KOSPI","건설업",46400,1400,3.11,5166907496000
"863","267270","현대건설기계","KOSPI","기계",53000,1200,2.32,1044142029000
"864","000725","현대건설우","KOSPI","건설업",177000,4000,2.31,17497512000
"865","005440","현대그린푸드","KOSPI","유통업",9570,-10,-0.1,935031892740
"866","086280","현대글로비스","KOSPI","운수창고업",180000,-3000,-1.64,6.75e+12
"867","064350","현대로템","KOSPI","운수장비",20100,-100,-0.5,2193760089300
"868","079430","현대리바트","KOSPI","기타제조업",18650,500,2.75,382983009300
"869","012330","현대모비스","KOSPI","운수장비",317500,17000,5.66,30096807345000
"870","010620","현대미포조선","KOSPI","운수장비",65700,200,0.31,2624199189300
"871","069960","현대백화점","KOSPI","유통업",89700,-100,-0.11,2099198957700
"872","004560","현대비앤지스틸","KOSPI","철강금속",16300,350,2.19,245784619300
"873","004565","현대비앤지스틸우","KOSPI","철강금속",79100,300,0.38,8689293200
"874","004310","현대약품","KOSPI","의약품",7560,40,0.53,2.4192e+11
"875","322000","현대에너지솔루션","KOSPI","전기전자",34900,700,2.05,3.9088e+11
"876","017800","현대엘리베이","KOSPI","기계",45550,-100,-0.22,1859131950050
"877","307950","현대오토에버","KOSPI","서비스업",119000,0,0,2.499e+12
"878","011210","현대위아","KOSPI","운수장비",80500,1500,1.9,2189204181500
"879","267260","현대일렉트릭","KOSPI","전기전자",19800,50,0.25,713733273000
"880","004020","현대제철","KOSPI","철강금속",50500,1250,2.54,6739012142500
"881","267250","현대중공업지주","KOSPI","화학",283000,0,0,4471008611000
"882","005380","현대차","KOSPI","운수장비",231500,1500,0.65,49464185290500
"883","005387","현대차2우B","KOSPI","운수장비",105500,500,0.48,3849215080500
"884","005389","현대차3우B","KOSPI","운수장비",100500,500,0.5,244087867500
"885","005385","현대차우","KOSPI","운수장비",106500,0,0,2593986952500
"886","001500","현대차증권","KOSPI","증권",13700,-100,-0.72,411645407000
"887","011760","현대코퍼레이션","KOSPI","유통업",19650,-50,-0.25,259949181900
"888","227840","현대코퍼레이션홀딩스","KOSPI","유통업",14800,-250,-1.66,134692372800
"889","126560","현대퓨처넷","KOSPI","서비스업",5040,120,2.44,568898043840
"890","001450","현대해상","KOSPI","보험",23450,-150,-0.64,2.09643e+12
"891","057050","현대홈쇼핑","KOSPI","유통업",80200,400,0.5,9.624e+11
"892","093240","형지엘리트","KOSPI","섬유의복",5110,370,7.81,159201017780
"893","003010","혜인","KOSPI","유통업",7550,-340,-4.31,95981239850
"894","111110","호전실업","KOSPI","섬유의복",10050,-200,-1.95,8.04e+10
"895","008770","호텔신라","KOSPI","유통업",85100,-500,-0.58,3340015097100
"896","008775","호텔신라우","KOSPI","유통업",87000,1300,1.52,65413473000
"897","002460","화성산업","KOSPI","건설업",12750,250,2,158747700000
"898","378850","화승알앤에이","KOSPI","운수장비",5320,-20,-0.37,101046074360
"899","241590","화승엔터프라이즈","KOSPI","기타제조업",18700,-800,-4.1,1132199634500
"900","006060","화승인더","KOSPI","화학",8490,-110,-1.28,469666800000
"901","013520","화승코퍼레이션","KOSPI","운수장비",1740,-15,-0.85,87089178480
"902","010690","화신","KOSPI","운수장비",5040,0,0,175998866400
"903","133820","화인베스틸","KOSPI","철강금속",2635,-30,-1.13,77864250000
"904","010660","화천기계","KOSPI","기계",2575,25,0.98,5.665e+10
"905","000850","화천기공","KOSPI","기계",35700,0,0,7.854e+10
"906","016580","환인제약","KOSPI","의약품",18400,50,0.27,342241288000
"907","032560","황금에스티","KOSPI","철강금속",8800,50,0.57,1.232e+11
"908","004800","효성","KOSPI","기타금융",86600,-300,-0.35,1824750765000
"909","094280","효성ITX","KOSPI","서비스업",19600,50,0.26,226540720000
"910","298040","효성중공업","KOSPI","전기전자",75800,200,0.26,706800738400
"911","298050","효성첨단소재","KOSPI","화학",391500,-2000,-0.51,1753899642000
"912","298020","효성티앤씨","KOSPI","화학",572000,-13000,-2.22,2475434104000
"913","298000","효성화학","KOSPI","화학",300500,-5000,-1.64,958632863000
"914","093370","후성","KOSPI","화학",10200,0,0,944589553800
"915","081660","휠라홀딩스","KOSPI","유통업",43100,300,0.7,2618420768200
"916","005870","휴니드","KOSPI","전기전자",8460,-430,-4.84,119421486900
"917","079980","휴비스","KOSPI","화학",9630,130,1.37,3.32235e+11
"918","005010","휴스틸","KOSPI","철강금속",13050,500,3.98,99462767400
"919","069260","휴켐스","KOSPI","화학",22450,50,0.22,917724300600
"920","000540","흥국화재","KOSPI","보험",4040,-150,-3.58,259540285800
"921","000547","흥국화재2우B","KOSPI","보험",21200,-300,-1.4,3256320000
"922","000545","흥국화재우","KOSPI","보험",9240,-160,-1.7,7096320000
"923","003280","흥아해운","KOSPI","운수창고업",258,0,0,30117000222
"924","060310","3S","KOSDAQ","기계·장비",2645,70,2.72,120814448300
"925","054620","APS홀딩스","KOSDAQ","금융",10050,450,4.69,204961921050
"926","265520","AP시스템","KOSDAQ","반도체",30150,200,0.67,436578844050
"927","211270","AP위성","KOSDAQ","통신장비",15000,-350,-2.28,225934560000
"928","035760","CJ ENM","KOSDAQ","방송서비스",140600,100,0.07,3083239052400
"929","051500","CJ프레시웨이","KOSDAQ","유통",23950,50,0.21,284324484700
"930","058820","CMG제약","KOSDAQ","제약",4605,95,2.11,639598783620
"931","023460","CNH","KOSDAQ","금융",3025,-20,-0.66,1.1253e+11
"932","056000","COWON","KOSDAQ","디지털컨텐츠",2860,0,0,56399843500
"933","065770","CS","KOSDAQ","통신장비",3540,815,29.91,66676431000
"934","083660","CSA 코스믹","KOSDAQ","화학",1450,0,0,53754465250
"935","367340","DB금융스팩8호","KOSDAQ","금융",2075,0,0,12553750000
"936","367360","DB금융스팩9호","KOSDAQ","금융",2050,0,0,9.922e+09
"937","068790","DMS","KOSDAQ","기계·장비",8630,-80,-0.92,212065516430
"938","241520","DSC인베스트먼트","KOSDAQ","금융",7020,-30,-0.43,194298626340
"939","245620","EDGC","KOSDAQ","기타서비스",4910,45,0.92,210808547210
"940","037370","EG","KOSDAQ","유통",11350,-350,-2.99,8.5125e+10
"941","079190","EMW","KOSDAQ","통신장비",2780,0,0,88360067660
"942","130500","GH신소재","KOSDAQ","섬유·의류",6700,230,3.55,7.37e+10
"943","900290","GRT","KOSDAQ","금융",951,0,0,64073625000
"944","083450","GST","KOSDAQ","반도체",26200,-1000,-3.68,244124919000
"945","028150","GS홈쇼핑","KOSDAQ","방송서비스",151700,500,0.33,995531250000
"946","045890","GV","KOSDAQ","일반전기전자",240,0,0,20823884880
"947","078150","HB테크놀러지","KOSDAQ","기계·장비",3830,0,0,302533331580
"948","036640","HRS","KOSDAQ","화학",5960,0,0,97474608000
"949","335870","IBKS제12호스팩","KOSDAQ","금융",2165,0,0,6754800000
"950","351340","IBKS제13호스팩","KOSDAQ","금융",2130,30,1.43,11012100000
"951","351320","IBKS제14호스팩","KOSDAQ","금융",2130,-5,-0.23,9222900000
"952","373200","IBKS제15호스팩","KOSDAQ","금융",2115,0,0,7444800000
"953","095340","ISC","KOSDAQ","반도체",21650,-550,-2.48,351254969200
"954","099520","ITX-AI","KOSDAQ","통신장비",1285,0,0,37652662655
"955","950170","JTC","KOSDAQ","유통",5170,0,0,180978522890
"956","067290","JW신약","KOSDAQ","제약",5400,-20,-0.37,237259033200
"957","035900","JYP Ent.","KOSDAQ","오락·문화",34950,-50,-0.14,1240637345400
"958","024840","KBI메탈","KOSDAQ","금속",2320,-95,-3.93,76445967360
"959","024120","KB오토시스","KOSDAQ","운송장비·부품",10200,200,2,1.173e+11
"960","021320","KCC건설","KOSDAQ","건설",9960,740,8.03,2.13144e+11
"961","036670","KCI","KOSDAQ","화학",9710,220,2.32,109431700000
"962","044180","KD","KOSDAQ","건설",1370,145,11.84,22639743200
"963","151860","KG ETS","KOSDAQ","기타서비스",6460,180,2.87,2.3256e+11
"964","046440","KG모빌리언스","KOSDAQ","소프트웨어",10400,100,0.97,403785907200
