"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"566","067310","하나마이크론",12150,-200,-1.62,"KOSDAQ","반도체",387090482850,NA,NA,5238,2.32,50,0.41
"567","097780","에스맥",1480,40,2.78,"KOSDAQ","IT부품",386495490960,NA,NA,950,1.56,0,0
"568","084690","대상홀딩스",10650,-250,-2.29,"KOSPI","기타금융",385663529700,1946,5.47,15703,0.68,200,1.88
"569","246710","티앤알바이오팹",45600,50,0.11,"KOSDAQ","제약",385088124000,NA,NA,2966,15.37,0,0
"570","001470","삼부토건",2790,-30,-1.06,"KOSPI","건설업",383754366720,61,45.74,1531,1.82,0,0
"571","285490","노바텍",38000,300,0.8,"KOSDAQ","기타제조",383106272000,548,69.34,2838,13.39,242,0.64
"572","079430","현대리바트",18650,500,2.75,"KOSPI","기타제조업",382983009300,968,19.27,22301,0.84,150,0.8
"573","161000","애경유화",11950,150,1.27,"KOSPI","화학",3.82878e+11,966,12.37,11336,1.05,350,2.93
"574","030210","KTB투자증권",6340,280,4.62,"KOSPI","증권",382391343280,681,9.31,8098,0.78,150,2.37
"575","038540","상상인",6900,350,5.34,"KOSDAQ","컴퓨터서비스",381765359700,2282,3.02,9501,0.73,200,2.9
"576","006840","AK홀딩스",28800,900,3.23,"KOSPI","기타금융",381529756800,2168,13.28,62448,0.46,750,2.6
"577","000390","삼화페인트",14100,250,1.81,"KOSPI","화학",381322557300,167,84.43,10625,1.33,125,0.89
"578","053290","NE능률",23050,50,0.22,"KOSDAQ","출판·매체복제",380931376350,59,390.68,3886,5.93,0,0
"579","037560","LG헬로비전",4900,15,0.31,"KOSPI","서비스업",379489638500,NA,NA,12283,0.4,75,1.53
"580","045390","대아티아이",5330,130,2.5,"KOSDAQ","일반전기전자",379237612260,30,177.67,1327,4.02,20,0.38
"581","175250","아이큐어",41900,2300,5.81,"KOSDAQ","제약",378483831300,NA,NA,12658,3.31,0,0
"582","001360","삼성제약",5640,30,0.53,"KOSPI","의약품",377019149880,118,47.8,2421,2.33,0,0
"583","002020","코오롱",29850,200,0.67,"KOSPI","기타금융",376898816100,NA,NA,43841,0.68,500,1.68
"584","075580","세진중공업",6610,-60,-0.9,"KOSPI","운수장비",375774904160,42,157.38,2765,2.39,20,0.3
"585","317330","덕산테코피아",20400,-200,-0.97,"KOSDAQ","반도체",374899531200,696,29.31,7900,2.58,0,0
"586","019680","대교",4415,-60,-1.34,"KOSPI","서비스업",373963082750,190,23.24,5848,0.75,170,3.85
"587","011280","태림포장",5280,50,0.96,"KOSPI","종이목재",373855363200,270,19.56,4325,1.22,290,5.49
"588","220630","해마로푸드서비스",3670,25,0.69,"KOSDAQ","유통",373670338770,148,24.8,861,4.26,50,1.36
"589","104480","티케이케미칼",4110,-30,-0.72,"KOSDAQ","화학",373580233740,110,37.36,2989,1.38,0,0
"590","000140","하이트진로홀딩스",15950,-100,-0.62,"KOSPI","기타금융",370147901750,NA,NA,18398,0.87,350,2.19
"591","194700","노바렉스",41100,-550,-1.32,"KOSDAQ","음식료·담배",370053714000,1850,22.22,10195,4.03,200,0.49
"592","082740","HSD엔진",9100,320,3.64,"KOSPI","기계",369454740200,NA,NA,5722,1.59,0,0
"593","122990","와이솔",13100,100,0.77,"KOSDAQ","반도체",369248927100,1228,10.67,12099,1.08,250,1.91
"594","003300","한일홀딩스",12800,150,1.19,"KOSPI","비금속광물",368841984000,461,27.77,33397,0.38,460,3.59
"595","016450","한세예스24홀딩스",9200,70,0.77,"KOSPI","섬유의복",3.68e+11,513,17.93,6786,1.36,250,2.72
"596","004700","조광피혁",55300,-1100,-1.95,"KOSPI","기타제조업",367697331400,4076,13.57,41361,1.34,0,0
"597","038290","마크로젠",34500,1500,4.55,"KOSDAQ","기타서비스",367515666000,NA,NA,10686,3.23,0,0
"598","272550","삼양패키징",25800,250,0.98,"KOSPI","화학",366612943200,1998,12.91,20142,1.28,750,2.91
"599","037270","YG PLUS",5760,-80,-1.37,"KOSPI","서비스업",365184576000,NA,NA,1562,3.69,0,0
"600","033500","동성화인텍",13250,-750,-5.36,"KOSDAQ","화학",364573789750,634,20.9,3517,3.77,220,1.66
"601","228670","레이",54700,1300,2.43,"KOSDAQ","의료·정밀기기",363933704900,1915,28.56,8647,6.33,0,0
"602","249420","일동제약",15250,-100,-0.65,"KOSPI","의약품",363000096250,NA,NA,10643,1.43,0,0
"603","002990","금호산업",9890,250,2.59,"KOSPI","건설업",362309508360,332,29.79,10364,0.95,500,5.06
"604","017550","수산중공업",6710,130,1.98,"KOSPI","기계",362240443730,3,2236.67,1859,3.61,10,0.15
"605","036890","진성티이씨",16100,0,0,"KOSDAQ","기계·장비",361964514800,1102,14.61,6213,2.59,200,1.24
"606","115960","연우",29150,1450,5.23,"KOSDAQ","화학",361401700000,1355,21.51,16906,1.72,160,0.55
"607","033240","자화전자",20100,-100,-0.5,"KOSPI","전기전자",3.5979e+11,NA,NA,15564,1.29,0,0
"608","072710","농심홀딩스",77500,-100,-0.13,"KOSPI","기타금융",359428725000,7887,9.83,198514,0.39,2000,2.58
"609","011690","유양디앤유",2440,0,0,"KOSPI","전기전자",359254954280,NA,NA,3970,0.61,0,0
"610","093320","케이아이엔엑스",73600,200,0.27,"KOSDAQ","인터넷",3.59168e+11,3291,22.36,16719,4.4,500,0.68
"611","064290","인텍플러스",28450,-450,-1.56,"KOSDAQ","반도체",358824543900,448,63.5,1733,16.42,0,0
"612","100130","동국S&C",6270,80,1.29,"KOSDAQ","금속",358286610000,171,36.67,4582,1.37,100,1.59
"613","100120","뷰웍스",35700,300,0.85,"KOSDAQ","의료·정밀기기",357066580500,2457,14.53,16139,2.21,400,1.12
"614","000050","경방",13000,-50,-0.38,"KOSPI","유통업",356398510000,1630,7.98,27050,0.48,125,0.96
"615","060570","드림어스컴퍼니",6260,-10,-0.16,"KOSDAQ","디지털컨텐츠",355942642220,NA,NA,2074,3.02,0,0
"616","003560","IHQ",2430,55,2.32,"KOSPI","서비스업",355352867640,NA,NA,933,2.6,0,0
"617","047920","에이치엘비제약",15850,-100,-0.63,"KOSDAQ","기타서비스",354371462850,34,466.18,1293,12.26,0,0
"618","051160","지어소프트",24300,1400,6.11,"KOSDAQ","소프트웨어",354161686500,NA,NA,572,42.48,0,0
"619","138610","나이벡",35650,350,0.99,"KOSDAQ","제약",353041201350,NA,NA,2767,12.88,0,0
"620","009520","포스코엠텍",8470,-40,-0.47,"KOSDAQ","금속",352713694410,254,33.35,2160,3.92,80,0.94
"621","039560","다산네트웍스",10050,60,0.6,"KOSDAQ","통신장비",352655183400,51,197.06,5002,2.01,0,0
"622","042420","네오위즈홀딩스",39700,-2700,-6.37,"KOSDAQ","디지털컨텐츠",351617580200,2529,15.7,36556,1.09,123,0.31
"623","035080","인터파크",4330,-220,-4.84,"KOSDAQ","유통",351549075790,NA,NA,5001,0.87,70,1.62
"624","095340","ISC",21650,-550,-2.48,"KOSDAQ","반도체",351254969200,311,69.61,12011,1.8,50,0.23
"625","237880","클리오",20400,200,0.99,"KOSDAQ","화학",351100707600,177,115.25,8563,2.38,220,1.08
"626","025770","한국정보통신",9350,-90,-0.95,"KOSDAQ","통신서비스",350103933850,649,14.41,5319,1.76,0,0
"627","084680","이월드",3295,-5,-0.15,"KOSPI","서비스업",349730960615,27,122.04,2729,1.21,0,0
"628","019550","SBI인베스트먼트",2155,-90,-4.01,"KOSDAQ","금융",349253469125,71,30.35,583,3.7,0,0
"629","213500","한솔제지",14650,50,0.34,"KOSPI","종이목재",348678438400,1683,8.7,24810,0.59,600,4.1
"630","110790","크리스에프앤씨",29750,-250,-0.83,"KOSDAQ","섬유·의류",348535530000,2140,13.9,18523,1.61,400,1.34
"631","045660","에이텍",42050,3100,7.96,"KOSDAQ","정보기기",3.47333e+11,789,53.3,9141,4.6,100,0.24
"632","005500","삼진제약",24900,200,0.81,"KOSPI","의약품",3.4611e+11,917,27.15,14207,1.75,800,3.21
"633","060280","큐렉소",10350,570,5.83,"KOSDAQ","유통",346077265950,NA,NA,1318,7.85,0,0
"634","243840","신흥에스이씨",48500,350,0.73,"KOSDAQ","IT부품",345577147000,2446,19.83,15448,3.14,280,0.58
"635","052260","현대바이오랜드",23000,450,2,"KOSDAQ","화학",3.45e+11,723,31.81,10382,2.22,350,1.52
"636","016800","퍼시스",29950,250,0.84,"KOSPI","기타제조업",3.44425e+11,3601,8.32,38601,0.78,1000,3.34
"637","099190","아이센스",25050,100,0.4,"KOSDAQ","의료·정밀기기",344117811900,1723,14.54,14454,1.73,200,0.8
"638","115450","지트리비앤티",12700,-50,-0.39,"KOSDAQ","유통",344017841300,NA,NA,2556,4.97,0,0
"639","004710","한솔테크닉스",10700,250,2.39,"KOSPI","전기전자",343575694600,245,43.67,8145,1.31,0,0
"640","016580","환인제약",18400,50,0.27,"KOSPI","의약품",342241288000,1225,15.02,14719,1.25,300,1.63
"641","200710","에이디테크놀로지",25700,-550,-2.1,"KOSDAQ","반도체",341634751700,803,32,5518,4.66,0,0
"642","058650","세아홀딩스",85300,1500,1.79,"KOSPI","철강금속",3.412e+11,7707,11.07,491403,0.17,2250,2.64
"643","000480","조선내화",85000,1800,2.16,"KOSPI","비금속광물",3.4e+11,7493,11.34,147942,0.57,4000,4.71
"644","003220","대원제약",16000,-50,-0.31,"KOSPI","의약품",339597168000,1306,12.25,9660,1.66,260,1.63
"645","001520","동양",1415,-40,-2.75,"KOSPI","비금속광물",337737949145,NA,NA,3428,0.41,40,2.83
"646","294140","레몬",9090,190,2.13,"KOSDAQ","화학",3.3633e+11,NA,NA,623,14.59,0,0
"647","089600","나스미디어",38350,-400,-1.03,"KOSDAQ","기타서비스",335742399850,2156,17.79,14753,2.6,660,1.72
"648","214870","뉴지랩",11200,400,3.7,"KOSDAQ","통신장비",334917452800,NA,NA,2710,4.13,0,0
"649","001940","KISCO홀딩스",18100,0,0,"KOSPI","철강금속",334422478000,2909,6.22,44246,0.41,280,1.55
"650","083420","그린케미칼",13900,150,1.09,"KOSPI","화학",3.336e+11,236,58.9,4521,3.07,170,1.22
"651","217330","싸이토젠",59000,600,1.03,"KOSDAQ","기타서비스",332397976000,NA,NA,3181,18.55,0,0
"652","079980","휴비스",9630,130,1.37,"KOSPI","화학",3.32235e+11,NA,NA,11407,0.84,150,1.56
"653","287410","제이시스메디칼",4690,-145,-3,"KOSDAQ","의료·정밀기기",331275673680,NA,NA,NA,NA,0,0
"654","002960","한국쉘석유",254000,-2000,-0.78,"KOSPI","화학",3.302e+11,16174,15.7,75323,3.37,16000,6.3
"655","131390","피앤이솔루션",22200,-300,-1.33,"KOSDAQ","일반전기전자",328979802000,1096,20.26,5497,4.04,0,0
"656","014160","대영포장",3035,65,2.19,"KOSPI","종이목재",328977456215,100,30.35,1389,2.19,0,0
"657","073490","이노와이어리스",48800,300,0.62,"KOSDAQ","통신장비",328792147200,2190,22.28,13479,3.62,250,0.51
"658","001790","대한제당",36450,-1250,-3.32,"KOSPI","음식료품",326944034100,1717,21.23,48261,0.76,675,1.85
"659","160550","NEW",11700,0,0,"KOSDAQ","오락·문화",326501440200,NA,NA,3979,2.94,0,0
"660","016590","신대양제지",80800,-200,-0.25,"KOSPI","종이목재",325606385600,13849,5.83,103836,0.78,625,0.77
"661","096760","JW홀딩스",4735,15,0.32,"KOSPI","기타금융",324068996770,NA,NA,2191,2.16,90,1.9
"662","045100","한양이엔지",18000,50,0.28,"KOSDAQ","기타서비스",3.24e+11,1695,10.62,18191,0.99,450,2.5
"663","077500","유니퀘스트",11800,150,1.29,"KOSPI","유통업",322455355000,953,12.38,7830,1.51,150,1.27
"664","251370","와이엠티",21550,-50,-0.23,"KOSDAQ","화학",322279775900,900,23.94,5222,4.13,0,0
"665","037070","파세코",23000,200,0.88,"KOSDAQ","일반전기전자",3.22e+11,618,37.22,5415,4.25,250,1.09
"666","314930","바이오다인",54400,900,1.68,"KOSDAQ","의료·정밀기기",321950080000,NA,NA,1374,39.59,0,0
"667","082920","비츠로셀",14900,-100,-0.67,"KOSDAQ","IT부품",320933364800,936,15.92,6567,2.27,100,0.67
"668","104460","디와이피엔에프",29950,750,2.57,"KOSDAQ","기계·장비",320873068750,2212,13.54,6402,4.68,350,1.17
"669","136480","하림",3020,-20,-0.66,"KOSDAQ","음식료·담배",320753300040,NA,NA,2924,1.03,0,0
"670","004690","삼천리",79100,0,0,"KOSPI","전기가스업",320752477500,10614,7.45,316716,0.25,3000,3.79
"671","013580","계룡건설",35800,2600,7.83,"KOSPI","건설업",319726470600,8363,4.28,50766,0.71,600,1.68
"672","007330","푸른저축은행",21150,-1350,-6,"KOSDAQ","금융",319001220000,2008,10.53,17594,1.2,550,2.6
"673","052710","아모텍",32700,-300,-0.91,"KOSDAQ","IT부품",318609376200,37,883.78,20412,1.6,0,0
"674","029530","신도리코",31550,-150,-0.47,"KOSPI","전기전자",318024914950,1473,21.42,86372,0.37,1000,3.17
"675","025000","KPX케미칼",65700,100,0.15,"KOSPI","화학",3.17988e+11,8571,7.67,96367,0.68,2500,3.81
"676","047820","초록뱀미디어",2450,45,1.87,"KOSDAQ","오락·문화",317563178800,99,24.75,874,2.8,0,0
"677","121440","골프존뉴딘홀딩스",7400,-10,-0.13,"KOSDAQ","유통",316992453200,NA,NA,10475,0.71,117,1.58
"678","205470","휴마시스",9240,-220,-2.33,"KOSDAQ","제약",316228050600,NA,NA,541,17.08,0,0
"679","067900","와이엔텍",17350,250,1.46,"KOSDAQ","기타서비스",315764083650,1012,17.14,7405,2.34,0,0
"680","094480","갤럭시아머니트리",8040,-10,-0.12,"KOSDAQ","소프트웨어",315407897520,233,34.51,2344,3.43,55,0.68
"681","063080","게임빌",47800,700,1.49,"KOSDAQ","디지털컨텐츠",315250177600,2110,22.65,38098,1.25,0,0
"682","021080","에이티넘인베스트",6540,-10,-0.15,"KOSDAQ","금융",3.1392e+11,141,46.38,1660,3.94,50,0.76
"683","039440","에스티아이",19800,0,0,"KOSDAQ","반도체",3.13434e+11,1529,12.95,10548,1.88,250,1.26
"684","006490","인스코비",3030,170,5.94,"KOSPI","통신업",313082924940,NA,NA,260,11.65,0,0
"685","102460","이연제약",17450,500,2.95,"KOSPI","의약품",312508472750,352,49.57,12879,1.35,350,2.01
"686","011040","경동제약",10150,260,2.63,"KOSDAQ","제약",312302974900,850,11.94,8539,1.19,400,3.94
"687","052020","에스티큐브",10150,150,1.5,"KOSDAQ","IT부품",310345415450,NA,NA,1029,9.86,0,0
"688","122900","아이마켓코리아",9280,20,0.22,"KOSPI","유통업",310219635200,483,19.21,10185,0.91,600,6.47
"689","053610","프로텍",28200,-600,-2.08,"KOSDAQ","반도체",3.102e+11,3720,7.58,18797,1.5,400,1.42
"690","005960","동부건설",13650,450,3.41,"KOSPI","건설업",309942455550,2814,4.85,19059,0.72,700,5.13
"691","083310","엘오티베큠",18100,-150,-0.82,"KOSDAQ","반도체",308768316300,143,126.57,9277,1.95,0,0
"692","005420","코스모화학",11350,0,0,"KOSPI","화학",308373075900,NA,NA,5351,2.12,0,0
"693","045970","코아시아",11700,50,0.43,"KOSDAQ","IT부품",307884049200,303,38.61,4597,2.55,60,0.51
"694","086980","쇼박스",4915,-10,-0.2,"KOSDAQ","오락·문화",3.07679e+11,52,94.52,2247,2.19,50,1.02
"695","063160","종근당바이오",56000,1300,2.38,"KOSPI","의약품",307213872000,2280,24.56,28890,1.94,200,0.36
"696","002210","동성제약",11750,50,0.43,"KOSPI","의약품",306686397500,NA,NA,2689,4.37,0,0
"697","017940","E1",44700,-150,-0.33,"KOSPI","유통업",3.06642e+11,NA,NA,166288,0.27,2200,4.92
"698","078590","OQP",3890,0,0,"KOSDAQ","운송장비·부품",306238837930,NA,NA,442,8.8,0,0
"699","007340","디티알오토모티브",30600,300,0.99,"KOSPI","전기전자",305816553000,7539,4.06,60240,0.51,1500,4.9
"700","297090","씨에스베어링",31850,700,2.25,"KOSDAQ","기계·장비",305135740000,750,42.47,4781,6.66,0,0
"701","101360","이엔드디",29500,0,0,"KOSDAQ","화학",304451298500,1047,28.18,1572,18.77,0,0
"702","270870","뉴트리",33300,200,0.6,"KOSDAQ","음식료·담배",303470359200,1056,31.53,6336,5.26,150,0.45
"703","090360","로보스타",31050,2150,7.44,"KOSDAQ","기계·장비",302737500000,NA,NA,9889,3.14,0,0
"704","078150","HB테크놀러지",3830,0,0,"KOSDAQ","기계·장비",302533331580,41,93.41,2025,1.89,20,0.52
"705","298690","에어부산",3685,-15,-0.41,"KOSPI","운수창고업",302427950000,NA,NA,1862,1.98,0,0
"706","234340","세틀뱅크",32000,-200,-0.62,"KOSDAQ","소프트웨어",3.0192e+11,1466,21.83,11939,2.68,380,1.19
"707","002620","제일파마홀딩스",18900,550,3,"KOSPI","서비스업",301896409500,NA,NA,24634,0.77,70,0.37
"708","009580","무림P&P",4825,105,2.22,"KOSPI","종이목재",300927163300,162,29.78,9842,0.49,175,3.63
"709","091810","티웨이항공",2725,-20,-0.73,"KOSPI","운수창고업",300650010275,NA,NA,2357,1.16,0,0
"710","143160","아이디스",28000,1150,4.28,"KOSDAQ","통신장비",300058920000,185,151.35,14218,1.97,250,0.89
"711","317400","자이에스앤디",11200,150,1.36,"KOSPI","서비스업",299964224000,631,17.75,5048,2.22,100,0.89
"712","077360","덕산하이메탈",13200,250,1.93,"KOSDAQ","일반전기전자",299884213200,563,23.45,8904,1.48,0,0
"713","041830","인바디",21900,450,2.1,"KOSDAQ","의료·정밀기기",299674825800,1532,14.3,10209,2.15,140,0.64
"714","005950","이수화학",11550,200,1.76,"KOSPI","화학",299201098350,NA,NA,18013,0.64,400,3.46
"715","087010","펩트론",14500,-150,-1.02,"KOSDAQ","제약",299089368500,NA,NA,1743,8.32,0,0
"716","121600","나노신소재",27450,-150,-0.54,"KOSDAQ","화학",297786740850,541,50.74,8591,3.2,120,0.44
"717","040910","아이씨디",16500,-100,-0.6,"KOSDAQ","반도체",297749314500,701,23.54,8394,1.97,150,0.91
"718","214390","경보제약",12450,400,3.32,"KOSPI","의약품",297640407000,221,56.33,6239,2,100,0.8
"719","007810","코리아써키트",12600,-50,-0.4,"KOSPI","전기전자",297621462600,25,504,12169,1.04,0,0
"720","036800","나이스정보통신",29750,-250,-0.83,"KOSDAQ","통신서비스",2.975e+11,3212,9.26,23005,1.29,460,1.55
"721","079370","제우스",28600,-350,-1.21,"KOSDAQ","기계·장비",296982400000,1359,21.04,21560,1.33,200,0.7
"722","053280","예스24",17250,150,0.88,"KOSDAQ","인터넷",2.967e+11,NA,NA,3715,4.64,200,1.16
"723","091120","이엠텍",18450,250,1.37,"KOSDAQ","IT부품",296324269200,24,768.75,11185,1.65,0,0
"724","017890","한국알콜",13700,50,0.37,"KOSDAQ","화학",295998912000,1545,8.87,15175,0.9,100,0.73
"725","092730","네오팜",36000,-250,-0.69,"KOSDAQ","화학",295464996000,2570,14.01,12878,2.8,750,2.08
"726","080420","모다이노칩",3700,125,3.5,"KOSDAQ","IT부품",294970001400,77,48.05,4320,0.86,0,0
"727","051370","인터플렉스",12600,0,0,"KOSDAQ","IT부품",293926147200,NA,NA,9337,1.35,0,0
"728","234080","JW생명과학",18550,-50,-0.27,"KOSPI","의약품",293730976700,1385,13.39,7744,2.4,500,2.7
"729","036530","SNT홀딩스",18000,100,0.56,"KOSPI","기타금융",293469948000,4072,4.42,46992,0.38,500,2.78
"730","179900","유티아이",18100,-700,-3.72,"KOSDAQ","IT부품",293344799500,317,57.1,3900,4.64,100,0.55
"731","230240","에치에프알",22750,150,0.66,"KOSDAQ","일반전기전자",293065955000,86,264.53,6753,3.37,0,0
"732","061250","화일약품",4465,-90,-1.98,"KOSDAQ","제약",292930580145,78,57.24,2302,1.94,125,2.8
"733","002150","도화엔지니어링",8680,70,0.81,"KOSPI","서비스업",292689600000,519,16.72,7490,1.16,250,2.88
"734","031330","에스에이엠티",2920,-5,-0.17,"KOSDAQ","유통",291985595640,380,7.68,2383,1.23,140,4.79
"735","333620","엔시스",28000,-1500,-5.08,"KOSDAQ","일반전기전자",291273668000,249,112.45,607,46.13,0,0
"736","054780","키이스트",16500,-150,-0.9,"KOSDAQ","오락·문화",290939583000,NA,NA,2555,6.46,0,0
"737","002100","경농",13400,-100,-0.74,"KOSPI","화학",290669450000,254,52.76,8484,1.58,220,1.64
"738","101060","SBS미디어홀딩스",2075,20,0.97,"KOSPI","서비스업",290284594250,NA,NA,4162,0.5,0,0
"739","144960","뉴파워프라즈마",6600,0,0,"KOSDAQ","기계·장비",288371318400,135,48.89,3269,2.02,0,0
"740","096040","이트론",549,-10,-1.79,"KOSDAQ","정보기기",288004712652,NA,NA,187,2.94,0,0
"741","109820","진매트릭스",14100,3250,29.95,"KOSDAQ","기타서비스",287550324000,NA,NA,826,17.07,0,0
"742","002810","삼영무역",15550,0,0,"KOSPI","유통업",287161041400,1987,7.83,19563,0.79,350,2.25
"743","052420","오성첨단소재",4230,20,0.48,"KOSDAQ","IT부품",287056928340,236,17.92,2813,1.5,0,0
"744","253840","수젠텍",18700,250,1.36,"KOSDAQ","의료·정밀기기",286015864200,NA,NA,1838,10.17,0,0
"745","187870","디바이스이엔지",40550,-1200,-2.87,"KOSDAQ","반도체",285334494950,698,58.09,9062,4.47,0,0
"746","203650","드림시큐리티",5630,-30,-0.53,"KOSDAQ","출판·매체복제",284910395020,69,81.59,1271,4.43,0,0
"747","050960","수산아이앤티",42200,3550,9.18,"KOSDAQ","출판·매체복제",284892200000,430,98.14,11277,3.74,75,0.18
"748","004380","삼익THK",13550,50,0.37,"KOSPI","기계",2.8455e+11,158,85.76,8969,1.51,150,1.11
"749","051500","CJ프레시웨이",23950,50,0.21,"KOSDAQ","유통",284324484700,434,55.18,16967,1.41,250,1.04
"750","012610","경인양행",6860,0,0,"KOSPI","화학",284253463900,344,19.94,5357,1.28,50,0.73
"751","016610","DB금융투자",6680,-120,-1.76,"KOSPI","증권",283541878520,1172,5.7,16484,0.41,250,3.74
"752","123860","아나패스",25950,50,0.19,"KOSDAQ","반도체",283541455350,NA,NA,5451,4.76,100,0.39
"753","106240","파인테크닉스",6350,-130,-2.01,"KOSDAQ","IT부품",283476922250,8,793.75,1327,4.79,0,0
"754","004540","깨끗한나라",7600,-420,-5.24,"KOSPI","종이목재",283029266800,NA,NA,4260,1.78,0,0
"755","035510","신세계 I&C",164000,8000,5.13,"KOSPI","서비스업",2.8208e+11,6512,25.18,115835,1.42,2000,1.22
"756","058400","KNN",2130,-85,-3.84,"KOSDAQ","방송서비스",282075303600,61,34.92,1479,1.44,20,0.94
"757","262260","에이프로",40800,-200,-0.49,"KOSDAQ","일반전기전자",280729540800,1543,26.44,3866,10.55,0,0
"758","214330","금호에이치티",2240,0,0,"KOSPI","운수장비",280577160640,NA,NA,2439,0.92,0,0
"759","065680","우주일렉트로",28150,-650,-2.26,"KOSDAQ","IT부품",279648293000,1407,20.01,19095,1.47,300,1.07
"760","025320","시노펙스",3810,30,0.79,"KOSDAQ","IT부품",279055669980,89,42.81,1142,3.34,0,0
"761","072520","제넨바이오",1630,15,0.93,"KOSDAQ","기타서비스",278937143660,NA,NA,215,7.58,0,0
"762","300120","라온피플",26550,450,1.72,"KOSDAQ","IT부품",278707456800,989,26.85,6090,4.36,150,0.56
"763","018290","브이티지엠피",8150,-60,-0.73,"KOSDAQ","일반전기전자",278400096150,103,79.13,1577,5.17,0,0
"764","066700","테라젠이텍스",8570,10,0.12,"KOSDAQ","제약",278048807950,1432,5.98,4378,1.96,0,0
"765","004960","한신공영",24000,3250,15.66,"KOSPI","건설업",277696848000,6212,3.86,43693,0.55,350,1.46
"766","037710","광주신세계",173000,0,0,"KOSPI","유통업",2.768e+11,29953,5.78,413244,0.42,3500,2.02
"767","102940","코오롱생명과학",24250,650,2.75,"KOSDAQ","제약",276749633000,NA,NA,8852,2.74,0,0
"768","065350","신성델타테크",10050,-50,-0.5,"KOSDAQ","일반전기전자",276213677400,261,38.51,5302,1.9,80,0.8
"769","000430","대원강업",4440,-50,-1.11,"KOSPI","운수장비",2.7528e+11,258,17.21,7743,0.57,115,2.59
"770","031440","신세계푸드",70800,-400,-0.56,"KOSPI","서비스업",274171584000,1124,62.99,81369,0.87,750,1.06
"771","047310","파워로직스",7960,-720,-8.29,"KOSDAQ","IT부품",273991016720,1611,4.94,6981,1.14,50,0.63
"772","049950","미래컴퍼니",32750,200,0.61,"KOSDAQ","기계·장비",273865521500,1619,20.23,13519,2.42,220,0.67
"773","115180","큐리언트",30900,200,0.65,"KOSDAQ","기타서비스",273266900100,NA,NA,1786,17.3,0,0
"774","004980","성신양회",11050,250,2.31,"KOSPI","비금속광물",270902606650,700,15.79,15851,0.7,150,1.36
"775","161580","필옵틱스",13250,400,3.11,"KOSDAQ","IT부품",270853094750,NA,NA,3174,4.17,0,0
"776","092220","KEC",2320,0,0,"KOSPI","전기전자",270760100800,NA,NA,1782,1.3,0,0
"777","036580","팜스코",7360,190,2.65,"KOSPI","음식료품",270317660480,NA,NA,7977,0.92,50,0.68
"778","288330","브릿지바이오테라퓨틱스",13800,200,1.47,"KOSDAQ","제약",269771149200,142,97.18,4021,3.43,0,0
"779","085370","루트로닉",10400,400,4,"KOSDAQ","의료·정밀기기",268920111200,NA,NA,4417,2.35,0,0
"780","119610","인터로조",22950,-50,-0.22,"KOSDAQ","의료·정밀기기",267985727100,1494,15.36,10970,2.09,300,1.31
"781","228760","지노믹트리",13400,150,1.13,"KOSDAQ","제약",267815281000,NA,NA,5450,2.46,0,0
"782","289080","SV인베스트먼트",5010,45,0.91,"KOSDAQ","금융",266702340000,NA,NA,1006,4.98,30,0.6
"783","340570","티앤엘",65600,-1100,-1.65,"KOSDAQ","제약",266598400000,2277,28.81,10385,6.32,400,0.61
"784","160980","싸이맥스",24400,900,3.83,"KOSDAQ","반도체",266551529200,312,78.21,9725,2.51,250,1.02
"785","208340","파멥신",18700,150,0.81,"KOSDAQ","제약",266344642300,NA,NA,4904,3.81,0,0
"786","092230","KPX홀딩스",63000,0,0,"KOSPI","화학",266152698000,8406,7.49,149477,0.42,2600,4.13
"787","007160","사조산업",53200,2800,5.56,"KOSPI","농업, 임업 및 어업",2.66e+11,NA,NA,79920,0.67,150,0.28
"788","092130","이크레더블",22050,100,0.46,"KOSDAQ","기타서비스",265561380000,1134,19.44,4460,4.94,740,3.36
"789","307750","국전약품",6890,60,0.88,"KOSDAQ","제약",265526950910,NA,NA,NA,NA,0,0
"790","016880","웅진",3345,90,2.76,"KOSPI","기타금융",265520513850,NA,NA,917,3.65,0,0
"791","006620","동구바이오제약",9310,80,0.87,"KOSDAQ","제약",265009075520,536,17.37,3018,3.08,100,1.07
"792","306200","세아제강",93100,600,0.65,"KOSPI","철강금속",264059530000,8768,10.62,201388,0.46,2000,2.15
"793","149950","아바텍",16900,1200,7.64,"KOSDAQ","IT부품",263766750000,499,33.87,8719,1.94,100,0.59
"794","101530","해태제과식품",9040,-550,-5.74,"KOSPI","음식료품",263216070880,NA,NA,8359,1.08,150,1.66
"795","063170","서울옥션",15550,0,0,"KOSDAQ","유통",263067125000,NA,NA,4052,3.84,0,0
"796","200880","서연이화",9690,-210,-2.12,"KOSPI","운수장비",261905554530,NA,NA,22608,0.43,100,1.03
"797","000490","대동공업",11000,200,1.85,"KOSPI","기계",261010310000,150,73.33,9019,1.22,60,0.55
"798","166480","코아스템",16600,-300,-1.78,"KOSDAQ","제약",260909504000,NA,NA,3671,4.52,0,0
"799","138580","비즈니스온",22900,-400,-1.72,"KOSDAQ","소프트웨어",260520476000,462,49.57,3905,5.86,285,1.24
"800","054920","한컴위드",9230,170,1.88,"KOSDAQ","소프트웨어",260443657630,1905,4.85,4404,2.1,0,0
