"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1074","180400","캔서롭",7740,0,0,"KOSDAQ","기타서비스",178624199880,NA,NA,1066,7.26,0,0
"1075","004970","신라교역",11150,-150,-1.33,"KOSPI","농업, 임업 및 어업",1.784e+11,645,17.29,32378,0.34,500,4.48
"1076","000700","유수홀딩스",6850,20,0.29,"KOSPI","서비스업",178386412200,163,42.02,8702,0.79,0,0
"1077","001540","안국약품",13650,550,4.2,"KOSDAQ","제약",178029033000,221,61.76,11366,1.2,220,1.61
"1078","084730","팅크웨어",17050,100,0.59,"KOSDAQ","통신장비",177757878100,430,39.65,14259,1.2,0,0
"1079","088290","이원컴포텍",7850,450,6.08,"KOSDAQ","운송장비·부품",177694994250,163,48.16,1155,6.8,0,0
"1080","241710","코스메카코리아",16550,-400,-2.36,"KOSDAQ","화학",1.76754e+11,456,36.29,11958,1.38,0,0
"1081","335810","프리시젼바이오",15700,450,2.95,"KOSDAQ","의료·정밀기기",176528382200,NA,NA,1183,13.27,0,0
"1082","032820","우리기술",1360,-35,-2.51,"KOSDAQ","일반전기전자",176146626080,NA,NA,339,4.01,0,0
"1083","053590","한국테크놀로지",1570,-95,-5.71,"KOSDAQ","운송장비·부품",176113175290,NA,NA,343,4.58,0,0
"1084","010690","화신",5040,0,0,"KOSPI","운수장비",175998866400,202,24.95,8582,0.59,50,0.99
"1085","120030","조선선재",139000,3500,2.58,"KOSPI","기계",174813489000,11834,11.75,87844,1.58,1500,1.08
"1086","053260","금강철강",9320,-60,-0.64,"KOSDAQ","금속",174470400000,265,35.17,5902,1.58,100,1.07
"1087","042510","라온시큐어",4580,-250,-5.18,"KOSDAQ","소프트웨어",173691411620,66,69.39,682,6.72,0,0
"1088","109610","에스와이",3705,5,0.14,"KOSDAQ","금속",173649948810,NA,NA,3489,1.06,0,0
"1089","217730","강스템바이오텍",6790,30,0.44,"KOSDAQ","제약",173563861520,NA,NA,2936,2.31,0,0
"1090","045520","크린앤사이언스",26700,450,1.71,"KOSDAQ","기계·장비",1.7355e+11,1314,20.32,6496,4.11,300,1.12
"1091","011370","서한",1720,-60,-3.37,"KOSDAQ","건설",173539167800,98,17.55,2994,0.57,30,1.74
"1092","094170","동운아나텍",10700,-100,-0.93,"KOSDAQ","반도체",172934962200,503,21.27,1503,7.12,50,0.47
"1093","000180","성창기업지주",2475,-30,-1.2,"KOSPI","서비스업",172635210000,NA,NA,7529,0.33,0,0
"1094","263700","케어랩스",10000,-200,-1.96,"KOSDAQ","소프트웨어",172360320000,47,212.77,4905,2.04,0,0
"1095","047080","한빛소프트",6950,310,4.67,"KOSDAQ","디지털컨텐츠",172219860200,97,71.65,602,11.54,0,0
"1096","047400","유니온머티리얼",4100,-25,-0.61,"KOSPI","비금속광물",1.722e+11,57,71.93,2045,2,50,1.22
"1097","126880","제이엔케이히터",7420,30,0.41,"KOSDAQ","기계·장비",172180380260,357,20.78,4014,1.85,0,0
"1098","241790","오션브릿지",17200,-100,-0.58,"KOSDAQ","반도체",172045304800,1093,15.74,6457,2.66,270,1.57
"1099","025750","한솔홈데코",2135,85,4.15,"KOSPI","종이목재",172006593115,NA,NA,1914,1.12,0,0
"1100","301300","바이브컴퍼니",31850,550,1.76,"KOSDAQ","소프트웨어",171804314500,NA,NA,3156,10.09,0,0
"1101","331920","셀레믹스",21150,1150,5.75,"KOSDAQ","제약",171434455200,NA,NA,800,26.44,0,0
"1102","220260","켐트로스",6510,40,0.62,"KOSDAQ","화학",171363101070,11,591.82,1692,3.85,0,0
"1103","089230","THE E&M",1020,-20,-1.92,"KOSDAQ","인터넷",171208993080,NA,NA,574,1.78,0,0
"1104","057880","필로시스헬스케어",2175,20,0.93,"KOSDAQ","유통",171164217600,NA,NA,542,4.01,0,0
"1105","056080","유진로봇",4550,240,5.57,"KOSDAQ","기계·장비",170680291600,NA,NA,1385,3.29,0,0
"1106","352770","클리노믹스",12750,250,2,"KOSDAQ","기타서비스",169768047750,NA,NA,452,28.21,0,0
"1107","205100","엑셈",5010,-10,-0.2,"KOSDAQ","소프트웨어",169750187730,143,35.03,1958,2.56,0,0
"1108","330350","위더스제약",19300,450,2.39,"KOSDAQ","제약",169693609500,1036,18.63,8730,2.21,205,1.06
"1109","000230","일동홀딩스",14700,50,0.34,"KOSPI","의약품",169643880000,NA,NA,11931,1.23,100,0.68
"1110","039570","HDC아이콘트롤스",10300,100,0.98,"KOSPI","건설업",1.69538e+11,NA,NA,10245,1.01,350,3.4
"1111","004150","한솔홀딩스",4035,-40,-0.98,"KOSPI","기타금융",169504608195,602,6.7,9195,0.44,0,0
"1112","033320","제이씨현시스템",8830,-310,-3.39,"KOSDAQ","유통",168780434560,37,238.65,4463,1.98,0,0
"1113","005710","대원산업",8400,-170,-1.98,"KOSDAQ","운송장비·부품",168315840000,1950,4.31,15540,0.54,125,1.49
"1114","040300","YTN",4005,210,5.53,"KOSDAQ","방송서비스",1.6821e+11,NA,NA,4410,0.91,10,0.25
"1115","003960","사조대림",18350,-50,-0.27,"KOSPI","음식료품",168167969450,12182,1.51,34643,0.53,150,0.82
"1116","067570","엔브이에이치코리아",5160,195,3.93,"KOSDAQ","운송장비·부품",167924914080,364,14.18,4904,1.05,50,0.97
"1117","130660","한전산업",5150,210,4.25,"KOSPI","서비스업",1.6789e+11,530,9.72,2632,1.96,227,4.41
"1118","347890","엠투아이",9990,60,0.6,"KOSDAQ","정보기기",167814057960,401,24.91,2485,4.02,280,2.8
"1119","005320","국동",3955,-55,-1.37,"KOSPI","유통업",167503797370,NA,NA,2337,1.69,0,0
"1120","001750","한양증권",13150,-300,-2.23,"KOSPI","증권",167380222100,1726,7.62,22236,0.59,350,2.66
"1121","063440","SM Life Design",3705,180,5.11,"KOSDAQ","출판·매체복제",167203515570,NA,NA,1084,3.42,0,0
"1122","041460","한국전자인증",7780,-70,-0.89,"KOSDAQ","소프트웨어",166952957220,87,89.43,1887,4.12,46,0.59
"1123","012790","신일제약",15300,1150,8.13,"KOSDAQ","제약",166800600000,672,22.77,9044,1.69,150,0.98
"1124","006740","영풍제지",7480,290,4.03,"KOSPI","종이목재",1.66056e+11,516,14.5,5383,1.39,40,0.53
"1125","012800","대창",1820,-15,-0.82,"KOSPI","철강금속",165875708180,66,27.58,2023,0.9,10,0.55
"1126","019660","글로본",5050,140,2.85,"KOSDAQ","유통",165459810950,NA,NA,714,7.07,0,0
"1127","004250","NPC",4505,195,4.52,"KOSPI","화학",165423600000,343,13.13,6745,0.67,100,2.22
"1128","032850","비트컴퓨터",9950,220,2.26,"KOSDAQ","소프트웨어",165401765350,431,23.09,2950,3.37,61,0.61
"1129","039340","한국경제TV",7190,60,0.84,"KOSDAQ","방송서비스",1.6537e+11,671,10.72,5300,1.36,90,1.25
"1130","176440","에이치엔티",1920,0,0,"KOSDAQ","IT부품",164619542400,NA,NA,695,2.76,0,0
"1131","024810","이화전기",229,-2,-0.87,"KOSDAQ","IT부품",164493455328,NA,NA,292,0.78,0,0
"1132","108380","대양전기공업",17150,0,0,"KOSDAQ","운송장비·부품",164079760950,1334,12.86,21740,0.79,200,1.17
"1133","005740","크라운해태홀딩스",11050,-1150,-9.43,"KOSPI","기타금융",164063184350,NA,NA,17087,0.65,100,0.9
"1134","222040","코스맥스엔비티",7930,10,0.13,"KOSDAQ","음식료·담배",163580040000,NA,NA,3413,2.32,0,0
"1135","086040","바이오톡스텍",11150,400,3.72,"KOSDAQ","기타서비스",163070121450,NA,NA,2070,5.39,0,0
"1136","092440","기신정기",5580,-180,-3.13,"KOSPI","기계",1.62936e+11,298,18.72,8125,0.69,150,2.69
"1137","052330","코텍",10450,50,0.48,"KOSDAQ","정보기기",162754068400,2069,5.05,20412,0.51,400,3.83
"1138","073560","우리손에프앤지",2350,-35,-1.47,"KOSDAQ","음식료·담배",162708461050,61,38.52,2645,0.89,25,1.06
"1139","100250","진양홀딩스",2910,-125,-4.12,"KOSPI","화학",162655299720,276,10.54,5507,0.53,170,5.84
"1140","064820","케이프",5260,0,0,"KOSDAQ","운송장비·부품",162543089280,260,20.23,5801,0.91,0,0
"1141","204620","글로벌텍스프리",3320,20,0.61,"KOSDAQ","금융",161805814120,163,20.37,1953,1.7,0,0
"1142","251630","브이원텍",10750,-50,-0.46,"KOSDAQ","기계·장비",161793735000,442,24.32,5428,1.98,100,0.93
"1143","122350","삼기",4200,-45,-1.06,"KOSDAQ","운송장비·부품",161025597600,53,79.25,3682,1.14,0,0
"1144","092870","엑시콘",15500,150,0.98,"KOSDAQ","반도체",160799790000,NA,NA,7266,2.13,65,0.42
"1145","241690","유니테크노",6810,170,2.56,"KOSDAQ","운송장비·부품",160754067900,239,28.49,2777,2.45,0,0
"1146","006890","태경케미컬",13850,750,5.73,"KOSPI","화학",1.6066e+11,858,16.14,10215,1.36,150,1.08
"1147","036120","SCI평가정보",4525,70,1.57,"KOSDAQ","기타서비스",160637500000,141,32.09,610,7.42,69,1.52
"1148","347740","피엔케이피부임상연구센타",21400,50,0.23,"KOSDAQ","기타서비스",160556581600,973,21.99,3767,5.68,0,0
"1149","073640","테라사이언스",2330,0,0,"KOSDAQ","금속",160517686630,NA,NA,479,4.86,0,0
"1150","008970","동양철관",1350,20,1.5,"KOSPI","철강금속",160495141500,15,90,671,2.01,0,0
"1151","037330","인지디스플레",3655,35,0.97,"KOSDAQ","IT부품",160400493720,112,32.63,3820,0.96,75,2.05
"1152","290690","소룩스",19400,-650,-3.24,"KOSDAQ","일반전기전자",160182754200,935,20.75,3274,5.93,50,0.26
"1153","011320","유니크",8280,-10,-0.12,"KOSDAQ","운송장비·부품",159975354600,220,37.64,5184,1.6,12,0.14
"1154","274090","켄코아에어로스페이스",13700,0,0,"KOSDAQ","운송장비·부품",159641825600,NA,NA,3679,3.72,0,0
"1155","071670","에이테크솔루션",15950,-200,-1.24,"KOSDAQ","기계·장비",1.595e+11,145,110,7007,2.28,0,0
"1156","290550","디케이티",19350,-50,-0.26,"KOSDAQ","IT부품",159276293550,966,20.03,7085,2.73,0,0
"1157","093240","형지엘리트",5110,370,7.81,"KOSPI","섬유의복",159201017780,NA,NA,2007,2.55,0,0
"1158","304100","솔트룩스",31250,50,0.16,"KOSDAQ","소프트웨어",158778593750,249,125.5,9100,3.43,0,0
"1159","002460","화성산업",12750,250,2,"KOSPI","건설업",158747700000,634,20.11,29797,0.43,500,3.92
"1160","171120","라이온켐텍",8400,220,2.69,"KOSDAQ","화학",158706038400,584,14.38,5776,1.45,150,1.79
"1161","054670","대한뉴팜",11050,150,1.38,"KOSDAQ","제약",158621866000,1085,10.18,4254,2.6,0,0
"1162","244460","올리패스",9310,-140,-1.48,"KOSDAQ","제약",158532569930,NA,NA,809,11.51,0,0
"1163","002700","신일전자",2230,20,0.9,"KOSPI","유통업",158435971830,61,36.56,978,2.28,20,0.9
"1164","042600","새로닉스",12750,0,0,"KOSDAQ","IT부품",158400568500,NA,NA,6449,1.98,40,0.31
"1165","053160","프리엠스",26350,6050,29.8,"KOSDAQ","일반전기전자",1.581e+11,102,258.33,7582,3.48,50,0.19
"1166","306620","네온테크",4245,30,0.71,"KOSDAQ","기계·장비",157946355390,4,1061.25,1822,2.33,0,0
"1167","003350","한국화장품제조",34850,-50,-0.14,"KOSPI","화학",157940200000,NA,NA,10597,3.29,100,0.29
"1168","067390","아스트",6150,-40,-0.65,"KOSDAQ","운송장비·부품",157929859800,NA,NA,7376,0.83,0,0
"1169","297890","엘이티",22050,400,1.85,"KOSDAQ","기계·장비",156763372500,1557,14.16,4594,4.8,0,0
"1170","263770","유에스티",6600,190,2.96,"KOSDAQ","금속",156421135200,108,61.11,1957,3.37,0,0
"1171","020760","일진디스플",4535,135,3.07,"KOSPI","전기전자",156313677010,NA,NA,1665,2.72,0,0
"1172","066130","하츠",12200,650,5.63,"KOSDAQ","일반전기전자",1.5616e+11,194,62.89,6471,1.89,30,0.25
"1173","318020","포인트모바일",24250,-850,-3.39,"KOSDAQ","일반전기전자",155941710500,870,27.87,3616,6.71,0,0
"1174","040350","큐로컴",1305,25,1.95,"KOSDAQ","컴퓨터서비스",155904290145,NA,NA,430,3.03,0,0
"1175","282690","동아타이어",11350,-100,-0.87,"KOSPI","화학",155869720250,1799,6.31,25988,0.44,500,4.41
"1176","003460","유화증권",2745,-185,-6.31,"KOSPI","증권",155648129175,99,27.73,6180,0.44,120,4.37
"1177","153710","옵티팜",10750,450,4.37,"KOSDAQ","제약",155600423500,NA,NA,2477,4.34,0,0
"1178","238490","힘스",13750,-200,-1.43,"KOSDAQ","반도체",155543245000,759,18.12,5382,2.55,200,1.45
"1179","259630","엠플러스",13600,150,1.12,"KOSDAQ","기계·장비",155073129600,198,68.69,4076,3.34,0,0
"1180","138360","에이씨티",4480,0,0,"KOSDAQ","화학",155061688320,NA,NA,1588,2.82,0,0
"1181","000890","보해양조",1185,-75,-5.95,"KOSPI","음식료품",154521363375,NA,NA,635,1.87,0,0
"1182","044820","코스맥스비티아이",16050,100,0.63,"KOSPI","기타금융",154142932050,42,382.14,30613,0.52,250,1.56
"1183","256150","한독크린텍",37600,1800,5.03,"KOSDAQ","기계·장비",153821600000,1601,23.49,7753,4.85,200,0.53
"1184","013570","디와이",5840,0,0,"KOSPI","기타금융",153706656720,646,9.04,13449,0.43,150,2.57
"1185","130580","나이스디앤비",9980,-70,-0.7,"KOSDAQ","기타서비스",1.53692e+11,686,14.55,3540,2.82,175,1.75
"1186","265740","엔에프씨",17200,0,0,"KOSDAQ","화학",153626960000,991,17.36,2829,6.08,0,0
"1187","067830","세이브존I&C",3725,-25,-0.67,"KOSPI","유통업",152877333875,590,6.31,10914,0.34,30,0.81
"1188","007820","에스엠코어",7620,-60,-0.78,"KOSDAQ","기계·장비",152658668520,229,33.28,3919,1.94,70,0.92
"1189","007110","일신석재",1970,65,3.41,"KOSPI","유통업",152589521700,12,164.17,671,2.94,0,0
"1190","117580","대성에너지",5540,0,0,"KOSPI","전기가스업",1.5235e+11,474,11.69,11145,0.5,250,4.51
"1191","089150","케이씨티",8870,-680,-7.12,"KOSDAQ","컴퓨터서비스",152120500000,50,177.4,2151,4.12,60,0.68
"1192","087260","모바일어플라이언스",4685,-95,-1.99,"KOSDAQ","소프트웨어",152086559510,NA,NA,942,4.97,0,0
"1193","006380","카프로",3800,15,0.4,"KOSPI","화학",1.52e+11,NA,NA,4613,0.82,0,0
"1194","023000","삼원강재",3800,10,0.26,"KOSPI","운수장비",1.52e+11,261,14.56,5249,0.72,115,3.03
"1195","263690","디알젬",13400,500,3.88,"KOSDAQ","의료·정밀기기",151763174000,485,27.63,2872,4.67,50,0.37
"1196","004060","SG세계물산",749,-2,-0.27,"KOSPI","유통업",151616295040,48,15.6,1012,0.74,0,0
"1197","007540","샘표",52700,-400,-0.75,"KOSPI","기타금융",151554660000,5441,9.69,56153,0.94,200,0.38
"1198","043290","케이맥",3930,-45,-1.13,"KOSDAQ","기계·장비",151319034030,NA,NA,1236,3.18,0,0
"1199","046140","SBS콘텐츠허브",7050,-100,-1.4,"KOSDAQ","오락·문화",151318062750,26,271.15,7234,0.97,0,0
"1200","203690","프로스테믹스",3305,130,4.09,"KOSDAQ","제약",151226713140,NA,NA,621,5.32,0,0
"1201","030790","비케이탑스",11500,-500,-4.17,"KOSPI","서비스업",150970263500,NA,NA,6679,1.72,0,0
"1202","094360","칩스앤미디어",15650,-100,-0.63,"KOSDAQ","소프트웨어",150870929750,469,33.37,3331,4.7,152,0.97
"1203","239340","줌인터넷",5610,140,2.56,"KOSDAQ","인터넷",150807245820,NA,NA,980,5.72,0,0
"1204","015590","큐로",663,-10,-1.49,"KOSPI","기계",150641315994,17,39,451,1.47,0,0
"1205","043650","국순당",8420,0,0,"KOSDAQ","음식료·담배",150366919680,NA,NA,11214,0.75,100,1.19
"1206","200780","비씨월드제약",16900,300,1.81,"KOSDAQ","제약",150281289600,722,23.41,11025,1.53,100,0.59
"1207","089890","코세스",9050,-210,-2.27,"KOSDAQ","반도체",150093906100,383,23.63,1608,5.63,0,0
"1208","013310","아진산업",3865,-40,-1.02,"KOSDAQ","운송장비·부품",149987439430,421,9.18,5499,0.7,0,0
"1209","214430","아이쓰리시스템",21100,0,0,"KOSDAQ","일반전기전자",149952636000,26,811.54,9715,2.17,70,0.33
"1210","100590","머큐리",10150,50,0.5,"KOSDAQ","일반전기전자",149850540000,158,64.24,4807,2.11,0,0
"1211","002870","신풍제지",4285,160,3.88,"KOSPI","종이목재",149798029500,709,6.04,1981,2.16,60,1.4
"1212","004270","남성",4135,-145,-3.39,"KOSPI","유통업",149737281600,NA,NA,2379,1.74,25,0.6
"1213","072870","메가스터디",12550,-200,-1.57,"KOSDAQ","출판·매체복제",149608035450,1069,11.74,22365,0.56,450,3.59
"1214","033540","파라텍",8800,-40,-0.45,"KOSDAQ","기계·장비",149456472000,NA,NA,3139,2.8,0,0
"1215","065500","오리엔트정공",1275,125,10.87,"KOSDAQ","운송장비·부품",149448566550,NA,NA,424,3.01,0,0
"1216","122310","제노레이",10250,50,0.49,"KOSDAQ","의료·정밀기기",149176901000,996,10.29,4096,2.5,400,3.9
"1217","002450","삼익악기",1645,-10,-0.6,"KOSPI","기타제조업",148923355175,163,10.09,2478,0.66,50,3.04
"1218","096630","에스코넥",2280,0,0,"KOSDAQ","IT부품",148805850720,NA,NA,1383,1.65,0,0
"1219","093920","서원인텍",8000,30,0.38,"KOSDAQ","IT부품",1.488e+11,672,11.9,8637,0.93,300,3.75
"1220","001840","이화공영",7500,20,0.27,"KOSDAQ","건설",148543200000,14,535.71,2157,3.48,10,0.13
"1221","269620","시스웍",1995,-55,-2.68,"KOSDAQ","의료·정밀기기",148341586575,37,53.92,732,2.73,40,2.01
"1222","170030","현대공업",9670,40,0.42,"KOSDAQ","운송장비·부품",148337800000,272,35.55,6642,1.46,66,0.68
"1223","206400","베노홀딩스",6540,-10,-0.15,"KOSDAQ","소프트웨어",148305055560,130,50.31,2025,3.23,0,0
"1224","137950","제이씨케미칼",6660,130,1.99,"KOSDAQ","화학",148303641240,548,12.15,4222,1.58,60,0.9
"1225","060590","씨티씨바이오",7040,260,3.83,"KOSDAQ","제약",148163319040,NA,NA,3870,1.82,0,0
"1226","065130","탑엔지니어링",9270,-190,-2.01,"KOSDAQ","기계·장비",148099902390,2469,3.75,13291,0.7,100,1.08
"1227","261200","덴티스",2005,-25,-1.23,"KOSDAQ","의료·정밀기기",147947853265,NA,NA,NA,NA,0,0
"1228","262840","아이퀘스트",15000,-100,-0.66,"KOSDAQ","소프트웨어",1.479e+11,425,35.29,1586,9.46,100,0.67
"1229","237820","플레이디",11500,300,2.68,"KOSDAQ","기타서비스",147512110000,730,15.75,4477,2.57,220,1.91
"1230","006910","보성파워텍",3200,10,0.31,"KOSDAQ","금속",147433788800,18,177.78,1743,1.84,0,0
"1231","001260","남광토건",15000,200,1.35,"KOSPI","건설업",147433515000,394,38.07,5379,2.79,0,0
"1232","230980","에이트원",7700,130,1.72,"KOSDAQ","출판·매체복제",147387755900,NA,NA,841,9.16,0,0
"1233","094850","참좋은여행",10500,-200,-1.87,"KOSDAQ","기타서비스",1.47e+11,1714,6.13,6907,1.52,170,1.62
"1234","192250","케이사인",2080,-45,-2.12,"KOSDAQ","소프트웨어",146996214560,56,37.14,841,2.47,0,0
"1235","102280","쌍방울",612,1,0.16,"KOSPI","섬유의복",146781382320,NA,NA,1083,0.57,0,0
"1236","148140","비디아이",7190,260,3.75,"KOSDAQ","기계·장비",146529359950,NA,NA,2592,2.77,0,0
"1237","196490","디에이테크놀로지",6180,-50,-0.8,"KOSDAQ","기계·장비",146282454000,NA,NA,5715,1.08,0,0
"1238","007720","대명소노시즌",1450,-20,-1.36,"KOSDAQ","유통",146160652500,633,2.29,1643,0.88,0,0
"1239","143210","핸즈코퍼레이션",6670,90,1.37,"KOSPI","운수장비",145827997560,320,20.84,14807,0.45,130,1.95
"1240","103590","일진전기",3930,50,1.29,"KOSPI","전기전자",145725932700,97,40.52,8191,0.48,0,0
"1241","302550","리메드",23900,-50,-0.21,"KOSDAQ","의료·정밀기기",145525092400,832,28.73,4229,5.65,0,0
"1242","013870","지엠비코리아",7630,40,0.53,"KOSPI","운수장비",145521496400,143,53.36,11858,0.64,30,0.39
"1243","141000","비아트론",12000,-50,-0.41,"KOSDAQ","반도체",145376520000,396,30.3,10954,1.1,0,0
"1244","051490","나라엠앤디",10200,-100,-0.97,"KOSDAQ","기계·장비",1.4484e+11,78,130.77,5596,1.82,60,0.59
"1245","046210","파나진",4500,-80,-1.75,"KOSDAQ","의료·정밀기기",144614970000,109,41.28,629,7.15,0,0
"1246","099220","SDN",3000,55,1.87,"KOSDAQ","유통",144536142000,93,32.26,1642,1.83,0,0
"1247","012200","계양전기",4430,-30,-0.67,"KOSPI","기계",1.44418e+11,4,1107.5,5425,0.82,35,0.79
"1248","080000","에스엔유",4195,60,1.45,"KOSDAQ","기계·장비",143984439650,226,18.56,3362,1.25,0,0
"1249","041520","이라이콤",11800,0,0,"KOSDAQ","IT부품",143827014000,NA,NA,16821,0.7,100,0.85
"1250","303030","지니틱스",4040,235,6.18,"KOSDAQ","반도체",143785898760,15,269.33,844,4.79,0,0
"1251","027740","마니커",724,2,0.28,"KOSPI","음식료품",143694158056,NA,NA,522,1.39,0,0
"1252","049830","승일",23400,1550,7.09,"KOSDAQ","금속",143491420800,NA,NA,22914,1.02,0,0
"1253","065650","메디프론",3440,-10,-0.29,"KOSDAQ","유통",143491017200,NA,NA,601,5.72,0,0
"1254","037230","한국팩키지",5730,330,6.11,"KOSDAQ","종이·목재",1.4325e+11,72,79.58,1591,3.6,35,0.61
"1255","305090","마이크로디지탈",19700,1050,5.63,"KOSDAQ","의료·정밀기기",143053520000,NA,NA,2453,8.03,0,0
"1256","002720","국제약품",7420,20,0.27,"KOSPI","의약품",143028587800,NA,NA,3163,2.35,0,0
"1257","048430","유라테크",12400,-50,-0.4,"KOSDAQ","일반전기전자",1.42848e+11,202,61.39,9349,1.33,100,0.81
"1258","036560","영풍정밀",9060,290,3.31,"KOSDAQ","기계·장비",1.42695e+11,799,11.34,18057,0.5,300,3.31
"1259","065950","웰크론",5050,55,1.1,"KOSDAQ","섬유·의류",142568075100,NA,NA,2182,2.31,0,0
"1260","051980","센트럴바이오",2375,280,13.37,"KOSDAQ","화학",142225822875,NA,NA,528,4.5,0,0
"1261","026150","특수건설",9100,-260,-2.78,"KOSDAQ","건설",142194106600,52,175,5689,1.6,0,0
"1262","086960","한컴MDS",16100,50,0.31,"KOSDAQ","소프트웨어",142140588800,987,16.31,12715,1.27,0,0
"1263","064850","에프앤가이드",11750,-1000,-7.84,"KOSDAQ","기타서비스",1.4194e+11,286,41.08,3067,3.83,70,0.6
"1264","214270","퓨쳐스트림네트웍스",1300,-65,-4.76,"KOSDAQ","출판·매체복제",141905982400,36,36.11,588,2.21,0,0
"1265","011090","에넥스",2365,-35,-1.46,"KOSPI","기타제조업",141880230965,NA,NA,903,2.62,0,0
"1266","033130","디지틀조선",3820,-325,-7.84,"KOSDAQ","디지털컨텐츠",141780319940,92,41.52,2070,1.85,30,0.79
"1267","004410","서울식품",387,3,0.78,"KOSPI","음식료품",141458896368,NA,NA,73,5.3,0,0
"1268","009460","한창제지",2370,30,1.28,"KOSPI","종이목재",141411941820,125,18.96,1440,1.65,20,0.84
"1269","016740","두올",5200,-100,-1.89,"KOSPI","운수장비",140746736000,374,13.9,5223,1,80,1.54
"1270","079960","동양이엔피",17900,-300,-1.65,"KOSDAQ","IT부품",1.40694e+11,3154,5.68,27524,0.65,300,1.68
"1271","101330","모베이스",5840,-160,-2.67,"KOSDAQ","IT부품",139915817920,1942,3.01,11222,0.52,0,0
"1272","071460","위니아딤채",3885,-40,-1.02,"KOSDAQ","일반전기전자",139732941075,131,29.66,2393,1.62,0,0
"1273","124560","태웅로직스",7150,-220,-2.99,"KOSDAQ","운송",139688062800,664,10.77,2337,3.06,50,0.7
"1274","052460","아이크래프트",9560,-350,-3.53,"KOSDAQ","컴퓨터서비스",139651868160,NA,NA,2209,4.33,0,0
"1275","171090","선익시스템",15500,500,3.33,"KOSDAQ","반도체",139489072500,829,18.7,10070,1.54,100,0.65
"1276","011390","부산산업",132000,-2000,-1.49,"KOSPI","비금속광물",1.39392e+11,3684,35.83,52812,2.5,250,0.19
"1277","115160","휴맥스",4800,-45,-0.93,"KOSDAQ","통신장비",139298323200,850,5.65,16662,0.29,0,0
"1278","019770","서연탑메탈",11950,-450,-3.63,"KOSDAQ","기계·장비",139217500000,NA,NA,5618,2.13,60,0.5
"1279","114450","KPX생명과학",9270,270,3,"KOSDAQ","제약",1.3905e+11,80,115.88,4024,2.3,0,0
"1280","068940","아이씨케이",4000,110,2.83,"KOSDAQ","정보기기",138718888000,NA,NA,475,8.42,0,0
"1281","007660","이수페타시스",3360,95,2.91,"KOSPI","전기전자",138661817280,NA,NA,1842,1.82,60,1.79
"1282","010600","웰바이오텍",2835,25,0.89,"KOSPI","유통업",138265728300,NA,NA,1774,1.6,0,0
"1283","049550","잉크테크",8630,-270,-3.03,"KOSDAQ","화학",138252013160,NA,NA,2246,3.84,0,0
"1284","129260","인터지스",4635,205,4.63,"KOSPI","운수창고업",137881395990,NA,NA,5900,0.79,0,0
"1285","347700","라이프시맨틱스",14100,300,2.17,"KOSDAQ","소프트웨어",137854529700,NA,NA,NA,NA,0,0
"1286","100840","SNT에너지",18300,650,3.68,"KOSPI","기계",137372811300,2148,8.52,32631,0.56,800,4.37
"1287","004770","써니전자",3940,-165,-4.02,"KOSPI","전기전자",137289343340,20,197,1598,2.47,0,0
"1288","290380","대유",14500,50,0.35,"KOSDAQ","화학",136943800000,543,26.7,6992,2.07,250,1.72
"1289","142760","바이오리더스",4995,55,1.11,"KOSDAQ","기타서비스",136924018920,NA,NA,1210,4.13,0,0
"1290","049080","기가레인",1900,-45,-2.31,"KOSDAQ","반도체",136894306500,NA,NA,526,3.61,0,0
"1291","060560","홈센타홀딩스",1070,-15,-1.38,"KOSDAQ","유통",136606391750,NA,NA,828,1.29,0,0
"1292","033200","모아텍",9530,-120,-1.24,"KOSDAQ","IT부품",136576193050,NA,NA,5170,1.84,0,0
"1293","179290","엠아이텍",4375,-65,-1.46,"KOSDAQ","의료·정밀기기",136426272500,120,36.46,1586,2.76,50,1.14
"1294","181340","이즈미디어",19200,0,0,"KOSDAQ","의료·정밀기기",136417920000,NA,NA,5089,3.77,0,0
"1295","290520","신도기연",16900,400,2.42,"KOSDAQ","기계·장비",136235632000,2258,7.48,7056,2.4,0,0
"1296","054800","아이디스홀딩스",13150,0,0,"KOSDAQ","기타서비스",136072991400,NA,NA,20285,0.65,200,1.52
"1297","253590","네오셈",3620,-20,-0.55,"KOSDAQ","반도체",136023628560,NA,NA,999,3.62,10,0.28
"1298","017900","광전자",2345,5,0.21,"KOSPI","전기전자",135878124235,66,35.53,3805,0.62,50,2.13
"1299","066310","큐에스아이",16400,-150,-0.91,"KOSDAQ","반도체",135762972000,137,119.71,6583,2.49,50,0.3
"1300","013810","스페코",9260,10,0.11,"KOSDAQ","기계·장비",135709652200,632,14.65,2614,3.54,0,0
"1301","214420","토니모리",7690,70,0.92,"KOSPI","화학",135651600000,NA,NA,5600,1.37,0,0
"1302","041920","메디아나",15650,700,4.68,"KOSDAQ","의료·정밀기기",135380262400,786,19.91,6582,2.38,0,0
"1303","131030","디에이치피코리아",8170,10,0.12,"KOSDAQ","제약",135334391490,894,9.14,6505,1.26,100,1.22
"1304","094840","슈프리마에이치큐",12900,2550,24.64,"KOSDAQ","컴퓨터서비스",135086736000,821,15.71,13936,0.93,0,0
