"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","832","경기도 용인시 처인구 남사면 천덕산로428번길 22","2610","2016","㈜스테리싸이클코리아","2966","150137","3118"," ","35866"
"measureResultList.2"," ","18018","경기도 안산시 단원구 해안로 404 (초지동)","398697","2016","㈜지에스이앤알"," ","150014"," "," ","749785"
"measureResultList.3"," "," ","경기도 파주시 문산읍 방촌로 1675-29"," ","2016","전기초자코리아㈜"," ","150612"," "," ","57279"
"measureResultList.4"," ","176","경기도 용인시 수지구 만현로 15 (풍덕천동)"," ","2016","수지환경센터","98","150139","5469"," ","11523"
"measureResultList.5"," ","803","경기도 이천시 호법면 중부대로798번길 128"," ","2016","동부권광역자원회수시설","355","150184","4310"," ","39323"
"measureResultList.6"," "," ","경기도 안산시 단원구 엠티브이2로 14"," ","2016","㈜에스파워"," ","150609"," "," ","394596"
"measureResultList.7"," ","46535","경기도 여주시 가남읍 여주남로 541","1357842","2016","㈜케이씨씨글라스 여주공장"," ","150104"," "," ","1950680"
"measureResultList.8"," "," ","경기도 수원시 영통구 매영로 150"," ","2016","삼성전기㈜"," ","150674"," "," ","765"
"measureResultList.9"," "," ","경기도 포천시 창수면 포천로2797번길 17"," ","2016","포천파워㈜"," ","150620"," "," ","767176"
"measureResultList.10"," ","896","경기도 동두천시 강변로690번길 51 (동두천동)"," ","2016","대재에너지㈜","825","150317","13675"," ","65831"
"measureResultList.11"," ","588","경기도 의정부시 장곡로 147"," ","2016","의정부시생활폐기물소각시설","696","150080","3920"," ","18567"
"measureResultList.12"," ","0","경기도 고양시 덕양구 대덕로 426 (현천동)","252","2016","서울특별시 난지물재생센터","13","150105","899"," ","3028"
"measureResultList.13"," ","580","경기도 동두천시 삼육사로652번길 60 (상패동)","44","2016","청송산업개발㈜","130","150158","4744"," ","11184"
"measureResultList.14"," ","643","경기도 김포시 김포한강4로 419-37 (마산동)"," ","2016","김포시 자원화센터","11","150582","17726"," ","18001"
"measureResultList.15"," ","0","경기도 성남시 분당구 분당로 368","0","2016","한국지역난방공사 분당지사"," ","150062"," "," ","0"
"measureResultList.16"," ","1005","경기도 이천시 부발읍 중부대로1707번길 13","47916","2016","㈜금비"," ","150117"," "," ","38352"
