"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","2073","대전광역시 대덕구 대덕대로1284번길 191 (신일동)"," ","2015","신일동 환경에너지사업소","3631","170073","8342"," ","41860"
"measureResultList.2"," ","3972","대전광역시 대덕구 신일서로68번길 50 (신일동)","1891","2015","한솔제지㈜ 대전공장","13437","170074","17548"," ","128791"
"measureResultList.3"," "," ","대전광역시 유성구 도안동로 323 (원신흥동)"," ","2015","한국토지주택공사 대전에너지사업단"," ","170077"," "," ","13677"
"measureResultList.4"," ","2034","대전광역시 대덕구 문평동로48번길 125 (문평동)","883","2015","㈜동양환경","83","170076","3640"," ","70435"
"measureResultList.5"," ","4143","대전광역시 대덕구 신일서로68번길 71 (신일동)","487038","2015","대전열병합발전㈜"," ","170072"," "," ","245979"
"year","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"brtcCode","6","6","6","6","6","6","6","6","6","6","6"
