"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","200","강원도 홍천군 홍천읍 느리울길 164","209","2016","홍천군폐기물처리시설","1114","170111","155"," ","7049"
"measureResultList.2"," ","706","강원도 속초시 방축길 56 (대포동)","232","2016","속초시폐기물처리시설","996","170113","4828"," ","13375"
"measureResultList.3"," ","213085","강원도 강릉시 옥계면 산계길 225"," ","2016","한라시멘트㈜(구.라파즈한라(옥계)","662","170090"," "," ","9622629"
"measureResultList.4"," ","26169","강원도 동해시 숫골길 17 (용정동)"," ","2016","DB메탈㈜ 동해공장"," ","170093"," "," "," "
"measureResultList.5"," ","366548","강원도 동해시 효자로 246 (삼화동)"," ","2016","쌍용양회공업㈜동해공장","3929","170095"," "," ","13269680"
"measureResultList.6"," ","203150","강원도 삼척시 동양길 20 (사직동)"," ","2016","㈜삼표시멘트 삼척공장(구.동양시멘트 삼척공장)","571","170096"," "," ","11277902"
"measureResultList.7"," ","107565","강원도 영월군 한반도면 쌍용로 89"," ","2016","쌍용양회공업㈜영월공장","2536","170099"," "," ","4474720"
"measureResultList.8"," ","3204","강원도 정선군 신동읍 예미2길 26-17"," ","2016","태경산업㈜예미공장"," ","170103"," "," "," "
"measureResultList.9"," ","110","강원도 고성군 죽왕면 짱고개길 253"," ","2016","고성군농어촌폐기물종합처리시설","29","170105","1440"," ","4823"
"measureResultList.10"," ","5","강원도 횡성군 횡성읍 학오로 89"," ","2016","횡성군폐기물처리시설","21","170098","466"," ","3177"
"measureResultList.11"," ","1184","강원도 춘천시 신동면 한치로 681","2752","2016","춘천도시형폐기물종합처리시설","418","170114","767"," ","31825"
"measureResultList.12"," ","280","강원도 태백시 용정길 239 (통동)","3251","2016","태백시폐기물소각시설","533","170115","858"," ","10569"
"measureResultList.13"," ","13342","강원도 동해시 공단4로 36","51424","2016","㈜지에스동해전력"," ","170117"," "," ","159239"
"measureResultList.14"," ","145","강원도 원주시 지정면 신평로 2"," ","2016","한국중부발전㈜ 원주그린열병합발전소","3272","170116","4152"," ","24556"
"measureResultList.15"," ","32544","강원도 동해시 공단9로 145 (구호동)","1933543","2016","한국동서발전㈜ 동해바이오화력본부","332","170094","11694"," ","806508"
"measureResultList.16"," "," ","강원도 영월군 영월읍 중앙로 411"," ","2016","한국남부발전㈜ 영월발전본부"," ","170110"," "," ","317379"
"measureResultList.17"," ","54","강원도 인제군 북면 금강로 221"," ","2016","인제군 생활폐기물 소각시설","11","170107","540"," ","3432"
"measureResultList.18"," ","118","강원도 화천군 하남면 영서로 5799-132"," ","2016","화천군환경관리사업소","78","170104","3419"," ","4761"
"measureResultList.19"," ","371","강원도 양양군 양양읍 되넘이길 80"," ","2016","양양군생활폐기물소각시설","408","170109","5460"," ","4660"
"measureResultList.20"," ","29879","강원도 영월군 한반도면 화랏길 57"," ","2016","한일현대시멘트㈜영월공장","484","170100"," "," ","5644655"
"measureResultList.21"," ","63290","강원도 강릉시 강동면 염전길 99","339507","2016","한국남동발전㈜ 영동에코발전본부"," ","170091"," "," ","3096503"
"year","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016"
"brtcCode","9","9","9","9","9","9","9","9","9","9","9"
