"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","1219","대구광역시 달서구 달서대로 351 (대천동)","12214","2018","한국지역난방공사 대구지사"," ","130301"," "," ","107438"
"measureResultList.2"," ","1924","대구광역시 달서구 성서공단로 257 (장동)","1744","2018","대구환경공단 성서사업소","3835","130303","10248"," ","36855"
"measureResultList.3"," ","22208","대구광역시 서구 염색공단중앙로 33","196615","2018","대구염색산업단지관리공단(열병합발전소)"," ","130302"," "," ","387071"
"measureResultList.4"," "," ","대구광역시 동구 매여로 14 (율암동)"," ","2018","대구그린파워㈜"," ","130313"," "," ","285481"
"measureResultList.5"," ","2303","대구광역시 달성군 다사읍 다사로 799","816","2018","대구광역시 폐기물에너지화시설","5674","130314","5965"," ","52954"
"measureResultList.6"," ","874","대구광역시 달서구 성서공단로51길 27 (장동)","932","2018","신대일제지공업㈜","477","130308","9631"," ","56981"
"measureResultList.7"," ","606","대구광역시 달서구 성서동로53길 16 (장동)","4462","2018","아상텍스㈜","5","130312","10585"," ","11405"
"measureResultList.8"," ","6708","대구광역시 달성군 현풍읍 국가산단북로100길 40","26005","2018","㈜아진피앤피","5819","130306","117249"," ","118291"
"measureResultList.9"," ","797","대구광역시 달성군 유가면 비슬로96길 35","2223","2018","경산제지㈜","348","130307","3674"," ","27436"
"measureResultList.10"," ","456","대구광역시 달성군 유가면 비슬로96길 97","19806","2018","세하㈜","139","130304","4131"," ","66332"
"year","2018","2018","2018","2018","2018","2018","2018","2018","2018","2018","2018"
"brtcCode","3","3","3","3","3","3","3","3","3","3","3"
