"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," "," ","전라남도 광양시 제철로 2408 (금호동)","20719","2019","㈜피엠씨텍"," ","110054","21084"," ","12411"
"measureResultList.2"," ","463","전라남도 여수시 낙포단지길 45 (낙포동)"," ","2019","한국유에스지보랄㈜"," ","110006"," "," ","3224"
"measureResultList.3"," ","7277","전라남도 여수시 여수산단3로 2 (평여동)"," ","2019","여천NCC㈜여수1공장"," ","110010"," "," ","358110"
"measureResultList.4"," ","12044","전라남도 여수시 여수산단2로 55 (화치동)","92956","2019","㈜엘지화학(여수공장-화치)"," ","110014","1886"," ","403286"
"measureResultList.5"," ","2642","전라남도 여수시 여수산단2로 218 (화치동)","4512","2019","금호피앤비화학㈜1공장"," ","110015"," "," ","10762"
"measureResultList.6"," ","7851","전라남도 여수시 여수산단2로 46-20 (월하동)"," ","2019","여천NCC㈜여수2공장"," ","110020"," "," ","305197"
"measureResultList.7"," ","238572","전라남도 광양시 폭포사랑길 20-26 (금호동)","8166321","2019","㈜포스코 광양제철소","3254","110022","53"," ","11011750"
"measureResultList.8"," ","1185","전라남도 여수시 상암로 830-7 (낙포동)"," ","2019","㈜케이씨씨 여천공장"," ","110009"," "," ","70574"
"measureResultList.9"," "," ","전라남도 여수시 여수산단로 1121 (월내동)"," ","2019","㈜LG화학 VCM공장","34","110013","418"," ","3332"
"measureResultList.10"," ","17013","전라남도 여수시 여수산단4로 53 (중흥동)"," ","2019","롯데케미칼 주식회사 여수1공장"," ","110019"," "," ","352055"
"measureResultList.11"," "," ","전라남도 광양시 산업로 109 (태인동)"," ","2019","OCI㈜광양공장"," ","110026"," "," ","322923"
"measureResultList.12"," ","40453","전라남도 여수시 여수산단로 1203 (월내동)","1575593","2019","한국동서발전㈜ 호남화력본부"," ","110004"," "," ","2578516"
"measureResultList.13"," ","1605","전라남도 여수시 여수산단로 1232 (월내동)","2326","2019","㈜와이엔텍","1045","110028","1431"," ","42170"
"measureResultList.14"," ","956","전라남도 여수시 진달래길 310-73 (월내동)","6403","2019","케이씨환경서비스㈜-월내","1646","110029","2869"," ","29636"
"measureResultList.15"," ","232","전라남도 여수시 산단중앙로 409 (중흥동)","348","2019","미래환경에너지㈜ 슬러지자원화시설","425","110052","1783"," ","6689"
"measureResultList.16"," ","3298","전라남도 여수시 여수산단4로 129 (중흥동)"," ","2019","롯데엠시시 주식회사"," ","110051","1024"," ","15643"
"measureResultList.17","683"," ","전라남도 여수시 여수산단로 1384","199963","2019","남해화학㈜"," ","110001"," ","14"," "
"measureResultList.18"," ","8434","전라남도 여수시 여수산단2로 46-51 (월하동)","10393","2019","금호석유화학㈜ 여수제1에너지"," ","110027"," "," ","646217"
