"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","512","경기도 용인시 처인구 남사면 천덕산로428번길 22","1809","2019","㈜스테리싸이클코리아","2165","150137","2444"," ","24872"
"measureResultList.2"," ","15867","경기도 안산시 단원구 해안로 404 (초지동)","352344","2019","㈜지에스이앤알"," ","150014"," "," ","657345"
"measureResultList.3"," "," ","경기도 파주시 문산읍 방촌로 1675-29"," ","2019","전기초자코리아㈜"," ","150612"," "," ","53447"
"measureResultList.4"," "," ","경기도 포천시 신북면 청신로1526번길 19"," ","2019","포천민자발전㈜"," ","150721"," "," ","230302"
"measureResultList.5"," ","131","경기도 용인시 수지구 만현로 15 (풍덕천동)"," ","2019","수지환경센터","722","150139","5115"," ","11247"
"measureResultList.6"," ","0","경기도 화성시 남양읍 매바위로 580-18","0","2019","㈜삼부환경","0","150155","0"," ","0"
"measureResultList.7"," ","855","경기도 이천시 호법면 중부대로798번길 128"," ","2019","동부권광역자원회수시설","1229","150184","4055"," ","32994"
"measureResultList.8"," "," ","경기도 안산시 단원구 엠티브이2로 14"," ","2019","㈜에스파워"," ","150609"," "," ","341050"
"measureResultList.9"," ","21940","경기도 여주시 가남읍 여주남로 541","1285005","2019","㈜케이씨씨글라스 여주공장"," ","150104"," "," ","1333167"
"measureResultList.10"," "," ","경기도 수원시 영통구 매영로 150"," ","2019","삼성전기㈜"," ","150674"," "," ","5506"
"measureResultList.11"," "," ","경기도 포천시 창수면 포천로2797번길 17"," ","2019","포천파워㈜"," ","150620"," "," ","319251"
"measureResultList.12"," ","1481","경기도 동두천시 강변로690번길 51 (동두천동)"," ","2019","대재에너지㈜","12","150317","15184"," ","67326"
"measureResultList.13"," ","517","경기도 의정부시 장곡로 147"," ","2019","의정부시생활폐기물소각시설","1038","150080","5017"," ","18417"
"measureResultList.14"," ","27","경기도 고양시 덕양구 대덕로 426 (현천동)","104","2019","서울특별시 난지물재생센터","1","150105","985"," ","2115"
"measureResultList.15"," ","929","경기도 동두천시 삼육사로652번길 60 (상패동)","318","2019","청송산업개발㈜","103","150158","8431"," ","11055"
"measureResultList.16"," ","294","경기도 김포시 김포한강4로 419-37 (마산동)"," ","2019","김포시 자원화센터","238","150582","18063"," ","8514"
"measureResultList.17"," ","167","경기도 이천시 부발읍 중부대로1707번길 13","21681","2019","㈜금비"," ","150117"," "," ","19519"
"measureResultList.18"," "," ","경기도 이천시 마장면 중부대로 137"," ","2019","인그리디언코리아(유) 이천공장"," ","150270"," "," ","35203"
"measureResultList.19"," "," ","경기도 고양시 덕양구  대덕로 426(현천동)"," ","2019","한국지역난방공사 중앙지사(난지)"," ","150626"," "," ","2330"
"measureResultList.20"," "," ","경기도 포천시 신북면 신창길 34-1"," ","2019","㈜이원브이엘"," ","150724"," "," ","27182"
"measureResultList.21"," "," ","경기도 안성시 공단로 28"," ","2019","㈜농심"," ","150736"," "," ","13147"
"measureResultList.22"," "," ","경기도 파주시 청석로 380"," ","2019","한국지역난방공사 파주지사"," ","150312"," "," ","267169"
"measureResultList.23"," "," ","경기도 고양시 덕양구 동축로 16"," ","2019","한국지역난방공사 삼송지사"," ","150577"," "," ","13410"
"measureResultList.24"," ","154","경기도 남양주시 덕송3로 76 (별내동)"," ","2019","남양주별내클린센터","2","150576","1185"," ","4093"
"measureResultList.25"," "," ","경기도 평택시 오성면 서동대로 2427-177"," ","2019","평택에너지서비스㈜오성복합화력발전소"," ","150602"," "," ","566905"
"measureResultList.26"," "," ","경기도 안산시 상록구 용담로 141 (팔곡이동)"," ","2019","씨제이제일제당㈜ 안산공장"," ","150125"," "," ","10741"
"measureResultList.27"," "," ","경기도 파주시 월롱면 엘지로 245"," ","2019","엘지디스플레이㈜"," ","150196"," "," ","11729"
"measureResultList.28"," ","155","경기도 과천시 구리안로 177 (갈현동)"," ","2019","과천시자원정화센터","373","150076","2893"," ","10459"
"measureResultList.29"," ","419","경기도 군포시 초막골길 101-58 (산본동)"," ","2019","군포환경관리소","623","150078","297"," ","17320"
"measureResultList.30"," ","757","경기도 안산시 단원구 지원로 53 (성곡동)","33155","2019","동화지앤피㈜"," ","150121"," "," ","29473"
"measureResultList.31"," ","807","경기도 안산시 단원구 신원로 292 (목내동)"," ","2019","㈜종근당바이오"," ","150126","19512"," "," "
"measureResultList.32"," "," ","경기도 김포시 대곶면 대명항로205번길 49-38"," ","2019","㈜이건그린텍"," ","150484"," "," ","6886"
"measureResultList.33"," ","174","경기도 양주시 남면 화합로610번길 30-180"," ","2019","㈜에스엠인터내셔널","5","150621","7826"," ","3894"
"measureResultList.34"," "," ","경기도 용인시 기흥구 삼성로 1 (농서동)"," ","2019","삼성전자㈜기흥사업장","46","150183"," "," ","11206"
"measureResultList.35"," ","2226","경기도 수원시 영통구 영통로 383 (영통동)"," ","2019","수원시자원회수시설","3976","150058","12717"," ","61108"
"measureResultList.36"," "," ","경기도 안양시 만안구 석천로 1"," ","2019","안양새물공원"," ","150761"," "," ","6918"
"measureResultList.37"," "," ","경기도 양주시 화합로1710번길 125"," ","2019","㈜대륜발전"," ","150613"," "," ","233994"
"measureResultList.38"," ","228","경기도 화성시 봉담읍 하가등안길 100","0","2019","화성 그린환경센터","845","150315","6458"," ","10545"
"measureResultList.39"," "," ","경기도 성남시 분당구 판교로228번길 88"," ","2019","한국지역난방공사 판교지사"," ","150316"," "," ","94794"
"measureResultList.40"," "," ","경기도 남양주시 별내3로 391"," ","2019","별내에너지㈜"," ","150604"," "," ","121384"
"measureResultList.41"," ","2077","경기도 양주시 남면 현석로785번길 207","4422","2019","㈜영신물산","162","150190","10426"," ","43242"
"measureResultList.42"," "," ","경기도 광명시 자경로 17"," ","2019","㈜삼천리"," ","150311"," "," ","25964"
"measureResultList.43"," ","120","경기도 안성시 보개면 보개산로 147-163"," ","2019","안성시자원회수시설","77","150135","605"," ","6036"
"measureResultList.44"," ","19","경기도 동두천시 승전로 16"," ","2019","㈜더브류제이"," ","150499"," "," ","536"
"measureResultList.45"," ","683","경기도 시흥시 서해안로 231 (정왕동)","3456","2019","아세아제지㈜시화공장","676","150011","2436"," ","39124"
"measureResultList.46"," "," ","경기도 성남시 분당구 분당로 336 (분당동)"," ","2019","한국남동발전㈜분당발전본부"," ","150064"," "," ","1431036"
"measureResultList.47"," ","1080","경기도 오산시 황새로149번길 11 (누읍동)","337","2019","한국수출포장공업㈜","1207","150115","1874"," ","49555"
"measureResultList.48"," "," ","경기도 수원시 장안구 장안로309번길 84"," ","2019","SKC㈜"," ","150202"," "," ","21279"
"measureResultList.49"," ","2363","경기도 평택시 고덕면 고덕로 144-32","1212","2019","신풍제지㈜","272","150109","229"," ","69838"
"measureResultList.50"," ","4061","경기도 평택시 포승읍 남양만로 175-2","196090","2019","한국서부발전㈜평택발전본부"," ","150110"," "," ","546518"
"measureResultList.51"," ","1963","경기도 안산시 단원구 해안로 308 (원시동)","1862","2019","비노텍㈜","6675","150123","4369"," ","45176"
"measureResultList.52"," ","68","경기도 용인시 수지구 만현로 11 (풍덕천동)","8569","2019","한국지역난방공사 용인지사"," ","150127"," "," ","6432"
"measureResultList.53"," ","981","경기도 평택시 포승읍 포승공단순환로 602","3704","2019","㈜뉴그린","1254","150136","10036"," ","30728"
"measureResultList.54"," ","735","경기도 오산시 황새로 169 (누읍동)","291","2019","㈜대림제지","12","150143","2536"," ","34110"
"measureResultList.55"," ","1257","경기도 화성시 정남면 가장로 334-10","2092","2019","신대한정유산업㈜","1629","150147","20952"," ","47841"
"measureResultList.56"," ","512","경기도 양주시 남면 운하로 66-14","388","2019","㈜애니테크","257","150157","4165"," ","6676"
"measureResultList.57"," "," ","경기도 평택시 오성면 청오로 367-61"," ","2019","한국바이린㈜"," ","150214"," "," ","1680"
"measureResultList.58"," "," ","경기도 화성시 우정읍 기아자동차로 95"," ","2019","기아자동차㈜화성공장"," ","150215"," "," ","16136"
"measureResultList.59"," ","0","경기도 양주시 고덕로139번길 317","0","2019","삼보환경개발㈜","0","150145","0"," ","0"
"measureResultList.60"," "," ","경기도 이천시 부발읍 경충대로 2091"," ","2019","에스케이하이닉스㈜","213","150271"," "," "," "
"measureResultList.61"," "," ","경기도 평택시 동삭로 455-12"," ","2019","쌍용자동차㈜"," ","150276"," "," ","8881"
"measureResultList.62"," ","0","경기도 평택시 포승읍 평택항만길 425","0","2019","㈜광원목재","0","150278","0"," ","0"
"measureResultList.63"," ","2300","경기도 시흥시 소망공원로 5 (정왕동)","4516","2019","케이지이티에스㈜","3052","150012","4262"," ","82474"
"measureResultList.64"," ","128","경기도 파주시 가람로150번길 41-34 (와동동)","397","2019","운정환경관리센터","241","150589","11305"," ","13876"
"measureResultList.65"," ","183","경기도 성남시 분당구 판교로228번길 55 (삼평동)"," ","2019","성남시청(판교환경에너지시설)","65","150181","9855"," ","14397"
"measureResultList.66"," ","107","경기도 안산시 단원구 해봉로 13 (성곡동)","180","2019","안산시상하수도사업소","441","150122","1049"," ","10637"
"measureResultList.67"," ","252","경기도 화성시 향남읍 발안공단로 139","469","2019","신대원에너지㈜","107","150179","515"," ","9527"
"measureResultList.68"," ","365","경기도 구리시 왕숙천로 49"," ","2019","구리자원회수시설","1671","150055","2566"," ","25779"
"measureResultList.69"," ","317","경기도 안산시 단원구 번영2로 144 (성곡동)","42","2019","㈜한샘","57","150632","10738"," ","8868"
"measureResultList.70"," ","421","경기도 파주시 월롱면 엘씨디로 283","609","2019","파주LCD환경안전협의회","224","150186","781"," ","8022"
"measureResultList.71"," ","762","경기도 양주시 은현면 은남로 160"," ","2019","양주권자원회수시설","3324","150176","1169"," ","21633"
"measureResultList.72"," "," ","경기도 수원시 영통구 창룡대로 475"," ","2019","한국지역난방공사 광교지사"," ","150600"," "," ","70863"
"measureResultList.73"," ","723","경기도 파주시 탄현면 방촌로 1213-52"," ","2019","파주시환경관리센터","1369","150106","1084"," ","15915"
"measureResultList.74"," ","355","경기도 용인시 처인구 포곡읍 금어로 355"," ","2019","용인시환경센터","820","150138","2687"," ","26302"
"measureResultList.75"," "," ","경기도 평택시 포승읍 평택항로268번길 39"," ","2019","대한제강㈜"," ","150593"," "," ","16244"
"measureResultList.76"," "," ","경기도 동두천시 쇠목길 110"," ","2019","동두천드림파워㈜"," ","150608"," "," ","445735"
"measureResultList.77"," "," ","경기도 화성시 삼성전자로 1 (반월동)"," ","2019","삼성전자㈜화성사업장","455","150182"," "," ","45906"
"measureResultList.78"," "," ","경기도 군포시 엘에스로45번길 84"," ","2019","㈜대왕제지 군포공장"," ","150653"," "," ","0"
"measureResultList.79"," "," ","경기도 군포시 농심로 35"," ","2019","㈜농심 안양공장"," ","150652"," "," ","7854"
"measureResultList.80"," "," ","경기도 평택시 안중읍 덕우로 423"," ","2019","오뚜기라면㈜"," ","150655"," "," ","12103"
"measureResultList.81"," "," ","경기도 이천시 부발읍 경충대로 2091"," ","2019","SK에너지㈜하이닉스 이천지점"," ","150657"," "," ","54840"
"measureResultList.82"," ","469","경기도 광주시 곤지암읍 열미길 22","317","2019","경기환경에너지 주식회사","342","150141","2197"," ","17982"
"measureResultList.83"," ","342","경기도 포천시 신북면 신평로16번길 207"," ","2019","포천시자원회수시설","1302","150180","6825"," ","12358"
"measureResultList.84"," ","905","경기도 포천시 신북면 장자경제로 78","87442","2019","㈜지에스포천그린에너지 "," ","150729"," "," ","88033"
"measureResultList.85"," "," ","경기도 용인시 기흥구 삼성로 1"," ","2019","삼성디스플레이㈜","0","150742"," "," "," "
"measureResultList.86"," "," ","경기도 파주시 파주읍 휴암로 336-234"," ","2019","파주에너지서비스㈜"," ","150757"," "," ","880799"
"measureResultList.87"," "," ","경기도 하남시 위례대로2길 20"," ","2019","나래에너지서비스㈜"," ","150758"," "," ","149507"
"measureResultList.88"," ","76","경기도 용인시 기흥구 삼성2로 140 (농서동)","345","2019","용인시환경자원화시설","22","150178","357"," ","3972"
"measureResultList.89"," ","617","경기도 시흥시 옥구천서로9번길 45 (정왕동)","1338","2019","시흥도시공사","3237","150013","3440"," ","9444"
"measureResultList.90"," ","2119","경기도 안산시 단원구 해안로 104","914","2019","태림페이퍼㈜","82","150007","14769"," ","62375"
"measureResultList.91"," ","454","경기도 안양시 동안구 시민대로 328 (평촌동)"," ","2019","안양시자원회수시설","1861","150065","9316"," ","24645"
"measureResultList.92"," ","829","경기도 안산시 단원구 첨단로 726 (초지동)"," ","2019","안산시자원회수시설","2825","150075","6290"," ","26374"
"measureResultList.93"," ","1175","경기도 안산시 단원구 첨단로207번길 5 (성곡동)","2434","2019","한국환경개발㈜시화공장","1067","150015","6143"," ","25835"
"measureResultList.94"," ","737","경기도 시흥시 옥구천동로 46 (정왕동)","6921","2019","KGETS㈜에너지공장"," ","150017"," "," ","15822"
"measureResultList.95"," "," ","경기도 파주시 월롱면 휴암로 477"," ","2019","㈜LG화학"," ","150586"," "," ","7196"
"measureResultList.96"," ","306","경기도 오산시 황새로149번길 55 (누읍동)","541","2019","디에스이앤이㈜","1436","150200","4097"," ","30893"
"measureResultList.97"," ","211","경기도 평택시 청북면 현곡산단로 84"," ","2019","아반스트레이트코리아㈜"," ","150187"," "," ","23688"
"measureResultList.98"," ","119","경기도 이천시 호법면 이섭대천로 58","79","2019","샘표식품㈜","14","150199","6506"," ","4747"
"measureResultList.99"," ","624","경기도 평택시 팽성읍 추팔산단로 121","128","2019","㈜동우에너지소재","5105","150694","19222"," ","58291"
"measureResultList.100"," "," ","경기도 수원시 영통구 삼성로 130"," ","2019","삼성전자㈜종합기술원"," ","150675"," "," ","11019"
"measureResultList.101"," "," ","경기도 포천시 영중면 양문공단로2길 11"," ","2019","㈜경향섬유"," ","150707"," "," ","8614"
"measureResultList.102"," ","1255","경기도 포천시 영중면 양문공단로3길 20","28898","2019","㈜천일에너지","1161","150610","3729"," ","85383"
"measureResultList.103"," "," ","경기도 하남시 조정대로 77"," ","2019","나래에너지서비스㈜하남사업소"," ","150629"," "," ","81922"
"measureResultList.104"," "," ","경기도 평택시 진위면 진위서로 63"," ","2019","매일유업㈜평택공장"," ","150680"," "," ","16204"
"measureResultList.105"," ","469","경기도 양주시 남면 검준2길 21","1541","2019","에스앤이에너지㈜","524","150627","3403"," ","26780"
"measureResultList.106"," ","138","경기도 안산시 단원구 신원로 50 (신길동)","339","2019","대양제지공업㈜","577","150004","7004"," ","26687"
"measureResultList.107"," ","1791","경기도 안산시 단원구 지원로 7 (성곡동)","1064","2019","대일개발㈜","3055","150005","31651"," ","76267"
"measureResultList.108"," ","1432","경기도 안산시 단원구 첨단로 215 (성곡동)","5814","2019","성림유화㈜","3687","150006","6274"," ","57434"
"measureResultList.109"," ","742","경기도 안산시 단원구 신원로91번길 16 (성곡동)","590","2019","부경산업㈜","1492","150008","10879"," ","40495"
"measureResultList.110"," ","1572","경기도 안산시 단원구 별망로 129","2829","2019","신대양제지㈜","8006","150009","7411"," ","92993"
"measureResultList.111"," ","301","경기도 안산시 단원구 목내로 29 (목내동)","880","2019","신대양제지반월㈜","3196","150010","9120"," ","47870"
"measureResultList.112"," ","1207","경기도 시흥시 군자천로 99","47","2019","㈜고려제지","801","150016","21841"," ","41664"
"measureResultList.113"," "," ","경기도 평택시 포승읍 포승공단로117번길 35"," ","2019","동우화인켐㈜평택공장"," ","150195"," "," ","8236"
"measureResultList.114"," ","334","경기도 평택시 고덕면 고덕로 85","707","2019","삼정펄프㈜","87","150192","2316"," ","21889"
"measureResultList.115"," ","469","경기도 부천시 벌말로 122 (대장동)"," ","2019","부천시자원순환센터","1289","150069","4849"," ","24812"
"measureResultList.116"," "," ","경기도 화성시 큰재봉길 16 (석우동)"," ","2019","한국지역난방공사 화성지사"," ","150189"," "," ","204860"
"measureResultList.117"," "," ","경기도 광명시 기아로 113"," ","2019","기아자동차㈜"," ","150227"," "," ","10794"
"measureResultList.118"," ","650","경기도 여주시 능서면 능서로 577"," ","2019","이화산업㈜ 여주공장"," ","150177"," "," ","17378"
"measureResultList.119"," ","326","경기도 화성시 남양읍 매바위로 570-10","262","2019","㈜신승에너지","759","150754","3979"," ","10237"
"measureResultList.120"," "," ","경기도 오산시 황새로149번길 55"," ","2019","디에스파워㈜"," ","150630"," "," ","235350"
"measureResultList.121"," ","256","경기도 수원시 영통구 삼성로 129 (매탄동)","101","2019","삼성전자㈜수원사업장","12","150057","835"," ","23094"
"measureResultList.122"," ","346","경기도 수원시 영통구 매영로 293 (영통동)","109002","2019","한국지역난방공사 수원지사"," ","150059"," "," ","38737"
"measureResultList.123"," ","1466","경기도 성남시 중원구 둔촌대로 567 (상대원동)","1651","2019","성남시청(성남시환경에너지시설)","846","150061","11220"," ","44741"
"measureResultList.124"," "," ","경기도 안양시 동안구 부림로 100 (평촌동)"," ","2019","GS파워㈜안양열병합발전처"," ","150063"," "," ","274085"
"measureResultList.125"," "," ","경기도 부천시 삼작로 21 (삼정동)"," ","2019","GS파워㈜부천열병합발전처"," ","150067"," "," ","374637"
"measureResultList.126"," ","530","경기도 광명시 가학로85번길 142 (가학동)"," ","2019","광명시자원회수시설","2845","150070","4024"," ","62489"
"measureResultList.127"," ","895","경기도 고양시 일산동구 경의로 115 (백석동)"," ","2019","고양시환경에너지시설","1411","150072","8179"," ","27472"
"measureResultList.128"," "," ","경기도 고양시 일산동구 경의로 201 (백석동)"," ","2019","한국동서발전㈜일산화력본부"," ","150073"," "," ","562114"
"measureResultList.129"," "," ","경기도 안산시 단원구 첨단로 670 (초지동)"," ","2019","안산도시개발㈜"," ","150074"," "," ","2364"
"measureResultList.130"," ","1395","경기도 안양시 만안구 박달로 313 (박달동)","77326","2019","㈜수석"," ","150103"," "," ","50308"
"measureResultList.131"," ","1042","경기도 평택시 진위면 진위서로 23","19432","2019","홍원제지㈜"," ","150107"," "," ","44688"
"measureResultList.132"," ","829","경기도 평택시 진위면 서탄로 9","52","2019","영풍제지㈜","6","150108","4023"," ","54667"
"measureResultList.133"," ","208","경기도 여주시 가남읍 헌바디길 23-13","903","2019","㈜에이스침대 여주공장","71","150193","2975"," ","1817"
"measureResultList.134"," ","127","경기도 포천시 신북면 중앙로461번길 17","1308","2019","포천시슬러지소각시설","71","150159","403"," ","1097"
"measureResultList.135"," ","192","경기도 부천시 벌말로 220 (대장동)","231","2019","부천시 하수슬러지 처리시설","382","150188","3536"," ","2773"
"measureResultList.136"," ","75","경기도 평택시 산단로 205 (칠괴동)"," ","2019","평택시청(칠괴폐기물처리시설)","13","150142","904"," ","2127"
"measureResultList.137"," ","201","경기도 포천시 창수면 방골길 235"," ","2019","㈜엔비텍코리아","176","150175","701"," ","10328"
"measureResultList.138"," ","958","경기도 연천군 청산면 초대로 219-11"," ","2019","㈜보광에너지(구 포스코아이씨티)","618","150340","12987"," ","14127"
"measureResultList.139"," ","150","경기도 연천군 청산면 초대로106번길 125","58","2019","연천군청","128","150597","182"," ","7344"
"measureResultList.140"," ","0","경기도 연천군 청산면 초대로 221","0","2019","지에스플라텍㈜","0","150601","0"," ","0"
"measureResultList.141"," ","240","경기도 하남시 미사대로 710 (신장동)"," ","2019","하남시청","367","150615","716"," ","7414"
