"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","35830","충청남도 서산시 대산읍 평신2로 182","1722859","2016","현대오일뱅크㈜"," ","170032","12471"," ","2448566"
"measureResultList.2"," ","2987","충청남도 천안시 서북구 입장면 망향로 1112-84"," ","2016","에스지씨솔루션(주) 천안유리공장"," ","170044"," "," ","159089"
"measureResultList.3"," ","1063","충청남도 천안시 동남구 목천읍 학수소사길 142-42","3303","2016","㈜영흥산업환경","349","170047","12725"," ","49848"
"measureResultList.4"," ","436313","충청남도 당진시 석문면 교로길 30","5134161","2016","한국동서발전㈜ 당진화력본부"," ","170048"," "," ","11852972"
"measureResultList.5"," ","52170","충청남도 서천군 서면 서인로235번길 85","1275973","2016","한국중부발전㈜서천화력발전처"," ","170050"," "," ","2994551"
"measureResultList.6"," ","1223","충청남도 서천군 장항읍 장산로 209"," ","2016","㈜풍농 장항공장"," ","170051"," ","6"," "
"measureResultList.7"," "," ","충청남도 아산시 배방읍 이순신대로 841"," ","2016","한국토지주택공사 아산에너지사업단"," ","170721"," "," ","50393"
"measureResultList.8"," ","10873","충청남도 논산시 성동면 산업단지로5길 70"," ","2016","삼광글라스㈜ 논산공장"," ","170722"," "," ","128002"
"measureResultList.9"," ","517","충청남도 천안시 동남구 수신면 발산길 250","157","2016","천안시 맑은물사업소","5","170723","1976"," ","4267"
"measureResultList.10"," "," ","충청남도 서산시 대산읍 평신2로 182"," ","2016","현대코스모㈜"," ","170725"," "," ","51699"
"measureResultList.11"," ","643495","충청남도 태안군 원북면 발전로 457","9713662","2016","한국서부발전㈜ 태안발전본부"," ","170056"," "," ","15446022"
"measureResultList.12"," ","635","충청남도 당진시 송악읍 부곡공단1길 70"," ","2016","생고뱅이소바코리아㈜"," ","170057"," "," ","41240"
"measureResultList.13"," ","1970","충청남도 아산시 탕정면 탕정로 212"," ","2016","코닝정밀소재㈜"," ","170058"," "," ","156914"
"measureResultList.14"," ","601","충청남도 공주시 검상안길 331"," ","2016","공주시 생활폐기물처리사업소","903","170059","626"," ","8910"
"measureResultList.15"," ","208","충청남도 서산시 대산읍 죽엽로 382","184","2016","㈜서광하이테크","25","170035","1049"," ","8894"
"measureResultList.16"," ","145","충청남도 태안군 태안읍 삭선길 354"," ","2016","태안군 환경관리센터","34","170061","1015"," ","6529"
"measureResultList.17"," ","273","충청남도 천안시 서북구 성거읍 천흥8길 19"," ","2016","㈜창광실업","3088","170039","1807"," ","25100"
"measureResultList.18"," ","264","충청남도 예산군 대흥면 차동로 1661-157","432","2016","예산군 맑은누리센터","872","170062","3662"," ","8142"
"measureResultList.19"," ","176","충청남도 논산시 은진면 버들길 137"," ","2016","논산시 생활폐기물소각시설","78","170063","1381"," ","3902"
"measureResultList.20"," ","228","충청남도 서천군 장항읍 신창서로 29","18599","2016","㈜퍼시픽글라스"," ","170060"," "," ","14201"
"measureResultList.21"," ","684","충청남도 아산시 배미로 154 (배미동)","6470","2016","아산시 폐기물처리시설","2018","170724","3966"," ","45682"
"measureResultList.22"," ","14","충청남도 논산시 계백로665번길 100 (등화동)","361","2016","논산시(환경사업소)","6","170726","158"," ","446"
"measureResultList.23"," ","5546","충청남도 당진시 송악읍 부곡공단4길 81"," ","2016","한국유에스지보랄㈜"," ","170068"," "," ","24734"
"measureResultList.24"," ","558","충청남도 부여군 부여읍 염창로180번길 67"," ","2016","한국조폐공사제지본부","24","170727","2003"," ","4540"
"measureResultList.25"," ","4363","충청남도 당진시 정미면 정미로 438"," ","2016","㈜SIMPAC 당진공장"," ","170728"," "," "," "
"measureResultList.26"," "," ","충청남도 아산시 탕정면 탕정로 380-2"," ","2016","삼성디스플레이2단지","152","170733"," "," "," "
"measureResultList.27"," ","6224","충청남도 서산시 대산읍 독곶1로 54","33919","2016","㈜엘지화학 대산공장"," ","170734"," "," ","75295"
"measureResultList.28"," ","4306","충청남도 당진시 석문면 교로길 30","182046","2016","신당진건설본부"," ","170736"," "," ","279696"
"measureResultList.29"," ","477","충청남도 서산시 대산읍 죽엽로 378"," ","2016","㈜동양환경 서산지점","11","170732","2936"," ","12438"
"measureResultList.30"," ","24","충청남도 서천군 비인면 충서로 636"," ","2016","서천군 생활폐기물소각시설","71","170735","360"," ","6646"
"measureResultList.31"," "," ","충청남도 천안시 서북구 번영로 465"," ","2016","삼성디스플레이(천안)","88","170738"," "," "," "
"measureResultList.32"," ","258","충청남도 아산시 곡교천로125번길 23 (실옥동)"," ","2016","신창제지공업㈜","2621","170731","2493"," ","17408"
"measureResultList.33"," "," ","충청남도 천안시 동남구 청수8로 56 (청당동)"," ","2016","제이비㈜ 청수에너지"," ","170718"," "," ","18215"
"measureResultList.34"," "," ","충청남도 당진시 송산면 북부산업로 1526"," ","2016","현대그린파워㈜"," ","170719"," "," ","851900"
"measureResultList.35"," ","1169","충청남도 아산시 인주면 현대로 1181-40","472","2016","동화기업㈜","3331","170041","10508"," ","55589"
"measureResultList.36"," ","993","충청남도 천안시 서북구 입장면 성진로 1105"," ","2016","케이씨글라스㈜"," ","170043"," "," ","38611"
"measureResultList.37"," "," ","충청남도 당진시 송악읍 북부산업로 1228"," ","2016","동부제철㈜","14","170701"," "," "," "
"measureResultList.38"," ","7495","충청남도 당진시 석문면 보덕포로 587"," ","2016","환영철강공업㈜"," ","170720"," "," "," "
"measureResultList.39"," ","219","충청남도 천안시 동남구 광덕면 대평교길 68","1099","2016","새한환경㈜","107","170065","1834"," ","13539"
"measureResultList.40"," ","313","충청남도 보령시 해안로 543 (남곡동)"," ","2016","보령시 생활폐기물소각시설","685","170066","1617"," ","12909"
"measureResultList.41"," ","124","충청남도 계룡시 두마면 제1산단로 67"," ","2016","계룡시 생활폐기물소각시설","271","170067","1251"," ","5296"
"measureResultList.42"," "," ","충청남도 아산시 탕정면 삼성로 181"," ","2016","삼성디스플레이㈜","4546","170702"," "," "," "
"measureResultList.43"," ","89","충청남도 논산시 벌곡면 벌곡로 113-43"," ","2016","㈜디디에스","12","170704","421"," ","1770"
"measureResultList.44"," ","323","충청남도 천안시 동남구 풍세면 잔다리길 48","890","2016","삼정펄프㈜ 천안공장","256","170705","2016"," ","10993"
