"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"measureResultList.45"," ","3768","충청남도 서산시 대산읍 독곶1로 54","136865","2016","㈜씨텍"," ","170034"," "," ","234651"
"measureResultList.46"," ","6466","충청남도 서산시 대산읍 독곶2로 103","35165","2016","한화토탈㈜"," ","170036"," "," ","505948"
"measureResultList.47"," ","12325","충청남도 당진시 송악읍 부곡공단로 241","40775","2016","지에스이피에스㈜","42967","170707","185834"," ","602727"
"measureResultList.48"," ","2184","충청남도 아산시 탕정면 만전당길 30"," ","2016","코닝정밀소재㈜ 2단지"," ","170708"," "," ","136969"
"measureResultList.49"," ","14","충청남도 천안시 서북구 성거읍 남산3길 58-24","1646","2016","대원그린에너지 주식회사","151","170709","1382"," ","13353"
"measureResultList.50"," ","225","충청남도 천안시 서북구 성거읍 망향로 903-19","432","2016","㈜그린환경기술","156","170710","4635"," ","10966"
"measureResultList.51"," ","1604","충청남도 천안시 서북구 백석공단1로 97-45 (백석동)"," ","2016","천안시 환경에너지사업소","3662","170045","2625"," ","61804"
"measureResultList.52"," "," ","충청남도 서산시 대산읍 대죽2로 15"," ","2016","㈜케이씨씨 대죽1공장"," ","170712"," "," ","40141"
"measureResultList.53"," ","912","충청남도 서산시 대산읍 독곶1로 82"," ","2016","롯데엠시시㈜"," ","170714","3149"," ","20307"
"measureResultList.54"," ","1596","충청남도 당진시 송악읍 부곡공단로 73","1930","2016","충청환경에너지㈜","702","170715","6715"," ","33204"
"measureResultList.55"," ","509942","충청남도 당진시 송악읍 북부산업로 1480","12695421","2016","현대제철㈜","281","170717"," "," ","10271075"
"measureResultList.56"," ","4925","충청남도 아산시 실옥로 156 (실옥동)"," ","2016","㈜금비"," ","170038"," "," ","97226"
"measureResultList.57"," ","453183","충청남도 보령시 오천면 오천해안로 89-37","11391885","2016","한국중부발전㈜보령발전본부"," ","170030"," "," ","16788438"
"year","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016"
"brtcCode","11","11","11","11","11","11","11","11","11","11","11"
