"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," "," ","울산광역시 울주군 온산읍 이진로 71"," ","2019","제이엠씨","20","130149"," "," "," "
"measureResultList.2"," ","7607","울산광역시 남구 용잠로 623 (남화동)","29599","2019","동서발전 울산화력"," ","130158"," "," ","1662840"
"measureResultList.3"," "," ","울산광역시 남구 상개로 141 (상개동)"," ","2019","한화솔루션㈜울산1","15","130159"," "," "," "
"measureResultList.4"," "," ","울산광역시 남구 처용로 260-158 (부곡동)"," ","2019","대한유화㈜울산공장"," ","130123"," "," ","11617"
"measureResultList.5"," ","2036","울산광역시 남구 처용로 524 (성암동)"," ","2019","울산시소각장","3458","130166","1871"," ","64060"
"measureResultList.6"," ","7080","울산광역시 남구 용잠로 328 (용잠동)","12205","2019","코엔텍","456","130167","6831"," ","165020"
"measureResultList.7"," ","1244","울산광역시 남구 용잠로 339 (용잠동)","4633","2019","NC울산㈜","782","130169","4191"," ","24381"
"measureResultList.8"," ","1663","울산광역시 울주군 온산읍 온산로 219-3"," ","2019","범우","916","130171","8878"," ","35830"
"measureResultList.9"," ","3408","울산광역시 울주군 온산읍 온산로 134","2575","2019","대한유화(주) 온산공장"," ","130127"," "," ","67217"
"measureResultList.10"," ","6826","울산광역시 남구 용잠로 255"," ","2019","SK picglobal"," ","130145","11289"," ","174426"
"measureResultList.11"," "," ","울산광역시 남구 용연로 299 (황성동)"," ","2019","에스케이어드밴스드㈜"," ","130102"," "," ","29308"
"measureResultList.12"," ","2962","울산광역시 남구 여천로 228 (여천동)"," ","2019","㈜티에스케이이앤피","12794","130103","18464"," ","124473"
"measureResultList.13"," ","3864","울산광역시 남구 사평로 60 (부곡동)","375300","2019","한주"," ","130143"," "," ","400381"
"measureResultList.14"," "," ","울산광역시 울주군 온산읍 공단로 160"," ","2019","바스프 온산공장"," ","130182"," "," ","24433"
"measureResultList.15"," ","0","울산광역시 울주군 삼동면 암리3길 22"," ","2019","금풍에너지","0","130187","0"," ","0"
"measureResultList.16"," ","2796","울산광역시 남구 사평로 119"," ","2019","롯데케미칼㈜ 울산1공장"," ","130185"," "," "," "
"measureResultList.17"," "," ","울산광역시 울주군 온산읍 원봉로 55"," ","2019","코스모화학"," ","130188"," "," ","35689"
"measureResultList.18"," ","109153","울산광역시 남구 신여천로 2 (고사동)","1172474","2019","SK에너지"," ","130109","60594"," ","5258842"
"measureResultList.19"," ","572","울산광역시 남구 납도로 158 (여천동)"," ","2019","한국유에스지보랄"," ","130193"," "," ","11853"
"measureResultList.20"," ","10617","울산광역시 남구 신여천로 2"," ","2019","SK종합화학"," ","130110"," "," ","721841"
"measureResultList.21"," ","4718","울산광역시 울주군 온산읍 온산로 68","99169","2019","S-Oil㈜ 온산공장"," ","130140","8557"," ","2258965"
"measureResultList.22"," ","882","울산광역시 남구 처용로 524 (성암동)","3001","2019","울산하수슬러지처리시설","102","130196","1373"," ","10547"
"measureResultList.23"," "," ","울산광역시 울주군 웅촌면 고연로 63-10"," ","2019","케이디금속","0","130197"," "," "," "
"measureResultList.24"," "," ","울산광역시 남구 여천로217번길 19","0","2019","롯데정밀화학","221","130138"," "," ","7941"
"measureResultList.25"," ","710","울산광역시 남구 매암로 14 (매암동)","1","2019","송원산업매암","106","130184","200"," ","11548"
"measureResultList.26"," ","1206","울산광역시 남구 장생포로 285 (매암동)"," ","2019","㈜동부에너지","209","130198","17462"," ","33234"
"measureResultList.27"," ","285","울산광역시 남구 용연로 184 (용연동)"," ","2019","롯데케미칼㈜ 울산2공장"," ","130186"," "," "," "
"measureResultList.28"," ","445","울산광역시 남구 사평로 32 (부곡동)"," ","2019","용산화학㈜"," ","130189","102"," ","2148"
"measureResultList.29"," ","867","울산광역시 남구 납도로 141 (여천동)"," ","2019","태원물산㈜울산공장"," ","130190"," "," ","16374"
"measureResultList.30"," "," ","울산광역시 남구 용연로50번길 9 (용연동)"," ","2019","덕산갈바텍","38","130191"," "," "," "
"measureResultList.31"," "," ","울산광역시 북구 공단길 48 (연암동)"," ","2019","덕산산업","127","130192"," "," "," "
"measureResultList.32"," ","13552","울산광역시 남구 사평로 108-70"," ","2019","동서석유화학(주)"," ","130129","3605"," ","178547"
"measureResultList.33"," ","670","울산광역시 남구 용연로179번길 18 (용연동)","2186","2019","㈜토탈","2604","130170","10295"," ","28923"
"measureResultList.34"," ","741","울산광역시 동구 방어진순환도로 140","502","2019","현대중공업소각설비","150","130175","4082"," ","20614"
"measureResultList.35"," "," ","울산광역시 울주군 온산읍 산남길 32"," ","2019","한화온산공장"," ","130177"," "," ","1615"
"measureResultList.36"," ","2394","울산광역시 남구 사평로 108-12 (부곡동)"," ","2019","카프로"," ","130154","2599","263","91079"
"measureResultList.37"," ","644","울산광역시 남구 장생포로 83 (여천동)","30","2019","송원산업","51","130178","198"," ","14096"
"measureResultList.38"," "," ","울산광역시 울주군 온산읍 산암로 148","424838","2019","엘에스니꼬 동제련㈜"," ","130104"," "," ","18002"
"measureResultList.39"," ","270","울산광역시 남구 장생포로 285 (매암동)"," ","2019","에너원미포지점","864","130106","20497"," ","57394"
"measureResultList.40","27"," ","울산광역시 남구 여천로163번길 22 (여천동)"," ","2019","조비"," ","130112"," ","148"," "
"measureResultList.41"," ","8914","울산광역시 남구 처용로 718 (황성동)","305435","2019","SK케미칼","6799","130107","3317"," ","304934"
"measureResultList.42"," ","517","울산광역시 울주군 온산읍 원산로 59","365","2019","유니큰온산공장","330","130111","17498"," ","41562"
"measureResultList.43","0","920","울산광역시 울주군 온산읍 당월로 322"," ","2019","KG케미칼"," ","130115"," ","29"," "
"measureResultList.44"," ","16556","울산광역시 울주군 온산읍 이진로 139","1457637","2019","고려아연"," ","130117"," "," ","359922"
"measureResultList.45","734","785","울산광역시 남구 납도로 156 (매암동)","215819","2019","팜한농"," ","130128"," ","2625","33767"
"measureResultList.46"," "," ","울산광역시 남구 처용로487번길 66"," ","2019","효성화학㈜ 용연1공장"," ","130131"," "," ","97292"
"measureResultList.47"," ","9613","울산광역시 울주군 온산읍 우봉강양로 3-36"," ","2019","무림P&P㈜"," ","130134"," "," ","403489"
"measureResultList.48"," "," ","울산광역시 남구 장생포로 247 (매암동)","3","2019","미원화학"," ","130135"," "," "," "
"measureResultList.49"," "," ","울산광역시 남구 장생포로 373"," ","2019","코스포영남파워"," ","130601"," "," ","181859"
"measureResultList.50"," ","1282","울산광역시 남구 장생포고래로29번길 7"," ","2019","케이알에너지㈜","9491","130105","1321"," ","82595"
"year","2019","2019","2019","2019","2019","2019","2019","2019","2019","2019","2019"
"brtcCode","7","7","7","7","7","7","7","7","7","7","7"
