"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","6371","부산광역시 사하구 을숙도대로 760 (구평동)"," ","2018","와이케이스틸"," ","130205"," "," "," "
"measureResultList.2"," ","986","부산광역시 사하구 하신번영로 69 (신평동)"," ","2018","대한제강"," ","130206"," "," "," "
"measureResultList.3"," ","17567","부산광역시 사하구 신산로13번길 33 (신평동)","245512","2018","부산패션칼라산업"," ","130207"," "," ","203605"
"measureResultList.4"," ","3449","부산광역시 사하구 강변대로 20 (신평동)","3483","2018","에너지네트웍","1655","130208","8433"," ","62478"
"measureResultList.5"," "," ","부산광역시 사하구 감천항로 7"," ","2018","남부발전 부산발전본부"," ","130209"," "," ","1383235"
"measureResultList.6"," ","2280","부산광역시 강서구 생곡산단로52번길 32 (생곡동)"," ","2018","부산이앤이","15034","130222","2790"," ","97445"
"measureResultList.7"," ","80","부산광역시 기장군 정관읍 양수길 55-52"," ","2018","NC메디","14","130216","328"," ","2539"
"measureResultList.8"," ","1428","부산광역시 강서구 명지오션시티13로 12-11 (명지동)","1208","2018","부산환경공단 명지자원에너지센터","46","130211","4994"," ","31894"
"measureResultList.9"," ","0","부산광역시 기장군 정관읍 산단로 632-36","0","2018","정관지구소각장","0","130221","0"," ","0"
"measureResultList.10"," ","677","부산광역시 해운대구 해운대로 898 (좌동)","1179","2018","해운대자원에너지센터","973","130201","4462"," ","18403"
"measureResultList.11"," "," ","부산광역시 사하구 다산로 240 (장림동)"," ","2018","태양금속","82","130218"," "," "," "
"measureResultList.12"," ","3180","부산광역시 사하구 을숙도대로 525 (신평동)","2878","2018","한국주철관공업"," ","130214"," "," ","7421"
"measureResultList.13"," ","3893","부산광역시 강서구 녹산산업북로 333 (송정동)"," ","2018","대한제강㈜녹산공장"," ","130220"," "," "," "
"measureResultList.14"," ","101","부산광역시 사하구 감천항로291번길 80 (구평동)","538","2018","에이치엘비에너지주식회사","145","130212","2344"," ","7883"
"measureResultList.15"," "," ","부산광역시 강서구 녹산산업중로 333 (송정동)"," ","2018","삼성전기㈜부산공장","154","130215"," "," "," "
"measureResultList.16"," "," ","부산광역시 남구 신선로 102 (감만동)"," ","2018","동국제강㈜부산공장","295","130217"," "," "," "
"measureResultList.17"," ","145","부산광역시 강서구 화전산단1로63번길 10"," ","2018","성림에너지㈜","3041","130224","29286"," ","33321"
"measureResultList.18"," ","4484","부산광역시 강서구 화전산단1로 15"," ","2018","(주)태웅 제강사업부"," ","130223"," "," "," "
"year","2018","2018","2018","2018","2018","2018","2018","2018","2018","2018","2018"
"brtcCode","2","2","2","2","2","2","2","2","2","2","2"
