"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","0","세종특별자치시  연기면 세종로 1858-25"," ","2019","남한제지㈜조치원"," ","170053"," "," ","0"
"measureResultList.2"," ","627","세종특별자치시  전의면 소정구길 40"," ","2019","㈜케이씨씨세종공장"," ","170054"," "," ","22578"
"measureResultList.3"," ","1063","세종특별자치시  조치원읍 번암공단1길 16"," ","2019","㈜쌍용씨앤비","40","170729","35550"," ","51191"
"measureResultList.4"," ","500","세종특별자치시  장군면 장기로 836-11","6339","2019","세종그린파워㈜","5972","170737","9636"," ","48597"
"measureResultList.5"," "," ","세종특별자치시  금송로 625 (가람동)"," ","2019","한국중부발전㈜세종발전본부"," ","170301"," "," ","218005"
"measureResultList.6"," ","876","세종특별자치시  전동면 솔티로 341","4142","2019","주식회사 이에스지세종","57","170064","2358"," ","7027"
"measureResultList.7"," ","40","세종특별자치시  전동면 심동로 354"," ","2019","세종특별자치시 생활폐기물종합처리시설","346","170716","7736"," ","8148"
"measureResultList.8"," ","2286","세종특별자치시  부강면 부강금호로 497","832","2019","아세아제지㈜ 세종공장","404","170009","12235"," ","122373"
"year","2019","2019","2019","2019","2019","2019","2019","2019","2019","2019","2019"
"brtcCode","17","17","17","17","17","17","17","17","17","17","17"
