"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","729","경기도 용인시 처인구 남사면 천덕산로428번길 22","225","2017","㈜스테리싸이클코리아","1639","150137","2008"," ","40108"
"measureResultList.2"," ","27578","경기도 안산시 단원구 해안로 404 (초지동)","405962","2017","㈜지에스이앤알"," ","150014"," "," ","724102"
"measureResultList.3"," "," ","경기도 파주시 문산읍 방촌로 1675-29"," ","2017","전기초자코리아㈜"," ","150612"," "," ","60663"
"measureResultList.4"," "," ","경기도 포천시 신북면 청신로1526번길 19"," ","2017","포천민자발전㈜"," ","150721"," "," ","209445"
"measureResultList.5"," ","237","경기도 용인시 수지구 만현로 15 (풍덕천동)"," ","2017","수지환경센터","687","150139","5149"," ","10803"
"measureResultList.6"," ","0","경기도 화성시 남양읍 매바위로 580-18","0","2017","㈜삼부환경","0","150155","0"," ","0"
"measureResultList.7"," ","800","경기도 이천시 호법면 중부대로798번길 128"," ","2017","동부권광역자원회수시설","310","150184","2696"," ","33535"
"measureResultList.8"," "," ","경기도 안산시 단원구 엠티브이2로 14"," ","2017","㈜에스파워"," ","150609"," "," ","427114"
"measureResultList.9"," ","37043","경기도 여주시 가남읍 여주남로 541","1402318","2017","㈜케이씨씨글라스 여주공장"," ","150104"," "," ","1789505"
"measureResultList.10"," "," ","경기도 수원시 영통구 매영로 150"," ","2017","삼성전기㈜"," ","150674"," "," ","4910"
"measureResultList.11"," "," ","경기도 포천시 창수면 포천로2797번길 17"," ","2017","포천파워㈜"," ","150620"," "," ","480305"
"measureResultList.12"," ","1005","경기도 동두천시 강변로690번길 51 (동두천동)"," ","2017","대재에너지㈜","58","150317","22074"," ","59565"
"measureResultList.13"," ","486","경기도 의정부시 장곡로 147"," ","2017","의정부시생활폐기물소각시설","679","150080","5131"," ","18232"
"measureResultList.14"," ","61","경기도 고양시 덕양구 대덕로 426 (현천동)","93","2017","서울특별시 난지물재생센터","7","150105","907"," ","2176"
"measureResultList.15"," ","385","경기도 동두천시 삼육사로652번길 60 (상패동)","48","2017","청송산업개발㈜","109","150158","6981"," ","13603"
"measureResultList.16"," ","527","경기도 김포시 김포한강4로 419-37 (마산동)"," ","2017","김포시 자원화센터","215","150582","16956"," ","13794"
"measureResultList.17"," ","0","경기도 성남시 분당구 분당로 368","0","2017","한국지역난방공사 분당지사"," ","150062"," "," ","0"
"measureResultList.18"," ","297","경기도 이천시 부발읍 중부대로1707번길 13","40452","2017","㈜금비"," ","150117"," "," ","33939"
"measureResultList.19"," "," ","경기도 이천시 마장면 중부대로 137"," ","2017","인그리디언코리아(유) 이천공장"," ","150270"," "," ","40641"
"measureResultList.20"," "," ","경기도 고양시 덕양구  대덕로 426(현천동)"," ","2017","한국지역난방공사 중앙지사(난지)"," ","150626"," "," ","4482"
"measureResultList.21"," "," ","경기도 포천시 신북면 신창길 34-1"," ","2017","㈜이원브이엘"," ","150724"," "," ","7436"
"measureResultList.22"," "," ","경기도 안성시 공단로 28"," ","2017","㈜농심"," ","150736"," "," ","6813"
"measureResultList.23"," "," ","경기도 파주시 청석로 380"," ","2017","한국지역난방공사 파주지사"," ","150312"," "," ","304390"
"measureResultList.24"," "," ","경기도 고양시 덕양구 동축로 16"," ","2017","한국지역난방공사 삼송지사"," ","150577"," "," ","10540"
"measureResultList.25"," ","392","경기도 남양주시 덕송3로 76 (별내동)"," ","2017","남양주별내클린센터","18","150576","1235"," ","3032"
"measureResultList.26"," "," ","경기도 평택시 오성면 서동대로 2427-177"," ","2017","평택에너지서비스㈜오성복합화력발전소"," ","150602"," "," ","382498"
"measureResultList.27"," "," ","경기도 안산시 상록구 용담로 141 (팔곡이동)"," ","2017","씨제이제일제당㈜ 안산공장"," ","150125"," "," ","27544"
