"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","350211","경상남도 하동군 금성면 경제산업로 509","7708044","2018","남부발전 하동발전"," ","130401"," "," ","6876258"
"measureResultList.2"," ","525","경상남도 양산시 상북면 효충2길 13","39716","2018","페트로코너지"," ","130462"," "," ","38910"
"measureResultList.3"," ","1011","경상남도 창원시 의창구 남면로113번길 27 (대원동)","3666","2018","창원에너텍","364","130412","11761"," ","65418"
"measureResultList.4"," ","2719","경상남도 함안군 칠서면 공단서3길 62","2256","2018","월산페이퍼마산공장","9933","130416","43316"," ","112381"
"measureResultList.5"," ","961","경상남도 김해시 부곡로 35"," ","2018","김해시 자원순환시설","1406","130402","1005"," ","26534"
"measureResultList.6"," ","374085","경상남도 고성군 하이면 하이로 1","9963059","2018","남동발전 삼천포발전본부"," ","130403"," "," ","9594598"
"measureResultList.7"," ","1142","경상남도 창원시 성산구 창곡로108번길 20 (신촌동)"," ","2018","성산자원회수시설","3507","130404","4173"," ","43960"
"measureResultList.8"," ","5444","경상남도 창원시 성산구 공단로103번길 12 (신촌동)"," ","2018","한국철강㈜"," ","130405"," "," "," "
"measureResultList.9"," ","1782","경상남도 진주시 남강로1317번길 24 (상대동)","43700","2018","무림파워텍"," ","130406"," "," ","143585"
"measureResultList.10"," ","14923","경상남도 창원시 성산구 두산볼보로 22"," ","2018","두산중공업"," ","130408"," "," "," "
"measureResultList.11"," ","12419","경상남도 창원시 성산구 적현로 147 (신촌동)"," ","2018","세아창원특수강"," ","130409"," "," "," "
"measureResultList.12"," ","484","경상남도 양산시 웅상대로 1564 (용당동)","590","2018","한창제지","297","130410","454"," ","6783"
"measureResultList.13"," "," ","경상남도 양산시 양산대로 1034 (북정동)"," ","2018","금오산업","8","130434"," "," "," "
"measureResultList.14"," "," ","경상남도 김해시 김해대로2553번길 36 (어방동)"," ","2018","은성도금","62","130435"," "," "," "
"measureResultList.15"," "," ","경상남도 김해시 김해대로2596번길 137 (지내동)"," ","2018","금호도금공업","21","130436"," "," "," "
"measureResultList.16"," "," ","경상남도 김해시 김해대로2553번길 42 (어방동)"," ","2018","성광금속","55","130437"," "," "," "
"measureResultList.17"," "," ","경상남도 양산시 산막공단북4길 13 (산막동)"," ","2018","대호피앤씨","56","130438"," "," "," "
"measureResultList.18"," ","791","경상남도 함안군 칠원읍 야촌강변길 109","10","2018","삼정펄프㈜함안","4","130440","4543"," ","11734"
"measureResultList.19"," "," ","경상남도 양산시 상북면 양산대로 1314"," ","2018","고려제강㈜양산공장","157","130447"," "," "," "
"measureResultList.20"," "," ","경상남도 김해시 유하로133번길 25-3 (유하동)"," ","2018","세현TECH","175","130448"," "," "," "
"measureResultList.21"," "," ","경상남도 김해시 유하로 201 (유하동)"," ","2018","SNC","39","130449"," "," "," "
"measureResultList.22"," ","2538","경상남도 창원시 마산회원구 자유무역6길 103","809","2018","KC환경서비스㈜창원사업부","2052","130413","6576"," ","37218"
"measureResultList.23"," ","9","경상남도 함안군 군북면 장백로 228"," ","2018","한국주강(군북)"," ","130425"," "," "," "
"measureResultList.24"," "," ","경상남도 김해시 주촌면 서부로1637번길 337"," ","2018","코리아갈바","53","130450"," "," "," "
"measureResultList.25"," ","170","경상남도 김해시 화목로 334","5","2018","김해시 하수슬러지 자원화 처리시설","4","130452","913"," ","314"
"measureResultList.26"," "," ","경상남도 양산시 어실로 1 (유산동)"," ","2018","고려제강㈜유산공장","155","130439"," "," "," "
"measureResultList.27"," ","30","경상남도 창원시 마산합포구 가포로 739 (덕동동)","1357","2018","창원시하수도사업소","253","130453","955"," ","5482"
"measureResultList.28"," ","0","경상남도 창원시 진해구 진해대로1114번길 91 (행암동)"," ","2018","고명물산"," ","130443"," "," "," "
"measureResultList.29"," ","266","경상남도 거제시 장평3로 80","2","2018","삼성중공업㈜거제","4","130424","222"," ","4968"
"measureResultList.30"," ","54","경상남도 고성군 삼산면 대독산업로 7"," ","2018","고성군소각장","370","130430","3189"," ","3732"
"measureResultList.31"," ","1031","경상남도 함안군 칠서면 공단동길 98"," ","2018","한국특수형강"," ","130454"," "," "," "
"measureResultList.32"," ","1031","경상남도 창원시 마산합포구 진동면 공원묘원로 91","1269","2018","마산자원회수시설","998","130455","3635"," ","25858"
"measureResultList.33"," ","21","경상남도 함안군 가야읍 함마대로 1258","1860","2018","함안군폐기물처리장","82","130456","13484"," ","5140"
"measureResultList.34"," ","205","경상남도 함안군 법수면 장백로 585"," ","2018","한국주강(법수)"," ","130458"," "," "," "
"measureResultList.35"," ","113","경상남도 창녕군 장마면 창녕장마로 337-134"," ","2018","창녕군소각장","420","130459","1226"," ","5644"
"measureResultList.36"," ","147","경상남도 김해시 주촌면 서부로1541번안길 79"," ","2018","대방스페샬스틸"," ","130429"," "," "," "
"measureResultList.37"," ","899","경상남도 거제시 연초면 한내8길 95","928","2018","거제시자원순환시설","2624","130460","3877"," ","30983"
"measureResultList.38"," ","139","경상남도 사천시 환경길 71 (사등동)","1608","2018","사천시자원회수센터","10","130461","590"," ","3240"
"measureResultList.39"," ","1776","경상남도 의령군 의령읍 구룡로1길 39","7872","2018","태림페이퍼㈜의령공장","3717","130417","9292"," ","30343"
"measureResultList.40"," ","2198","경상남도 진주시 도동로 58 (상평동)"," ","2018","하이트진로산업㈜진주공장"," ","130407"," "," ","54379"
"measureResultList.41"," ","1089","경상남도 진주시 남강로 1303 (상평동)","18392","2018","동일팩키지㈜진주공장","766","130432","39751"," ","34799"
"measureResultList.42"," ","52","경상남도 거창군 거창읍 심소정길 139-14"," ","2018","거창군소각장","28","130444","4223"," ","4406"
"measureResultList.43"," "," ","경상남도 거제시 연초면 오비4길 54"," ","2018","삼녹","229","130445"," "," "," "
"measureResultList.44"," ","544","경상남도 양산시 동면 강변로 264","1469","2018","양산시자원회수시설","3214","130446","2895"," ","21634"
"measureResultList.45"," ","8757","경상남도 함안군 군북면 장백로 394"," ","2018","한국제강"," ","130415"," "," "," "
"measureResultList.46"," ","554","경상남도 양산시 산막공단북5길 29 (산막동)","1944","2018","NC양산㈜","93","130418","2085"," ","14697"
"measureResultList.47"," ","320","경상남도 창원시 진해구 천자로 105-1 (덕산동)","25","2018","진해자원회수시설","58","130419","912"," ","5445"
"measureResultList.48"," ","700","경상남도 창원시 의창구 반계로 40 (팔용동)","1935","2018","동서식품창원공장","38","130420","5229"," ","15318"
"measureResultList.49"," ","130","경상남도 밀양시 무안면 백안1안길 8-6"," ","2018","밀양시소각장","236","130421","386"," ","6904"
"measureResultList.50"," ","438","경상남도 통영시 평인일주로 1074-54 (명정동)"," ","2018","통영시소각장","985","130422","1344"," ","8860"
"measureResultList.51"," ","0","경상남도 양산시 소주공단로 10 (주남동)","0","2018","마노플랜","0","130423","0"," ","0"
"measureResultList.52"," ","464","경상남도 양산시 주남로 50 (주남동)"," ","2018","㈜세창","980","130428","2470"," ","15374"
"measureResultList.53"," ","64","경상남도 진주시 남강로1367번길 36 (상대동)","2269","2018","남강제지㈜","141","130431","8811"," ","13722"
"measureResultList.54"," ","72","경상남도 진주시 공단로 237 (상평동)"," ","2018","㈜경서","52","130433","2039"," ","3070"
"year","2018","2018","2018","2018","2018","2018","2018","2018","2018","2018","2018"
"brtcCode","15","15","15","15","15","15","15","15","15","15","15"
