"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"measureResultList.42"," ","9518","울산광역시 남구 처용로 718 (황성동)","257639","2016","SK케미칼","1269","130107","4252"," ","307949"
"measureResultList.43"," ","985","울산광역시 울주군 온산읍 원산로 59","2100","2016","유니큰온산공장","921","130111","21084"," ","33934"
"measureResultList.44","0","1005","울산광역시 울주군 온산읍 당월로 322"," ","2016","KG케미칼"," ","130115"," ","49"," "
"measureResultList.45"," ","9584","울산광역시 울주군 온산읍 이진로 139","1393497","2016","고려아연"," ","130117"," "," ","89291"
"measureResultList.46","7","1968","울산광역시 남구 납도로 156 (매암동)","50766","2016","팜한농"," ","130128"," ","201","13343"
"measureResultList.47"," "," ","울산광역시 남구 처용로487번길 66"," ","2016","효성화학㈜ 용연1공장"," ","130131"," "," ","83315"
"measureResultList.48"," ","15994","울산광역시 울주군 온산읍 우봉강양로 3-36"," ","2016","무림P&P㈜"," ","130134"," "," ","540176"
"measureResultList.49"," "," ","울산광역시 남구 장생포로 247 (매암동)","728","2016","미원화학"," ","130135"," "," "," "
"year","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016"
"brtcCode","7","7","7","7","7","7","7","7","7","7","7"
