"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","12852","부산광역시 사하구 을숙도대로 760 (구평동)"," ","2017","와이케이스틸"," ","130205"," "," "," "
"measureResultList.2"," ","5353","부산광역시 사하구 하신번영로 69 (신평동)"," ","2017","대한제강"," ","130206"," "," "," "
"measureResultList.3"," ","16466","부산광역시 사하구 신산로13번길 33 (신평동)","271733","2017","부산패션칼라산업"," ","130207"," "," ","212077"
"measureResultList.4"," ","5572","부산광역시 사하구 강변대로 20 (신평동)","3310","2017","에너지네트웍","2218","130208","15551"," ","53070"
"measureResultList.5"," "," ","부산광역시 사하구 감천항로 7"," ","2017","남부발전 부산발전본부"," ","130209"," "," ","922722"
"measureResultList.6"," ","2234","부산광역시 강서구 생곡산단로52번길 32 (생곡동)"," ","2017","부산이앤이","18867","130222","3275"," ","100144"
"measureResultList.7"," ","48","부산광역시 기장군 정관읍 양수길 55-52"," ","2017","NC메디","46","130216","380"," ","1969"
"measureResultList.8"," ","2513","부산광역시 강서구 명지오션시티13로 12-11 (명지동)","2149","2017","부산환경공단 명지자원에너지센터","339","130211","2703"," ","34255"
"measureResultList.9"," ","0","부산광역시 기장군 정관읍 산단로 632-36","0","2017","정관지구소각장","0","130221","0"," ","0"
"measureResultList.10"," ","754","부산광역시 해운대구 해운대로 898 (좌동)","2385","2017","해운대자원에너지센터","362","130201","5392"," ","18736"
"measureResultList.11"," "," ","부산광역시 사하구 다산로 240 (장림동)"," ","2017","태양금속","411","130218"," "," "," "
"measureResultList.12"," ","2197","부산광역시 사하구 을숙도대로 525 (신평동)","7246","2017","한국주철관공업"," ","130214"," "," ","9818"
"measureResultList.13"," ","5557","부산광역시 강서구 녹산산업북로 333 (송정동)"," ","2017","대한제강㈜녹산공장"," ","130220"," "," "," "
"measureResultList.14"," ","51","부산광역시 사하구 감천항로291번길 80 (구평동)","90","2017","에이치엘비에너지주식회사","115","130212","2533"," ","3491"
"measureResultList.15"," "," ","부산광역시 강서구 녹산산업중로 333 (송정동)"," ","2017","삼성전기㈜부산공장","305","130215"," "," "," "
"measureResultList.16"," "," ","부산광역시 남구 신선로 102 (감만동)"," ","2017","동국제강㈜부산공장","427","130217"," "," "," "
"measureResultList.17"," ","0","부산광역시 강서구 화전산단1로63번길 10"," ","2017","성림에너지㈜","0","130224","0"," ","0"
"measureResultList.18"," ","5730","부산광역시 강서구 화전산단1로 15"," ","2017","(주)태웅 제강사업부"," ","130223"," "," "," "
"year","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017"
"brtcCode","2","2","2","2","2","2","2","2","2","2","2"
