"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," "," ","인천광역시 서구 거월로 61 (백석동)","75814","2015","에코에너지㈜"," ","150156"," "," ","77178"
"measureResultList.2"," ","293","인천광역시 남동구 남동서로316번길 41 (남촌동)","3544","2015","㈜이알지서비스","1235","150133","4109"," ","29476"
"measureResultList.3"," "," ","인천광역시 서구 가석로 6","28087","2015","코스모화학㈜"," ","150299"," "," ","47621"
"measureResultList.4"," "," ","인천광역시 서구 거월로 61"," ","2015","수도권매립지관리공사"," ","150596"," "," ","26037"
"measureResultList.5"," ","545","인천광역시 남동구 앵고개로654번길 99","267","2015","㈜그린스코","485","150001","2399"," ","10672"
"measureResultList.6"," ","2731","인천광역시 서구 건지로153번길 54 (석남동)","1857","2015","㈜케이비아이텍","1585","150044","24126"," ","42814"
"measureResultList.7"," "," ","인천광역시 중구 월미로 96"," ","2015","선창산업㈜ MDF공장"," ","150224"," "," ","27140"
"measureResultList.8"," ","274","인천광역시 서구 중봉대로386번길 9 (원창동)","140","2015","㈜에이티에너지","1777","150132","25150"," ","12875"
"measureResultList.9"," ","1745","인천광역시 서구 가정로97번길 28","15","2015","동화기업㈜","226","150222","19235"," ","79958"
"measureResultList.10"," ","2137","인천광역시 남구 송림로307번길 132 (도화동)","12775","2015","이건에너지㈜","368","150003","27721"," ","168440"
"measureResultList.11"," ","91","인천광역시 부평구 새벌로 55 (청천동)"," ","2015","동서식품㈜","752","150295","3085"," ","19010"
"measureResultList.12"," "," ","인천광역시 부평구 부평대로 233"," ","2015","한국지엠㈜"," ","150296"," "," ","39622"
"measureResultList.13"," "," ","인천광역시 서구 봉수대로 212"," ","2015","㈜포레스코"," ","150297"," "," ","13221"
"measureResultList.14"," ","7912","인천광역시 서구 봉수대로 415 (원창동)","332622","2015","SK인천석유화학㈜"," ","150043"," "," ","813266"
"measureResultList.15"," "," ","인천광역시 남동구 논현고잔로 173 (고잔동)"," ","2015","㈜미래엔인천에너지"," ","150171"," "," ","1297"
"measureResultList.16"," ","143","인천광역시 부평구 백범로 584","23363","2015","인그리디언코리아(유) 부평공장"," ","150041"," "," ","37222"
"measureResultList.17"," "," ","인천광역시 서구 백범로 789 (가좌동)"," ","2015","케이지동부제철㈜인천공장","0","150170"," "," "," "
"measureResultList.18"," "," ","인천광역시 연수구 아카데미로51번길 37"," ","2015","인천종합에너지㈜"," ","150319"," "," ","77708"
"measureResultList.19"," ","1659","인천광역시 중구 서해대로140번길 49"," ","2015","㈜씨디에스인천에너지","30","150584","6279"," ","35992"
"measureResultList.20"," "," ","인천광역시 서구 중봉대로405번길 314 (원창동)"," ","2015","포스코에너지㈜"," ","150045"," "," ","753772"
"measureResultList.21"," "," ","인천광역시 서구 중봉대로405번길 411"," ","2015","한국중부발전㈜ 인천발전본부"," ","150047"," "," ","793214"
"measureResultList.22"," ","2000","인천광역시 서구 사렴로65번길 24","247","2015","경인환경에너지㈜","689","150002","5611"," ","31432"
"measureResultList.23"," "," ","인천광역시 중구 월미로 116 (북성동1가)"," ","2015","대한제당"," ","150034"," "," ","27567"
