"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","152","강원도 홍천군 홍천읍 느리울길 164","557","2015","홍천군폐기물처리시설","871","170111","137"," ","7145"
"measureResultList.2"," ","413","강원도 속초시 방축길 56 (대포동)","786","2015","속초시폐기물처리시설","336","170113","4469"," ","11363"
"measureResultList.3"," ","203692","강원도 강릉시 옥계면 산계길 225"," ","2015","한라시멘트㈜(구.라파즈한라(옥계)","208","170090"," "," ","8389494"
"measureResultList.4"," ","39575","강원도 동해시 숫골길 17 (용정동)"," ","2015","DB메탈㈜ 동해공장"," ","170093"," "," "," "
"measureResultList.5"," ","425261","강원도 동해시 효자로 246 (삼화동)"," ","2015","쌍용양회공업㈜동해공장","5986","170095"," "," ","14037735"
"measureResultList.6"," ","150586","강원도 삼척시 동양길 20 (사직동)"," ","2015","㈜삼표시멘트 삼척공장(구.동양시멘트 삼척공장)","5729","170096"," "," ","11421559"
"measureResultList.7"," ","97739","강원도 영월군 한반도면 쌍용로 89"," ","2015","쌍용양회공업㈜영월공장","319","170099"," "," ","4678389"
"measureResultList.8"," ","4150","강원도 정선군 신동읍 예미2길 26-17"," ","2015","태경산업㈜예미공장"," ","170103"," "," "," "
"measureResultList.9"," ","94","강원도 고성군 죽왕면 짱고개길 253"," ","2015","고성군농어촌폐기물종합처리시설","10","170105","1503"," ","3447"
"measureResultList.10"," ","6","강원도 횡성군 횡성읍 학오로 89"," ","2015","횡성군폐기물처리시설","34","170098","307"," ","2209"
"measureResultList.11"," ","939","강원도 춘천시 신동면 한치로 681","2279","2015","춘천도시형폐기물종합처리시설","196","170114","597"," ","25456"
"measureResultList.12"," ","251","강원도 태백시 용정길 239 (통동)","2536","2015","태백시폐기물소각시설","770","170115","696"," ","11057"
"measureResultList.13"," ","40","강원도 원주시 지정면 신평로 2"," ","2015","한국중부발전㈜ 원주그린열병합발전소","626","170116","730"," ","4953"
"measureResultList.14"," ","29596","강원도 동해시 공단9로 145 (구호동)","1556581","2015","한국동서발전㈜ 동해바이오화력본부","1444","170094","14319"," ","671094"
"measureResultList.15"," "," ","강원도 영월군 영월읍 중앙로 411"," ","2015","한국남부발전㈜ 영월발전본부"," ","170110"," "," ","397919"
"measureResultList.16"," ","42","강원도 인제군 북면 금강로 221"," ","2015","인제군 생활폐기물 소각시설","8","170107","178"," ","2717"
"measureResultList.17"," ","66","강원도 화천군 하남면 영서로 5799-132"," ","2015","화천군환경관리사업소","7","170104","865"," ","4325"
"measureResultList.18"," ","373","강원도 양양군 양양읍 되넘이길 80"," ","2015","양양군생활폐기물소각시설","279","170109","3791"," ","5100"
"measureResultList.19"," ","33790","강원도 영월군 한반도면 화랏길 57"," ","2015","한일현대시멘트㈜영월공장","138","170100"," "," ","6819874"
"measureResultList.20"," ","40991","강원도 강릉시 강동면 염전길 99","330788","2015","한국남동발전㈜ 영동에코발전본부"," ","170091"," "," ","2696061"
"year","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"brtcCode","9","9","9","9","9","9","9","9","9","9","9"
