"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","13496","경상북도 구미시 1공단로6길 54","229855","2015","지에스이앤알"," ","130501"," "," ","866305"
"measureResultList.2"," ","7110","경상북도 김천시 공단4길 118-10 (응명동)","225013","2015","김천에너지서비스"," ","130560"," "," ","251054"
"measureResultList.3"," ","3108","경상북도 포항시 남구 오천읍 광명산단로 61"," ","2015","㈜심팩인더스트리 고순도 FeSi공장"," ","130561"," "," "," "
"measureResultList.4"," ","4732","경상북도 경주시 천북면 천북산단로 265-15","2714","2015","베페사징크코리아㈜"," ","130562"," "," ","6728"
"measureResultList.5"," "," ","경상북도 포항시 남구 동해안로 6262 (동촌동)"," ","2015","포스코에너지포항발전소"," ","130563"," "," ","347669"
"measureResultList.6"," ","51","경상북도 포항시 북구 흥해읍 영일만산단남로75번길 41","1650","2015","이비덴그라파이트㈜"," ","130564"," "," ","278"
"measureResultList.7"," "," ","경상북도 안동시 풍산읍 산업단지1길 38"," ","2015","남부발전안동발전본부"," ","130566"," "," ","146083"
"measureResultList.8"," ","172","경상북도 경산시 용성면 설총로 154-180","1822","2015","경산시 자원회수시설","66","130568","784"," ","7758"
"measureResultList.9","0","632","경상북도 포항시 남구 대송로253번길 63 (괴동동)"," ","2015","㈜한국협화"," ","130531"," ","46"," "
"measureResultList.10"," ","222580","경상북도 포항시 남구 동해안로 6261 (괴동동)","2575875","2015","㈜포스코 포항제철소","1434","130502","1079"," ","10446822"
"measureResultList.11"," ","6415","경상북도 포항시 남구 대송면 철강산단로 195"," ","2015","동국제강㈜포항공장"," ","130511"," "," "," "
"measureResultList.12"," "," ","경상북도 포항시 남구 대송로 111 (장흥동)"," ","2015","동일산업포항2공장","579","130543"," "," "," "
"measureResultList.13"," ","7304","경상북도 포항시 남구 신항로 110 (청림동)"," ","2015","㈜포스코케미칼"," ","130542"," "," ","134701"
"measureResultList.14"," "," ","경상북도 포항시 남구 괴동로 57 (장흥동)"," ","2015","동국산업","140","130544"," "," "," "
"measureResultList.15"," "," ","경상북도 포항시 남구 대송로 151 (괴동동)"," ","2015","현대종합특수강㈜포항1공장","877","130545"," "," "," "
"measureResultList.16"," ","4","경상북도 칠곡군 왜관읍 강변대로 888","8","2015","칠곡군소각장","1","130534","71"," ","224"
"measureResultList.17"," ","2175","경상북도 포항시 남구 철강로314번길 36 (장흥동)"," ","2015","현대제철㈜포항2공장"," ","130515"," "," "," "
"measureResultList.18"," ","202","경상북도 문경시 배실안길 94 (공평동)"," ","2015","문경시소각장","1773","130553","2307"," ","13754"
"measureResultList.19"," ","45","경상북도 성주군 성주읍 삼산1길 266"," ","2015","성주군소각장","302","130554","751"," ","3085"
"measureResultList.20"," ","548","경상북도 칠곡군 왜관읍 공단로5길 60-1","446","2015","제일에너지","2090","130555","452"," ","33592"
"measureResultList.21"," ","188","경상북도 구미시 산동면 송백로 499"," ","2015","구미시 폐기물소각시설","3883","130556","1150"," ","30465"
"measureResultList.22"," "," ","경상북도 포항시 남구 청림서길 54 (청림동)"," ","2015","OCI㈜포항공장"," ","130557"," "," ","551759"
"measureResultList.23"," ","1033","경상북도 포항시 남구 대송면 철강로492번길 49","834","2015","네이처이앤티","196","130520","3272"," ","14734"
"measureResultList.24"," ","466","경상북도 경산시 진량읍 대구대로 355-26","275","2015","㈜이에스지경산","10","130558","640"," ","9298"
"measureResultList.25"," ","987","경상북도 경주시 경감로 466-246 (천군동)","4232","2015","경주시 자원회수시설","3222","130559","1215"," ","21068"
"measureResultList.26"," ","193","경상북도 김천시 공단1길 8 (대광동)","264","2015","김천시소각장","207","130548","894"," ","5140"
"measureResultList.27"," "," ","경상북도 봉화군 석포면 승부길 16"," ","2015","영풍석포제련소"," ","130549"," "," ","52832"
"measureResultList.28"," ","523","경상북도 고령군 다산면 다산산단로 54-58"," ","2015","아림환경","145","130550","3724"," ","8055"
"measureResultList.29"," ","16616","경상북도 포항시 남구 동해안로 6262"," ","2015","포스코케미칼포항화학"," ","130551"," "," ","438825"
"measureResultList.30"," ","17222","경상북도 포항시 남구 동해안로 6363 (송내동)"," ","2015","현대제철㈜포항1공장"," ","130514"," "," "," "
"measureResultList.31"," ","9277","경상북도 포항시 남구 괴동로 153 (괴동동)"," ","2015","SIMPAC 포항1공장"," ","130518"," "," "," "
"measureResultList.32"," ","10299","경상북도 포항시 남구 괴동로 112 (장흥동)"," ","2015","동일산업㈜"," ","130519"," "," "," "
"measureResultList.33"," ","2689","경상북도 김천시 공단3길 156 (응명동)","30417","2015","한국오웬스코닝"," ","130521"," "," ","60592"
"measureResultList.34"," ","1701","경상북도 칠곡군 약목면 교8길 83","483","2015","진영제지공업㈜","232","130523","3632"," ","27961"
"measureResultList.35"," ","293","경상북도 칠곡군 석적읍 3공단1로 62-6","792","2015","구미시설공단","11","130525","1845"," ","5455"
"measureResultList.36"," ","189","경상북도 경산시 진량읍 공단8로 198-17"," ","2015","경산시청","298","130526","814"," ","7536"
"measureResultList.37"," ","166","경상북도 상주시 영남제일로 1408-51","267","2015","상주시소각장","182","130527","154"," ","3209"
"measureResultList.38"," ","658","경상북도 구미시 3공단3로 46-79 (시미동)","972","2015","㈜케이비아이국인산업","939","130528","6642"," ","56905"
"measureResultList.39"," "," ","경상북도 포항시 남구 철강산단로 202 (장흥동)"," ","2015","㈜세기"," ","130530"," ","72"," "
"measureResultList.40"," ","295","경상북도 포항시 남구 대송면 송덕로 143"," ","2015","㈜유니온 포항공장"," ","130532"," "," ","27133"
"measureResultList.41"," ","580","경상북도 구미시 4공단로 44 (구포동)","34","2015","경북환경에너지㈜","947","130533","2335"," ","21245"
"measureResultList.42"," ","660","경상북도 영천시 도남공단3길 25 (도남동)","120","2015","㈜에스피환경","1851","130535","585"," ","25637"
"measureResultList.43"," ","1693","경상북도 경주시 안강읍 두류길 178-1","446","2015","㈜이에스지경주","139","130536","3081"," ","28141"
"measureResultList.44"," ","2627","경상북도 구미시 산동면 첨단기업로 178"," ","2015","에이지씨화인테크노한국㈜"," ","130538"," "," ","263188"
"measureResultList.45"," ","13","경상북도 의성군 단촌면 북부길 466-11","62","2015","동성환경산업","19","130540","488"," ","302"
"year","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"brtcCode","14","14","14","14","14","14","14","14","14","14","14"
