"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","30992","충청남도 서산시 대산읍 평신2로 182","1324422","2017","현대오일뱅크㈜"," ","170032","2146"," ","2405901"
"measureResultList.2"," ","1732","충청남도 천안시 서북구 입장면 망향로 1112-84"," ","2017","에스지씨솔루션(주) 천안유리공장"," ","170044"," "," ","74968"
"measureResultList.3"," ","655","충청남도 천안시 동남구 목천읍 학수소사길 142-42","1742","2017","㈜영흥산업환경","425","170047","11517"," ","44081"
"measureResultList.4"," ","390705","충청남도 당진시 석문면 교로길 30","6762511","2017","한국동서발전㈜ 당진화력본부"," ","170048"," "," ","8825111"
"measureResultList.5"," ","19448","충청남도 서천군 서면 서인로235번길 85","638004","2017","한국중부발전㈜서천화력발전처"," ","170050"," "," ","1003543"
"measureResultList.6"," ","1208","충청남도 서천군 장항읍 장산로 209"," ","2017","㈜풍농 장항공장"," ","170051"," ","154"," "
"measureResultList.7"," "," ","충청남도 아산시 배방읍 이순신대로 841"," ","2017","한국토지주택공사 아산에너지사업단"," ","170721"," "," ","119002"
"measureResultList.8"," ","7348","충청남도 논산시 성동면 산업단지로5길 70"," ","2017","삼광글라스㈜ 논산공장"," ","170722"," "," ","110365"
"measureResultList.9"," ","158","충청남도 천안시 동남구 수신면 발산길 250","222","2017","천안시 맑은물사업소","2","170723","1878"," ","4911"
"measureResultList.10"," "," ","충청남도 서산시 대산읍 평신2로 182"," ","2017","현대코스모㈜"," ","170725"," "," ","68466"
"measureResultList.11"," ","644979","충청남도 태안군 원북면 발전로 457","8722831","2017","한국서부발전㈜ 태안발전본부"," ","170056"," "," ","10973273"
"measureResultList.12"," ","450","충청남도 당진시 송악읍 부곡공단1길 70"," ","2017","생고뱅이소바코리아㈜"," ","170057"," "," ","36566"
"measureResultList.13"," ","1975","충청남도 아산시 탕정면 탕정로 212"," ","2017","코닝정밀소재㈜"," ","170058"," "," ","177985"
"measureResultList.14"," ","592","충청남도 공주시 검상안길 331"," ","2017","공주시 생활폐기물처리사업소","845","170059","263"," ","9809"
"measureResultList.15"," ","162","충청남도 서산시 대산읍 죽엽로 382","249","2017","㈜서광하이테크","8","170035","1633"," ","7643"
"measureResultList.16"," ","102","충청남도 태안군 태안읍 삭선길 354"," ","2017","태안군 환경관리센터","70","170061","1152"," ","6592"
"measureResultList.17"," ","452","충청남도 천안시 서북구 성거읍 천흥8길 19"," ","2017","㈜창광실업","1859","170039","926"," ","25168"
"measureResultList.18"," ","513","충청남도 예산군 대흥면 차동로 1661-157","78","2017","예산군 맑은누리센터","1150","170062","2038"," ","8113"
"measureResultList.19"," ","205","충청남도 논산시 은진면 버들길 137"," ","2017","논산시 생활폐기물소각시설","73","170063","1335"," ","5306"
"measureResultList.20"," ","296","충청남도 서천군 장항읍 신창서로 29","17165","2017","㈜퍼시픽글라스"," ","170060"," "," ","14321"
"measureResultList.21"," ","580","충청남도 아산시 배미로 154 (배미동)","1659","2017","아산시 폐기물처리시설","3189","170724","2400"," ","36018"
"measureResultList.22"," ","7","충청남도 논산시 계백로665번길 100 (등화동)","317","2017","논산시(환경사업소)","14","170726","165"," ","527"
