"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"measureResultList.21"," ","434","울산광역시 남구 처용로 524 (성암동)","1144","2015","울산하수슬러지처리시설","187","130196","3809"," ","10128"
"measureResultList.22"," "," ","울산광역시 울주군 웅촌면 고연로 63-10"," ","2015","케이디금속","517","130197"," "," "," "
"measureResultList.23"," "," ","울산광역시 남구 여천로217번길 19","15298","2015","롯데정밀화학","344","130138"," "," ","60757"
"measureResultList.24"," ","172","울산광역시 남구 매암로 14 (매암동)","900","2015","송원산업매암","643","130184","980"," ","12455"
"measureResultList.25"," ","863","울산광역시 남구 장생포로 285 (매암동)"," ","2015","㈜동부에너지","47","130198","21241"," ","51342"
"measureResultList.26"," ","1464","울산광역시 남구 용연로 184 (용연동)"," ","2015","롯데케미칼㈜ 울산2공장"," ","130186"," "," "," "
"measureResultList.27"," ","256","울산광역시 남구 사평로 32 (부곡동)"," ","2015","용산화학㈜"," ","130189","70"," ","1415"
"measureResultList.28"," ","608","울산광역시 남구 납도로 141 (여천동)"," ","2015","태원물산㈜울산공장"," ","130190"," "," ","45182"
"measureResultList.29"," "," ","울산광역시 남구 용연로50번길 9 (용연동)"," ","2015","덕산갈바텍","6","130191"," "," "," "
"measureResultList.30"," "," ","울산광역시 북구 공단길 48 (연암동)"," ","2015","덕산산업","24","130192"," "," "," "
"measureResultList.31"," ","2507","울산광역시 남구 사평로 108-70"," ","2015","동서석유화학(주)"," ","130129","4719"," ","100234"
"measureResultList.32"," ","714","울산광역시 남구 용연로179번길 18 (용연동)","259","2015","㈜토탈","762","130170","8216"," ","21385"
"measureResultList.33"," ","973","울산광역시 동구 방어진순환도로 140","85","2015","현대중공업소각설비","167","130175","2833"," ","23523"
"measureResultList.34"," "," ","울산광역시 울주군 온산읍 산남길 32"," ","2015","한화온산공장"," ","130177"," "," ","23818"
"measureResultList.35"," ","6331","울산광역시 남구 사평로 108-12 (부곡동)"," ","2015","카프로"," ","130154","3961","482","66274"
"measureResultList.36"," ","278","울산광역시 남구 장생포로 83 (여천동)","247","2015","송원산업","167","130178","579"," ","14577"
"measureResultList.37"," "," ","울산광역시 울주군 온산읍 산암로 148","460404","2015","엘에스니꼬 동제련㈜"," ","130104"," "," ","39046"
"measureResultList.38"," ","0","울산광역시 남구 장생포로 285 (매암동)"," ","2015","에너원미포지점","3","130106","122"," ","276"
"measureResultList.39","0"," ","울산광역시 남구 여천로163번길 22 (여천동)"," ","2015","조비"," ","130112"," ","1458"," "
"measureResultList.40"," ","12638","울산광역시 남구 처용로 718 (황성동)","285957","2015","SK케미칼","1282","130107","6394"," ","334132"
"measureResultList.41"," ","910","울산광역시 울주군 온산읍 원산로 59","1120","2015","유니큰온산공장","1375","130111","15289"," ","36110"
"measureResultList.42","3","1718","울산광역시 울주군 온산읍 당월로 322"," ","2015","KG케미칼"," ","130115"," ","40"," "
"measureResultList.43"," ","11074","울산광역시 울주군 온산읍 이진로 139","1315040","2015","고려아연"," ","130117"," "," ","71635"
"measureResultList.44","69","1950","울산광역시 남구 납도로 156 (매암동)","235688","2015","팜한농"," ","130128"," ","485","28886"
"measureResultList.45"," ","818","울산광역시 남구 처용로487번길 66"," ","2015","효성화학㈜ 용연1공장"," ","130131"," "," ","64968"
"measureResultList.46"," ","15513","울산광역시 울주군 온산읍 우봉강양로 3-36"," ","2015","무림P&P㈜"," ","130134"," "," ","584036"
"measureResultList.47"," "," ","울산광역시 남구 장생포로 247 (매암동)","2834","2015","미원화학"," ","130135"," "," "," "
"year","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"brtcCode","7","7","7","7","7","7","7","7","7","7","7"
