"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," "," ","울산광역시 울주군 온산읍 이진로 71"," ","2015","제이엠씨","18","130149"," "," "," "
"measureResultList.2"," ","29669","울산광역시 남구 용잠로 623 (남화동)","1040529","2015","동서발전 울산화력"," ","130158"," "," ","2541355"
"measureResultList.3"," "," ","울산광역시 남구 상개로 141 (상개동)"," ","2015","한화솔루션㈜울산1","3","130159"," "," "," "
"measureResultList.4"," ","1998","울산광역시 남구 처용로 260-158 (부곡동)"," ","2015","대한유화㈜울산공장"," ","130123"," "," ","20464"
"measureResultList.5"," ","3047","울산광역시 남구 처용로 524 (성암동)"," ","2015","울산시소각장","3865","130166","3773"," ","61566"
"measureResultList.6"," ","2565","울산광역시 남구 용잠로 328 (용잠동)","1686","2015","코엔텍","2464","130167","13895"," ","95452"
"measureResultList.7"," ","518","울산광역시 남구 용잠로 339 (용잠동)","7855","2015","NC울산㈜","632","130169","3653"," ","33967"
"measureResultList.8"," ","686","울산광역시 울주군 온산읍 온산로 219-3"," ","2015","범우","772","130171","2530"," ","26625"
"measureResultList.9"," ","4727","울산광역시 울주군 온산읍 온산로 134"," ","2015","대한유화(주) 온산공장"," ","130127"," "," ","100364"
"measureResultList.10"," ","20560","울산광역시 남구 용잠로 255"," ","2015","SK picglobal"," ","130145","9978"," ","400463"
"measureResultList.11"," "," ","울산광역시 남구 납도로 156 (매암동)","64587","2015","켐그린에너지"," ","130199"," "," ","13877"
"measureResultList.12"," ","13064","울산광역시 남구 사평로 60 (부곡동)","752258","2015","한주"," ","130143"," "," ","758581"
"measureResultList.13"," "," ","울산광역시 울주군 온산읍 공단로 160"," ","2015","바스프 온산공장"," ","130182"," "," ","15968"
"measureResultList.14"," "," ","울산광역시 울주군 언양읍 언양로 514"," ","2015","효성언양공장","25","130183"," "," "," "
"measureResultList.15"," ","6313","울산광역시 남구 사평로 119"," ","2015","롯데케미칼㈜ 울산1공장"," ","130185"," "," "," "
"measureResultList.16"," "," ","울산광역시 울주군 온산읍 원봉로 55"," ","2015","코스모화학"," ","130188"," "," ","17111"
"measureResultList.17"," ","131950","울산광역시 남구 신여천로 2 (고사동)","1934106","2015","SK에너지"," ","130109","11197"," ","6614090"
"measureResultList.18"," ","2275","울산광역시 남구 납도로 158 (여천동)"," ","2015","한국유에스지보랄"," ","130193"," "," ","7426"
"measureResultList.19"," ","19983","울산광역시 남구 신여천로 2"," ","2015","SK종합화학"," ","130110"," "," ","597955"
"measureResultList.20"," "," ","울산광역시 울주군 온산읍 온산로 68","980308","2015","S-Oil㈜ 온산공장"," ","130140","29345"," ","2922190"
