"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","304547","경상남도 하동군 금성면 경제산업로 509","7710328","2017","남부발전 하동발전"," ","130401"," "," ","8630867"
"measureResultList.2"," ","1139","경상남도 양산시 상북면 효충2길 13","42176","2017","페트로코너지"," ","130462"," "," ","53740"
"measureResultList.3"," ","1939","경상남도 창원시 의창구 남면로113번길 27 (대원동)","3822","2017","창원에너텍","1710","130412","11848"," ","71722"
"measureResultList.4"," ","1726","경상남도 함안군 칠서면 공단서3길 62","1433","2017","월산페이퍼마산공장","5365","130416","21491"," ","69683"
"measureResultList.5"," ","1288","경상남도 김해시 부곡로 35"," ","2017","김해시 자원순환시설","1745","130402","508"," ","31761"
"measureResultList.6"," ","522066","경상남도 고성군 하이면 하이로 1","13420162","2017","남동발전 삼천포발전본부"," ","130403"," "," ","14490487"
"measureResultList.7"," ","1217","경상남도 창원시 성산구 창곡로108번길 20 (신촌동)"," ","2017","성산자원회수시설","4307","130404","3688"," ","44698"
"measureResultList.8"," ","3882","경상남도 창원시 성산구 공단로103번길 12 (신촌동)"," ","2017","한국철강㈜"," ","130405"," "," "," "
"measureResultList.9"," ","3978","경상남도 진주시 남강로1317번길 24 (상대동)","107164","2017","무림파워텍"," ","130406"," "," ","246468"
"measureResultList.10"," ","26151","경상남도 창원시 성산구 두산볼보로 22"," ","2017","두산중공업"," ","130408"," "," "," "
"measureResultList.11"," ","13346","경상남도 창원시 성산구 적현로 147 (신촌동)"," ","2017","세아창원특수강"," ","130409"," "," "," "
"measureResultList.12"," ","510","경상남도 양산시 웅상대로 1564 (용당동)","717","2017","한창제지","292","130410","889"," ","6847"
"measureResultList.13"," "," ","경상남도 양산시 양산대로 1034 (북정동)"," ","2017","금오산업","23","130434"," "," "," "
"measureResultList.14"," "," ","경상남도 김해시 김해대로2553번길 36 (어방동)"," ","2017","은성도금","57","130435"," "," "," "
"measureResultList.15"," "," ","경상남도 김해시 김해대로2596번길 137 (지내동)"," ","2017","금호도금공업","111","130436"," "," "," "
"measureResultList.16"," "," ","경상남도 김해시 김해대로2553번길 42 (어방동)"," ","2017","성광금속","41","130437"," "," "," "
"measureResultList.17"," "," ","경상남도 양산시 산막공단북4길 13 (산막동)"," ","2017","대호피앤씨","188","130438"," "," "," "
"measureResultList.18"," ","728","경상남도 함안군 칠원읍 야촌강변길 109","10","2017","삼정펄프㈜함안","14","130440","3559"," ","13539"
"measureResultList.19"," "," ","경상남도 양산시 상북면 양산대로 1314"," ","2017","고려제강㈜양산공장","193","130447"," "," "," "
"measureResultList.20"," "," ","경상남도 김해시 유하로133번길 25-3 (유하동)"," ","2017","세현TECH","53","130448"," "," "," "
"measureResultList.21"," "," ","경상남도 김해시 유하로 201 (유하동)"," ","2017","SNC","134","130449"," "," "," "
"measureResultList.22"," ","1837","경상남도 창원시 마산회원구 자유무역6길 103","914","2017","KC환경서비스㈜창원사업부","3495","130413","6886"," ","41908"
"measureResultList.23"," ","37","경상남도 함안군 군북면 장백로 228"," ","2017","한국주강(군북)"," ","130425"," "," "," "
"measureResultList.24"," "," ","경상남도 김해시 주촌면 서부로1637번길 337"," ","2017","코리아갈바","177","130450"," "," "," "
"measureResultList.25"," ","149","경상남도 김해시 화목로 334","2","2017","김해시 하수슬러지 자원화 처리시설","29","130452","792"," ","7"
"measureResultList.26"," "," ","경상남도 양산시 어실로 1 (유산동)"," ","2017","고려제강㈜유산공장","259","130439"," "," "," "
"measureResultList.27"," ","79","경상남도 창원시 마산합포구 가포로 739 (덕동동)","2169","2017","창원시하수도사업소","281","130453","945"," ","4496"
"measureResultList.28"," ","0","경상남도 창원시 진해구 진해대로1114번길 91 (행암동)"," ","2017","고명물산"," ","130443"," "," "," "
"measureResultList.29"," ","181","경상남도 거제시 장평3로 80","73","2017","삼성중공업㈜거제","28","130424","118"," ","7059"
"measureResultList.30"," ","65","경상남도 고성군 삼산면 대독산업로 7"," ","2017","고성군소각장","238","130430","4117"," ","2558"
