"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"measureResultList.31"," ","1256","경상남도 함안군 칠서면 공단동길 98"," ","2017","한국특수형강"," ","130454"," "," "," "
"measureResultList.32"," ","611","경상남도 창원시 마산합포구 진동면 공원묘원로 91","1305","2017","마산자원회수시설","1061","130455","1847"," ","28418"
"measureResultList.33"," ","30","경상남도 함안군 가야읍 함마대로 1258","779","2017","함안군폐기물처리장","25","130456","9188"," ","5005"
"measureResultList.34"," "," ","경상남도 고성군 거류면 거류로 376-48"," ","2017","하이에어코리아","2","130457"," "," "," "
"measureResultList.35"," ","561","경상남도 함안군 법수면 장백로 585"," ","2017","한국주강(법수)"," ","130458"," "," "," "
"measureResultList.36"," ","216","경상남도 창녕군 장마면 창녕장마로 337-134"," ","2017","창녕군소각장","344","130459","1097"," ","7201"
"measureResultList.37"," ","75","경상남도 김해시 주촌면 서부로1541번안길 79"," ","2017","대방스페샬스틸"," ","130429"," "," "," "
"measureResultList.38"," ","1025","경상남도 거제시 연초면 한내8길 95","955","2017","거제시자원순환시설","2969","130460","3810"," ","34762"
"measureResultList.39"," ","176","경상남도 사천시 환경길 71 (사등동)","600","2017","사천시자원회수센터","97","130461","331"," ","4686"
"measureResultList.40"," ","5241","경상남도 의령군 의령읍 구룡로1길 39","8963","2017","태림페이퍼㈜의령공장","6765","130417","13798"," ","52625"
"measureResultList.41"," ","2043","경상남도 진주시 도동로 58 (상평동)"," ","2017","하이트진로산업㈜진주공장"," ","130407"," "," ","41057"
"measureResultList.42"," ","985","경상남도 진주시 남강로 1303 (상평동)","15002","2017","동일팩키지㈜진주공장","494","130432","34384"," ","27074"
"measureResultList.43"," ","109","경상남도 거창군 거창읍 심소정길 139-14"," ","2017","거창군소각장","83","130444","3841"," ","4092"
"measureResultList.44"," "," ","경상남도 거제시 연초면 오비4길 54"," ","2017","삼녹","125","130445"," "," "," "
"measureResultList.45"," ","545","경상남도 양산시 동면 강변로 264","1571","2017","양산시자원회수시설","2893","130446","2628"," ","19406"
"measureResultList.46"," ","9194","경상남도 함안군 군북면 장백로 394"," ","2017","한국제강"," ","130415"," "," "," "
"measureResultList.47"," ","492","경상남도 양산시 산막공단북5길 29 (산막동)","2626","2017","NC양산㈜","91","130418","1789"," ","15323"
"measureResultList.48"," ","274","경상남도 창원시 진해구 천자로 105-1 (덕산동)","38","2017","진해자원회수시설","50","130419","644"," ","4126"
"measureResultList.49"," ","246","경상남도 창원시 의창구 반계로 40 (팔용동)","7406","2017","동서식품창원공장","358","130420","2831"," ","14905"
"measureResultList.50"," ","110","경상남도 밀양시 무안면 백안1안길 8-6"," ","2017","밀양시소각장","414","130421","290"," ","6865"
"measureResultList.51"," ","375","경상남도 통영시 평인일주로 1074-54 (명정동)"," ","2017","통영시소각장","667","130422","1183"," ","9524"
"measureResultList.52"," ","18","경상남도 양산시 소주공단로 10 (주남동)","154","2017","마노플랜","59","130423","436"," ","629"
"measureResultList.53"," ","210","경상남도 양산시 주남로 50 (주남동)"," ","2017","㈜세창","865","130428","2389"," ","18090"
"measureResultList.54"," ","59","경상남도 진주시 남강로1367번길 36 (상대동)","2785","2017","남강제지㈜","369","130431","8428"," ","11843"
"measureResultList.55"," ","48","경상남도 진주시 공단로 237 (상평동)"," ","2017","㈜경서","171","130433","1387"," ","3451"
"year","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017"
"brtcCode","15","15","15","15","15","15","15","15","15","15","15"
