"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"result","S","S","S","S","S","S","S","S","S","S","S"
"measureResultList.1"," ","4277","부산광역시 사하구 을숙도대로 760 (구평동)"," ","2019","와이케이스틸"," ","130205"," "," "," "
"measureResultList.2"," ","12687","부산광역시 사하구 신산로13번길 33 (신평동)","222252","2019","부산패션칼라산업"," ","130207"," "," ","172558"
"measureResultList.3"," ","3101","부산광역시 사하구 강변대로 20 (신평동)","1588","2019","에너지네트웍","1454","130208","9343"," ","54790"
"measureResultList.4"," "," ","부산광역시 사하구 감천항로 7"," ","2019","남부발전 부산발전본부"," ","130209"," "," ","910665"
"measureResultList.5"," ","1883","부산광역시 강서구 생곡산단로52번길 32 (생곡동)"," ","2019","부산이앤이","15497","130222","1017"," ","92165"
"measureResultList.6"," ","59","부산광역시 기장군 정관읍 양수길 55-52"," ","2019","NC메디","17","130216","275"," ","2595"
"measureResultList.7"," ","934","부산광역시 강서구 명지오션시티13로 12-11 (명지동)","659","2019","부산환경공단 명지자원에너지센터","10","130211","4193"," ","27208"
"measureResultList.8"," ","0","부산광역시 기장군 정관읍 산단로 632-36","0","2019","정관지구소각장","0","130221","0"," ","0"
"measureResultList.9"," ","312","부산광역시 해운대구 해운대로 898 (좌동)","817","2019","해운대자원에너지센터","310","130201","2969"," ","16466"
"measureResultList.10"," "," ","부산광역시 사하구 다산로 240 (장림동)"," ","2019","태양금속","128","130218"," "," "," "
"measureResultList.11"," ","1412","부산광역시 사하구 을숙도대로 525 (신평동)","1859","2019","한국주철관공업"," ","130214"," "," ","3710"
"measureResultList.12"," ","3116","부산광역시 강서구 녹산산업북로 333 (송정동)"," ","2019","대한제강㈜녹산공장"," ","130220"," "," "," "
"measureResultList.13"," ","21","부산광역시 사하구 감천항로291번길 80 (구평동)","955","2019","에이치엘비에너지주식회사","12","130212","2053"," ","6646"
"measureResultList.14"," "," ","부산광역시 강서구 녹산산업중로 333 (송정동)"," ","2019","삼성전기㈜부산공장","91","130215"," "," "," "
"measureResultList.15"," "," ","부산광역시 남구 신선로 102 (감만동)"," ","2019","동국제강㈜부산공장","205","130217"," "," "," "
"measureResultList.16"," ","656","부산광역시 강서구 화전산단1로63번길 10"," ","2019","성림에너지㈜","2319","130224","20881"," ","49204"
"measureResultList.17"," ","4506","부산광역시 강서구 화전산단1로 15"," ","2019","(주)태웅 제강사업부"," ","130223"," "," "," "
"year","2019","2019","2019","2019","2019","2019","2019","2019","2019","2019","2019"
"brtcCode","2","2","2","2","2","2","2","2","2","2","2"
