"","DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"measureResultList.95"," "," ","경기도 화성시 큰재봉길 16 (석우동)"," ","2015","한국지역난방공사 화성지사"," ","150189"," "," ","529532"
"measureResultList.96"," "," ","경기도 광명시 기아로 113"," ","2015","기아자동차㈜"," ","150227"," "," ","13717"
"measureResultList.97"," ","688","경기도 여주시 능서면 능서로 577"," ","2015","이화산업㈜ 여주공장"," ","150177"," "," ","21906"
"measureResultList.98"," "," ","경기도 오산시 황새로149번길 55"," ","2015","디에스파워㈜"," ","150630"," "," ","3130"
"measureResultList.99"," ","237","경기도 수원시 영통구 삼성로 129 (매탄동)","11","2015","삼성전자㈜수원사업장","11","150057","301"," ","14787"
"measureResultList.100"," ","4876","경기도 수원시 영통구 매영로 293 (영통동)","239095","2015","한국지역난방공사 수원지사"," ","150059"," "," ","124789"
"measureResultList.101"," ","3026","경기도 성남시 중원구 둔촌대로 567 (상대원동)","140","2015","성남시청(성남시환경에너지시설)","801","150061","6452"," ","46329"
"measureResultList.102"," ","18","경기도 안양시 동안구 부림로 100 (평촌동)","3422","2015","GS파워㈜안양열병합발전처"," ","150063"," "," ","510597"
"measureResultList.103"," ","100","경기도 안양시 동안구 시민대로 74 (호계동)","3047","2015","효성㈜"," ","150066"," "," ","2127"
"measureResultList.104"," "," ","경기도 부천시 삼작로 21 (삼정동)"," ","2015","GS파워㈜부천열병합발전처"," ","150067"," "," ","242379"
"measureResultList.105"," ","653","경기도 광명시 가학로85번길 142 (가학동)"," ","2015","광명시자원회수시설","706","150070","6913"," ","47384"
"measureResultList.106"," ","724","경기도 고양시 일산동구 경의로 115 (백석동)"," ","2015","고양시환경에너지시설","1012","150072","4059"," ","20169"
"measureResultList.107"," "," ","경기도 고양시 일산동구 경의로 201 (백석동)"," ","2015","한국동서발전㈜일산화력본부"," ","150073"," "," ","494467"
"measureResultList.108"," "," ","경기도 안산시 단원구 첨단로 670 (초지동)"," ","2015","안산도시개발㈜"," ","150074"," "," ","16"
"measureResultList.109"," ","372","경기도 안양시 만안구 박달로 313 (박달동)","50744","2015","㈜수석"," ","150103"," "," ","36334"
"measureResultList.110"," ","951","경기도 평택시 진위면 진위서로 23","94327","2015","홍원제지㈜"," ","150107"," "," ","70366"
"measureResultList.111"," ","1464","경기도 평택시 진위면 서탄로 9","220","2015","영풍제지㈜","915","150108","5774"," ","61613"
"measureResultList.112"," ","134","경기도 여주시 가남읍 헌바디길 23-13","646","2015","㈜에이스침대 여주공장","92","150193","1512"," ","1687"
"measureResultList.113"," ","38","경기도 포천시 신북면 중앙로461번길 17","549","2015","포천시슬러지소각시설","104","150159","305"," ","876"
"measureResultList.114"," ","168","경기도 부천시 벌말로 220 (대장동)","224","2015","부천시 하수슬러지 처리시설","266","150188","864"," ","1834"
"measureResultList.115"," ","33","경기도 평택시 산단로 205 (칠괴동)"," ","2015","평택시청(칠괴폐기물처리시설)","22","150142","1131"," ","1502"
"measureResultList.116"," "," ","경기도 이천시 부발읍 경충대로 2091-1"," ","2015","하이디스테크놀로지","0","150185"," "," "," "
"measureResultList.117"," ","7","경기도 포천시 창수면 방골길 235"," ","2015","㈜엔비텍코리아","24","150175","258"," ","537"
"measureResultList.118"," ","174","경기도 연천군 청산면 초대로106번길 125","120","2015","연천군청","204","150597","282"," ","7375"
"measureResultList.119"," ","331","경기도 하남시 미사대로 710 (신장동)"," ","2015","하남시청","486","150615","844"," ","4212"
"measureResultList.120"," ","177","경기도 시흥시 공단1대로80번길 15 (정왕동)"," ","2015","㈜우진고분자"," ","150119"," "," "," "
"measureResultList.121"," ","698","경기도 연천군 전곡읍 양연로402번길 244"," ","2015","도시환경㈜","1732","150144","8485"," ","23151"
"measureResultList.122"," ","234","경기도 양평군 옥천면 경강로 1496","220","2015","양평군 환경사업소","239","150148","385"," ","1357"
"measureResultList.123"," ","119","경기도 구리시 검배로 200 (수택동)","9","2015","구리시청(하수슬러지소각시설)","8","150129","1955"," ","1921"
"year","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"brtcCode","8","8","8","8","8","8","8","8","8","8","8"
