"","Price"
"2017-04-05",16233
"2017-04-06",16267
"2017-04-07",16967
"2017-04-10",17233
"2017-04-11",17167
"2017-04-12",17200
"2017-04-13",16700
"2017-04-14",16200
"2017-04-17",16633
"2017-04-18",16867
"2017-04-19",16533
"2017-04-20",15567
"2017-04-21",15667
"2017-04-24",15367
"2017-04-25",15800
"2017-04-26",15233
"2017-04-27",15067
"2017-04-28",14967
"2017-05-02",15033
"2017-05-04",15100
"2017-05-08",15200
"2017-05-10",14700
"2017-05-11",14367
"2017-05-12",14100
"2017-05-15",15033
"2017-05-16",14200
"2017-05-17",14400
"2017-05-18",13800
"2017-05-19",14133
"2017-05-22",13767
"2017-05-23",13667
"2017-05-24",14367
"2017-05-25",14400
"2017-05-26",14733
"2017-05-29",14533
"2017-05-30",15000
"2017-05-31",14867
"2017-06-01",14400
"2017-06-02",14700
"2017-06-05",14700
"2017-06-07",15233
"2017-06-08",15367
"2017-06-09",15667
"2017-06-12",15200
"2017-06-13",14900
"2017-06-14",14833
"2017-06-15",14933
"2017-06-16",14867
"2017-06-19",14967
"2017-06-20",14133
"2017-06-21",14200
"2017-06-22",14233
"2017-06-23",14267
"2017-06-26",14133
"2017-06-27",13800
"2017-06-28",13833
"2017-06-29",13900
"2017-06-30",13933
"2017-07-03",13633
"2017-07-04",13500
"2017-07-05",13800
"2017-07-06",13733
"2017-07-07",13367
"2017-07-10",13900
"2017-07-11",14400
"2017-07-12",14200
"2017-07-13",14100
"2017-07-14",14233
"2017-07-17",13800
"2017-07-18",14333
"2017-07-19",14767
"2017-07-20",14800
"2017-07-21",14700
"2017-07-24",14800
"2017-07-25",14100
"2017-07-26",13733
"2017-07-27",13600
"2017-07-28",13033
"2017-07-31",12767
"2017-08-01",12833
"2017-08-02",13133
"2017-08-03",12467
"2017-08-04",12400
"2017-08-07",12867
"2017-08-08",13200
"2017-08-09",12767
"2017-08-10",12733
"2017-08-11",12100
"2017-08-14",12800
"2017-08-16",12200
"2017-08-17",12500
"2017-08-18",12233
"2017-08-21",11800
"2017-08-22",11900
"2017-08-23",11900
"2017-08-24",12133
"2017-08-25",12100
"2017-08-28",12000
"2017-08-29",11833
"2017-08-30",11967
"2017-08-31",11800
"2017-09-01",12033
"2017-09-04",11633
"2017-09-05",11667
"2017-09-06",11467
"2017-09-07",11967
"2017-09-08",11700
"2017-09-11",11967
"2017-09-12",12033
"2017-09-13",12600
"2017-09-14",12433
"2017-09-15",12700
"2017-09-18",13033
"2017-09-19",13167
"2017-09-20",12667
"2017-09-21",12400
"2017-09-22",11833
"2017-09-25",11533
"2017-09-26",11767
"2017-09-27",11867
"2017-09-28",11967
"2017-09-29",11867
"2017-10-10",11833
"2017-10-11",12000
"2017-10-12",11933
"2017-10-13",11633
"2017-10-16",11333
"2017-10-17",11500
"2017-10-18",11533
"2017-10-19",11767
"2017-10-20",11467
"2017-10-23",11533
"2017-10-24",11867
"2017-10-25",11733
"2017-10-26",11500
"2017-10-27",11600
"2017-10-30",11500
"2017-10-31",11833
"2017-11-01",11867
"2017-11-02",12067
"2017-11-03",11967
"2017-11-06",12100
"2017-11-07",12067
"2017-11-08",11967
"2017-11-09",12533
"2017-11-10",12500
"2017-11-13",12733
"2017-11-14",12667
"2017-11-15",12367
"2017-11-16",12600
"2017-11-17",12400
"2017-11-20",12767
"2017-11-21",13433
"2017-11-22",13333
"2017-11-23",13433
"2017-11-24",13533
"2017-11-27",13533
"2017-11-28",13267
"2017-11-29",13333
"2017-11-30",12600
"2017-12-01",12533
"2017-12-04",13067
"2017-12-05",12733
"2017-12-06",12533
"2017-12-07",12600
"2017-12-08",12767
"2017-12-11",13167
"2017-12-12",12767
"2017-12-13",12767
"2017-12-14",12800
"2017-12-15",13167
"2017-12-18",13367
"2017-12-19",13567
"2017-12-20",13633
"2017-12-21",13433
"2017-12-22",13700
"2017-12-26",13567
"2017-12-27",13533
"2017-12-28",13833
"2018-01-02",13633
"2018-01-03",13667
"2018-01-04",13633
"2018-01-05",14600
"2018-01-08",15900
"2018-01-09",15067
"2018-01-10",15167
"2018-01-11",15133
"2018-01-12",14533
"2018-01-15",14333
"2018-01-16",15167
"2018-01-17",15333
"2018-01-18",16200
"2018-01-19",16133
"2018-01-22",15867
"2018-01-23",16967
