"","Price"
"2017-04-05",2110
"2017-04-06",2075
"2017-04-07",2060
"2017-04-10",1985
"2017-04-11",1970
"2017-04-12",2020
"2017-04-13",1990
"2017-04-14",2000
"2017-04-17",2065
"2017-04-18",2070
"2017-04-19",2090
"2017-04-20",2090
"2017-04-21",2075
"2017-04-24",2010
"2017-04-25",2070
"2017-04-26",2070
"2017-04-27",2150
"2017-04-28",2170
"2017-05-02",2200
"2017-05-04",2355
"2017-05-08",2385
"2017-05-10",2340
"2017-05-11",2420
"2017-05-12",2445
"2017-05-15",2330
"2017-05-16",2355
"2017-05-17",2420
"2017-05-18",2485
"2017-05-19",2425
"2017-05-22",2450
"2017-05-23",2430
"2017-05-24",2375
"2017-05-25",2370
"2017-05-26",2415
"2017-05-29",2380
"2017-05-30",2425
"2017-05-31",2360
"2017-06-01",2250
"2017-06-02",2255
"2017-06-05",2200
"2017-06-07",2205
"2017-06-08",2265
"2017-06-09",2265
"2017-06-12",2240
"2017-06-13",2210
"2017-06-14",2195
"2017-06-15",2130
"2017-06-16",2160
"2017-06-19",2160
"2017-06-20",2125
"2017-06-21",2100
"2017-06-22",2135
"2017-06-23",2150
"2017-06-26",2175
"2017-06-27",2320
"2017-06-28",2305
"2017-06-29",2290
"2017-06-30",2235
"2017-07-03",2175
"2017-07-04",2170
"2017-07-05",2210
"2017-07-06",2300
"2017-07-07",2345
"2017-07-10",2360
"2017-07-11",2395
"2017-07-12",2290
"2017-07-13",2360
"2017-07-14",2300
"2017-07-17",2305
"2017-07-18",2345
"2017-07-19",2435
"2017-07-20",2420
"2017-07-21",2440
"2017-07-24",2395
"2017-07-25",2385
"2017-07-26",2315
"2017-07-27",2360
"2017-07-28",2235
"2017-07-31",2245
"2017-08-01",2235
"2017-08-02",2255
"2017-08-03",2115
"2017-08-04",2120
"2017-08-07",2085
"2017-08-08",2085
"2017-08-09",2035
"2017-08-10",2040
"2017-08-11",1990
"2017-08-14",2025
"2017-08-16",2030
"2017-08-17",2035
"2017-08-18",2025
"2017-08-21",1990
"2017-08-22",2025
"2017-08-23",2005
"2017-08-24",1985
"2017-08-25",2010
"2017-08-28",2015
"2017-08-29",2010
"2017-08-30",1985
"2017-08-31",1990
"2017-09-01",2000
"2017-09-04",1970
"2017-09-05",1950
"2017-09-06",1955
"2017-09-07",1990
"2017-09-08",2020
"2017-09-11",2065
"2017-09-12",2060
"2017-09-13",2110
