"","Price"
"2017-09-25",6090
"2017-09-26",5940
"2017-09-27",5910
"2017-09-28",5860
"2017-09-29",5870
"2017-10-10",5740
"2017-10-11",5990
"2017-10-12",5950
"2017-10-13",6060
"2017-10-16",6010
"2017-10-17",6070
"2017-10-18",6030
"2017-10-19",6000
"2017-10-20",6090
"2017-10-23",6320
"2017-10-24",6320
"2017-10-25",6290
"2017-10-26",6000
"2017-10-27",6240
"2017-10-30",6330
"2017-10-31",6230
"2017-11-01",6650
"2017-11-02",6440
"2017-11-03",6790
"2017-11-06",7070
"2017-11-07",7040
"2017-11-08",7120
"2017-11-09",7080
"2017-11-10",6830
"2017-11-13",7010
"2017-11-14",7060
"2017-11-15",7020
"2017-11-16",7200
"2017-11-17",7200
"2017-11-20",7250
"2017-11-21",6940
"2017-11-22",6640
"2017-11-23",7080
"2017-11-24",7160
"2017-11-27",7140
"2017-11-28",7200
"2017-11-29",7780
"2017-11-30",7630
"2017-12-01",8450
"2017-12-04",8030
"2017-12-05",7970
"2017-12-06",7750
"2017-12-07",7270
"2017-12-08",7120
"2017-12-11",7420
"2017-12-12",7250
"2017-12-13",8640
"2017-12-14",11200
"2017-12-15",12450
"2017-12-18",12600
"2017-12-19",12400
"2017-12-20",12100
"2017-12-21",11250
"2017-12-22",10800
"2017-12-26",9910
"2017-12-27",10300
"2017-12-28",10950
"2018-01-02",11950
"2018-01-03",11950
"2018-01-04",11950
"2018-01-05",14950
"2018-01-08",15600
"2018-01-09",12950
"2018-01-10",13550
"2018-01-11",13050
"2018-01-12",12250
"2018-01-15",12700
"2018-01-16",13600
"2018-01-17",13050
"2018-01-18",14300
"2018-01-19",13200
"2018-01-22",13050
"2018-01-23",13250
"2018-01-24",14200
"2018-01-25",13900
"2018-01-26",14000
"2018-01-29",13500
"2018-01-30",12900
"2018-01-31",12850
"2018-02-01",12150
"2018-02-02",11800
"2018-02-05",11100
"2018-02-06",11450
"2018-02-07",10900
"2018-02-08",11600
"2018-02-09",11550
"2018-02-12",11550
"2018-02-13",10600
"2018-02-14",10950
"2018-02-19",11650
"2018-02-20",11700
"2018-02-21",12250
"2018-02-22",12050
"2018-02-23",12200
"2018-02-26",12550
"2018-02-27",12400
"2018-02-28",11800
"2018-03-02",12150
"2018-03-05",12100
"2018-03-06",12850
"2018-03-07",12250
"2018-03-08",12450
"2018-03-09",12650
"2018-03-12",13400
"2018-03-13",13550
"2018-03-14",14300
"2018-03-15",13850
"2018-03-16",14050
"2018-03-19",14300
"2018-03-20",14650
"2018-03-21",15800
"2018-03-22",14400
"2018-03-23",14000
"2018-03-26",15650
"2018-03-27",15950
"2018-03-28",15400
"2018-03-29",16450
"2018-03-30",17150
"2018-04-02",16750
"2018-04-03",17450
"2018-04-04",17200
"2018-04-05",16700
"2018-04-06",17850
"2018-04-09",18000
"2018-04-10",17500
"2018-04-11",17100
"2018-04-12",16050
"2018-04-13",16950
"2018-04-16",16700
"2018-04-17",16950
"2018-04-18",15500
"2018-04-19",15550
"2018-04-20",16250
"2018-04-23",16350
"2018-04-24",16400
"2018-04-25",17750
"2018-04-26",21800
"2018-04-27",20600
"2018-04-30",19100
"2018-05-02",18350
"2018-05-03",17850
"2018-05-04",18050
"2018-05-08",17200
"2018-05-09",18650
"2018-05-10",18700
"2018-05-11",18800
"2018-05-14",18650
"2018-05-15",19800
"2018-05-16",19800
"2018-05-17",13900
"2018-05-18",14800
"2018-05-21",15100
"2018-05-23",15600
"2018-05-24",15950
"2018-05-25",16100
"2018-05-28",15750
"2018-05-29",15350
"2018-05-30",15150
"2018-05-31",15200
"2018-06-01",16050
"2018-06-04",15250
"2018-06-05",15800
"2018-06-07",16750
"2018-06-08",16250
"2018-06-11",15500
"2018-06-12",15600
"2018-06-14",15150
"2018-06-15",14000
"2018-06-18",12450
"2018-06-19",12000
"2018-06-20",12100
"2018-06-21",11500
"2018-06-22",11900
"2018-06-25",12050
"2018-06-26",12150
"2018-06-27",11800
"2018-06-28",11000
"2018-06-29",10900
"2018-07-02",10150
"2018-07-03",10300
"2018-07-04",11150
"2018-07-05",11500
"2018-07-06",11550
"2018-07-09",11650
"2018-07-10",11700
"2018-07-11",11300
"2018-07-12",11350
"2018-07-13",12450
"2018-07-16",13000
"2018-07-17",12850
"2018-07-18",12700
"2018-07-19",11700
"2018-07-20",11350
"2018-07-23",10650
"2018-07-24",12000
"2018-07-25",11050
"2018-07-26",11250
"2018-07-27",11200
"2018-07-30",11150
"2018-07-31",11500
"2018-08-01",11950
"2018-08-02",11500
"2018-08-03",11550
"2018-08-06",11450
"2018-08-07",12100
"2018-08-08",11950
"2018-08-09",12600
"2018-08-10",12250
"2018-08-13",11400
"2018-08-14",11400
"2018-08-16",11300
"2018-08-17",11650
"2018-08-20",12250
"2018-08-21",12850
"2018-08-22",12250
"2018-08-23",12600
"2018-08-24",12900
"2018-08-27",13200
"2018-08-28",13200
"2018-08-29",13100
"2018-08-30",12750
"2018-08-31",13550
"2018-09-03",13750
"2018-09-04",13700
"2018-09-05",13300
"2018-09-06",12900
"2018-09-07",12700
"2018-09-10",12850
"2018-09-11",13500
"2018-09-12",13950
"2018-09-13",13650
"2018-09-14",13700
"2018-09-17",14200
"2018-09-18",14750
"2018-09-19",15300
"2018-09-20",15100
"2018-09-21",15150
"2018-09-27",15500
"2018-09-28",14950
"2018-10-01",14300
"2018-10-02",14350
"2018-10-04",13950
"2018-10-05",12900
"2018-10-08",12400
"2018-10-10",12500
"2018-10-11",11550
"2018-10-12",11950
"2018-10-15",11800
"2018-10-16",12550
"2018-10-17",12400
"2018-10-18",12250
"2018-10-19",12500
"2018-10-22",12300
"2018-10-23",11300
"2018-10-24",10850
"2018-10-25",10900
"2018-10-26",10000
"2018-10-29",9000
"2018-10-30",9300
"2018-10-31",9320
"2018-11-01",9790
"2018-11-02",10300
"2018-11-05",10700
"2018-11-06",10700
"2018-11-07",10850
"2018-11-08",10900
"2018-11-09",10200
"2018-11-12",9900
"2018-11-13",10550
"2018-11-14",10300
"2018-11-15",10200
"2018-11-16",10300
"2018-11-19",10700
"2018-11-20",10750
"2018-11-21",12000
"2018-11-22",11450
"2018-11-23",11050
"2018-11-26",12000
"2018-11-27",12050
"2018-11-28",11950
"2018-11-29",11600
"2018-11-30",11650
"2018-12-03",12250
"2018-12-04",11850
"2018-12-05",11700
"2018-12-06",10750
"2018-12-07",10800
"2018-12-10",10500
"2018-12-11",10400
"2018-12-12",10650
"2018-12-13",10800
"2018-12-14",10350
"2018-12-17",10250
"2018-12-18",10150
"2018-12-19",10200
"2018-12-20",10200
"2018-12-21",10250
"2018-12-24",10000
"2018-12-26",9870
"2018-12-27",9990
"2018-12-28",10400
"2019-01-02",10300
"2019-01-03",10050
"2019-01-04",10650
"2019-01-07",10600
"2019-01-08",10500
"2019-01-09",10650
"2019-01-10",10900
"2019-01-11",10750
"2019-01-14",10550
"2019-01-15",10600
"2019-01-16",10950
"2019-01-17",10750
"2019-01-18",10700
"2019-01-21",10900
"2019-01-22",11600
"2019-01-23",11300
"2019-01-24",11700
"2019-01-25",11650
"2019-01-28",11650
"2019-01-29",11500
"2019-01-30",11500
"2019-01-31",11550
"2019-02-01",11450
"2019-02-07",11350
"2019-02-08",11450
"2019-02-11",12200
"2019-02-12",11900
"2019-02-13",12400
"2019-02-14",12100
"2019-02-15",11950
"2019-02-18",11900
"2019-02-19",12200
"2019-02-20",11900
"2019-02-21",11650
"2019-02-22",11500
"2019-02-25",11700
"2019-02-26",11950
"2019-02-27",12050
"2019-02-28",12100
"2019-03-04",14400
"2019-03-05",14700
"2019-03-06",14150
"2019-03-07",13600
"2019-03-08",13700
"2019-03-11",14150
"2019-03-12",14250
"2019-03-13",13800
"2019-03-14",13750
"2019-03-15",13300
"2019-03-18",13200
"2019-03-19",13450
"2019-03-20",13650
"2019-03-21",11400
"2019-03-22",11100
"2019-03-25",10650
"2019-03-26",10650
"2019-03-27",10350
"2019-03-28",10500
"2019-03-29",10500
"2019-04-01",10450
"2019-04-02",10350
"2019-04-03",10750
"2019-04-04",10600
"2019-04-05",10450
"2019-04-08",10250
"2019-04-09",10300
"2019-04-10",10550
"2019-04-11",10750
"2019-04-12",10750
"2019-04-15",10750
"2019-04-16",10700
"2019-04-17",10850
"2019-04-18",10500
"2019-04-19",10600
"2019-04-22",10700
"2019-04-23",10850
"2019-04-24",10700
"2019-04-25",10400
"2019-04-26",10200
"2019-04-29",10400
"2019-04-30",10700
"2019-05-02",10750
"2019-05-03",10750
"2019-05-07",10450
"2019-05-08",10350
"2019-05-09",9910
"2019-05-10",9920
"2019-05-13",9520
"2019-05-14",9390
"2019-05-15",9560
"2019-05-16",9390
"2019-05-17",9400
"2019-05-20",8820
"2019-05-21",8550
"2019-05-22",9320
"2019-05-23",9410
"2019-05-24",9100
"2019-05-27",9000
"2019-05-28",9580
"2019-05-29",9020
"2019-05-30",8720
"2019-05-31",8840
"2019-06-03",8850
"2019-06-04",8850
"2019-06-05",9000
"2019-06-07",9110
"2019-06-10",9150
"2019-06-11",9430
"2019-06-12",9350
"2019-06-13",9380
"2019-06-14",9250
"2019-06-17",9070
"2019-06-18",8790
"2019-06-19",8790
"2019-06-20",9130
"2019-06-21",8950
"2019-06-24",8860
"2019-06-25",8630
"2019-06-26",8670
"2019-06-27",8450
"2019-06-28",8450
"2019-07-01",8720
"2019-07-02",8650
"2019-07-03",8550
"2019-07-04",8350
"2019-07-05",8530
"2019-07-08",8120
"2019-07-09",7670
"2019-07-10",8120
"2019-07-11",8240
"2019-07-12",8220
"2019-07-15",7930
"2019-07-16",8400
"2019-07-17",8360
"2019-07-18",8890
"2019-07-19",8700
"2019-07-22",8480
"2019-07-23",8480
"2019-07-24",8280
"2019-07-25",8300
"2019-07-26",8270
"2019-07-29",7630
"2019-07-30",7540
"2019-07-31",7600
"2019-08-01",7530
"2019-08-02",7240
"2019-08-05",6090
"2019-08-06",5710
"2019-08-07",6320
"2019-08-08",6540
"2019-08-09",6700
"2019-08-12",6780
"2019-08-13",6790
"2019-08-14",6870
"2019-08-16",7160
"2019-08-19",7140
"2019-08-20",7190
"2019-08-21",7350
"2019-08-22",7250
"2019-08-23",7110
"2019-08-26",6800
"2019-08-27",6700
"2019-08-28",7020
"2019-08-29",7030
"2019-08-30",6990
"2019-09-02",7140
"2019-09-03",7110
"2019-09-04",7360
"2019-09-05",7250
"2019-09-06",7170
"2019-09-09",7190
"2019-09-10",6990
"2019-09-11",7100
"2019-09-16",7170
"2019-09-17",7670
"2019-09-18",7630
"2019-09-19",7720
"2019-09-20",7780
"2019-09-23",7490
"2019-09-24",7430
"2019-09-25",7200
"2019-09-26",7200
"2019-09-27",7260
"2019-09-30",7290
"2019-10-01",7630
"2019-10-02",7500
"2019-10-04",7490
"2019-10-07",7900
"2019-10-08",7750
"2019-10-10",7620
"2019-10-11",7750
"2019-10-14",8000
"2019-10-15",8120
"2019-10-16",8130
"2019-10-17",8230
"2019-10-18",8340
"2019-10-21",8100
"2019-10-22",8560
"2019-10-23",8720
"2019-10-24",8490
"2019-10-25",8580
"2019-10-28",8450
"2019-10-29",8460
"2019-10-30",8400
"2019-10-31",8400
"2019-11-01",8480
"2019-11-04",8940
"2019-11-05",9180
"2019-11-06",9340
"2019-11-07",9200
"2019-11-08",9350
"2019-11-11",9100
"2019-11-12",9200
"2019-11-13",9030
"2019-11-14",9070
"2019-11-15",9190
"2019-11-18",9180
"2019-11-19",9000
"2019-11-20",8600
"2019-11-21",8530
"2019-11-22",8530
"2019-11-25",9000
"2019-11-26",9150
"2019-11-27",9250
"2019-11-28",9190
"2019-11-29",9160
"2019-12-02",9190
"2019-12-03",9190
"2019-12-04",9070
"2019-12-05",9320
"2019-12-06",9440
"2019-12-09",9760
"2019-12-10",9920
"2019-12-11",9550
"2019-12-12",9420
"2019-12-13",9470
"2019-12-16",9420
"2019-12-17",9390
"2019-12-18",9870
"2019-12-19",8720
"2019-12-20",8340
"2019-12-23",8130
"2019-12-24",7680
"2019-12-26",7830
"2019-12-27",8170
"2019-12-30",8380
"2020-01-02",8290
"2020-01-03",8210
"2020-01-06",7910
"2020-01-07",8080
"2020-01-08",7650
"2020-01-09",7950
"2020-01-10",8150
"2020-01-13",8210
"2020-01-14",8250
"2020-01-15",8290
"2020-01-16",8390
"2020-01-17",8350
"2020-01-20",8320
"2020-01-21",8290
"2020-01-22",8480
"2020-01-23",8330
"2020-01-28",8110
"2020-01-29",8310
"2020-01-30",8000
"2020-01-31",7630
"2020-02-03",7550
"2020-02-04",8010
"2020-02-05",8210
"2020-02-06",8460
"2020-02-07",8470
"2020-02-10",8420
"2020-02-11",8400
"2020-02-12",8360
"2020-02-13",8240
"2020-02-14",8200
"2020-02-17",8210
"2020-02-18",8080
"2020-02-19",8150
"2020-02-20",8330
"2020-02-21",8000
"2020-02-24",7510
"2020-02-25",7670
"2020-02-26",7980
"2020-02-27",7790
"2020-02-28",7230
"2020-03-02",7270
"2020-03-03",7530
"2020-03-04",7690
"2020-03-05",8280
"2020-03-06",8220
"2020-03-09",8010
"2020-03-10",7700
"2020-03-11",6930
"2020-03-12",6440
"2020-03-13",5780
"2020-03-16",5510
"2020-03-17",7160
"2020-03-18",6750
"2020-03-19",5750
"2020-03-20",6050
"2020-03-23",5490
"2020-03-24",6360
"2020-03-25",6550
"2020-03-26",6480
"2020-03-27",6570
"2020-03-30",7270
"2020-03-31",7700
"2020-04-01",7570
"2020-04-02",7690
"2020-04-03",7620
"2020-04-06",7840
"2020-04-07",7870
"2020-04-08",7780
"2020-04-09",8560
"2020-04-10",11100
"2020-04-13",13350
"2020-04-14",11850
"2020-04-16",11450
"2020-04-17",10750
"2020-04-20",11100
"2020-04-21",10600
"2020-04-22",11900
"2020-04-23",12000
"2020-04-24",11200
"2020-04-27",11350
"2020-04-28",10900
"2020-04-29",10850
"2020-05-04",10950
"2020-05-06",11300
"2020-05-07",11050
"2020-05-08",11350
"2020-05-11",11700
"2020-05-12",11800
"2020-05-13",11850
"2020-05-14",11550
"2020-05-15",11100
"2020-05-18",11250
"2020-05-19",11300
"2020-05-20",11450
"2020-05-21",11500
"2020-05-22",12050
"2020-05-25",12050
"2020-05-26",12000
"2020-05-27",11600
"2020-05-28",11700
"2020-05-29",11500
"2020-06-01",11900
"2020-06-02",12000
"2020-06-03",11450
"2020-06-04",11100
"2020-06-05",11500
"2020-06-08",11350
"2020-06-09",12550
"2020-06-10",12500
"2020-06-11",12750
"2020-06-12",12100
"2020-06-15",10750
"2020-06-16",11850
"2020-06-17",12150
"2020-06-18",11750
"2020-06-19",11650
"2020-06-22",11450
"2020-06-23",11300
"2020-06-24",11300
"2020-06-25",11300
"2020-06-26",11100
"2020-06-29",10950
"2020-06-30",10450
"2020-07-01",10100
"2020-07-02",10300
"2020-07-03",10250
"2020-07-06",10300
"2020-07-07",10250
"2020-07-08",10100
"2020-07-09",9820
"2020-07-10",9790
"2020-07-13",10150
"2020-07-14",10050
"2020-07-15",10050
"2020-07-16",9940
"2020-07-17",9830
"2020-07-20",9720
"2020-07-21",10050
"2020-07-22",10550
"2020-07-23",10650
"2020-07-24",10900
"2020-07-27",10700
"2020-07-28",10750
"2020-07-29",10650
"2020-07-30",10550
"2020-07-31",10650
"2020-08-03",11000
"2020-08-04",10950
"2020-08-05",11300
"2020-08-06",10900
"2020-08-07",11000
"2020-08-10",10950
"2020-08-11",11550
"2020-08-12",11250
"2020-08-13",11100
"2020-08-14",10600
"2020-08-18",10000
"2020-08-19",10000
"2020-08-20",9960
"2020-08-21",9960
"2020-08-24",10100
"2020-08-25",10550
"2020-08-26",10500
"2020-08-27",10250
"2020-08-28",11200
"2020-08-31",11400
"2020-09-01",11350
"2020-09-02",11600
"2020-09-03",11450
"2020-09-04",11400
"2020-09-07",11450
"2020-09-08",11200
"2020-09-09",11350
"2020-09-10",13300
"2020-09-11",12650
"2020-09-14",13500
"2020-09-15",14300
"2020-09-16",13750
"2020-09-17",12900
"2020-09-18",13850
"2020-09-21",13000
"2020-09-22",12050
"2020-09-23",11800
"2020-09-24",10700
"2020-09-25",10450
"2020-09-28",10900
"2020-09-29",11250
"2020-10-05",12000
"2020-10-06",11850
"2020-10-07",12400
"2020-10-08",12100
"2020-10-12",11750
"2020-10-13",11550
"2020-10-14",11500
"2020-10-15",11050
"2020-10-16",10900
"2020-10-19",10550
"2020-10-20",10700
"2020-10-21",10700
"2020-10-22",10400
"2020-10-23",10200
"2020-10-26",9690
"2020-10-27",9650
"2020-10-28",10150
"2020-10-29",10050
"2020-10-30",9800
"2020-11-02",9800
"2020-11-03",10000
"2020-11-04",10050
"2020-11-05",10350
"2020-11-06",10050
"2020-11-09",10300
"2020-11-10",10050
"2020-11-11",10100
"2020-11-12",10050
"2020-11-13",10050
"2020-11-16",9970
"2020-11-17",10100
"2020-11-18",10050
"2020-11-19",10300
"2020-11-20",10400
"2020-11-23",10400
"2020-11-24",10200
"2020-11-25",10000
"2020-11-26",9980
"2020-11-27",10300
"2020-11-30",10150
"2020-12-01",10150
"2020-12-02",9970
"2020-12-03",10000
