"","Price"
"2017-11-06",40816
"2017-11-07",43052
"2017-11-08",42884
"2017-11-09",43779
"2017-11-10",43499
"2017-11-13",41598
"2017-11-14",41207
"2017-11-15",40871
"2017-11-16",41151
"2017-11-17",41878
"2017-11-20",41822
"2017-11-21",40760
"2017-11-22",41151
"2017-11-23",41598
"2017-11-24",42661
"2017-11-27",42493
"2017-11-28",41766
"2017-11-29",41039
"2017-11-30",41542
"2017-12-01",40704
"2017-12-04",40871
"2017-12-05",42493
"2017-12-06",40089
"2017-12-07",36343
"2017-12-08",34777
"2017-12-11",34777
"2017-12-12",35057
"2017-12-13",36454
"2017-12-14",36119
"2017-12-15",37237
"2017-12-18",37181
"2017-12-19",36119
"2017-12-20",36622
"2017-12-21",36902
"2017-12-22",36007
"2017-12-26",35728
"2017-12-27",34498
"2017-12-28",37014
"2018-01-02",38132
"2018-01-03",39138
"2018-01-04",39697
"2018-01-05",39697
"2018-01-08",39474
"2018-01-09",39641
"2018-01-10",40424
"2018-01-11",39809
"2018-01-12",40983
"2018-01-15",41095
"2018-01-16",40089
"2018-01-17",38635
"2018-01-18",39026
"2018-01-19",39697
"2018-01-22",39641
"2018-01-23",40871
"2018-01-24",41375
"2018-01-25",42884
"2018-01-26",43052
"2018-01-29",43164
"2018-01-30",42437
"2018-01-31",41598
"2018-02-01",41654
"2018-02-02",41487
"2018-02-05",40033
"2018-02-06",38803
"2018-02-07",38244
"2018-02-08",38523
"2018-02-09",40592
"2018-02-12",38020
"2018-02-13",38076
"2018-02-14",37964
"2018-02-19",39306
"2018-02-20",38915
"2018-02-21",38803
"2018-02-22",38020
"2018-02-23",38579
"2018-02-26",38355
"2018-02-27",38132
"2018-02-28",37461
"2018-03-02",36790
"2018-03-05",35951
"2018-03-06",37573
"2018-03-07",36846
"2018-03-08",37181
"2018-03-09",37629
"2018-03-12",37293
"2018-03-13",37349
"2018-03-14",36958
"2018-03-15",36902
"2018-03-16",37293
"2018-03-19",36175
"2018-03-20",36399
"2018-03-21",35895
"2018-03-22",36063
"2018-03-23",34945
"2018-03-26",35001
"2018-03-27",35672
"2018-03-28",34833
"2018-03-29",34498
"2018-03-30",34945
"2018-04-02",34609
"2018-04-03",34889
"2018-04-04",34330
"2018-04-05",35224
"2018-04-06",34330
"2018-04-09",35168
"2018-04-10",35168
"2018-04-11",35057
"2018-04-12",37125
"2018-04-13",36175
"2018-04-16",35839
"2018-04-17",35504
"2018-04-18",36287
"2018-04-19",36622
"2018-04-20",36958
"2018-04-23",36622
"2018-04-24",36678
"2018-04-25",35728
"2018-04-26",36343
"2018-04-27",37461
"2018-04-30",37796
"2018-05-02",39530
"2018-05-03",39138
"2018-05-04",39474
"2018-05-08",39530
"2018-05-09",38467
"2018-05-10",40145
"2018-05-11",39474
"2018-05-14",39586
"2018-05-15",40033
"2018-05-16",39026
"2018-05-17",39362
"2018-05-18",39809
"2018-05-21",38803
"2018-05-23",37852
"2018-05-24",37181
"2018-05-25",38300
"2018-05-28",38020
"2018-05-29",38132
"2018-05-30",36790
"2018-05-31",36958
"2018-06-01",36510
"2018-06-04",37181
"2018-06-05",37014
"2018-06-07",37573
"2018-06-08",37629
"2018-06-11",37237
"2018-06-12",37629
"2018-06-14",37685
"2018-06-15",37349
"2018-06-18",35839
"2018-06-19",34498
"2018-06-20",34665
"2018-06-21",34106
"2018-06-22",34162
"2018-06-25",34889
"2018-06-26",35057
"2018-06-27",34050
"2018-06-28",33827
"2018-06-29",33323
"2018-07-02",32652
"2018-07-03",32820
"2018-07-04",32373
"2018-07-05",32764
"2018-07-06",33491
"2018-07-09",33156
"2018-07-10",33156
"2018-07-11",32485
"2018-07-12",32485
"2018-07-13",32429
"2018-07-16",32541
"2018-07-17",32429
"2018-07-18",32205
"2018-07-19",31199
"2018-07-20",30807
"2018-07-23",31087
"2018-07-24",31478
"2018-07-25",31255
"2018-07-26",31702
"2018-07-27",31758
"2018-07-30",31590
"2018-07-31",31255
"2018-08-01",31590
"2018-08-02",30863
"2018-08-03",30975
"2018-08-06",31143
"2018-08-07",30975
"2018-08-08",30919
"2018-08-09",31199
"2018-08-10",31478
"2018-08-13",30640
"2018-08-14",29465
"2018-08-16",27900
"2018-08-17",27620
"2018-08-20",28180
"2018-08-21",28627
"2018-08-22",29242
"2018-08-23",29130
"2018-08-24",29018
"2018-08-27",28515
"2018-08-28",28683
"2018-08-29",29018
"2018-08-30",29689
"2018-08-31",29242
"2018-09-03",28739
"2018-09-04",28068
"2018-09-05",28739
"2018-09-06",29074
"2018-09-07",29521
"2018-09-10",30025
"2018-09-11",29913
"2018-09-12",29298
"2018-09-13",29577
"2018-09-14",29633
"2018-09-17",29521
"2018-09-18",29074
"2018-09-19",28291
"2018-09-20",28235
"2018-09-21",29130
"2018-09-27",28962
"2018-09-28",28850
"2018-10-01",28235
"2018-10-02",28347
"2018-10-04",28180
"2018-10-05",27620
"2018-10-08",25775
"2018-10-10",23371
"2018-10-11",22421
"2018-10-12",22700
"2018-10-15",22812
"2018-10-16",22980
"2018-10-17",23203
"2018-10-18",22756
"2018-10-19",22532
"2018-10-22",22141
"2018-10-23",20408
"2018-10-24",21079
"2018-10-25",21023
"2018-10-26",19905
"2018-10-29",19234
"2018-10-30",20016
"2018-10-31",19793
"2018-11-01",19793
"2018-11-02",21023
"2018-11-05",20408
"2018-11-06",20911
"2018-11-07",20128
"2018-11-08",20855
"2018-11-09",21246
"2018-11-12",21861
"2018-11-13",20967
"2018-11-14",20631
"2018-11-15",20128
"2018-11-16",20128
"2018-11-19",20240
"2018-11-20",19793
"2018-11-21",19569
"2018-11-22",19290
"2018-11-23",19234
"2018-11-26",19178
"2018-11-27",18786
"2018-11-28",19625
"2018-11-29",19122
"2018-11-30",19010
"2018-12-03",21246
"2018-12-04",20520
"2018-12-05",19513
"2018-12-06",19122
"2018-12-07",20128
"2018-12-10",19960
"2018-12-11",19513
"2018-12-12",20352
"2018-12-13",21135
"2018-12-14",22756
"2018-12-17",21582
"2018-12-18",20743
"2018-12-19",20631
"2018-12-20",20576
"2018-12-21",20016
"2018-12-24",19345
"2018-12-26",18451
"2018-12-27",18339
"2018-12-28",18507
"2019-01-02",17780
"2019-01-03",16829
"2019-01-04",16718
"2019-01-07",16718
"2019-01-08",12133
"2019-01-09",12021
"2019-01-10",10489
"2019-01-11",10131
"2019-01-14",10411
"2019-01-15",13531
"2019-01-16",14257
"2019-01-17",12804
"2019-01-18",13251
"2019-01-21",13363
"2019-01-22",13195
"2019-01-23",16214
"2019-01-24",18898
"2019-01-25",18954
"2019-01-28",18786
"2019-01-29",14090
"2019-01-30",13866
"2019-01-31",13922
"2019-02-01",13810
"2019-02-07",13810
"2019-02-08",13475
"2019-02-11",13307
"2019-02-12",13363
"2019-02-13",13307
"2019-02-14",13307
"2019-02-15",13307
"2019-02-18",13307
"2019-02-19",13307
"2019-02-20",13307
"2019-02-21",13307
"2019-02-22",13307
"2019-02-25",13307
"2019-02-26",13307
"2019-02-27",13307
"2019-02-28",13307
"2019-03-04",13307
"2019-03-05",13307
"2019-03-06",13307
"2019-03-07",13307
"2019-03-08",13307
"2019-03-11",13307
"2019-03-12",13307
"2019-03-13",13307
"2019-03-14",13307
"2019-03-15",13307
"2019-03-18",13307
"2019-03-19",13307
"2019-03-20",13307
"2019-03-21",13307
"2019-03-22",13307
"2019-03-25",13307
"2019-03-26",13307
"2019-03-27",13307
"2019-03-28",13307
"2019-03-29",13307
"2019-04-01",13307
"2019-04-02",13307
"2019-04-03",13307
"2019-04-04",13307
"2019-04-05",13307
"2019-04-08",13307
"2019-04-09",13307
"2019-04-10",13307
"2019-04-11",13307
"2019-04-12",13307
"2019-04-15",13307
"2019-04-16",13307
"2019-04-17",13307
"2019-04-18",13307
"2019-04-19",13307
"2019-04-22",13307
"2019-04-23",12037
"2019-04-24",10404
"2019-04-25",10494
"2019-04-26",10162
"2019-04-29",9950
"2019-04-30",9950
"2019-05-02",9950
"2019-05-03",9950
"2019-05-07",9950
"2019-05-08",9950
"2019-05-09",9950
"2019-05-10",9950
"2019-05-13",9950
"2019-05-14",9950
"2019-05-15",9950
"2019-05-16",9950
"2019-05-17",9950
"2019-05-20",9950
"2019-05-21",8930
"2019-05-22",8240
"2019-05-23",8470
"2019-05-24",8150
"2019-05-27",7150
"2019-05-28",7240
"2019-05-29",7360
"2019-05-30",7310
"2019-05-31",7220
"2019-06-03",7250
"2019-06-04",7170
"2019-06-05",7160
"2019-06-07",7150
"2019-06-10",7000
"2019-06-11",6870
"2019-06-12",6740
"2019-06-13",6610
"2019-06-14",6450
"2019-06-17",6400
"2019-06-18",6480
"2019-06-19",6470
"2019-06-20",6400
"2019-06-21",6350
"2019-06-24",6500
"2019-06-25",6510
"2019-06-26",6360
"2019-06-27",6270
"2019-06-28",6030
"2019-07-01",6070
"2019-07-02",6000
"2019-07-03",5860
"2019-07-04",5800
"2019-07-05",5880
"2019-07-08",5630
"2019-07-09",5500
"2019-07-10",5540
"2019-07-11",5660
"2019-07-12",5790
"2019-07-15",5680
"2019-07-16",5720
"2019-07-17",5500
"2019-07-18",5550
"2019-07-19",5740
"2019-07-22",5610
"2019-07-23",5560
"2019-07-24",5500
"2019-07-25",5220
"2019-07-26",5330
"2019-07-29",5300
"2019-07-30",5060
"2019-07-31",4950
"2019-08-01",4895
"2019-08-02",4780
"2019-08-05",4355
"2019-08-06",4275
"2019-08-07",4255
"2019-08-08",4385
"2019-08-09",4435
"2019-08-12",4435
"2019-08-13",4405
"2019-08-14",4440
"2019-08-16",4360
"2019-08-19",4450
"2019-08-20",4500
"2019-08-21",4670
"2019-08-22",5000
"2019-08-23",5050
"2019-08-26",4790
"2019-08-27",4660
"2019-08-28",4605
"2019-08-29",4575
"2019-08-30",4675
"2019-09-02",4840
"2019-09-03",4825
"2019-09-04",4780
"2019-09-05",4760
"2019-09-06",4755
"2019-09-09",4705
"2019-09-10",4775
"2019-09-11",4840
"2019-09-16",4940
"2019-09-17",4950
"2019-09-18",4845
"2019-09-19",4845
"2019-09-20",4820
"2019-09-23",4750
"2019-09-24",4700
"2019-09-25",4595
"2019-09-26",4585
"2019-09-27",4535
"2019-09-30",4545
"2019-10-01",4505
"2019-10-02",4495
"2019-10-04",4465
"2019-10-07",4480
"2019-10-08",4605
"2019-10-10",4545
"2019-10-11",4540
"2019-10-14",4580
"2019-10-15",4500
"2019-10-16",4480
"2019-10-17",4450
"2019-10-18",4500
"2019-10-21",4440
"2019-10-22",4585
"2019-10-23",4460
"2019-10-24",4430
"2019-10-25",4440
"2019-10-28",4415
"2019-10-29",4370
"2019-10-30",4305
"2019-10-31",4365
"2019-11-01",4350
"2019-11-04",4390
"2019-11-05",4440
"2019-11-06",4550
"2019-11-07",4565
"2019-11-08",4750
"2019-11-11",4825
"2019-11-12",4800
"2019-11-13",4940
"2019-11-14",4940
"2019-11-15",4935
"2019-11-18",4890
"2019-11-19",4895
"2019-11-20",4730
"2019-11-21",4680
"2019-11-22",4645
"2019-11-25",4690
"2019-11-26",4690
"2019-11-27",4650
"2019-11-28",4580
"2019-11-29",4480
"2019-12-02",4415
"2019-12-03",4415
"2019-12-04",4430
"2019-12-05",4370
"2019-12-06",4515
"2019-12-09",4795
"2019-12-10",4775
"2019-12-11",4785
"2019-12-12",4850
"2019-12-13",4865
"2019-12-16",4800
"2019-12-17",4810
"2019-12-18",4815
"2019-12-19",4805
"2019-12-20",4845
"2019-12-23",4850
"2019-12-24",4845
"2019-12-26",4865
"2019-12-27",4940
"2019-12-30",4985
"2020-01-02",5060
"2020-01-03",5080
"2020-01-06",4915
"2020-01-07",4835
"2020-01-08",4660
"2020-01-09",4670
"2020-01-10",4690
"2020-01-13",4700
"2020-01-14",4720
"2020-01-15",4790
"2020-01-16",4780
"2020-01-17",4795
"2020-01-20",4725
"2020-01-21",4630
"2020-01-22",4620
"2020-01-23",4630
"2020-01-28",4465
"2020-01-29",4475
"2020-01-30",4385
"2020-01-31",4300
"2020-02-03",4205
"2020-02-04",4265
"2020-02-05",4280
"2020-02-06",4420
"2020-02-07",4390
"2020-02-10",4450
"2020-02-11",4830
"2020-02-12",4810
"2020-02-13",4815
"2020-02-14",4815
"2020-02-17",4825
"2020-02-18",4760
"2020-02-19",4755
"2020-02-20",4660
"2020-02-21",4690
"2020-02-24",4495
"2020-02-25",4460
"2020-02-26",4395
"2020-02-27",4325
"2020-02-28",4170
"2020-03-02",4165
"2020-03-03",4220
"2020-03-04",4335
"2020-03-05",4430
"2020-03-06",4735
"2020-03-09",4420
"2020-03-10",4550
"2020-03-11",4385
"2020-03-12",4200
"2020-03-13",3970
"2020-03-16",4015
"2020-03-17",4055
"2020-03-18",4000
"2020-03-19",3890
"2020-03-20",3970
"2020-03-23",3610
"2020-03-24",3660
"2020-03-25",3820
"2020-03-26",3995
"2020-03-27",4080
"2020-03-30",4035
"2020-03-31",4165
"2020-04-01",4390
"2020-04-02",4365
"2020-04-03",4400
"2020-04-06",4435
"2020-04-07",4555
"2020-04-08",4590
"2020-04-09",4575
"2020-04-10",4580
"2020-04-13",4425
"2020-04-14",4400
"2020-04-16",4345
"2020-04-17",4475
"2020-04-20",4700
"2020-04-21",6110
"2020-04-22",7190
"2020-04-23",6550
"2020-04-24",6530
"2020-04-27",6740
"2020-04-28",6530
"2020-04-29",6350
"2020-05-04",6150
"2020-05-06",6230
"2020-05-07",6040
"2020-05-08",6100
"2020-05-11",6190
"2020-05-12",6090
"2020-05-13",5890
"2020-05-14",5820
"2020-05-15",5900
"2020-05-18",5830
"2020-05-19",5780
"2020-05-20",5800
"2020-05-21",5900
"2020-05-22",5720
"2020-05-25",5660
"2020-05-26",5700
"2020-05-27",6000
"2020-05-28",5810
"2020-05-29",5820
"2020-06-01",5950
"2020-06-02",6120
"2020-06-03",6010
"2020-06-04",5930
"2020-06-05",5990
"2020-06-08",5950
"2020-06-09",6100
"2020-06-10",6380
"2020-06-11",6230
"2020-06-12",6000
"2020-06-15",5960
"2020-06-16",6030
"2020-06-17",6050
"2020-06-18",6110
"2020-06-19",6020
"2020-06-22",6060
"2020-06-23",6070
"2020-06-24",6040
"2020-06-25",5950
"2020-06-26",5880
"2020-06-29",5790
"2020-06-30",5820
"2020-07-01",5810
"2020-07-02",5920
"2020-07-03",6070
"2020-07-06",6040
"2020-07-07",5980
"2020-07-08",6110
"2020-07-09",6370
"2020-07-10",6260
"2020-07-13",6290
"2020-07-14",6470
"2020-07-15",6590
"2020-07-16",6560
"2020-07-17",6410
"2020-07-20",6390
"2020-07-21",6590
"2020-07-22",6590
"2020-07-23",6550
"2020-07-24",6460
"2020-07-27",6600
"2020-07-28",6500
"2020-07-29",6540
"2020-07-30",6740
"2020-07-31",6610
"2020-08-03",6350
"2020-08-04",6330
"2020-08-05",6370
"2020-08-06",6380
"2020-08-07",6390
"2020-08-10",6370
"2020-08-11",6440
"2020-08-12",6450
"2020-08-13",6700
"2020-08-14",6590
"2020-08-18",6300
"2020-08-19",6260
"2020-08-20",6250
"2020-08-21",6310
"2020-08-24",6180
"2020-08-25",6270
"2020-08-26",6260
"2020-08-27",6180
"2020-08-28",6220
"2020-08-31",6300
"2020-09-01",6300
"2020-09-02",6490
"2020-09-03",6800
"2020-09-04",6940
"2020-09-07",7020
"2020-09-08",7790
"2020-09-09",7560
"2020-09-10",7680
"2020-09-11",9060
"2020-09-14",9000
"2020-09-15",9750
"2020-09-16",9810
"2020-09-17",9840
"2020-09-18",9730
"2020-09-21",9610
"2020-09-22",9470
"2020-09-23",10200
"2020-09-24",9670
"2020-09-25",9790
"2020-09-28",8450
"2020-09-29",8380
"2020-10-05",8450
"2020-10-06",8540
"2020-10-07",8730
"2020-10-08",8570
"2020-10-12",8600
"2020-10-13",8660
"2020-10-14",8590
"2020-10-15",8310
"2020-10-16",8250
"2020-10-19",8300
"2020-10-20",8400
"2020-10-21",8460
"2020-10-22",8420
"2020-10-23",8540
"2020-10-26",8500
"2020-10-27",7190
"2020-10-28",7160
"2020-10-29",7060
"2020-10-30",6860
"2020-11-02",7020
"2020-11-03",6870
"2020-11-04",6850
"2020-11-05",6920
"2020-11-06",6890
"2020-11-09",7190
"2020-11-10",7220
"2020-11-11",7630
"2020-11-12",7480
"2020-11-13",7870
"2020-11-16",8780
"2020-11-17",8750
"2020-11-18",8960
"2020-11-19",8950
"2020-11-20",8900
"2020-11-23",9040
"2020-11-24",9120
"2020-11-25",9110
"2020-11-26",8920
"2020-11-27",9010
"2020-11-30",8780
"2020-12-01",8520
"2020-12-02",8480
"2020-12-03",8290
