"","Price"
"2017-04-05",2590
"2017-04-06",2565
"2017-04-07",2585
"2017-04-10",2465
"2017-04-11",2465
"2017-04-12",2490
"2017-04-13",2630
"2017-04-14",2580
"2017-04-17",2635
"2017-04-18",2635
"2017-04-19",2610
"2017-04-20",2620
"2017-04-21",2620
"2017-04-24",2550
"2017-04-25",2590
"2017-04-26",2610
"2017-04-27",2825
"2017-04-28",2685
"2017-05-02",2765
"2017-05-04",2810
"2017-05-08",2795
"2017-05-10",2785
"2017-05-11",2755
"2017-05-12",2800
"2017-05-15",2785
"2017-05-16",2760
"2017-05-17",2740
"2017-05-18",2685
"2017-05-19",2810
"2017-05-22",2785
"2017-05-23",2850
"2017-05-24",2825
"2017-05-25",2785
"2017-05-26",2755
"2017-05-29",2750
"2017-05-30",2805
"2017-05-31",2805
"2017-06-01",2845
"2017-06-02",2845
"2017-06-05",2790
"2017-06-07",2770
"2017-06-08",2850
"2017-06-09",2830
"2017-06-12",2815
"2017-06-13",2805
"2017-06-14",2920
"2017-06-15",2890
"2017-06-16",2925
"2017-06-19",2930
"2017-06-20",2990
"2017-06-21",3000
"2017-06-22",2875
"2017-06-23",2855
"2017-06-26",2920
"2017-06-27",2880
"2017-06-28",2780
"2017-06-29",2720
"2017-06-30",2770
"2017-07-03",2710
"2017-07-04",2750
"2017-07-05",2790
"2017-07-06",2795
"2017-07-07",2785
"2017-07-10",2745
"2017-07-11",2745
"2017-07-12",2665
"2017-07-13",2575
"2017-07-14",2605
"2017-07-17",2650
"2017-07-18",2635
"2017-07-19",2680
"2017-07-20",2695
"2017-07-21",2700
"2017-07-24",2635
"2017-07-25",2590
"2017-07-26",2525
"2017-07-27",2490
"2017-07-28",2430
"2017-07-31",2385
"2017-08-01",2450
"2017-08-02",2495
"2017-08-03",2430
"2017-08-04",2540
"2017-08-07",2545
"2017-08-08",2580
"2017-08-09",2480
"2017-08-10",2470
"2017-08-11",2370
"2017-08-14",2305
"2017-08-16",2390
"2017-08-17",2400
"2017-08-18",2390
"2017-08-21",2385
"2017-08-22",2410
"2017-08-23",2380
"2017-08-24",2465
"2017-08-25",2460
"2017-08-28",2460
"2017-08-29",2465
"2017-08-30",2485
"2017-08-31",2495
"2017-09-01",2550
"2017-09-04",2520
"2017-09-05",2500
"2017-09-06",2595
"2017-09-07",2575
"2017-09-08",2500
"2017-09-11",2475
"2017-09-12",2535
"2017-09-13",2490
"2017-09-14",2530
"2017-09-15",2475
"2017-09-18",2435
"2017-09-19",2410
"2017-09-20",2430
"2017-09-21",2380
"2017-09-22",2260
"2017-09-25",2180
"2017-09-26",2195
"2017-09-27",2200
"2017-09-28",2205
"2017-09-29",2220
"2017-10-10",2260
"2017-10-11",2280
"2017-10-12",2255
"2017-10-13",2340
"2017-10-16",2280
"2017-10-17",2230
"2017-10-18",2200
"2017-10-19",2250
"2017-10-20",2270
"2017-10-23",2320
"2017-10-24",2330
"2017-10-25",2330
"2017-10-26",2320
"2017-10-27",2325
"2017-10-30",2390
"2017-10-31",2395
"2017-11-01",2420
"2017-11-02",2400
"2017-11-03",2440
"2017-11-06",2440
"2017-11-07",2460
"2017-11-08",2435
"2017-11-09",2445
"2017-11-10",2460
"2017-11-13",2490
"2017-11-14",2550
"2017-11-15",2515
"2017-11-16",2510
"2017-11-17",2515
"2017-11-20",2565
"2017-11-21",2550
"2017-11-22",2530
"2017-11-23",2575
"2017-11-24",2645
"2017-11-27",2790
"2017-11-28",2580
"2017-11-29",2705
"2017-11-30",2485
"2017-12-01",2495
"2017-12-04",2490
"2017-12-05",2520
"2017-12-06",2505
"2017-12-07",2430
"2017-12-08",2475
"2017-12-11",2450
"2017-12-12",2430
"2017-12-13",2445
"2017-12-14",2400
"2017-12-15",2340
"2017-12-18",2365
"2017-12-19",2305
"2017-12-20",2255
"2017-12-21",2200
"2017-12-22",2245
"2017-12-26",2280
"2017-12-27",2285
"2017-12-28",2315
"2018-01-02",2345
"2018-01-03",2420
"2018-01-04",2375
"2018-01-05",2410
"2018-01-08",2400
"2018-01-09",2380
"2018-01-10",2355
"2018-01-11",2485
"2018-01-12",2440
"2018-01-15",2455
"2018-01-16",2525
"2018-01-17",2550
"2018-01-18",2545
"2018-01-19",2545
"2018-01-22",2555
"2018-01-23",2575
"2018-01-24",2570
"2018-01-25",2635
"2018-01-26",2635
"2018-01-29",2655
"2018-01-30",2585
"2018-01-31",2600
"2018-02-01",2605
"2018-02-02",2550
"2018-02-05",2455
"2018-02-06",2420
"2018-02-07",2390
"2018-02-08",2445
"2018-02-09",2385
"2018-02-12",2395
"2018-02-13",2320
"2018-02-14",2325
"2018-02-19",2380
"2018-02-20",2390
"2018-02-21",2415
"2018-02-22",2400
"2018-02-23",2435
"2018-02-26",2435
"2018-02-27",2445
"2018-02-28",2415
"2018-03-02",2365
"2018-03-05",2330
"2018-03-06",2395
"2018-03-07",2350
"2018-03-08",2400
"2018-03-09",2465
"2018-03-12",2500
"2018-03-13",2520
"2018-03-14",2555
"2018-03-15",2545
"2018-03-16",2530
"2018-03-19",2485
"2018-03-20",2520
"2018-03-21",2530
"2018-03-22",2510
"2018-03-23",2385
"2018-03-26",2415
"2018-03-27",2480
"2018-03-28",2525
"2018-03-29",2535
"2018-03-30",2565
"2018-04-02",2570
"2018-04-03",2585
"2018-04-04",2575
"2018-04-05",2630
"2018-04-06",2620
"2018-04-09",2550
"2018-04-10",2600
"2018-04-11",2720
"2018-04-12",2715
"2018-04-13",2675
"2018-04-16",2715
"2018-04-17",2670
"2018-04-18",2715
"2018-04-19",2870
"2018-04-20",2760
"2018-04-23",2715
"2018-04-24",2700
"2018-04-25",2660
"2018-04-26",2720
"2018-04-27",2730
"2018-04-30",2830
"2018-05-02",3300
"2018-05-03",3125
"2018-05-04",3280
"2018-05-08",3425
"2018-05-09",3285
"2018-05-10",3315
"2018-05-11",3345
"2018-05-14",3465
"2018-05-15",3445
"2018-05-16",3135
"2018-05-17",3095
"2018-05-18",3150
"2018-05-21",3070
"2018-05-23",2995
"2018-05-24",2905
"2018-05-25",2715
"2018-05-28",2990
"2018-05-29",2865
"2018-05-30",2820
"2018-05-31",2895
"2018-06-01",2960
"2018-06-04",2945
"2018-06-05",2950
"2018-06-07",3020
"2018-06-08",3045
"2018-06-11",3000
"2018-06-12",3025
"2018-06-14",2900
"2018-06-15",3020
"2018-06-18",3160
"2018-06-19",2980
"2018-06-20",3145
"2018-06-21",3050
"2018-06-22",2910
"2018-06-25",2920
"2018-06-26",3155
"2018-06-27",2955
"2018-06-28",2700
"2018-06-29",2620
"2018-07-02",2415
"2018-07-03",2450
"2018-07-04",2400
"2018-07-05",2295
"2018-07-06",2350
"2018-07-09",2400
"2018-07-10",2440
"2018-07-11",2450
