"","Price"
"2017-04-05",8180
"2017-04-06",8200
"2017-04-07",8340
"2017-04-10",8070
"2017-04-11",8070
"2017-04-12",8280
"2017-04-13",8310
"2017-04-14",8010
"2017-04-17",8110
"2017-04-18",8100
"2017-04-19",7990
"2017-04-20",7880
"2017-04-21",7890
"2017-04-24",7850
"2017-04-25",8000
"2017-04-26",8010
"2017-04-27",7860
"2017-04-28",7940
"2017-05-02",7910
"2017-05-04",8020
"2017-05-08",8100
"2017-05-10",8040
"2017-05-11",8070
"2017-05-12",8120
"2017-05-15",8150
"2017-05-16",7950
"2017-05-17",7920
"2017-05-18",8060
"2017-05-19",8140
"2017-05-22",10050
"2017-05-23",10000
"2017-05-24",9480
"2017-05-25",9240
"2017-05-26",9230
"2017-05-29",9390
"2017-05-30",9830
"2017-05-31",10100
"2017-06-01",9710
"2017-06-02",9300
"2017-06-05",9300
"2017-06-07",9200
"2017-06-08",8910
"2017-06-09",9630
"2017-06-12",9710
"2017-06-13",10800
"2017-06-14",11050
"2017-06-15",10600
"2017-06-16",10750
"2017-06-19",10450
"2017-06-20",10150
"2017-06-21",10350
"2017-06-22",10350
"2017-06-23",10400
"2017-06-26",10600
"2017-06-27",10850
"2017-06-28",10250
"2017-06-29",10050
"2017-06-30",9830
"2017-07-03",9900
"2017-07-04",9880
"2017-07-05",10250
"2017-07-06",10350
"2017-07-07",9980
"2017-07-10",10050
"2017-07-11",10150
"2017-07-12",9900
"2017-07-13",10450
"2017-07-14",10250
"2017-07-17",10200
"2017-07-18",10050
"2017-07-19",10150
"2017-07-20",9980
"2017-07-21",10050
"2017-07-24",10450
"2017-07-25",10500
"2017-07-26",9960
"2017-07-27",10000
"2017-07-28",9620
"2017-07-31",9400
"2017-08-01",9340
"2017-08-02",9540
"2017-08-03",9320
"2017-08-04",9110
"2017-08-07",9330
"2017-08-08",9310
"2017-08-09",9100
"2017-08-10",9550
"2017-08-11",9240
"2017-08-14",9700
"2017-08-16",9630
"2017-08-17",9980
"2017-08-18",10050
"2017-08-21",9990
"2017-08-22",10300
"2017-08-23",11000
"2017-08-24",11400
"2017-08-25",11300
"2017-08-28",11200
"2017-08-29",12200
"2017-08-30",12200
"2017-08-31",12850
"2017-09-01",13700
"2017-09-04",13100
"2017-09-05",14400
"2017-09-06",14650
"2017-09-07",14950
"2017-09-08",13750
"2017-09-11",13800
"2017-09-12",13950
"2017-09-13",13900
"2017-09-14",15500
"2017-09-15",15050
"2017-09-18",15250
"2017-09-19",14100
"2017-09-20",13600
"2017-09-21",12850
"2017-09-22",12500
"2017-09-25",12500
"2017-09-26",12550
"2017-09-27",12450
"2017-09-28",12400
"2017-09-29",12200
"2017-10-10",11800
"2017-10-11",12650
"2017-10-12",12200
"2017-10-13",11950
"2017-10-16",12000
"2017-10-17",11850
"2017-10-18",12100
"2017-10-19",12500
"2017-10-20",12200
"2017-10-23",11600
"2017-10-24",11700
"2017-10-25",11600
"2017-10-26",11400
"2017-10-27",11350
"2017-10-30",11250
"2017-10-31",11400
"2017-11-01",11200
"2017-11-02",11200
"2017-11-03",11150
"2017-11-06",10900
"2017-11-07",11400
"2017-11-08",11450
"2017-11-09",11750
"2017-11-10",11750
"2017-11-13",12550
"2017-11-14",12700
"2017-11-15",10700
"2017-11-16",10650
"2017-11-17",10200
"2017-11-20",10500
"2017-11-21",10100
"2017-11-22",10300
"2017-11-23",10550
"2017-11-24",10750
"2017-11-27",10500
"2017-11-28",10100
"2017-11-29",10150
"2017-11-30",10350
"2017-12-01",10300
"2017-12-04",10100
"2017-12-05",10150
"2017-12-06",10250
"2017-12-07",9900
"2017-12-08",9710
"2017-12-11",9890
"2017-12-12",9750
"2017-12-13",9860
"2017-12-14",9900
"2017-12-15",9490
"2017-12-18",9600
"2017-12-19",9280
"2017-12-20",9230
"2017-12-21",9060
"2017-12-22",9170
"2017-12-26",9230
"2017-12-27",9350
"2017-12-28",9580
"2018-01-02",9700
"2018-01-03",9790
"2018-01-04",9770
"2018-01-05",10900
"2018-01-08",11300
"2018-01-09",11250
"2018-01-10",11600
"2018-01-11",11100
"2018-01-12",10600
"2018-01-15",10150
"2018-01-16",10500
"2018-01-17",10400
"2018-01-18",10700
"2018-01-19",10550
"2018-01-22",10450
"2018-01-23",10650
"2018-01-24",10750
"2018-01-25",10650
"2018-01-26",11000
"2018-01-29",11500
"2018-01-30",11100
"2018-01-31",10900
"2018-02-01",11000
"2018-02-02",10600
"2018-02-05",9950
"2018-02-06",9890
"2018-02-07",9840
"2018-02-08",9960
"2018-02-09",10100
"2018-02-12",9600
"2018-02-13",9390
"2018-02-14",9400
"2018-02-19",9700
"2018-02-20",9820
"2018-02-21",9960
"2018-02-22",9830
"2018-02-23",9750
"2018-02-26",9760
"2018-02-27",10650
"2018-02-28",11350
"2018-03-02",11050
"2018-03-05",10500
"2018-03-06",10450
"2018-03-07",9910
"2018-03-08",10200
"2018-03-09",10350
"2018-03-12",10350
"2018-03-13",10400
"2018-03-14",10800
"2018-03-15",10750
"2018-03-16",10650
"2018-03-19",10350
"2018-03-20",10300
"2018-03-21",10200
"2018-03-22",9720
"2018-03-23",9350
"2018-03-26",9310
"2018-03-27",9420
"2018-03-28",9270
"2018-03-29",9270
"2018-03-30",9380
"2018-04-02",9260
"2018-04-03",9110
"2018-04-04",9190
"2018-04-05",9450
"2018-04-06",9430
"2018-04-09",9290
"2018-04-10",9250
"2018-04-11",9350
"2018-04-12",9460
"2018-04-13",9630
"2018-04-16",9740
"2018-04-17",9600
"2018-04-18",9740
"2018-04-19",9660
"2018-04-20",9750
"2018-04-23",9430
"2018-04-24",9530
"2018-04-25",9350
"2018-04-26",9350
"2018-04-27",9340
"2018-04-30",9210
"2018-05-02",9100
"2018-05-03",9380
"2018-05-04",9250
"2018-05-08",9070
"2018-05-09",9170
"2018-05-10",9230
"2018-05-11",9270
"2018-05-14",9280
"2018-05-15",9160
"2018-05-16",8830
"2018-05-17",8790
"2018-05-18",8850
"2018-05-21",8830
"2018-05-23",8560
"2018-05-24",8550
"2018-05-25",8500
"2018-05-28",8550
"2018-05-29",8400
"2018-05-30",8310
"2018-05-31",8220
"2018-06-01",8230
"2018-06-04",8070
"2018-06-05",8270
"2018-06-07",8370
"2018-06-08",8490
"2018-06-11",8350
"2018-06-12",8200
"2018-06-14",8060
"2018-06-15",8060
"2018-06-18",7790
"2018-06-19",7390
"2018-06-20",7450
"2018-06-21",7450
"2018-06-22",7350
"2018-06-25",7450
"2018-06-26",7370
"2018-06-27",7270
"2018-06-28",7090
"2018-06-29",7160
"2018-07-02",6970
"2018-07-03",6980
"2018-07-04",7800
"2018-07-05",7600
"2018-07-06",7860
"2018-07-09",7900
"2018-07-10",7850
"2018-07-11",7850
"2018-07-12",7800
"2018-07-13",7860
"2018-07-16",7960
"2018-07-17",8000
"2018-07-18",7730
"2018-07-19",7590
"2018-07-20",7370
"2018-07-23",7090
"2018-07-24",7260
"2018-07-25",7180
"2018-07-26",7230
"2018-07-27",7420
"2018-07-30",7440
"2018-07-31",7620
"2018-08-01",7700
"2018-08-02",7720
"2018-08-03",8000
"2018-08-06",8010
"2018-08-07",8000
"2018-08-08",8250
"2018-08-09",8300
"2018-08-10",8100
"2018-08-13",7700
"2018-08-14",7890
"2018-08-16",7780
"2018-08-17",7760
"2018-08-20",7680
"2018-08-21",7680
"2018-08-22",7680
"2018-08-23",7500
"2018-08-24",7480
"2018-08-27",7420
"2018-08-28",7540
"2018-08-29",7710
"2018-08-30",7590
"2018-08-31",8120
"2018-09-03",8110
"2018-09-04",8120
"2018-09-05",8020
"2018-09-06",8020
"2018-09-07",7980
"2018-09-10",8090
"2018-09-11",8030
"2018-09-12",7850
"2018-09-13",7800
"2018-09-14",7930
"2018-09-17",7860
"2018-09-18",7760
"2018-09-19",7760
"2018-09-20",7710
"2018-09-21",7770
"2018-09-27",7640
"2018-09-28",7590
