"","Price"
"2019-12-11",6010
"2019-12-12",6080
"2019-12-13",5940
"2019-12-16",5690
"2019-12-17",5740
"2019-12-18",5880
"2019-12-19",5730
"2019-12-20",5420
"2019-12-23",5090
"2019-12-24",5130
"2019-12-26",5160
"2019-12-27",5210
"2019-12-30",5110
"2020-01-02",5150
"2020-01-03",5180
"2020-01-06",5080
"2020-01-07",4990
"2020-01-08",4560
"2020-01-09",4665
"2020-01-10",4730
"2020-01-13",4760
"2020-01-14",4690
"2020-01-15",4800
"2020-01-16",4680
"2020-01-17",4740
"2020-01-20",4665
"2020-01-21",4560
"2020-01-22",4555
"2020-01-23",4510
"2020-01-28",4135
"2020-01-29",4130
"2020-01-30",3900
"2020-01-31",3730
"2020-02-03",3760
"2020-02-04",3815
"2020-02-05",3850
"2020-02-06",3920
"2020-02-07",3875
"2020-02-10",3810
"2020-02-11",3810
"2020-02-12",4950
"2020-02-13",5120
"2020-02-14",5290
"2020-02-17",5800
"2020-02-18",5900
"2020-02-19",5800
"2020-02-20",5550
"2020-02-21",5880
"2020-02-24",5720
"2020-02-25",5050
"2020-02-26",4800
"2020-02-27",4435
"2020-02-28",4130
"2020-03-02",4200
"2020-03-03",4600
"2020-03-04",4585
"2020-03-05",4490
"2020-03-06",4315
"2020-03-09",4050
"2020-03-10",3990
"2020-03-11",3845
"2020-03-12",3380
"2020-03-13",2920
"2020-03-16",2900
"2020-03-17",2955
"2020-03-18",2700
"2020-03-19",2100
"2020-03-20",2525
"2020-03-23",2540
"2020-03-24",2710
"2020-03-25",2900
"2020-03-26",3025
"2020-03-27",3565
"2020-03-30",3840
"2020-03-31",3750
"2020-04-01",3630
"2020-04-02",3750
"2020-04-03",3750
"2020-04-06",3865
"2020-04-07",4095
"2020-04-08",4015
"2020-04-09",4050
"2020-04-10",3970
"2020-04-13",4025
"2020-04-14",4155
"2020-04-16",4175
"2020-04-17",4250
"2020-04-20",4420
"2020-04-21",4300
"2020-04-22",4305
"2020-04-23",4320
"2020-04-24",4480
"2020-04-27",4515
"2020-04-28",4470
"2020-04-29",4490
"2020-05-04",4410
"2020-05-06",4410
"2020-05-07",4415
"2020-05-08",4440
"2020-05-11",4400
"2020-05-12",4255
"2020-05-13",4210
"2020-05-14",4240
"2020-05-15",4290
"2020-05-18",4160
"2020-05-19",4225
"2020-05-20",4225
"2020-05-21",4480
"2020-05-22",4405
"2020-05-25",4375
"2020-05-26",4410
"2020-05-27",4715
"2020-05-28",4565
"2020-05-29",4450
"2020-06-01",4495
"2020-06-02",4505
"2020-06-03",4455
"2020-06-04",4390
"2020-06-05",4400
"2020-06-08",4395
"2020-06-09",4360
"2020-06-10",4240
"2020-06-11",4240
"2020-06-12",3960
"2020-06-15",3500
"2020-06-16",3620
"2020-06-17",3535
"2020-06-18",3510
"2020-06-19",3525
"2020-06-22",3485
"2020-06-23",3470
"2020-06-24",3495
"2020-06-25",3330
"2020-06-26",3355
"2020-06-29",3275
"2020-06-30",3200
"2020-07-01",3255
"2020-07-02",3285
"2020-07-03",3350
"2020-07-06",3415
"2020-07-07",3480
"2020-07-08",3435
"2020-07-09",3520
"2020-07-10",3500
"2020-07-13",3580
"2020-07-14",3560
"2020-07-15",3675
"2020-07-16",3605
"2020-07-17",3640
"2020-07-20",3640
"2020-07-21",3620
"2020-07-22",3580
"2020-07-23",3540
"2020-07-24",3480
"2020-07-27",3415
"2020-07-28",3410
"2020-07-29",3560
"2020-07-30",3540
"2020-07-31",3540
"2020-08-03",3490
"2020-08-04",3560
"2020-08-05",3545
"2020-08-06",3555
"2020-08-07",3520
"2020-08-10",3515
"2020-08-11",3500
"2020-08-12",3505
"2020-08-13",3570
"2020-08-14",3520
"2020-08-18",3345
"2020-08-19",3365
"2020-08-20",3195
"2020-08-21",3205
"2020-08-24",3200
"2020-08-25",3340
"2020-08-26",3350
"2020-08-27",3400
"2020-08-28",4420
"2020-08-31",4405
"2020-09-01",4155
"2020-09-02",4260
"2020-09-03",4130
"2020-09-04",3980
"2020-09-07",3995
"2020-09-08",3845
"2020-09-09",3895
"2020-09-10",3950
"2020-09-11",4015
"2020-09-14",3980
"2020-09-15",3970
"2020-09-16",4055
"2020-09-17",4260
"2020-09-18",4790
"2020-09-21",4370
"2020-09-22",4100
"2020-09-23",4075
"2020-09-24",3755
"2020-09-25",3655
"2020-09-28",3700
"2020-09-29",3840
"2020-10-05",3935
"2020-10-06",3980
"2020-10-07",4135
"2020-10-08",4220
"2020-10-12",4230
"2020-10-13",4180
"2020-10-14",4270
"2020-10-15",4130
"2020-10-16",3960
"2020-10-19",3995
"2020-10-20",4200
"2020-10-21",4210
"2020-10-22",4145
"2020-10-23",4395
"2020-10-26",4435
"2020-10-27",4960
"2020-10-28",4900
"2020-10-29",4660
"2020-10-30",4395
"2020-11-02",4480
"2020-11-03",4430
"2020-11-04",4375
"2020-11-05",4500
"2020-11-06",4440
"2020-11-09",4515
"2020-11-10",4920
"2020-11-11",4820
"2020-11-12",5650
"2020-11-13",5690
"2020-11-16",5710
"2020-11-17",5220
"2020-11-18",5190
"2020-11-19",5160
"2020-11-20",5350
"2020-11-23",5450
"2020-11-24",5290
"2020-11-25",5150
"2020-11-26",5210
"2020-11-27",5210
"2020-11-30",5420
"2020-12-01",5380
"2020-12-02",5260
"2020-12-03",5260
