"","Price"
"2017-04-05",1620
"2017-04-06",1590
"2017-04-07",1590
"2017-04-10",1565
"2017-04-11",1550
"2017-04-12",1535
"2017-04-13",1550
"2017-04-14",1585
"2017-04-17",1575
"2017-04-18",1570
"2017-04-19",1555
"2017-04-20",1555
"2017-04-21",1560
"2017-04-24",1575
"2017-04-25",1610
"2017-04-26",1585
"2017-04-27",1595
"2017-04-28",1555
"2017-05-02",1545
"2017-05-04",1575
"2017-05-08",1565
"2017-05-10",1565
"2017-05-11",1570
"2017-05-12",1550
"2017-05-15",1575
"2017-05-16",1550
"2017-05-17",1575
"2017-05-18",1565
"2017-05-19",1555
"2017-05-22",1570
"2017-05-23",1575
"2017-05-24",1640
"2017-05-25",1620
"2017-05-26",1610
"2017-05-29",1625
"2017-05-30",1625
"2017-05-31",1635
"2017-06-01",1620
"2017-06-02",1645
"2017-06-05",1630
"2017-06-07",1600
"2017-06-08",1700
"2017-06-09",1670
"2017-06-12",1715
"2017-06-13",1695
"2017-06-14",1780
"2017-06-15",2095
"2017-06-16",2265
"2017-06-19",2220
"2017-06-20",2205
"2017-06-21",2200
"2017-06-22",2380
"2017-06-23",2385
"2017-06-26",2490
"2017-06-27",2560
"2017-06-28",2630
"2017-06-29",2610
"2017-06-30",2590
"2017-07-03",2740
"2017-07-04",2650
"2017-07-05",2700
"2017-07-06",2725
"2017-07-07",2650
"2017-07-10",2555
"2017-07-11",2590
"2017-07-12",2590
"2017-07-13",2415
"2017-07-14",2415
"2017-07-17",2495
"2017-07-18",2555
"2017-07-19",2480
"2017-07-20",2495
"2017-07-21",2660
"2017-07-24",2610
"2017-07-25",2570
"2017-07-26",2555
"2017-07-27",2555
"2017-07-28",2500
"2017-07-31",2355
"2017-08-01",2415
"2017-08-02",2405
"2017-08-03",2450
"2017-08-04",2445
"2017-08-07",2375
"2017-08-08",2390
"2017-08-09",2295
"2017-08-10",2400
"2017-08-11",2445
"2017-08-14",2490
"2017-08-16",2550
"2017-08-17",2595
"2017-08-18",2575
"2017-08-21",2525
"2017-08-22",2560
"2017-08-23",2460
"2017-08-24",2455
"2017-08-25",2455
"2017-08-28",2470
"2017-08-29",2530
"2017-08-30",2680
"2017-08-31",2740
"2017-09-01",2790
"2017-09-04",2800
"2017-09-05",2870
"2017-09-06",2745
"2017-09-07",2865
"2017-09-08",2765
"2017-09-11",2825
"2017-09-12",2780
"2017-09-13",2725
"2017-09-14",2735
"2017-09-15",2820
"2017-09-18",2750
"2017-09-19",2700
"2017-09-20",2605
"2017-09-21",2505
"2017-09-22",2460
"2017-09-25",2465
"2017-09-26",2415
"2017-09-27",2415
"2017-09-28",2415
"2017-09-29",2450
"2017-10-10",2490
"2017-10-11",2540
"2017-10-12",2500
"2017-10-13",2495
"2017-10-16",2475
"2017-10-17",2495
"2017-10-18",2460
"2017-10-19",2460
"2017-10-20",2460
"2017-10-23",2445
"2017-10-24",2550
"2017-10-25",2555
"2017-10-26",2500
"2017-10-27",2490
"2017-10-30",2440
"2017-10-31",2575
"2017-11-01",2530
"2017-11-02",2520
"2017-11-03",2550
"2017-11-06",2525
"2017-11-07",2655
"2017-11-08",2720
"2017-11-09",2750
"2017-11-10",2760
"2017-11-13",2705
"2017-11-14",2665
"2017-11-15",2600
"2017-11-16",2585
"2017-11-17",2570
"2017-11-20",2630
"2017-11-21",2595
"2017-11-22",2590
"2017-11-23",2590
"2017-11-24",2615
"2017-11-27",2785
"2017-11-28",2885
"2017-11-29",3140
"2017-11-30",3195
"2017-12-01",3280
"2017-12-04",3370
"2017-12-05",3470
"2017-12-06",3315
"2017-12-07",3360
"2017-12-08",3190
"2017-12-11",3225
"2017-12-12",3150
"2017-12-13",3180
"2017-12-14",3130
"2017-12-15",3225
"2017-12-18",3130
"2017-12-19",3080
"2017-12-20",3085
"2017-12-21",2950
"2017-12-22",3005
"2017-12-26",2955
"2017-12-27",3225
"2017-12-28",3295
"2018-01-02",3330
"2018-01-03",3150
"2018-01-04",3095
"2018-01-05",3150
"2018-01-08",3050
"2018-01-09",3065
"2018-01-10",3130
"2018-01-11",3215
"2018-01-12",3185
"2018-01-15",3125
"2018-01-16",3125
"2018-01-17",3060
"2018-01-18",3105
"2018-01-19",3100
"2018-01-22",3130
"2018-01-23",3375
"2018-01-24",3370
"2018-01-25",3300
"2018-01-26",3365
"2018-01-29",3350
"2018-01-30",3230
"2018-01-31",3190
"2018-02-01",3235
"2018-02-02",3100
"2018-02-05",3030
"2018-02-06",3010
"2018-02-07",3010
"2018-02-08",3035
"2018-02-09",2995
"2018-02-12",2900
"2018-02-13",2880
"2018-02-14",2950
"2018-02-19",3050
"2018-02-20",2985
"2018-02-21",3015
"2018-02-22",2905
"2018-02-23",2925
"2018-02-26",2930
"2018-02-27",2935
"2018-02-28",2965
"2018-03-02",2915
"2018-03-05",2945
"2018-03-06",3045
"2018-03-07",3050
"2018-03-08",3110
"2018-03-09",3110
"2018-03-12",3100
"2018-03-13",3080
"2018-03-14",3055
"2018-03-15",3000
"2018-03-16",3010
"2018-03-19",2935
"2018-03-20",2915
"2018-03-21",2935
"2018-03-22",3045
"2018-03-23",3030
"2018-03-26",3030
"2018-03-27",3265
"2018-03-28",3200
