"","Price"
"2017-04-05",5730
"2017-04-06",5710
"2017-04-07",5450
"2017-04-10",5510
"2017-04-11",5850
"2017-04-12",5800
"2017-04-13",5850
"2017-04-14",5640
"2017-04-17",5710
"2017-04-18",5720
"2017-04-19",5760
"2017-04-20",5440
"2017-04-21",5650
"2017-04-24",5440
"2017-04-25",5330
"2017-04-26",5420
"2017-04-27",5300
"2017-04-28",5280
"2017-05-02",5320
"2017-05-04",5490
"2017-05-08",5440
"2017-05-10",5350
"2017-05-11",5640
"2017-05-12",5520
"2017-05-15",5230
"2017-05-16",5020
"2017-05-17",4800
"2017-05-18",4910
"2017-05-19",4935
"2017-05-22",4880
"2017-05-23",4870
"2017-05-24",4800
"2017-05-25",4700
"2017-05-26",4880
"2017-05-29",4920
"2017-05-30",4900
"2017-05-31",4870
"2017-06-01",4840
"2017-06-02",4720
"2017-06-05",4820
"2017-06-07",5050
"2017-06-08",5070
"2017-06-09",5030
"2017-06-12",4850
"2017-06-13",4875
"2017-06-14",4845
"2017-06-15",4715
"2017-06-16",4895
"2017-06-19",4915
"2017-06-20",4865
"2017-06-21",4715
"2017-06-22",4915
"2017-06-23",5040
"2017-06-26",5040
"2017-06-27",5000
"2017-06-28",5000
"2017-06-29",5040
"2017-06-30",5080
"2017-07-03",5000
"2017-07-04",4930
"2017-07-05",5030
"2017-07-06",4940
"2017-07-07",4930
"2017-07-10",4895
"2017-07-11",4835
"2017-07-12",4900
"2017-07-13",4960
"2017-07-14",4895
"2017-07-17",4780
"2017-07-18",4830
"2017-07-19",4875
"2017-07-20",4920
"2017-07-21",4905
"2017-07-24",4880
"2017-07-25",4850
"2017-07-26",4770
"2017-07-27",4780
"2017-07-28",4565
"2017-07-31",4680
"2017-08-01",4680
"2017-08-02",4765
"2017-08-03",4680
"2017-08-04",4740
"2017-08-07",4740
"2017-08-08",4745
"2017-08-09",4735
"2017-08-10",4700
"2017-08-11",4690
"2017-08-14",4730
"2017-08-16",4750
"2017-08-17",4875
"2017-08-18",4955
"2017-08-21",4970
"2017-08-22",5000
"2017-08-23",4925
