"","Price"
"2017-04-05",4689
"2017-04-06",4553
"2017-04-07",4601
"2017-04-10",4361
"2017-04-11",4369
"2017-04-12",4353
"2017-04-13",4393
"2017-04-14",4377
"2017-04-17",4401
"2017-04-18",4441
"2017-04-19",4345
"2017-04-20",4345
"2017-04-21",4337
"2017-04-24",4249
"2017-04-25",4257
"2017-04-26",4313
"2017-04-27",4537
"2017-04-28",4409
"2017-05-02",4401
"2017-05-04",4401
"2017-05-08",4457
"2017-05-10",4473
"2017-05-11",4465
"2017-05-12",4401
"2017-05-15",4361
"2017-05-16",4281
"2017-05-17",4305
"2017-05-18",4305
"2017-05-19",4329
"2017-05-22",4321
"2017-05-23",4353
"2017-05-24",4377
"2017-05-25",4369
"2017-05-26",4521
"2017-05-29",4497
"2017-05-30",4673
"2017-05-31",4673
"2017-06-01",4593
"2017-06-02",4665
"2017-06-05",4689
"2017-06-07",4601
"2017-06-08",4585
"2017-06-09",4553
"2017-06-12",4617
"2017-06-13",4609
"2017-06-14",4617
"2017-06-15",4537
"2017-06-16",4561
"2017-06-19",4489
"2017-06-20",4377
"2017-06-21",4401
"2017-06-22",4281
"2017-06-23",4265
"2017-06-26",4257
"2017-06-27",4353
"2017-06-28",4305
"2017-06-29",4353
"2017-06-30",4361
"2017-07-03",4337
"2017-07-04",4281
"2017-07-05",4305
"2017-07-06",4377
"2017-07-07",4305
"2017-07-10",4289
"2017-07-11",4241
"2017-07-12",4105
"2017-07-13",4041
"2017-07-14",4105
"2017-07-17",4129
"2017-07-18",4081
"2017-07-19",4153
"2017-07-20",4137
"2017-07-21",4169
"2017-07-24",4129
"2017-07-25",4113
"2017-07-26",4105
"2017-07-27",4113
"2017-07-28",4057
"2017-07-31",4041
"2017-08-01",4073
"2017-08-02",4097
"2017-08-03",4009
"2017-08-04",4009
"2017-08-07",4009
"2017-08-08",4017
"2017-08-09",3957
"2017-08-10",3917
"2017-08-11",3785
"2017-08-14",3821
"2017-08-16",3921
"2017-08-17",3929
"2017-08-18",3849
"2017-08-21",3881
"2017-08-22",3849
"2017-08-23",3813
"2017-08-24",3841
"2017-08-25",3921
"2017-08-28",3925
"2017-08-29",3877
"2017-08-30",3929
"2017-08-31",3921
"2017-09-01",3945
"2017-09-04",3877
"2017-09-05",3873
"2017-09-06",3881
"2017-09-07",3929
"2017-09-08",3885
"2017-09-11",3865
"2017-09-12",3873
"2017-09-13",3857
"2017-09-14",3865
"2017-09-15",3869
"2017-09-18",3949
"2017-09-19",3861
"2017-09-20",3857
"2017-09-21",3813
"2017-09-22",3617
"2017-09-25",3521
"2017-09-26",3625
"2017-09-27",3733
"2017-09-28",3805
"2017-09-29",3845
"2017-10-10",3793
"2017-10-11",3801
"2017-10-12",3789
"2017-10-13",3777
"2017-10-16",3745
"2017-10-17",3713
"2017-10-18",3621
"2017-10-19",3577
"2017-10-20",3593
"2017-10-23",3613
"2017-10-24",3625
"2017-10-25",3681
"2017-10-26",3697
"2017-10-27",3685
"2017-10-30",3633
"2017-10-31",3697
"2017-11-01",3765
"2017-11-02",3797
"2017-11-03",3801
"2017-11-06",3761
"2017-11-07",3729
"2017-11-08",3773
"2017-11-09",3789
"2017-11-10",3849
"2017-11-13",3869
"2017-11-14",3877
"2017-11-15",3881
"2017-11-16",3881
"2017-11-17",3885
"2017-11-20",3913
"2017-11-21",3953
"2017-11-22",3913
"2017-11-23",3917
"2017-11-24",3889
"2017-11-27",3921
"2017-11-28",3913
"2017-11-29",3953
"2017-11-30",3961
"2017-12-01",3965
"2017-12-04",3925
"2017-12-05",3985
"2017-12-06",4129
"2017-12-07",4025
"2017-12-08",3885
"2017-12-11",3949
"2017-12-12",3949
"2017-12-13",4073
"2017-12-14",4105
"2017-12-15",3997
"2017-12-18",4073
"2017-12-19",4017
"2017-12-20",3961
"2017-12-21",3913
"2017-12-22",3869
"2017-12-26",3865
"2017-12-27",3861
"2017-12-28",3893
"2018-01-02",3909
"2018-01-03",4001
"2018-01-04",4017
"2018-01-05",4025
"2018-01-08",3973
"2018-01-09",3965
"2018-01-10",3965
"2018-01-11",4025
"2018-01-12",4041
"2018-01-15",3973
"2018-01-16",4033
"2018-01-17",4113
"2018-01-18",4233
"2018-01-19",4169
"2018-01-22",4177
"2018-01-23",4225
"2018-01-24",4241
"2018-01-25",4249
"2018-01-26",4409
"2018-01-29",4497
"2018-01-30",4505
"2018-01-31",4673
"2018-02-01",4641
"2018-02-02",4409
"2018-02-05",4161
"2018-02-06",4185
"2018-02-07",4217
"2018-02-08",4225
"2018-02-09",4097
"2018-02-12",4081
"2018-02-13",4137
"2018-02-14",4161
"2018-02-19",4217
"2018-02-20",4425
"2018-02-21",4489
"2018-02-22",4665
"2018-02-23",4681
"2018-02-26",4729
"2018-02-27",4737
"2018-02-28",4745
"2018-03-02",4769
"2018-03-05",4801
"2018-03-06",4657
"2018-03-07",4481
"2018-03-08",4473
"2018-03-09",4561
"2018-03-12",4561
"2018-03-13",4577
"2018-03-14",4537
"2018-03-15",4417
"2018-03-16",4425
"2018-03-19",4321
"2018-03-20",4561
"2018-03-21",4473
"2018-03-22",4465
"2018-03-23",4361
"2018-03-26",4553
"2018-03-27",4689
"2018-03-28",5113
"2018-03-29",4961
"2018-03-30",5065
"2018-04-02",5001
"2018-04-03",4969
"2018-04-04",4881
"2018-04-05",4881
"2018-04-06",4801
"2018-04-09",4785
"2018-04-10",4769
"2018-04-11",4793
"2018-04-12",4857
"2018-04-13",4961
"2018-04-16",4985
"2018-04-17",5041
"2018-04-18",5009
"2018-04-19",4953
"2018-04-20",4953
"2018-04-23",5185
"2018-04-24",5225
"2018-04-25",5185
"2018-04-26",5297
"2018-04-27",5561
"2018-04-30",5641
"2018-05-02",5617
"2018-05-03",5505
