"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1369","009810","엔케이물산",639,-18,-2.74,NA,NA,802,0.8,0,0
"1370","069410","엔텔스",7980,-10,-0.13,203,39.31,4116,1.94,0,0
"1371","227950","엔투텍",1985,70,3.66,NA,NA,1138,1.74,0,0
"1372","198080","엔피디",4000,100,2.56,1167,3.43,3492,1.15,0,0
"1373","048830","엔피케이",1995,20,1.01,NA,NA,2153,0.93,30,1.5
"1374","096870","엘디티",4705,-230,-4.66,NA,NA,1480,3.18,0,0
"1375","061970","엘비세미콘",14600,50,0.34,744,19.62,3419,4.27,50,0.34
"1376","138690","엘아이에스",5410,10,0.19,NA,NA,2625,2.06,0,0
"1377","290650","엘앤씨바이오",33150,750,2.31,331,100.15,2635,12.58,100,0.3
"1378","066970","엘앤에프",87500,-1900,-2.13,NA,NA,5040,17.36,50,0.06
"1379","156100","엘앤케이바이오",37500,850,2.32,NA,NA,2343,16.01,0,0
"1380","073110","엘엠에스",11200,550,5.16,1603,6.99,13986,0.8,250,2.23
"1381","083310","엘오티베큠",18100,-150,-0.82,143,126.57,9277,1.95,0,0
"1382","297890","엘이티",22050,400,1.85,1557,14.16,4594,4.8,0,0
"1383","037950","엘컴텍",1395,10,0.72,13,107.31,877,1.59,35,2.51
"1384","170920","엘티씨",13400,150,1.13,104,128.85,11611,1.15,100,0.75
"1385","058630","엠게임",9470,200,2.16,406,23.33,2050,4.62,0,0
"1386","019590","엠벤처투자",1320,40,3.13,133,9.92,627,2.11,0,0
"1387","169330","엠브레인",8910,-80,-0.89,511,17.44,2521,3.53,220,2.47
"1388","097520","엠씨넥스",57100,900,1.6,5151,11.09,12571,4.54,500,0.88
"1389","179290","엠아이텍",4375,-65,-1.46,120,36.46,1586,2.76,50,1.14
"1390","009780","엠에스씨",5120,60,1.19,668,7.66,5130,1,60,1.17
"1391","123040","엠에스오토텍",7100,-70,-0.98,552,12.86,4849,1.46,75,1.06
"1392","323230","엠에프엠코리아",2295,-70,-2.96,NA,NA,NA,NA,0,0
"1393","032790","엠젠플러스",4075,0,0,NA,NA,1319,3.09,0,0
"1394","033160","엠케이전자",11550,-100,-0.86,336,34.38,13992,0.83,40,0.35
"1395","347890","엠투아이",9990,60,0.6,401,24.91,2485,4.02,280,2.8
"1396","033310","엠투엔",19100,3150,19.75,200,95.5,2544,7.51,0,0
"1397","259630","엠플러스",13600,150,1.12,198,68.69,4076,3.34,0,0
"1398","115960","연우",29150,1450,5.23,1355,21.51,16906,1.72,160,0.55
"1399","060850","영림원소프트랩",14100,400,2.92,714,19.75,1578,8.94,25,0.18
"1400","014440","영보화학",4400,10,0.23,263,16.73,7274,0.6,100,2.27
"1401","007530","영신금속",3850,170,4.62,450,8.56,3267,1.18,0,0
"1402","143540","영우디에스피",2190,-25,-1.13,NA,NA,591,3.71,0,0
"1403","111770","영원무역",39300,100,0.26,3791,10.37,41602,0.94,400,1.02
"1404","009970","영원무역홀딩스",45750,150,0.33,10421,4.39,100896,0.45,1000,2.19
"1405","003520","영진약품",6210,140,2.31,28,221.79,633,9.81,0,0
"1406","000670","영풍",589000,0,0,135469,4.35,1767872,0.33,10000,1.7
"1407","036560","영풍정밀",9060,290,3.31,799,11.34,18057,0.5,300,3.31
"1408","006740","영풍제지",7480,290,4.03,516,14.5,5383,1.39,40,0.53
"1409","012280","영화금속",1920,0,0,6,320,1556,1.23,0,0
"1410","265560","영화테크",20250,-250,-1.22,NA,NA,8466,2.39,50,0.25
"1411","012160","영흥",1220,35,2.95,20,61,1937,0.63,30,2.46
"1412","036000","예림당",3005,-10,-0.33,NA,NA,9308,0.32,0,0
"1413","250930","예선테크",2585,-10,-0.39,NA,NA,1089,2.37,0,0
"1414","053280","예스24",17250,150,0.88,NA,NA,3715,4.64,200,1.16
"1415","015360","예스코홀딩스",34250,350,1.03,4611,7.43,91813,0.37,1750,5.11
"1416","122640","예스티",14050,50,0.36,NA,NA,3924,3.58,0,0
"1417","045060","오공",4995,-15,-0.3,444,11.25,4699,1.06,50,1
"1418","080520","오디텍",7980,-320,-3.86,192,41.56,10005,0.8,100,1.25
"1419","007310","오뚜기",568000,-3000,-0.53,29693,19.13,354385,1.6,7500,1.32
"1420","039830","오로라",10800,-250,-2.26,368,29.35,9867,1.09,200,1.85
"1421","322310","오로스테크놀로지",44250,-450,-1.01,1028,43.04,2564,17.26,0,0
"1422","046120","오르비텍",9200,360,4.07,43,213.95,2877,3.2,0,0
"1423","014940","오리엔탈정공",4020,25,0.63,77,52.21,689,5.83,0,0
"1424","002630","오리엔트바이오",1600,55,3.56,NA,NA,510,3.14,0,0
"1425","065500","오리엔트정공",1275,125,10.87,NA,NA,424,3.01,0,0
"1426","271560","오리온",127500,-3000,-2.3,5454,23.38,41042,3.11,600,0.47
"1427","001800","오리온홀딩스",15700,0,0,804,19.53,30747,0.51,650,4.14
"1428","010470","오리콤",5950,50,0.85,532,11.18,7081,0.84,220,3.7
"1429","053980","오상자이엘",7160,50,0.7,NA,NA,2131,3.36,0,0
"1430","052420","오성첨단소재",4230,20,0.48,236,17.92,2813,1.5,0,0
"1431","241790","오션브릿지",17200,-100,-0.58,1093,15.74,6457,2.66,270,1.57
"1432","039200","오스코텍",38150,1000,2.69,NA,NA,1708,22.34,0,0
"1433","226400","오스테오닉",4000,80,2.04,40,100,2295,1.74,0,0
"1434","031510","오스템",3645,-185,-4.83,NA,NA,4219,0.86,20,0.55
"1435","048260","오스템임플란트",87900,0,0,NA,NA,5602,15.69,0,0
"1436","138080","오이솔루션",45500,150,0.33,4756,9.57,13112,3.47,400,0.88
"1437","080580","오킨스전자",29800,400,1.36,18,1655.56,1845,16.15,0,0
"1438","067170","오텍",13900,300,2.21,719,19.33,9288,1.5,130,0.94
"1439","173130","오파스넷",4745,85,1.82,NA,NA,1492,3.18,0,0
"1440","049480","오픈베이스",3070,45,1.49,51,60.2,2062,1.49,15,0.49
"1441","309930","오하임아이엔티",4645,370,8.65,NA,NA,NA,NA,0,0
"1442","244460","올리패스",9310,-140,-1.48,NA,NA,809,11.51,0,0
"1443","226950","올릭스",39150,400,1.03,NA,NA,3203,12.22,0,0
"1444","057540","옴니시스템",2255,20,0.89,463,4.87,2326,0.97,0,0
"1445","082210","옵트론텍",9150,-200,-2.14,461,19.85,4750,1.93,30,0.33
"1446","109080","옵티시스",9340,-80,-0.85,579,16.13,6727,1.39,50,0.54
"1447","153710","옵티팜",10750,450,4.37,NA,NA,2477,4.34,0,0
"1448","321820","와이더플래닛",26600,0,0,NA,NA,422,63.03,0,0
"1449","122990","와이솔",13100,100,0.77,1228,10.67,12099,1.08,250,1.91
"1450","232140","와이아이케이",6830,-30,-0.44,NA,NA,1580,4.32,0,0
"1451","067900","와이엔텍",17350,250,1.46,1012,17.14,7405,2.34,0,0
"1452","155650","와이엠씨",9090,-10,-0.11,NA,NA,4046,2.25,0,0
"1453","251370","와이엠티",21550,-50,-0.23,900,23.94,5222,4.13,0,0
"1454","066430","와이오엠",2910,465,19.02,NA,NA,940,3.1,0,0
"1455","193250","와이제이엠게임즈",2255,-20,-0.88,NA,NA,1324,1.7,0,0
"1456","273060","와이즈버즈",1840,20,1.1,NA,NA,NA,NA,0,0
"1457","019210","와이지-원",7900,70,0.89,41,192.68,10380,0.76,120,1.52
"1458","122870","와이지엔터테인먼트",46200,0,0,NA,NA,18508,2.5,0,0
"1459","332570","와이팜",10450,-50,-0.48,339,30.83,1389,7.52,0,0
"1460","079000","와토스코리아",8200,-20,-0.24,437,18.76,10456,0.78,200,2.44
"1461","070960","용평리조트",4880,0,0,NA,NA,8222,0.59,0,0
"1462","114630","우노앤컴퍼니",6270,510,8.85,NA,NA,4911,1.28,100,1.59
"1463","316140","우리금융지주",10600,-50,-0.47,2727,3.89,29782,0.36,700,6.6
"1464","033660","우리금융캐피탈",11000,0,0,1784,6.17,14145,0.78,650,5.91
"1465","032820","우리기술",1360,-35,-2.51,NA,NA,339,4.01,0,0
"1466","041190","우리기술투자",11950,-250,-2.05,140,85.36,899,13.29,0,0
"1467","115440","우리넷",9170,-90,-0.97,283,32.4,7874,1.16,50,0.55
"1468","004720","우리들제약",9180,90,0.99,26,353.08,4801,1.91,0,0
"1469","118000","우리들휴브레인",2285,-10,-0.44,NA,NA,1020,2.24,0,0
"1470","046970","우리로",1910,0,0,NA,NA,1107,1.73,0,0
"1471","082850","우리바이오",4250,125,3.03,107,39.72,2078,2.05,0,0
"1472","215360","우리산업",28100,350,1.26,802,35.04,12469,2.25,120,0.43
"1473","072470","우리산업홀딩스",5760,30,0.52,10,576,6836,0.84,25,0.43
"1474","073560","우리손에프앤지",2350,-35,-1.47,61,38.52,2645,0.89,25,1.06
"1475","153490","우리이앤엘",1395,15,1.09,99,14.09,1223,1.14,0,0
"1476","037400","우리조명",2780,0,0,53,52.45,2799,0.99,0,0
"1477","010050","우리종금",866,-4,-0.46,78,11.1,536,1.62,0,0
"1478","101170","우림기계",4470,35,0.79,NA,NA,6428,0.7,0,0
"1479","006980","우성사료",4085,0,0,464,8.8,5612,0.73,15,0.37
"1480","066590","우수AMS",6030,-10,-0.17,11,548.18,2442,2.47,0,0
"1481","017370","우신시스템",5500,-80,-1.43,347,15.85,6224,0.88,0,0
"1482","103840","우양",6600,160,2.48,326,20.25,2347,2.81,0,0
"1483","046940","우원개발",6890,-210,-2.96,818,8.42,4666,1.48,0,0
"1484","215380","우정바이오",7250,60,0.83,28,258.93,2555,2.84,0,0
"1485","065680","우주일렉트로",28150,-650,-2.26,1407,20.01,19095,1.47,300,1.07
"1486","105840","우진",5330,310,6.18,NA,NA,5704,0.93,100,1.88
"1487","018620","우진비앤지",2755,-10,-0.36,NA,NA,1050,2.62,0,0
"1488","010400","우진아이엔에스",8400,-10,-0.12,279,30.11,14032,0.6,250,2.98
"1489","049800","우진플라임",9250,650,7.56,NA,NA,5263,1.76,0,0
"1490","016880","웅진",3345,90,2.76,NA,NA,917,3.65,0,0
"1491","095720","웅진씽크빅",4550,-35,-0.76,NA,NA,3510,1.3,310,6.81
"1492","005820","원림",24150,-850,-3.4,1450,16.66,39414,0.61,250,1.04
"1493","307280","원바이오젠",2350,-25,-1.05,NA,NA,NA,NA,0,0
"1494","053080","원방테크",44850,100,0.22,3571,12.56,25476,1.76,0,0
"1495","032940","원익",5310,-130,-2.39,2577,2.06,6293,0.84,0,0
"1496","240810","원익IPS",55200,-800,-1.43,899,61.4,11543,4.78,0,0
"1497","074600","원익QnC",24100,-200,-0.82,99,243.43,8103,2.97,0,0
"1498","104830","원익머트리얼즈",38050,-50,-0.13,2229,17.07,24386,1.56,150,0.39
"1499","014190","원익큐브",5640,0,0,108,52.22,2276,2.48,0,0
"1500","030530","원익홀딩스",6900,-60,-0.86,444,15.54,9949,0.69,0,0
"1501","012620","원일특강",11500,250,2.22,2259,5.09,26821,0.43,150,1.3
"1502","008370","원풍",6820,-320,-4.48,173,39.42,6125,1.11,150,2.2
"1503","008290","원풍물산",1900,0,0,NA,NA,1119,1.7,0,0
"1504","101160","월덱스",27950,-150,-0.53,1180,23.69,5433,5.14,50,0.18
"1505","095270","웨이브일렉트로",5680,-20,-0.35,NA,NA,1239,4.58,0,0
"1506","010600","웰바이오텍",2835,25,0.89,NA,NA,1774,1.6,0,0
"1507","065950","웰크론",5050,55,1.1,NA,NA,2182,2.31,0,0
"1508","076080","웰크론한텍",3865,20,0.52,NA,NA,3257,1.19,0,0
"1509","196700","웹스",2120,60,2.91,NA,NA,2837,0.75,0,0
"1510","069080","웹젠",39750,750,1.92,1369,29.04,10064,3.95,0,0
"1511","053580","웹케시",75100,600,0.81,1406,53.41,8017,9.37,200,0.27
"1512","071460","위니아딤채",3885,-40,-1.02,131,29.66,2393,1.62,0,0
"1513","044340","위닉스",23300,850,3.79,2478,9.4,8541,2.73,500,2.15
"1514","330350","위더스제약",19300,450,2.39,1036,18.63,8730,2.21,205,1.06
"1515","348350","위드텍",45650,-150,-0.33,2969,15.38,12730,3.59,0,0
"1516","112040","위메이드",57200,700,1.24,NA,NA,14108,4.05,600,1.05
"1517","065370","위세아이텍",12900,50,0.39,532,24.25,2211,5.83,50,0.39
"1518","038620","위즈코프",1535,-40,-2.54,2,767.5,984,1.56,0,0
"1519","299900","위지윅스튜디오",12600,300,2.44,204,61.76,1978,6.37,0,0
"1520","036090","위지트",2030,-110,-5.14,31,65.48,921,2.2,0,0
"1521","136540","윈스",17150,-50,-0.29,1323,12.96,9299,1.84,350,2.04
"1522","320000","윈텍",2895,40,1.4,NA,NA,NA,NA,0,0
"1523","097800","윈팩",2725,-65,-2.33,254,10.73,1263,2.16,0,0
"1524","192390","윈하이텍",3650,-40,-1.08,NA,NA,4905,0.74,0,0
"1525","313760","윌링스",15350,150,0.99,717,21.41,7453,2.06,80,0.52
"1526","008600","윌비스",1855,-30,-1.59,NA,NA,1697,1.09,0,0
"1527","033270","유나이티드제약",49500,1750,3.66,2087,23.72,15716,3.15,330,0.67
"1528","014830","유니드",67100,-100,-0.15,7600,8.83,79982,0.84,1200,1.79
"1529","036200","유니셈",15300,-200,-1.29,749,20.43,4198,3.64,50,0.33
"1530","018000","유니슨",4240,110,2.66,NA,NA,731,5.8,0,0
"1531","000910","유니온",8550,-240,-2.73,NA,NA,6355,1.35,100,1.17
"1532","047400","유니온머티리얼",4100,-25,-0.61,57,71.93,2045,2,50,1.22
"1533","203450","유니온커뮤니티",5250,350,7.14,299,17.56,2360,2.22,70,1.33
"1534","011330","유니켐",1610,0,0,235,6.85,1238,1.3,0,0
"1535","077500","유니퀘스트",11800,150,1.29,953,12.38,7830,1.51,150,1.27
"1536","011320","유니크",8280,-10,-0.12,220,37.64,5184,1.6,12,0.14
"1537","086390","유니테스트",23300,-100,-0.43,1259,18.51,7543,3.09,250,1.07
"1538","241690","유니테크노",6810,170,2.56,239,28.49,2777,2.45,0,0
"1539","142210","유니트론텍",7210,-70,-0.96,301,23.95,4023,1.79,100,1.39
"1540","048430","유라테크",12400,-50,-0.4,202,61.39,9349,1.33,100,0.81
"1541","206650","유바이오로직스",24950,2450,10.89,NA,NA,1221,20.43,0,0
"1542","089850","유비벨록스",12600,-200,-1.56,851,14.81,10348,1.22,0,0
"1543","032620","유비케어",8330,40,0.48,133,62.63,1965,4.24,40,0.48
"1544","264450","유비쿼스",21200,-50,-0.24,1089,19.47,8612,2.46,450,2.12
"1545","078070","유비쿼스홀딩스",21050,250,1.2,424,49.65,10715,1.96,130,0.62
"1546","002920","유성기업",3290,45,1.39,678,4.85,10636,0.31,200,6.08
"1547","024800","유성티엔에스",3705,25,0.68,923,4.01,7121,0.52,15,0.4
"1548","000700","유수홀딩스",6850,20,0.29,163,42.02,8702,0.79,0,0
"1549","054930","유신",19200,-500,-2.54,NA,NA,27126,0.71,0,0
"1550","069330","유아이디",1055,0,0,NA,NA,1284,0.82,0,0
"1551","049520","유아이엘",4180,-105,-2.45,395,10.58,7761,0.54,400,9.57
"1552","313750","유안타제4호스팩",2130,-20,-0.93,NA,NA,NA,NA,0,0
"1553","336060","유안타제5호스팩",2100,10,0.48,NA,NA,NA,NA,0,0
"1554","340360","유안타제6호스팩",2940,-285,-8.84,NA,NA,NA,NA,0,0
"1555","367460","유안타제7호스팩",2115,0,0,NA,NA,NA,NA,0,0
"1556","367480","유안타제8호스팩",2035,0,0,NA,NA,NA,NA,0,0
"1557","003470","유안타증권",4495,-135,-2.92,394,11.41,5947,0.76,0,0
"1558","003475","유안타증권우",5200,0,0,NA,NA,NA,NA,0,0
"1559","056090","유앤아이",4590,20,0.44,NA,NA,4892,0.94,0,0
"1560","011690","유양디앤유",2440,0,0,NA,NA,3970,0.61,0,0
"1561","263770","유에스티",6600,190,2.96,108,61.11,1957,3.37,0,0
"1562","072130","유엔젤",4215,-50,-1.17,NA,NA,2745,1.54,0,0
"1563","000220","유유제약",8500,10,0.12,392,21.68,6005,1.42,210,2.47
"1564","000225","유유제약1우",8470,-230,-2.64,NA,NA,NA,NA,220,2.6
"1565","000227","유유제약2우B",20650,-700,-3.28,NA,NA,NA,NA,220,1.07
"1566","340930","유일에너테크",20600,-350,-1.67,1060,19.43,1277,16.13,0,0
"1567","023410","유진기업",5800,170,3.02,272,21.32,9929,0.58,150,2.59
"1568","056080","유진로봇",4550,240,5.57,NA,NA,1385,3.29,0,0
"1569","321260","유진스팩4호",2120,0,0,NA,NA,NA,NA,0,0
"1570","331380","유진스팩5호",2110,-10,-0.47,NA,NA,NA,NA,0,0
"1571","373340","유진스팩6호",2045,-5,-0.24,NA,NA,NA,NA,0,0
"1572","084370","유진테크",49050,-650,-1.31,257,190.86,10366,4.73,230,0.47
"1573","001200","유진투자증권",4365,-190,-4.17,427,10.22,8151,0.54,70,1.6
"1574","178780","유테크",1730,0,0,NA,NA,899,1.92,0,0
"1575","179900","유티아이",18100,-700,-3.72,317,57.1,3900,4.64,100,0.55
"1576","263050","유틸렉스",40300,250,0.62,NA,NA,4300,9.37,0,0
"1577","000100","유한양행",62300,-400,-0.64,616,101.14,23178,2.69,400,0.64
"1578","000105","유한양행우",61800,-100,-0.16,NA,NA,NA,NA,410,0.66
"1579","003460","유화증권",2745,-185,-6.31,99,27.73,6180,0.44,120,4.37
"1580","003465","유화증권우",2700,-120,-4.26,NA,NA,NA,NA,130,4.81
"1581","191410","육일씨엔에쓰",2665,-650,-19.61,NA,NA,3147,0.85,0,0
"1582","008730","율촌화학",20050,-50,-0.25,734,27.32,13790,1.45,500,2.49
"1583","072770","율호",2470,-5,-0.2,NA,NA,636,3.88,0,0
"1584","008250","이건산업",10100,50,0.5,73,138.36,16294,0.62,200,1.98
"1585","039020","이건홀딩스",4090,145,3.68,186,21.99,6634,0.62,70,1.71
"1586","025820","이구산업",2900,-50,-1.69,NA,NA,3027,0.96,30,1.03
"1587","060230","이그잭스",1690,-60,-3.43,NA,NA,769,2.2,0,0
"1588","067920","이글루시큐리티",6500,-170,-2.55,211,30.81,4392,1.48,140,2.15
"1589","044960","이글벳",8060,80,1,100,80.6,2811,2.87,20,0.25
"1590","302430","이노메트리",18700,0,0,480,38.96,5433,3.44,400,2.14
"1591","214320","이노션",61300,-100,-0.16,3681,16.65,38184,1.61,1500,2.45
"1592","073490","이노와이어리스",48800,300,0.62,2190,22.28,13479,3.62,250,0.51
"1593","086250","이노와이즈",1405,0,0,NA,NA,NA,NA,0,0
"1594","215790","이노인스트루먼트",2370,0,0,NA,NA,1476,1.61,0,0
"1595","246960","이노테라피",16750,550,3.4,NA,NA,2990,5.6,0,0
"1596","088390","이녹스",13100,-100,-0.76,NA,NA,12820,1.02,0,0
"1597","272290","이녹스첨단소재",57000,-1300,-2.23,3655,15.6,18500,3.08,0,0
"1598","053350","이니텍",5460,40,0.74,NA,NA,5856,0.93,20,0.37
"1599","258610","이더블유케이",7640,40,0.53,NA,NA,3422,2.23,0,0
"1600","215090","이디티",1375,175,14.58,NA,NA,778,1.77,0,0
"1601","041520","이라이콤",11800,0,0,NA,NA,16821,0.7,100,0.85
"1602","264850","이랜시스",2840,230,8.81,48,59.17,895,3.17,40,1.41
"1603","054210","이랜텍",7900,-90,-1.13,571,13.84,7484,1.06,100,1.27
"1604","164060","이루다",11750,-400,-3.29,505,23.27,2456,4.78,0,0
"1605","065440","이루온",1735,50,2.97,20,86.75,1263,1.37,0,0
"1606","139480","이마트",170500,500,0.29,7620,22.38,315997,0.54,2000,1.17
"1607","115610","이미지스",2155,-20,-0.92,NA,NA,1528,1.41,0,0
"1608","349720","이베스트스팩5호",2080,10,0.48,NA,NA,NA,NA,0,0
"1609","323210","이베스트이안스팩1호",2090,-5,-0.24,NA,NA,NA,NA,0,0
"1610","078020","이베스트투자증권",8040,0,0,1132,7.1,9264,0.87,345,4.29
"1611","080010","이상네트웍스",7500,60,0.81,1061,7.07,10650,0.7,100,1.33
"1612","086890","이수앱지스",13350,1450,12.18,NA,NA,2073,6.44,0,0
"1613","007660","이수페타시스",3360,95,2.91,NA,NA,1842,1.82,60,1.79
"1614","005950","이수화학",11550,200,1.76,NA,NA,18013,0.64,400,3.46
"1615","015020","이스타코",2025,165,8.87,307,6.6,1141,1.77,0,0
"1616","047560","이스트소프트",10700,350,3.38,NA,NA,3826,2.8,0,0
"1617","067010","이씨에스",8240,490,6.32,308,26.75,3645,2.26,100,1.21
"1618","093230","이아이디",307,-3,-0.97,1,307,251,1.22,0,0
"1619","052190","이에스에이",8850,0,0,NA,NA,22980,0.39,0,0
"1620","226360","이엑스티",2195,15,0.69,NA,NA,1374,1.6,0,0
"1621","101360","이엔드디",29500,0,0,1047,28.18,1572,18.77,0,0
"1622","102710","이엔에프테크놀로지",41450,50,0.12,3285,12.62,18688,2.22,150,0.36
"1623","066980","이엔코퍼레이션",12750,1000,8.51,50,255,6200,2.06,0,0
"1624","074610","이엔플러스",4245,-80,-1.85,NA,NA,1232,3.45,0,0
"1625","063760","이엘피",7130,0,0,453,15.74,7495,0.95,120,1.68
"1626","087730","이엠네트웍스",8160,0,0,NA,NA,855,9.54,0,0
"1627","123570","이엠넷",5550,50,0.91,322,17.24,2617,2.12,30,0.54
"1628","083470","이엠앤아이",1585,0,0,968,1.64,219,7.24,0,0
"1629","095190","이엠코리아",5220,30,0.58,NA,NA,2076,2.51,0,0
"1630","091120","이엠텍",18450,250,1.37,24,768.75,11185,1.65,0,0
"1631","102460","이연제약",17450,500,2.95,352,49.57,12879,1.35,350,2.01
"1632","039030","이오테크닉스",127600,-4000,-3.04,984,129.67,31593,4.04,150,0.12
"1633","294090","이오플로우",61300,-1100,-1.76,NA,NA,364,168.41,0,0
"1634","088290","이원컴포텍",7850,450,6.08,163,48.16,1155,6.8,0,0
"1635","084680","이월드",3295,-5,-0.15,27,122.04,2729,1.21,0,0
"1636","181340","이즈미디어",19200,0,0,NA,NA,5089,3.77,0,0
"1637","353810","이지바이오",6920,-30,-0.43,NA,NA,NA,NA,0,0
"1638","090850","이지웰",10350,0,0,243,42.59,1650,6.27,90,0.87
"1639","099750","이지케어텍",19500,-500,-2.5,NA,NA,6500,3,86,0.44
"1640","035810","이지홀딩스",4585,20,0.44,39,117.56,7110,0.64,50,1.09
"1641","160600","이큐셀",310,0,0,NA,NA,563,0.55,0,0
"1642","092130","이크레더블",22050,100,0.46,1134,19.44,4460,4.94,740,3.36
"1643","096040","이트론",549,-10,-1.79,NA,NA,187,2.94,0,0
"1644","134060","이퓨쳐",9460,120,1.28,381,24.83,3856,2.45,0,0
"1645","001840","이화공영",7500,20,0.27,14,535.71,2157,3.48,10,0.13
"1646","000760","이화산업",20400,-700,-3.32,NA,NA,36329,0.56,0,0
"1647","024810","이화전기",229,-2,-0.87,NA,NA,292,0.78,0,0
"1648","014990","인디에프",1290,-5,-0.39,NA,NA,1063,1.21,0,0
"1649","041830","인바디",21900,450,2.1,1532,14.3,10209,2.15,140,0.64
"1650","352940","인바이오",10550,0,0,453,23.29,3383,3.12,0,0
"1651","101140","인바이오젠",4075,-190,-4.45,410,9.94,1664,2.45,0,0
"1652","079950","인베니아",2665,5,0.19,53,50.28,1945,1.37,0,0
"1653","277410","인산가",2100,25,1.2,121,17.36,1154,1.82,30,1.43
"1654","060150","인선이엔티",14100,800,6.02,441,31.97,5361,2.63,0,0
"1655","033230","인성정보",2245,-35,-1.54,NA,NA,1538,1.46,0,0
"1656","006490","인스코비",3030,170,5.94,NA,NA,260,11.65,0,0
"1657","037330","인지디스플레",3655,35,0.97,112,32.63,3820,0.96,75,2.05
"1658","023800","인지컨트롤스",16200,1700,11.72,NA,NA,11832,1.37,100,0.62
"1659","034590","인천도시가스",26500,0,0,2598,10.2,42280,0.63,1250,4.72
"1660","083640","인콘",2380,-65,-2.66,NA,NA,1778,1.34,0,0
"1661","216050","인크로스",56800,100,0.18,1240,45.81,8160,6.96,0,0
"1662","049070","인탑스",31800,750,2.42,2073,15.34,25323,1.26,250,0.79
"1663","119610","인터로조",22950,-50,-0.22,1494,15.36,10970,2.09,300,1.31
"1664","017250","인터엠",1665,20,1.22,NA,NA,3079,0.54,100,6.01
"1665","129260","인터지스",4635,205,4.63,NA,NA,5900,0.79,0,0
"1666","035080","인터파크",4330,-220,-4.84,NA,NA,5001,0.87,70,1.62
"1667","051370","인터플렉스",12600,0,0,NA,NA,9337,1.35,0,0
"1668","064290","인텍플러스",28450,-450,-1.56,448,63.5,1733,16.42,0,0
"1669","189300","인텔리안테크",73400,300,0.41,1119,65.59,11271,6.51,100,0.14
"1670","150840","인트로메딕",2485,175,7.58,NA,NA,598,4.16,0,0
"1671","048530","인트론바이오",24850,0,0,NA,NA,2032,12.23,0,0
"1672","023810","인팩",8800,570,6.93,NA,NA,9376,0.94,120,1.36
"1673","175140","인포마크",6260,-200,-3.1,NA,NA,3150,1.99,0,0
"1674","115310","인포바인",21300,200,0.95,4134,5.15,26580,0.8,900,4.23
"1675","039290","인포뱅크",13100,250,1.95,99,132.32,6029,2.17,10,0.08
"1676","071200","인피니트헬스케어",7450,-10,-0.13,297,25.08,3469,2.15,0,0
"1677","101930","인화정공",9700,200,2.11,NA,NA,14229,0.68,0,0
"1678","249420","일동제약",15250,-100,-0.65,NA,NA,10643,1.43,0,0
"1679","000230","일동홀딩스",14700,50,0.34,NA,NA,11931,1.23,100,0.68
"1680","013360","일성건설",1895,435,29.79,30,63.17,1688,1.12,15,0.79
"1681","003120","일성신약",82800,100,0.12,4859,17.04,129883,0.64,750,0.91
"1682","068330","일신바이오",4940,0,0,109,45.32,908,5.44,7,0.14
"1683","003200","일신방직",96300,1200,1.26,3084,31.23,293218,0.33,1500,1.56
"1684","007110","일신석재",1970,65,3.41,12,164.17,671,2.94,0,0
"1685","058450","일야",685,0,0,NA,NA,607,1.13,0,0
"1686","007570","일양약품",33450,900,2.76,548,61.04,10081,3.32,120,0.36
"1687","007575","일양약품우",32100,250,0.78,NA,NA,NA,NA,145,0.45
"1688","008500","일정실업",16700,200,1.21,NA,NA,24611,0.68,0,0
"1689","019540","일지테크",3890,10,0.26,NA,NA,8805,0.44,0,0
"1690","081000","일진다이아",43350,1650,3.96,914,47.43,12656,3.43,300,0.69
"1691","020760","일진디스플",4535,135,3.07,NA,NA,1665,2.72,0,0
"1692","020150","일진머티리얼즈",74400,2700,3.77,1016,73.23,12390,6,50,0.07
"1693","103590","일진전기",3930,50,1.29,97,40.52,8191,0.48,0,0
"1694","094820","일진파워",6150,70,1.15,800,7.69,6367,0.97,300,4.88
"1695","015860","일진홀딩스",5190,70,1.37,274,18.94,5815,0.89,100,1.93
"1696","226320","잇츠한불",26200,-100,-0.38,NA,NA,18789,1.39,100,0.38
"1697","049550","잉크테크",8630,-270,-3.03,NA,NA,2246,3.84,0,0
"1698","254120","자비스",2210,5,0.23,NA,NA,806,2.74,0,0
"1699","221610","자안",342,-12,-3.39,6,57,208,1.64,0,0
"1700","043910","자연과환경",1560,-55,-3.41,NA,NA,835,1.87,0,0
"1701","234920","자이글",3990,80,2.05,NA,NA,3818,1.05,0,0
"1702","289220","자이언트스텝",49150,-500,-1.01,NA,NA,955,51.47,0,0
"1703","317400","자이에스앤디",11200,150,1.36,631,17.75,5048,2.22,100,0.89
"1704","033240","자화전자",20100,-100,-0.5,NA,NA,15564,1.29,0,0
"1705","174880","장원테크",888,-56,-5.93,NA,NA,2073,0.43,0,0
"1706","049630","재영솔루텍",963,17,1.8,82,11.74,744,1.29,0,0
"1707","000950","전방",42300,1450,3.55,NA,NA,50283,0.84,0,0
"1708","110020","전진바이오팜",11000,-500,-4.35,NA,NA,557,19.75,0,0
"1709","065530","전파기지국",4700,-85,-1.78,45,104.44,1322,3.56,50,1.06
"1710","208140","정다운",3830,160,4.36,37,103.51,2108,1.82,0,0
