"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"583","049800","우진플라임","KOSPI","기계",5100,-300,-5.56,5.1e+10
"584","016880","웅진","KOSPI","기타금융",1020,-35,-3.32,80965896600
"585","095720","웅진씽크빅","KOSPI","서비스업",2625,-85,-3.14,303203210625
"586","005820","원림","KOSPI","섬유의복",19500,150,0.78,4.29e+10
"587","010600","웰바이오텍","KOSPI","유통업",2440,-190,-7.22,114148948640
"588","008600","윌비스","KOSPI","유통업",1465,-85,-5.48,95906071175
"589","033270","유나이티드제약","KOSPI","의약품",48950,-1950,-3.83,795184036900
"590","014830","유니드","KOSPI","화학",51000,-700,-1.35,453381993000
"591","000910","유니온","KOSPI","비금속광물",5600,-300,-5.08,87425066400
"592","047400","유니온머티리얼","KOSPI","비금속광물",3500,-180,-4.89,1.47e+11
"593","011330","유니켐","KOSPI","기타제조업",1445,-120,-7.67,99286445635
"594","077500","유니퀘스트","KOSPI","유통업",13350,-900,-6.32,364718328750
"595","002920","유성기업","KOSPI","운수장비",2995,-145,-4.62,77712762500
"596","000700","유수홀딩스","KOSPI","서비스업",5230,-270,-4.91,136198676760
"597","003470","유안타증권","KOSPI","증권",3000,-125,-4,598789728000
"598","003475","유안타증권우","KOSPI","증권",2365,-115,-4.64,30537381380
"599","011690","유양디앤유","KOSPI","전기전자",1220,0,0,71362925220
"600","072130","유엔젤","KOSPI","서비스업",3730,-150,-3.87,49219043420
"601","000220","유유제약","KOSPI","의약품",12900,-500,-3.73,103654686300
"602","000225","유유제약1우","KOSPI","의약품",11150,-450,-3.88,12638134750
"603","000227","유유제약2우B","KOSPI","의약품",29000,-50,-0.17,4758320000
"604","001200","유진투자증권","KOSPI","증권",3800,-150,-3.8,368092388400
"605","000100","유한양행","KOSPI","의약품",65700,-2500,-3.67,4597223406300
"606","000105","유한양행우","KOSPI","의약품",63500,-2000,-3.05,74989690000
"607","003460","유화증권","KOSPI","증권",2195,-55,-2.44,124461800925
"608","003465","유화증권우","KOSPI","증권",2320,-20,-0.85,40545306000
"609","008730","율촌화학","KOSPI","화학",22300,-2350,-9.53,5.5304e+11
"610","008250","이건산업","KOSPI","종이목재",9560,-490,-4.88,104707190600
"611","025820","이구산업","KOSPI","철강금속",1815,-85,-4.47,60697230000
"612","214320","이노션","KOSPI","서비스업",64000,1200,1.91,1.28e+12
"613","088260","이리츠코크렙","KOSPI","서비스업",5170,-50,-0.96,327476020300
"614","139480","이마트","KOSPI","유통업",164000,-5500,-3.24,4571634316000
"615","007660","이수페타시스","KOSPI","전기전자",3370,-130,-3.71,139074501260
"616","005950","이수화학","KOSPI","화학",13600,-950,-6.53,339024825600
"617","015020","이스타코","KOSPI","서비스업",714,-26,-3.51,30596042400
"618","093230","이아이디","KOSPI","유통업",257,-12,-4.46,185899033294
"619","074610","이엔플러스","KOSPI","기계",3765,-15,-0.4,159424207455
"620","102460","이연제약","KOSPI","의약품",19200,-850,-4.24,343848864000
"621","084680","이월드","KOSPI","서비스업",3200,-105,-3.18,330047670400
"622","350520","이지스레지던스리츠","KOSPI","서비스업",4830,-10,-0.21,9.9498e+10
"623","334890","이지스밸류리츠","KOSPI","서비스업",4800,-10,-0.21,1.152e+11
"624","000760","이화산업","KOSPI","유통업",17000,550,3.34,4.76e+10
"625","014990","인디에프","KOSPI","섬유의복",1455,-55,-3.64,85747507725
"626","101140","인바이오젠","KOSPI","유통업",3600,-135,-3.61,185621029200
"627","006490","인스코비","KOSPI","통신업",2330,-120,-4.9,235118193680
"628","023800","인지컨트롤스","KOSPI","운수장비",20650,-500,-2.36,313056643200
"629","034590","인천도시가스","KOSPI","전기가스업",24500,50,0.2,107181473000
"630","129260","인터지스","KOSPI","운수창고업",3330,-110,-3.2,99060420420
"631","023810","인팩","KOSPI","운수장비",7020,-170,-2.36,7.02e+10
"632","249420","일동제약","KOSPI","의약품",18500,-950,-4.88,440360772500
"633","000230","일동홀딩스","KOSPI","의약품",14250,-700,-4.68,164450700000
"634","013360","일성건설","KOSPI","건설업",1290,-100,-7.19,69692095200
"635","003120","일성신약","KOSPI","의약품",80000,-1600,-1.96,2.128e+11
"636","003200","일신방직","KOSPI","섬유의복",83400,-2700,-3.14,2.0016e+11
"637","007110","일신석재","KOSPI","유통업",1915,-70,-3.53,148329408150
"638","007570","일양약품","KOSPI","의약품",51000,900,1.8,973368864000
"639","007575","일양약품우","KOSPI","의약품",60500,2500,4.31,26927340000
"640","008500","일정실업","KOSPI","섬유의복",16900,-450,-2.59,2.028e+10
"641","081000","일진다이아","KOSPI","화학",48900,-1100,-2.2,694525477500
"642","020760","일진디스플","KOSPI","전기전자",5090,-90,-1.74,144120499600
"643","020150","일진머티리얼즈","KOSPI","전기전자",71400,2000,2.88,3292313619000
"644","103590","일진전기","KOSPI","전기전자",3280,-165,-4.79,121623679200
"645","015860","일진홀딩스","KOSPI","기타금융",5500,-320,-5.5,271411156500
"646","226320","잇츠한불","KOSPI","화학",28300,-1900,-6.29,620599614500
"647","317400","자이에스앤디","KOSPI","서비스업",12000,-700,-5.51,321390240000
"648","033240","자화전자","KOSPI","전기전자",20900,-700,-3.24,3.7411e+11
"649","000950","전방","KOSPI","섬유의복",32550,-1900,-5.52,5.4684e+10
"650","348950","제이알글로벌리츠","KOSPI","서비스업",5080,-30,-0.59,8.41248e+11
"651","194370","제이에스코퍼레이션","KOSPI","기타제조업",7380,-420,-5.38,98416735380
"652","025620","제이준코스메틱","KOSPI","화학",2285,-135,-5.58,84338047550
"653","036420","제이콘텐트리","KOSPI","서비스업",40050,-2300,-5.43,656222093550
"654","030000","제일기획","KOSPI","서비스업",19300,-800,-3.98,2220295642500
"655","271980","제일약품","KOSPI","의약품",45350,-2800,-5.82,666865945200
"656","001560","제일연마","KOSPI","비금속광물",7010,-40,-0.57,7.01e+10
"657","002620","제일파마홀딩스","KOSPI","서비스업",19150,-300,-1.54,305889748250
"658","006220","제주은행","KOSPI","은행",6110,1410,30,196306809140
"659","089590","제주항공","KOSPI","운수창고업",19850,-500,-2.46,764217357750
"660","004910","조광페인트","KOSPI","화학",6110,-240,-3.78,7.8208e+10
"661","004700","조광피혁","KOSPI","기타제조업",57500,-500,-0.86,382325435000
"662","001550","조비","KOSPI","화학",20500,650,3.27,106440899500
"663","000480","조선내화","KOSPI","비금속광물",79900,500,0.63,3.196e+11
"664","120030","조선선재","KOSPI","기계",108000,-4000,-3.57,135826308000
"665","018470","조일알미늄","KOSPI","철강금속",584,-19,-3.15,48924362312
"666","002600","조흥","KOSPI","음식료품",170000,-4500,-2.58,1.02e+11
"667","185750","종근당","KOSPI","의약품",183500,-12000,-6.14,2096689166500
"668","063160","종근당바이오","KOSPI","의약품",66300,-4500,-6.36,363719280600
"669","001630","종근당홀딩스","KOSPI","의약품",108500,-6500,-5.65,543569918500
"670","044380","주연테크","KOSPI","전기전자",974,-46,-4.51,53192174686
"671","013890","지누스","KOSPI","기타제조업",101500,-3000,-2.87,1462285023500
"672","013870","지엠비코리아","KOSPI","운수장비",8650,150,1.76,164975222000
"673","071320","지역난방공사","KOSPI","전기가스업",37650,-600,-1.57,435939711600
"674","010580","지코","KOSPI","운수장비",306,0,0,19761980616
"675","035000","지투알","KOSPI","서비스업",5530,-270,-4.66,91617771770
"676","088790","진도","KOSPI","유통업",3690,-170,-4.4,45932175360
"677","003780","진양산업","KOSPI","화학",4000,-145,-3.5,5.2e+10
"678","010640","진양폴리","KOSPI","화학",3095,-260,-7.75,3.095e+10
"679","100250","진양홀딩스","KOSPI","화학",2570,-80,-3.02,143650900440
"680","051630","진양화학","KOSPI","화학",3660,-165,-4.31,4.392e+10
"681","272450","진에어","KOSPI","운수창고업",16100,-550,-3.3,7.245e+11
"682","011000","진원생명과학","KOSPI","의약품",16600,-650,-3.77,743198732800
"683","002780","진흥기업","KOSPI","건설업",2610,-80,-2.97,379681254450
"684","002787","진흥기업2우B","KOSPI","건설업",12200,-50,-0.41,3596657600
"685","002785","진흥기업우B","KOSPI","건설업",5640,-420,-6.93,4834709520
"686","009310","참엔지니어링","KOSPI","기계",1575,-40,-2.48,87325909650
"687","000650","천일고속","KOSPI","운수창고업",66500,-200,-0.3,95043130000
"688","033250","체시스","KOSPI","운수장비",1690,-175,-9.38,4.056e+10
"689","035720","카카오","KOSPI","서비스업",441000,-17000,-3.71,39055368807000
"690","006380","카프로","KOSPI","화학",3425,-140,-3.93,1.37e+11
"691","109070","컨버즈","KOSPI","종이목재",4100,0,0,53879690800
"692","001620","케이비아이동국실업","KOSPI","운수장비",846,-52,-5.79,55871592912
"693","029460","케이씨","KOSPI","의료정밀",27400,-700,-2.49,371380805600
"694","344820","케이씨씨글라스","KOSPI","비금속광물",36050,-900,-2.44,575736957600
"695","281820","케이씨텍","KOSPI","의료정밀",26350,-1650,-5.89,549702000600
"696","145270","케이탑리츠","KOSPI","서비스업",1680,-65,-3.72,77656533360
"697","357120","코람코에너지리츠","KOSPI","서비스업",4750,-15,-0.31,3.30695e+11
"698","007815","코리아써우","KOSPI","전기전자",6810,-400,-5.55,20189538900
"699","007810","코리아써키트","KOSPI","전기전자",14450,-750,-4.93,341319851950
"700","00781K","코리아써키트2우B","KOSPI","전기전자",7120,-300,-4.04,5579936880
"701","003690","코리안리","KOSPI","보험",7440,-90,-1.2,895546223040
"702","192820","코스맥스","KOSPI","화학",103000,-4500,-4.19,1035099427000
"703","044820","코스맥스비티아이","KOSPI","기타금융",16950,-750,-4.24,162786460950
"704","005070","코스모신소재","KOSPI","화학",17950,-1450,-7.47,525000971750
"705","005420","코스모화학","KOSPI","화학",12250,-850,-6.49,319857606250
"706","071950","코아스","KOSPI","기타제조업",1160,-85,-6.83,35852363600
"707","002020","코오롱","KOSPI","기타금융",20250,-1500,-6.9,255685126500
"708","003070","코오롱글로벌","KOSPI","건설업",18050,-900,-4.75,455048405900
"709","003075","코오롱글로벌우","KOSPI","건설업",24850,-1950,-7.28,7773154550
"710","144620","코오롱머티리얼","KOSPI","화학",3240,-160,-4.71,222453977400
"711","002025","코오롱우","KOSPI","기타금융",13850,-350,-2.46,14908001500
"712","120110","코오롱인더","KOSPI","화학",40900,-1250,-2.97,1103434556000
"713","120115","코오롱인더우","KOSPI","화학",22150,-800,-3.49,61308099000
"714","138490","코오롱플라스틱","KOSPI","화학",5050,-170,-3.26,1.919e+11
"715","021240","코웨이","KOSPI","서비스업",69700,-1300,-1.83,5143833444300
"716","031820","콤텍시스템","KOSPI","서비스업",1445,-60,-3.99,98045368370
"717","192400","쿠쿠홀딩스","KOSPI","기타금융",96500,-1400,-1.43,686350170500
"718","284740","쿠쿠홈시스","KOSPI","서비스업",40200,-700,-1.71,901980666000
"719","015590","큐로","KOSPI","기계",604,-18,-2.89,137235829352
"720","264900","크라운제과","KOSPI","음식료품",10550,670,6.78,132126617500
"721","26490K","크라운제과우","KOSPI","음식료품",11900,1200,11.21,9205364000
"722","005740","크라운해태홀딩스","KOSPI","기타금융",9080,80,0.89,134813910760
"723","005745","크라운해태홀딩스우","KOSPI","기타금융",13300,250,1.92,7989655800
"724","020120","키다리스튜디오","KOSPI","서비스업",12250,-500,-3.92,227629818500
"725","039490","키움증권","KOSPI","증권",141000,-5500,-3.75,3615767763000
"726","012170","키위미디어그룹","KOSPI","서비스업",1105,0,0,68534900070
"727","014580","태경비케이","KOSPI","비금속광물",4320,-265,-5.78,119158992000
"728","015890","태경산업","KOSPI","화학",5360,-250,-4.46,156666100000
"729","006890","태경케미컬","KOSPI","화학",13050,-1100,-7.77,1.5138e+11
"730","003240","태광산업","KOSPI","화학",839000,-6000,-0.71,934142600000
"731","011280","태림포장","KOSPI","종이목재",5620,240,4.46,397929382800
"732","004100","태양금속","KOSPI","운수장비",1170,-50,-4.1,4.2939e+10
"733","004105","태양금속우","KOSPI","운수장비",2905,-120,-3.97,9586500000
"734","009410","태영건설","KOSPI","건설업",12050,-350,-2.82,468734130900
"735","009415","태영건설우","KOSPI","건설업",11200,-800,-6.67,14583990400
"736","001420","태원물산","KOSPI","운수장비",4260,-235,-5.23,3.2376e+10
"737","007980","태평양물산","KOSPI","섬유의복",1930,-100,-4.93,92928702910
"738","055490","테이팩스","KOSPI","화학",38000,-1200,-3.06,179270700000
"739","078000","텔코웨어","KOSPI","서비스업",11550,-300,-2.53,112066254300
"740","214420","토니모리","KOSPI","화학",8620,-240,-2.71,152056800000
"741","019180","티에이치엔","KOSPI","전기전자",3300,-300,-8.33,5.94e+10
"742","363280","티와이홀딩스","KOSPI","기타금융",23800,-1150,-4.61,892521467600
"743","36328K","티와이홀딩스우","KOSPI","기타금융",22500,-1300,-5.46,28245105000
"744","091810","티웨이항공","KOSPI","운수창고업",2615,-95,-3.51,288513679585
"745","004870","티웨이홀딩스","KOSPI","비금속광물",1260,-45,-3.45,96617878560
"746","005690","파미셀","KOSPI","의약품",14400,-450,-3.03,863408880000
"747","036580","팜스코","KOSPI","음식료품",8360,-190,-2.22,307045603480
"748","028670","팬오션","KOSPI","운수창고업",4550,-175,-3.7,2432291279600
"749","010820","퍼스텍","KOSPI","기계",2230,-45,-1.98,107177055800
"750","016800","퍼시스","KOSPI","기타제조업",29500,-400,-1.34,3.3925e+11
"751","001020","페이퍼코리아","KOSPI","종이목재",2470,-35,-1.4,92631738160
"752","090080","평화산업","KOSPI","운수장비",1200,-30,-2.44,65882710800
"753","010770","평화홀딩스","KOSPI","운수장비",3900,-205,-4.99,57039317400
"754","058430","포스코강판","KOSPI","철강금속",16800,-700,-4,1.008e+11
"755","047050","포스코인터내셔널","KOSPI","유통업",16500,450,2.8,2035689958500
"756","003670","포스코케미칼","KOSPI","비금속광물",134500,-5500,-3.93,8202915590000
"757","007630","폴루스바이오팜","KOSPI","유통업",1225,0,0,55134426375
"758","017810","풀무원","KOSPI","음식료품",16550,-550,-3.22,630894920450
"759","103140","풍산","KOSPI","철강금속",28500,-1600,-5.32,798691923000
"760","005810","풍산홀딩스","KOSPI","기타금융",40250,-3550,-8.11,315365471750
"761","033180","필룩스","KOSPI","전기전자",4325,-275,-5.98,389436528600
"762","086790","하나금융지주","KOSPI","기타금융",32650,-1850,-5.36,9802903324300
"763","293480","하나제약","KOSPI","의약품",23650,-850,-3.47,3.8313e+11
"764","039130","하나투어","KOSPI","서비스업",58000,-1600,-2.68,808472730000
"765","172580","하이골드12호","KOSPI","서비스업",1980,-20,-1,25828110000
"766","153360","하이골드3호","KOSPI","서비스업",1175,-5,-0.42,18976003250
"767","071090","하이스틸","KOSPI","철강금속",20050,0,0,40098877200
"768","019490","하이트론","KOSPI","전기전자",6820,510,8.08,45794690480
"769","000080","하이트진로","KOSPI","음식료품",31900,-750,-2.3,2237262190900
"770","000087","하이트진로2우B","KOSPI","음식료품",20350,-550,-2.63,22998308300
"771","000140","하이트진로홀딩스","KOSPI","기타금융",14750,-550,-3.59,342299783750
"772","000145","하이트진로홀딩스우","KOSPI","기타금융",14350,-450,-3.04,6756123500
"773","152550","한국ANKOR유전","KOSPI","기타금융",1650,10,0.61,1.15533e+11
"774","036460","한국가스공사","KOSPI","전기가스업",31000,-1300,-4.02,2.861703e+12
"775","005430","한국공항","KOSPI","운수창고업",38500,-1050,-2.65,121904667500
"776","071050","한국금융지주","KOSPI","기타금융",81300,-4700,-5.47,4530523149600
"777","071055","한국금융지주우","KOSPI","기타금융",61700,-1700,-2.68,361454086700
"778","010040","한국내화","KOSPI","비금속광물",3805,-205,-5.11,86996119760
"779","025540","한국단자","KOSPI","전기전자",75500,-4700,-5.86,786332500000
"780","004090","한국석유","KOSPI","비금속광물",108500,-3000,-2.69,71089200000
"781","002200","한국수출포장","KOSPI","종이목재",23350,-200,-0.85,9.34e+10
"782","002960","한국쉘석유","KOSPI","화학",244500,-1500,-0.61,3.1785e+11
"783","000240","한국앤컴퍼니","KOSPI","기타금융",15850,-450,-2.76,1474369742050
"784","123890","한국자산신탁","KOSPI","기타금융",3840,-130,-3.27,476074567680
"785","015760","한국전력","KOSPI","전기가스업",22850,-650,-2.77,14668879159450
"786","006200","한국전자홀딩스","KOSPI","기타금융",890,-25,-2.73,41654791040
"787","009540","한국조선해양","KOSPI","운수장비",94000,-4300,-4.37,6652672904000
"788","023350","한국종합기술","KOSPI","서비스업",7240,-810,-10.06,7.9278e+10
"789","025890","한국주강","KOSPI","기계",1565,-75,-4.57,17698990335
"790","000970","한국주철관","KOSPI","철강금속",8290,-130,-1.54,189016145000
"791","104700","한국철강","KOSPI","철강금속",7780,-100,-1.27,3.58269e+11
"792","017960","한국카본","KOSPI","기계",11750,-650,-5.24,516538894750
"793","161890","한국콜마","KOSPI","화학",51500,-2100,-3.92,1178380770000
"794","024720","한국콜마홀딩스","KOSPI","기타금융",26900,-1100,-3.93,499713741100
"795","161390","한국타이어앤테크놀로지","KOSPI","화학",41150,-2650,-6.05,5097459089350
"796","034830","한국토지신탁","KOSPI","기타금융",1960,-75,-3.69,494878890800
"797","007280","한국특수형강","KOSPI","철강금속",1865,10,0.54,99297217740
"798","168490","한국패러랠","KOSPI","기타금융",1905,0,0,152438100000
"799","010100","한국프랜지","KOSPI","운수장비",2900,-110,-3.65,88306218000
"800","047810","한국항공우주","KOSPI","운수장비",31050,-100,-0.32,3026602072350
"801","123690","한국화장품","KOSPI","유통업",12300,-350,-2.77,197636400000
"802","003350","한국화장품제조","KOSPI","화학",35750,-1200,-3.25,1.62019e+11
"803","011500","한농화성","KOSPI","화학",17950,-400,-2.18,280684903900
"804","002390","한독","KOSPI","의약품",28500,-1050,-3.55,392260690500
"805","014790","한라","KOSPI","건설업",5200,-220,-4.06,202149698400
"806","060980","한라홀딩스","KOSPI","기타금융",44200,-1800,-3.91,462865494000
"807","053690","한미글로벌","KOSPI","서비스업",9840,-510,-4.93,107822292000
"808","042700","한미반도체","KOSPI","기계",18900,-900,-4.55,973378368900
"809","008930","한미사이언스","KOSPI","기타금융",80600,-4600,-5.4,5424751646600
"810","128940","한미약품","KOSPI","의약품",383000,-35500,-8.48,4625982006000
"811","009240","한샘","KOSPI","유통업",94800,-2300,-2.37,2231016374400
"812","020000","한섬","KOSPI","섬유의복",31100,-400,-1.27,7.65993e+11
"813","003680","한성기업","KOSPI","음식료품",7800,-280,-3.47,48434217000
"814","105630","한세실업","KOSPI","섬유의복",15800,-600,-3.66,6.32e+11
"815","069640","한세엠케이","KOSPI","유통업",3095,-195,-5.93,39954351590
"816","016450","한세예스24홀딩스","KOSPI","섬유의복",6780,-360,-5.04,2.712e+11
"817","010420","한솔PNS","KOSPI","유통업",1730,-50,-2.81,35452910760
"818","009180","한솔로지스틱스","KOSPI","운수창고업",2625,-205,-7.24,72128240625
"819","213500","한솔제지","KOSPI","종이목재",13000,-300,-2.26,309407488000
"820","014680","한솔케미칼","KOSPI","화학",193000,-6000,-3.02,2179972635000
"821","004710","한솔테크닉스","KOSPI","전기전자",10050,-450,-4.29,322704273900
"822","004150","한솔홀딩스","KOSPI","기타금융",3500,-110,-3.05,147030019500
"823","025750","한솔홈데코","KOSPI","종이목재",1915,-145,-7.04,154282260335
"824","004960","한신공영","KOSPI","건설업",18250,-1150,-5.93,211165311500
"825","011700","한신기계","KOSPI","기계",1600,-55,-3.32,51913841600
"826","001750","한양증권","KOSPI","증권",9260,-270,-2.83,117866224840
"827","001755","한양증권우","KOSPI","증권",15450,-800,-4.92,8111250000
"828","018880","한온시스템","KOSPI","기계",16700,-1200,-6.7,8.91446e+12
"829","009420","한올바이오파마","KOSPI","의약품",32200,-50,-0.16,1682148543600
"830","014130","한익스프레스","KOSPI","운수창고업",6260,-460,-6.85,7.512e+10
"831","300720","한일시멘트","KOSPI","비금속광물",104500,-1000,-0.95,723783093000
"832","002220","한일철강","KOSPI","철강금속",2000,-120,-5.66,49764706000
"833","006390","한일현대시멘트","KOSPI","비금속광물",36500,-1950,-5.07,613977085000
"834","003300","한일홀딩스","KOSPI","비금속광물",10450,-250,-2.34,301124901000
"835","051600","한전KPS","KOSPI","건설업",27100,-350,-1.28,1.2195e+12
"836","052690","한전기술","KOSPI","서비스업",17050,0,0,6.51651e+11
"837","130660","한전산업","KOSPI","서비스업",4510,-175,-3.74,1.47026e+11
"838","002320","한진","KOSPI","운수창고업",43900,-1500,-3.3,656200869200
"839","097230","한진중공업","KOSPI","건설업",7020,-220,-3.04,584585452620
"840","003480","한진중공업홀딩스","KOSPI","전기가스업",4250,55,1.31,125501701000
"841","180640","한진칼","KOSPI","운수창고업",61000,-1100,-1.77,4042013110000
"842","18064K","한진칼우","KOSPI","운수창고업",44350,-1200,-2.63,23805572100
"843","005110","한창","KOSPI","유통업",1285,-60,-4.46,85825495665
"844","009460","한창제지","KOSPI","종이목재",2250,-40,-1.75,134251843500
"845","000880","한화","KOSPI","화학",32150,-1250,-3.74,2409923330250
"846","00088K","한화3우B","KOSPI","화학",14300,-600,-4.03,321349600000
"847","088350","한화생명","KOSPI","보험",2670,-75,-2.73,2318975100000
"848","000370","한화손해보험","KOSPI","보험",3380,80,2.42,394577532700
"849","009830","한화솔루션","KOSPI","화학",49800,-1700,-3.3,7961251950600
"850","009835","한화솔루션우","KOSPI","화학",61600,-2200,-3.45,69222199200
"851","272210","한화시스템","KOSPI","전기전자",16300,-650,-3.83,1796755340700
"852","012450","한화에어로스페이스","KOSPI","운수장비",40650,100,0.25,2058109500000
"853","000885","한화우","KOSPI","화학",44500,-900,-1.98,21328583000
"854","003530","한화투자증권","KOSPI","증권",2620,-160,-5.76,562115170500
"855","003535","한화투자증권우","KOSPI","증권",4000,-160,-3.85,1.92e+10
"856","195870","해성디에스","KOSPI","전기전자",34150,-3700,-9.78,5.8055e+11
"857","101530","해태제과식품","KOSPI","음식료품",8250,-40,-0.48,240213781500
"858","143210","핸즈코퍼레이션","KOSPI","운수장비",7590,-170,-2.19,165942204120
"859","000720","현대건설","KOSPI","건설업",40250,-1950,-4.62,4482069541250
"860","267270","현대건설기계","KOSPI","기계",33900,-1300,-3.69,667856882700
"861","000725","현대건설우","KOSPI","건설업",182000,7000,4,17991792000
"862","005440","현대그린푸드","KOSPI","유통업",8750,-260,-2.89,854914217500
"863","086280","현대글로비스","KOSPI","운수창고업",190000,-10000,-5,7.125e+12
"864","064350","현대로템","KOSPI","운수장비",19250,-800,-3.99,2100989140250
"865","079430","현대리바트","KOSPI","기타제조업",16250,-600,-3.56,333698332500
"866","012330","현대모비스","KOSPI","운수장비",317500,-13500,-4.08,30179865345000
"867","010620","현대미포조선","KOSPI","운수장비",43100,-1250,-2.82,1721506621900
"868","069960","현대백화점","KOSPI","유통업",78200,-1400,-1.76,1830070886200
"869","004560","현대비앤지스틸","KOSPI","철강금속",21500,150,0.7,324194436500
"870","004565","현대비앤지스틸우","KOSPI","철강금속",195000,45000,30,21421140000
"871","011760","현대상사","KOSPI","유통업",15800,-500,-3.07,209017662800
"872","004310","현대약품","KOSPI","의약품",6880,-210,-2.96,2.2016e+11
"873","322000","현대에너지솔루션","KOSPI","전기전자",36950,-1750,-4.52,4.1384e+11
"874","017800","현대엘리베이","KOSPI","기계",42450,-1250,-2.86,1732604857950
"875","307950","현대오토에버","KOSPI","서비스업",122500,-8500,-6.49,2.5725e+12
"876","011210","현대위아","KOSPI","운수장비",90800,-3700,-3.92,2469313536400
"877","267260","현대일렉트릭","KOSPI","전기전자",16750,-300,-1.76,603789511250
"878","004020","현대제철","KOSPI","철강금속",38800,-1950,-4.79,5177696458000
"879","267250","현대중공업지주","KOSPI","화학",235000,-9500,-3.89,3712674995000
"880","005380","현대차","KOSPI","운수장비",229000,-9500,-3.98,48930014823000
"881","005387","현대차2우B","KOSPI","운수장비",103000,-6500,-5.94,3758001453000
"882","005389","현대차3우B","KOSPI","운수장비",1e+05,-5500,-5.21,242873500000
"883","005385","현대차우","KOSPI","운수장비",113000,-6000,-5.04,2752305405000
"884","001500","현대차증권","KOSPI","증권",12450,-800,-6.04,365247031950
"885","227840","현대코퍼레이션홀딩스","KOSPI","유통업",10300,-250,-2.37,93738610800
"886","126560","현대퓨처넷","KOSPI","서비스업",3550,-150,-4.05,400711915800
"887","001450","현대해상","KOSPI","보험",19900,-250,-1.24,1.77906e+12
"888","057050","현대홈쇼핑","KOSPI","유통업",79200,-2100,-2.58,9.504e+11
"889","093240","형지엘리트","KOSPI","섬유의복",4325,-345,-7.39,134744501350
"890","003010","혜인","KOSPI","유통업",5150,-200,-3.74,65470647050
"891","111110","호전실업","KOSPI","섬유의복",9380,-390,-3.99,7.504e+10
"892","008770","호텔신라","KOSPI","유통업",80900,-1900,-2.29,3175172988900
"893","008775","호텔신라우","KOSPI","유통업",81400,-2900,-3.44,61202950600
"894","002460","화성산업","KOSPI","건설업",11350,-350,-2.99,141316580000
"895","013520","화승알앤에이","KOSPI","운수장비",2500,-95,-3.66,172612187500
"896","241590","화승엔터프라이즈","KOSPI","기타제조업",12950,0,0,783949876500
"897","006060","화승인더","KOSPI","화학",6780,-250,-3.56,375069600000
"898","010690","화신","KOSPI","운수장비",4550,-335,-6.86,158887865500
"899","133820","화인베스틸","KOSPI","철강금속",2420,-120,-4.72,7.1511e+10
"900","010660","화천기계","KOSPI","기계",2300,-150,-6.12,5.06e+10
"901","000850","화천기공","KOSPI","기계",31500,-950,-2.93,6.93e+10
"902","016580","환인제약","KOSPI","의약품",18350,-1100,-5.66,341311284500
"903","032560","황금에스티","KOSPI","철강금속",8000,-180,-2.2,1.12e+11
"904","004800","효성","KOSPI","기타금융",74200,-2100,-2.75,1563470055000
"905","094280","효성ITX","KOSPI","서비스업",20500,-800,-3.76,236943100000
"906","298040","효성중공업","KOSPI","전기전자",66900,-3600,-5.11,623812261200
"907","298050","효성첨단소재","KOSPI","화학",226500,-7000,-3,1014708222000
"908","298020","효성티앤씨","KOSPI","화학",299500,-16000,-5.07,1296140759000
"909","298000","효성화학","KOSPI","화학",165000,-6500,-3.79,526370790000
"910","093370","후성","KOSPI","화학",11950,-200,-1.65,1106651487050
"911","081660","휠라홀딩스","KOSPI","유통업",42700,-2100,-4.69,2594119879400
"912","005870","휴니드","KOSPI","전기전자",6090,-280,-4.4,85966531350
"913","079980","휴비스","KOSPI","화학",7700,-180,-2.28,2.6565e+11
"914","005010","휴스틸","KOSPI","철강금속",7460,-270,-3.49,56857643280
"915","069260","휴켐스","KOSPI","화학",21400,-850,-3.82,874801783200
"916","000540","흥국화재","KOSPI","보험",3175,-175,-5.22,203970397875
"917","000547","흥국화재2우B","KOSPI","보험",19650,-250,-1.26,3018240000
"918","000545","흥국화재우","KOSPI","보험",7800,-380,-4.65,5990400000
"919","003280","흥아해운","KOSPI","운수창고업",258,0,0,30117000222
"920","060310","3S","KOSDAQ","기계·장비",2210,-20,-0.9,99013549310
"921","054620","APS홀딩스","KOSDAQ","금융",7210,-340,-4.5,147042333410
"922","265520","AP시스템","KOSDAQ","반도체",24350,-850,-3.37,352593527450
"923","211270","AP위성","KOSDAQ","통신장비",10650,1310,14.03,159907662600
"924","035760","CJ ENM","KOSDAQ","방송서비스",152900,-6900,-4.32,3352967646600
"925","051500","CJ프레시웨이","KOSDAQ","유통",20350,-1050,-4.91,241586775100
"926","058820","CMG제약","KOSDAQ","제약",4990,-140,-2.73,693072297560
"927","023460","CNH","KOSDAQ","금융",2495,-220,-8.1,9.2814e+10
"928","065770","CS","KOSDAQ","통신장비",2680,225,9.16,50478202000
"929","083660","CSA 코스믹","KOSDAQ","화학",2345,-45,-1.88,86933945525
"930","367340","DB금융스팩8호","KOSDAQ","금융",2040,0,0,1.2342e+10
"931","068790","DMS","KOSDAQ","기계·장비",8400,-580,-6.46,206413712400
"932","241520","DSC인베스트먼트","KOSDAQ","금융",5750,-440,-7.11,106598266750
"933","245620","EDGC","KOSDAQ","기타서비스",7970,-350,-4.21,342028812070
