index,종목코드,종목명,,,,,,
801,37460,삼지전자,,,,,,
802,119610,인터로조,,,,,,
803,236810,엔비티,,,,,,
804,82740,HSD엔진,,,,,,
805,35810,이지홀딩스,,,,,,
806,82850,우리바이오,,,,,,
807,300120,라온피플,,,,,,
808,121440,골프존뉴딘홀딩스,,,,,,
809,48870,시너지이노베이션,,,,,,
810,72520,제넨바이오,,,,,,
811,352700,씨앤투스성진,,,,,,
812,104480,티케이케미칼,,,,,,
813,43370,평화정공,,,,,,
814,86980,쇼박스,,,,,,
815,74430,아미노로직스,,,,,,
816,248170,샘표식품,,,,,,
817,353810,이지바이오,,,,,,
818,267320,나인테크,,,,,,
819,64290,인텍플러스,,,,,,
820,20120,키다리스튜디오,,,,,,
821,6620,동구바이오제약,,,,,,
822,33160,엠케이전자,,,,,,
823,8060,대덕,,,,,,
824,83930,아바코,,,,,,
825,68290,삼성출판사,,,,,,
826,67290,JW신약,,,,,,
827,39860,나노엔텍,,,,,,
828,35510,신세계 I&C,,,,,,
829,264450,유비쿼스,,,,,,
830,229640,LS전선아시아,,,,,,
831,53280,예스24,,,,,,
832,8700,아남전자,,,,,,
833,58110,멕아이씨에스,,,,,,
834,160980,싸이맥스,,,,,,
835,33540,파라텍,,,,,,
836,144620,코오롱머티리얼,,,,,,
837,149950,아바텍,,,,,,
838,41930,동아화성,,,,,,
839,125210,아모그린텍,,,,,,
840,102940,코오롱생명과학,,,,,,
841,4310,현대약품,,,,,,
842,214180,민앤지,,,,,,
843,291650,압타머사이언스,,,,,,
844,30960,양지사,,,,,,
845,86820,바이오솔루션,,,,,,
846,151860,KG ETS,,,,,,
847,201490,미투온,,,,,,
848,191420,테고사이언스,,,,,,
849,3570,S&T중공업,,,,,,
850,1270,부국증권,,,,,,
851,102260,동성코퍼레이션,,,,,,
852,123420,선데이토즈,,,,,,
853,3120,일성신약,,,,,,
854,239610,에이치엘사이언스,,,,,,
855,54450,텔레칩스,,,,,,
856,4960,한신공영,,,,,,
857,17180,명문제약,,,,,,
858,1070,대한방직,,,,,,
859,19550,SBI인베스트먼트,,,,,,
860,5390,신성통상,,,,,,
861,214260,라파스,,,,,,
862,54950,제이브이엠,,,,,,
863,136540,윈스,,,,,,
864,11760,현대상사,,,,,,
865,290550,디케이티,,,,,,
866,51160,지어소프트,,,,,,
867,34810,해성산업,,,,,,
868,236200,슈프리마,,,,,,
869,15360,예스코홀딩스,,,,,,
870,30210,KTB투자증권,,,,,,
871,53300,한국정보인증,,,,,,
872,126880,제이엔케이히터,,,,,,
873,337930,브랜드엑스코퍼레이션,,,,,,
874,3920,남양유업,,,,,,
875,49180,셀루메드,,,,,,
876,68790,DMS,,,,,,
877,200670,휴메딕스,,,,,,
878,89470,HDC현대EP,,,,,,
879,14620,성광벤드,,,,,,
880,120240,대정화금,,,,,,
881,302430,이노메트리,,,,,,
882,78520,에이블씨엔씨,,,,,,
883,65450,빅텍,,,,,,
884,540,흥국화재,,,,,,
885,66980,브레인콘텐츠,,,,,,
886,126700,하이비젼시스템,,,,,,
887,70960,용평리조트,,,,,,
888,5680,삼영전자,,,,,,
889,111710,남화산업,,,,,,
890,352770,클리노믹스,,,,,,
891,14790,한라,,,,,,
892,16610,DB금융투자,,,,,,
893,1250,GS글로벌,,,,,,
894,50110,캠시스,,,,,,
895,18120,진로발효,,,,,,
896,680,LS네트웍스,,,,,,
897,2900,동양물산,,,,,,
898,54050,농우바이오,,,,,,
899,3200,일신방직,,,,,,
900,2030,아세아,,,,,,
901,67170,오텍,,,,,,
902,86890,이수앱지스,,,,,,
903,30790,비케이탑스,,,,,,
904,9520,포스코엠텍,,,,,,
905,33920,무학,,,,,,
906,123690,한국화장품,,,,,,
907,91120,이엠텍,,,,,,
908,53080,원방테크,,,,,,
909,6220,제주은행,,,,,,
910,14160,대영포장,,,,,,
911,91090,세원셀론텍,,,,,,
912,251970,펌텍코리아,,,,,,
913,106240,파인테크닉스,,,,,,
914,281740,레이크머티리얼즈,,,,,,
915,200880,서연이화,,,,,,
916,45340,토탈소프트,,,,,,
917,13030,하이록코리아,,,,,,
918,347000,센코,,,,,,
919,138490,코오롱플라스틱,,,,,,
920,27050,코리아나,,,,,,
921,91580,상신이디피,,,,,,
922,4890,동일산업,,,,,,
923,33200,모아텍,,,,,,
924,3030,세아제강지주,,,,,,
925,970,한국주철관,,,,,,
926,37070,파세코,,,,,,
927,4980,성신양회,,,,,,
928,4140,동방,,,,,,
929,225530,보광산업,,,,,,
930,3100,선광,,,,,,
931,208640,썸에이지,,,,,,
932,95570,AJ네트웍스,,,,,,
933,278650,노터스,,,,,,
934,21320,KCC건설,,,,,,
935,203650,드림시큐리티,,,,,,
936,67280,멀티캠퍼스,,,,,,
937,23910,대한약품,,,,,,
938,67990,도이치모터스,,,,,,
939,93230,이아이디,,,,,,
940,228850,레이언스,,,,,,
941,108490,로보티즈,,,,,,
942,101140,인바이오젠,,,,,,
943,23160,태광,,,,,,
944,138580,비즈니스온,,,,,,
945,28100,동아지질,,,,,,
946,2170,삼양통상,,,,,,
947,31980,피에스케이홀딩스,,,,,,
948,84650,랩지노믹스,,,,,,
949,49960,쎌바이오텍,,,,,,
950,122640,예스티,,,,,,
951,217730,강스템바이오텍,,,,,,
952,89230,THE E&M,,,,,,
953,79940,가비아,,,,,,
954,58610,에스피지,,,,,,
955,5320,국동,,,,,,
956,23600,삼보판지,,,,,,
957,54210,이랜텍,,,,,,
958,214610,미코바이오메드,,,,,,
959,84730,팅크웨어,,,,,,
960,109610,에스와이,,,,,,
961,290690,소룩스,,,,,,
962,63570,한국전자금융,,,,,,
963,34300,신세계건설,,,,,,
964,1540,안국약품,,,,,,
965,55490,테이팩스,,,,,,
966,1460,BYC,,,,,,
967,331920,셀레믹스,,,,,,
968,122350,삼기,,,,,,
969,1340,백광산업,,,,,,
970,180400,캔서롭,,,,,,
971,1790,대한제당,,,,,,
972,45520,크린앤사이언스,,,,,,
973,71670,에이테크솔루션,,,,,,
974,90350,노루페인트,,,,,,
975,203690,프로스테믹스,,,,,,
976,71200,인피니트헬스케어,,,,,,
977,7860,서연,,,,,,
978,78150,HB테크놀러지,,,,,,
979,23760,한국캐피탈,,,,,,
980,40350,큐로컴,,,,,,
981,330350,위더스제약,,,,,,
982,9160,SIMPAC,,,,,,
983,220260,켐트로스,,,,,,
984,255440,야스,,,,,,
985,64820,케이프,,,,,,
986,155650,와이엠씨,,,,,,
987,490,대동공업,,,,,,
988,269620,시스웍,,,,,,
989,40300,YTN,,,,,,
990,19210,와이지-원,,,,,,
991,187420,제노포커스,,,,,,
992,83450,GST,,,,,,
993,153710,옵티팜,,,,,,
994,49080,기가레인,,,,,,
995,13520,화승알앤에이,,,,,,
996,200780,비씨월드제약,,,,,,
997,12790,신일제약,,,,,,
998,12030,DB,,,,,,
999,11320,유니크,,,,,,
1000,251630,브이원텍,,,,,,
1001,196490,디에이테크놀로지,,,,,,
1002,256630,포인트엔지니어링,,,,,,
1003,304100,솔트룩스,,,,,,
1004,68930,디지털대성,,,,,,
1005,80220,제주반도체,,,,,,
1006,301300,바이브컴퍼니,,,,,,
1007,159580,제로투세븐,,,,,,
1008,36190,금화피에스시,,,,,,
1009,110990,디아이티,,,,,,
1010,227950,엔투텍,,,,,,
1011,259630,엠플러스,,,,,,
1012,263690,디알젬,,,,,,
1013,39570,HDC아이콘트롤스,,,,,,
1014,54670,대한뉴팜,,,,,,
1015,68050,팬엔터테인먼트,,,,,,
1016,5160,동국산업,,,,,,
1017,65500,오리엔트정공,,,,,,
1018,4770,써니전자,,,,,,
1019,340570,티앤엘,,,,,,
1020,108380,대양전기공업,,,,,,
1021,107590,미원홀딩스,,,,,,
1022,12690,모나리자,,,,,,
1023,72020,중앙백신,,,,,,
1024,143210,핸즈코퍼레이션,,,,,,
1025,241770,메카로,,,,,,
1026,86710,선진뷰티사이언스,,,,,,
1027,13870,지엠비코리아,,,,,,
1028,38390,레드캡투어,,,,,,
1029,3160,디아이,,,,,,
1030,302550,리메드,,,,,,
1031,176440,에이치엔티,,,,,,
1032,7210,벽산,,,,,,
1033,86040,바이오톡스텍,,,,,,
1034,230,일동홀딩스,,,,,,
1035,126870,뉴로스,,,,,,
1036,11150,CJ씨푸드,,,,,,
1037,51490,나라엠앤디,,,,,,
1038,180,성창기업지주,,,,,,
1039,7160,사조산업,,,,,,
1040,44820,코스맥스비티아이,,,,,,
1041,87260,모바일어플라이언스,,,,,,
1042,23450,동남합성,,,,,,
1043,37330,인지디스플레,,,,,,
1044,7820,에스엠코어,,,,,,
1045,3350,한국화장품제조,,,,,,
1046,4440,삼일씨엔에스,,,,,,
1047,51980,센트럴바이오,,,,,,
1048,290520,신도기연,,,,,,
1049,311690,천랩,,,,,,
1050,13700,까뮤이앤씨,,,,,,
1051,3580,넥스트사이언스,,,,,,
1052,2720,국제약품,,,,,,
1053,241790,오션브릿지,,,,,,
1054,211270,AP위성,,,,,,
1055,12700,리드코프,,,,,,
1056,99220,SDN,,,,,,
1057,74610,이엔플러스,,,,,,
1058,140070,서플러스글로벌,,,,,,
1059,219750,지티지웰니스,,,,,,
1060,10690,화신,,,,,,
1061,206560,덱스터,,,,,,
1062,94170,동운아나텍,,,,,,
1063,77970,STX엔진,,,,,,
1064,290720,푸드나무,,,,,,
1065,306040,에스제이그룹,,,,,,
1066,214430,아이쓰리시스템,,,,,,
1067,104540,코렌텍,,,,,,
1068,4540,깨끗한나라,,,,,,
1069,4970,신라교역,,,,,,
1070,13810,스페코,,,,,,
1071,347740,피엔케이피부임상연구센타,,,,,,
1072,15890,태경산업,,,,,,
1073,93920,서원인텍,,,,,,
1074,46210,파나진,,,,,,
1075,65130,탑엔지니어링,,,,,,
1076,18310,삼목에스폼,,,,,,
1077,222040,코스맥스엔비티,,,,,,
1078,79960,동양이엔피,,,,,,
1079,138360,에이씨티,,,,,,
1080,33320,제이씨현시스템,,,,,,
1081,41520,이라이콤,,,,,,
1082,32850,비트컴퓨터,,,,,,
1083,25750,한솔홈데코,,,,,,
1084,205100,엑셈,,,,,,
1085,12280,영화금속,,,,,,
1086,260930,씨티케이코스메틱스,,,,,,
1087,48550,SM C&C,,,,,,
1088,357550,석경에이티,,,,,,
1089,9470,삼화전기,,,,,,
1090,6740,영풍제지,,,,,,
1091,214420,토니모리,,,,,,
1092,102280,쌍방울,,,,,,
1093,92200,디아이씨,,,,,,
1094,6890,태경케미컬,,,,,,
1095,114810,아이원스,,,,,,
1096,27710,팜스토리,,,,,,
1097,57880,필로시스헬스케어,,,,,,
1098,246710,티앤알바이오팹,,,,,,
1099,306620,네온테크,,,,,,
1100,57680,티사이언티픽,,,,,,
1101,206400,베노홀딩스,,,,,,
1102,347890,엠투아이,,,,,,
1103,14470,부방,,,,,,
1104,239340,줌인터넷,,,,,,
1105,130580,나이스디앤비,,,,,,
1106,265740,엔에프씨,,,,,,
1107,14280,금강공업,,,,,,
1108,142760,바이오리더스,,,,,,
1109,7110,일신석재,,,,,,
1110,52330,코텍,,,,,,
1111,263700,케어랩스,,,,,,
1112,89140,넥스턴,,,,,,
1113,54620,APS홀딩스,,,,,,
1114,4150,한솔홀딩스,,,,,,
1115,130660,한전산업,,,,,,
1116,47400,유니온머티리얼,,,,,,
1117,37950,엘컴텍,,,,,,
1118,11370,서한,,,,,,
1119,3830,대한화섬,,,,,,
1120,238490,힘스,,,,,,
1121,88290,이원컴포텍,,,,,,
1122,92870,엑시콘,,,,,,
1123,8040,사조동아원,,,,,,
1124,217500,러셀,,,,,,
1125,67390,아스트,,,,,,
1126,179290,엠아이텍,,,,,,
1127,115160,휴맥스,,,,,,
1128,241710,코스메카코리아,,,,,,
1129,94480,갤럭시아머니트리,,,,,,
1130,60590,씨티씨바이오,,,,,,
1131,42420,네오위즈홀딩스,,,,,,
1132,190510,나무가,,,,,,
1133,20760,일진디스플,,,,,,
1134,263600,덕우전자,,,,,,
1135,4060,SG세계물산,,,,,,
1136,109740,디에스케이,,,,,,
1137,96240,청담러닝,,,,,,
1138,114450,KPX생명과학,,,,,,
1139,100250,진양홀딩스,,,,,,
1140,100590,머큐리,,,,,,
1141,56080,유진로봇,,,,,,
1142,290380,대유,,,,,,
1143,3960,사조대림,,,,,,
1144,83640,인콘,,,,,,
1145,73560,우리손에프앤지,,,,,,
1146,94850,참좋은여행,,,,,,
1147,11390,부산산업,,,,,,
1148,106190,하이텍팜,,,,,,
1149,62860,티엘아이,,,,,,
1150,34940,조아제약,,,,,,
1151,2460,화성산업,,,,,,
1152,122310,제노레이,,,,,,
1153,53950,경남제약,,,,,,
1154,32820,우리기술,,,,,,
1155,171120,라이온켐텍,,,,,,
1156,128820,대성산업,,,,,,
1157,253590,네오셈,,,,,,
1158,66310,큐에스아이,,,,,,
1159,8970,동양철관,,,,,,
1160,117580,대성에너지,,,,,,
1161,320,노루홀딩스,,,,,,
1162,234100,세원,,,,,,
1163,46390,삼화네트웍스,,,,,,
1164,24090,디씨엠,,,,,,
1165,9320,대우부품,,,,,,
1166,106520,디지탈옵틱,,,,,,
1167,12200,계양전기,,,,,,
1168,7660,이수페타시스,,,,,,
1169,277880,티에스아이,,,,,,
1170,35610,솔본,,,,,,
1171,46140,SBS콘텐츠허브,,,,,,
1172,299910,베스파,,,,,,
1173,66620,국보디자인,,,,,,
1174,36120,SCI평가정보,,,,,,
1175,4840,DRB동일,,,,,,
1176,352940,인바이오,,,,,,
1177,42600,새로닉스,,,,,,
1178,7540,샘표,,,,,,
1179,2700,신일전자,,,,,,
1180,41910,에스텍파마,,,,,,
1181,4720,우리들제약,,,,,,
1182,13570,디와이,,,,,,
1183,15590,큐로,,,,,,
1184,12860,모베이스전자,,,,,,
1185,6380,카프로,,,,,,
1186,148140,비디아이,,,,,,
1187,217820,엔에스,,,,,,
1188,91590,남화토건,,,,,,
1189,17900,광전자,,,,,,
1190,35150,백산,,,,,,
1191,13310,아진산업,,,,,,
1192,700,유수홀딩스,,,,,,
1193,27740,마니커,,,,,,
1194,39340,한국경제TV,,,,,,
1195,120030,조선선재,,,,,,
1196,7330,푸른저축은행,,,,,,
1197,41460,한국전자인증,,,,,,
1198,137950,제이씨케미칼,,,,,,
1199,5740,크라운해태홀딩스,,,,,,
1200,93240,형지엘리트,,,,,,
1201,94860,코닉글로리,,,,,,
1202,1840,이화공영,,,,,,
1203,86960,한컴MDS,,,,,,
1204,94360,칩스앤미디어,,,,,,
1205,226360,이엑스티,,,,,,
1206,12800,대창,,,,,,
1207,80000,에스엔유,,,,,,
1208,9460,한창제지,,,,,,
1209,860,강남제비스코,,,,,,
1210,322510,제이엘케이,,,,,,
1211,141000,비아트론,,,,,,
1212,282690,동아타이어,,,,,,
1213,1260,남광토건,,,,,,
1214,54800,아이디스홀딩스,,,,,,
1215,23000,삼원강재,,,,,,
1216,134380,미원화학,,,,,,
1217,79810,디이엔티,,,,,,
1218,37230,한국팩키지,,,,,,
1219,68940,아이씨케이,,,,,,
1220,264900,크라운제과,,,,,,
1221,170030,현대공업,,,,,,
1222,4250,NPC,,,,,,
1223,4270,남성,,,,,,
1224,14970,삼륭물산,,,,,,
1225,2450,삼익악기,,,,,,
1226,2760,보락,,,,,,
1227,119650,KC코트렐,,,,,,
1228,65650,메디프론,,,,,,
1229,163560,동일고무벨트,,,,,,
1230,520,삼일제약,,,,,,
1231,65950,웰크론,,,,,,
1232,67830,세이브존I&C,,,,,,
1233,210540,디와이파워,,,,,,
1234,131030,디에이치피코리아,,,,,,
1235,89890,코세스,,,,,,
1236,72870,메가스터디,,,,,,
1237,148250,알엔투테크놀로지,,,,,,
1238,90710,휴림로봇,,,,,,
1239,54220,비츠로시스,,,,,,
1240,73640,테라사이언스,,,,,,
1241,265560,영화테크,,,,,,
1242,2800,신신제약,,,,,,
1243,185490,아이진,,,,,,
1244,118000,우리들휴브레인,,,,,,
1245,111870,삼본전자,,,,,,
1246,14940,오리엔탈정공,,,,,,
1247,43650,국순당,,,,,,
1248,38060,루멘스,,,,,,
1249,7720,대명소노시즌,,,,,,
1250,36560,영풍정밀,,,,,,
1251,317120,라닉스,,,,,,
1252,11090,에넥스,,,,,,
1253,60240,룽투코리아,,,,,,
1254,69540,라이트론,,,,,,
1255,3480,한진중공업홀딩스,,,,,,
1256,96040,이트론,,,,,,
1257,131220,대한과학,,,,,,
1258,38460,바이오스마트,,,,,,
1259,60900,대한그린파워,,,,,,
1260,96630,에스코넥,,,,,,
1261,3460,유화증권,,,,,,
1262,263770,유에스티,,,,,,
1263,75180,새론오토모티브,,,,,,
1264,65150,MP그룹,,,,,,
1265,105740,디케이락,,,,,,
1266,51360,토비스,,,,,,
1267,261200,덴티스,,,,,,
1268,9270,신원,,,,,,
1269,186230,그린플러스,,,,,,
1270,119830,아이텍,,,,,,
1271,42510,라온시큐어,,,,,,
1272,15710,코콤,,,,,,
1273,53980,오상자이엘,,,,,,
1274,63170,서울옥션,,,,,,
1275,5430,한국공항,,,,,,
1276,53450,세코닉스,,,,,,
1277,103590,일진전기,,,,,,
1278,6110,삼아알미늄,,,,,,
1279,260660,알리코제약,,,,,,
1280,48430,유라테크,,,,,,
1281,2410,범양건영,,,,,,
1282,80720,한국유니온제약,,,,,,
1283,25440,대성엘텍,,,,,,
1284,9190,대양금속,,,,,,
1285,264660,씨앤지하이테크,,,,,,
1286,5990,매일홀딩스,,,,,,
1287,58630,엠게임,,,,,,
1288,109960,에이프로젠 H&G,,,,,,
1289,335890,비올,,,,,,
1290,53700,삼보모터스,,,,,,
1291,90740,아이엠이연이,,,,,,
1292,2070,비비안,,,,,,
1293,14580,태경비케이,,,,,,
1294,19660,글로본,,,,,,
1295,41920,메디아나,,,,,,
1296,13990,아가방컴퍼니,,,,,,
1297,117670,알파홀딩스,,,,,,
1298,225220,제놀루션,,,,,,
1299,258610,이더블유케이,,,,,,
1300,12160,영흥,,,,,,
1301,347770,핌스,,,,,,
1302,23960,에쓰씨엔지니어링,,,,,,
1303,44060,조광ILI,,,,,,
1304,204620,글로벌텍스프리,,,,,,
1305,1750,한양증권,,,,,,
1306,9070,KCTC,,,,,,
1307,65170,넥스트BT,,,,,,
1308,12340,뉴인텍,,,,,,
1309,224110,에이텍티앤,,,,,,
1310,9620,삼보산업,,,,,,
1311,36090,위지트,,,,,,
1312,83550,케이엠,,,,,,
1313,24810,이화전기,,,,,,
1314,60850,영림원소프트랩,,,,,,
1315,4650,창해에탄올,,,,,,
1316,890,보해양조,,,,,,
1317,78890,가온미디어,,,,,,
1318,11810,STX,,,,,,
1319,14530,극동유화,,,,,,
1320,200470,에이팩트,,,,,,
1321,100840,S&TC,,,,,,
1322,67570,엔브이에이치코리아,,,,,,
1323,7680,대원,,,,,,
1324,2710,TCC스틸,,,,,,
1325,182360,큐브엔터,,,,,,
1326,26150,특수건설,,,,,,
1327,10600,웰바이오텍,,,,,,
1328,256150,한독크린텍,,,,,,
1329,9200,무림페이퍼,,,,,,
1330,60370,KT서브마린,,,,,,
1331,9440,KC그린홀딩스,,,,,,
1332,78140,대봉엘에스,,,,,,
1333,229000,젠큐릭스,,,,,,
1334,126600,코프라,,,,,,
1335,99750,이지케어텍,,,,,,
1336,2880,대유에이텍,,,,,,
1337,66130,하츠,,,,,,
1338,244920,에이플러스에셋,,,,,,
1339,170920,엘티씨,,,,,,
1340,46120,오르비텍,,,,,,
1341,192250,케이사인,,,,,,
1342,64800,젬백스링크,,,,,,
1343,33170,시그네틱스,,,,,,
1344,5710,대원산업,,,,,,
1345,14570,고려제약,,,,,,
1346,42520,한스바이오메드,,,,,,
1347,78000,텔코웨어,,,,,,
1348,317240,TS트릴리온,,,,,,
1349,32560,황금에스티,,,,,,
1350,92440,기신정기,,,,,,
1351,69510,에스텍,,,,,,
1352,20710,시공테크,,,,,,
1353,307930,컴퍼니케이,,,,,,
1354,38680,에스넷,,,,,,
1355,90470,제이스텍,,,,,,
1356,1380,SG충방,,,,,,
1357,38870,에코바이오,,,,,,
1358,3650,미창석유,,,,,,
1359,127120,디엔에이링크,,,,,,
1360,57030,YBM넷,,,,,,
1361,24950,삼천리자전거,,,,,,
1362,56730,포스링크,,,,,,
1363,66900,디에이피,,,,,,
1364,134790,시디즈,,,,,,
1365,10960,삼호개발,,,,,,
1366,21050,서원,,,,,,
1367,46940,우원개발,,,,,,
1368,40160,누리텔레콤,,,,,,
1369,52220,iMBC,,,,,,
1370,274090,켄코아에어로스페이스,,,,,,
1371,6140,피제이전자,,,,,,
1372,53690,한미글로벌,,,,,,
1373,1290,상상인증권,,,,,,
1374,137940,넥스트아이,,,,,,
1375,224060,코디엠,,,,,,
1376,34590,인천도시가스,,,,,,
1377,10820,퍼스텍,,,,,,
1378,297890,엘이티,,,,,,
1379,12600,센트럴인사이트,,,,,,
1380,303030,지니틱스,,,,,,
1381,48910,대원미디어,,,,,,
1382,8290,원풍물산,,,,,,
1383,43220,에이치엘비파워,,,,,,
1384,241520,DSC인베스트먼트,,,,,,
1385,39290,인포뱅크,,,,,,
1386,237820,플레이디,,,,,,
1387,318410,비비씨,,,,,,
1388,1550,조비,,,,,,
1389,263800,데이타솔루션,,,,,,
1390,57540,옴니시스템,,,,,,
1391,53590,한국테크놀로지,,,,,,
1392,214270,퓨쳐스트림네트웍스,,,,,,
1393,24900,덕양산업,,,,,,
1394,60230,이그잭스,,,,,,
1395,267290,경동도시가스,,,,,,
1396,2230,피에스텍,,,,,,
1397,88390,이녹스,,,,,,
1398,36670,KCI,,,,,,
1399,104620,노랑풍선,,,,,,
1400,38070,서린바이오,,,,,,
1401,208140,정다운,,,,,,
1402,8250,이건산업,,,,,,
1403,158430,아톤,,,,,,
1404,143540,영우디에스피,,,,,,
1405,32860,글로스퍼랩스,,,,,,
1406,164060,이루다,,,,,,
1407,72470,우리산업홀딩스,,,,,,
1408,44960,이글벳,,,,,,
1409,47770,코데즈컴바인,,,,,,
1410,52670,제일바이오,,,,,,
1411,36710,심텍홀딩스,,,,,,
1412,4080,신흥,,,,,,
1413,23440,제일제강,,,,,,
1414,220,유유제약,,,,,,
1415,327260,메탈라이프,,,,,,
1416,124500,아이티센,,,,,,
1417,95910,에스에너지,,,,,,
1418,15540,쎌마테라퓨틱스,,,,,,
1419,131400,액트,,,,,,
1420,119850,지엔씨에너지,,,,,,
1421,35620,바른손이앤에이,,,,,,
1422,85310,엔케이,,,,,,
1423,63440,SM Life Design,,,,,,
1424,71970,STX중공업,,,,,,
1425,4830,덕성,,,,,,
1426,2600,조흥,,,,,,
1427,234300,에스트래픽,,,,,,
1428,21080,에이티넘인베스트,,,,,,
1429,56700,신화인터텍,,,,,,
1430,27970,세하,,,,,,
1431,2870,신풍제지,,,,,,
1432,92600,앤씨앤,,,,,,
1433,15230,대창단조,,,,,,
1434,290740,액트로,,,,,,
1435,217480,에스디생명공학,,,,,,
1436,3720,삼영화학,,,,,,
1437,58430,포스코강판,,,,,,
1438,223250,드림씨아이에스,,,,,,
1439,289010,아이스크림에듀,,,,,,
1440,36010,아비코전자,,,,,,
1441,7280,한국특수형강,,,,,,
1442,11330,유니켐,,,,,,
1443,71460,위니아딤채,,,,,,
1444,73110,엘엠에스,,,,,,
1445,129260,인터지스,,,,,,
1446,69920,아이에스이커머스,,,,,,
1447,60310,3S,,,,,,
1448,2140,고려산업,,,,,,
1449,86670,비엠티,,,,,,
1450,52790,액토즈소프트,,,,,,
1451,65710,서호전기,,,,,,
1452,194370,제이에스코퍼레이션,,,,,,
1453,250000,보라티알,,,,,,
1454,31820,콤텍시스템,,,,,,
1455,56360,코위버,,,,,,
1456,215790,이노인스트루먼트,,,,,,
1457,33830,티비씨,,,,,,
1458,2360,SH에너지화학,,,,,,
1459,178780,유테크,,,,,,
1460,198440,고려시멘트,,,,,,
1461,39830,오로라,,,,,,
1462,5360,모나미,,,,,,
1463,36690,코맥스,,,,,,
1464,36260,이매진아시아,,,,,,
1465,24910,경창산업,,,,,,
1466,222110,팬젠,,,,,,
1467,71280,로체시스템즈,,,,,,
1468,43200,파루,,,,,,
1469,117730,티로보틱스,,,,,,
1470,4870,티웨이홀딩스,,,,,,
1471,38530,골드퍼시픽,,,,,,
1472,270520,지엔원에너지,,,,,,
1473,49480,오픈베이스,,,,,,
1474,65060,지엔코,,,,,,
1475,58850,KTcs,,,,,,
1476,8600,윌비스,,,,,,
1477,242040,나무기술,,,,,,
1478,50760,에스폴리텍,,,,,,
1479,6090,사조오양,,,,,,
1480,22220,정산애강,,,,,,
1481,19440,세아특수강,,,,,,
1482,6980,우성사료,,,,,,
1483,6340,대원전선,,,,,,
1484,24060,흥구석유,,,,,,
1485,650,천일고속,,,,,,
1486,33130,디지틀조선,,,,,,
1487,16740,두올,,,,,,
1488,305090,마이크로디지탈,,,,,,
1489,40420,정상제이엘에스,,,,,,
1490,37030,파워넷,,,,,,
1491,227840,현대코퍼레이션홀딩스,,,,,,
1492,193250,와이제이엠게임즈,,,,,,
1493,95500,미래나노텍,,,,,,
1494,54090,삼진엘앤디,,,,,,
1495,83500,에프엔에스테크,,,,,,
1496,300,대유플러스,,,,,,
1497,2200,한국수출포장,,,,,,
1498,24120,KB오토시스,,,,,,
1499,225330,씨엠에스에듀,,,,,,
1500,72990,에이치시티,,,,,,
1501,150900,파수,,,,,,
1502,53350,이니텍,,,,,,
1503,5750,대림B&Co,,,,,,
1504,7980,태평양물산,,,,,,
1505,23460,CNH,,,,,,
1506,9300,삼아제약,,,,,,
1507,1020,페이퍼코리아,,,,,,
1508,58860,KTis,,,,,,
1509,241690,유니테크노,,,,,,
1510,322180,티라유텍,,,,,,
1511,196300,애니젠,,,,,,
1512,17650,대림제지,,,,,,
1513,40610,SG&G,,,,,,
1514,14710,사조씨푸드,,,,,,
1515,53160,프리엠스,,,,,,
1516,35000,지투알,,,,,,
1517,238200,비피도,,,,,,
1518,219550,MP한강,,,,,,
1519,6910,보성파워텍,,,,,,
1520,88130,동아엘텍,,,,,,
1521,73570,WI,,,,,,
1522,41650,상신브레이크,,,,,,
1523,221840,하이즈항공,,,,,,
1524,225190,삼양옵틱스,,,,,,
1525,41020,인프라웨어,,,,,,
1526,101330,모베이스,,,,,,
1527,263020,디케이앤디,,,,,,
1528,31510,오스템,,,,,,
1529,42500,링네트,,,,,,
1530,124560,태웅로직스,,,,,,
1531,23770,플레이위드,,,,,,
1532,25550,한국선재,,,,,,
1533,54630,에이디칩스,,,,,,
1534,32790,엠젠플러스,,,,,,
1535,215380,우정바이오,,,,,,
1536,14200,광림,,,,,,
1537,293580,나우IB,,,,,,
1538,189980,흥국에프엔비,,,,,,
1539,89790,제이티,,,,,,
1540,16600,큐캐피탈,,,,,,
1541,6050,국영지앤엠,,,,,,
1542,142210,유니트론텍,,,,,,
1543,65370,위세아이텍,,,,,,
1544,79190,EMW,,,,,,
1545,10100,한국프랜지,,,,,,
1546,226440,한송네오텍,,,,,,
1547,10240,흥국,,,,,,
1548,140670,알에스오토메이션,,,,,,
1549,65560,녹원씨엔아이,,,,,,
1550,19770,서연탑메탈,,,,,,
1551,195500,마니커에프앤지,,,,,,
1552,13000,세우글로벌,,,,,,
1553,155660,DSR,,,,,,
1554,3080,성보화학,,,,,,
1555,17040,광명전기,,,,,,
1556,97800,윈팩,,,,,,
1557,910,유니온,,,,,,
1558,7590,동방아그로,,,,,,
1559,170790,파이오링크,,,,,,
1560,308100,까스텔바작,,,,,,
1561,93190,빅솔론,,,,,,
1562,9310,참엔지니어링,,,,,,
1563,33100,제룡전기,,,,,,
1564,123010,아이에이네트웍스,,,,,,
1565,10040,한국내화,,,,,,
1566,64850,에프앤가이드,,,,,,
1567,83660,CSA 코스믹,,,,,,
1568,19010,베뉴지,,,,,,
1569,145210,세화아이엠씨,,,,,,
1570,16090,대현,,,,,,
1571,64240,홈캐스트,,,,,,
