"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" "," ","서울특별시 노원구 덕릉로70길 99"," ","2015","서울에너지공사 동부지사(노원열병합발전소)"," ","150020"," "," ","84414"
" ","3307","서울특별시 노원구 덕릉로70길 99 (상계동)"," ","2015","노원자원회수시설","2002","150021","6196"," ","65635"
" ","659","서울특별시 양천구 안양천로 1121 (목동)","446","2015","양천자원회수시설","1498","150022","7016"," ","23842"
" "," ","서울특별시 양천구 목동서로 20 (목동)"," ","2015","서울에너지공사 (목동열병합발전소)"," ","150023"," "," ","140803"
" "," ","서울특별시 마포구 토정로 56"," ","2015","한국중부발전㈜서울발전본부"," ","150024"," "," ","47681"
" ","2369","서울특별시 강남구 남부순환로 3318 (일원동)","737","2015","강남자원회수시설","9140","150028","17521"," ","51499"
" ","929","서울특별시 송파구 올림픽로 240 (잠실동)","574","2015","㈜호텔롯데(롯데월드)"," ","150030"," "," ","5111"
" ","113","서울특별시 강서구 양천로 201 (마곡동)","2753","2015","서울특별시 서남물재생센터","1","150101","822"," ","7780"
" ","314","서울특별시 마포구 하늘공원로 86 (상암동)"," ","2015","마포자원회수시설","3290","150131","1738"," ","60758"
" ","401","서울특별시 은평구 통일로 1053 (진관동)"," ","2015","은평환경플랜트","269","150169","1205"," ","3842"
" "," ","서울특별시 송파구 헌릉로 789"," ","2015","한국지역난방공사 강남지사(동남권CES)"," ","150310"," "," ","20733"
" "," ","서울특별시 서초구 반포대로 222"," ","2015","가톨릭대학교 서울성모병원"," ","150324"," "," ","13739"
" "," ","서울특별시 강남구 일원로 81"," ","2015","삼성서울병원"," ","150331"," "," ","5445"
" "," ","서울특별시 마포구 월드컵북로 516"," ","2015","한국지역난방공사 중앙지사(상암2CES)"," ","150574"," "," ","4080"
" "," ","서울특별시 양천구 신정이펜1로 100"," ","2015","서울에너지공사 서부지사(신정3지구 열병합발전소)"," ","150590"," "," ","9140"
" "," ","서울특별시 구로구 경인로 662"," ","2015","대성산업주식회사"," ","150591"," "," ","132"
" "," ","서울특별시 강서구 양천로 201"," ","2015","서남바이오에너지㈜"," ","150623"," "," ","29514"
"2015","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"1","1","1","1","1","1","1","1","1","1","1"
