"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
"683"," ","전라남도 여수시 여수산단로 1384","199963","2019","남해화학㈜"," ","110001"," ","14"," "
" ","143374","전라남도 여수시 여수산단로 918 (적량동)","1837795","2019","지에스칼텍스㈜"," ","110002","307653"," ","2342046"
" "," ","전라남도 여수시 진달래길 310-88 (월내동)"," ","2019","오리온엔지니어드카본즈코리아㈜"," ","110003"," "," ","535154"
" ","40453","전라남도 여수시 여수산단로 1203 (월내동)","1575593","2019","한국동서발전㈜신호남건설추진본부"," ","110004"," "," ","2578516"
" ","28884","전라남도 여수시 여수산단로 727","49942","2019","한국남동발전㈜ 여수발전본부"," ","110005"," "," ","889930"
" ","463","전라남도 여수시 낙포단지길 45 (낙포동)"," ","2019","크나우프석고보드(주)"," ","110006"," "," ","3224"
" ","1185","전라남도 여수시 상암로 830-7 (낙포동)"," ","2019","㈜케이씨씨 여천공장"," ","110009"," "," ","70574"
" ","7277","전라남도 여수시 여수산단3로 2 (평여동)"," ","2019","여천NCC㈜여수1공장"," ","110010"," "," ","358110"
" "," ","전라남도 여수시 여수산단3로 117 (월하동)"," ","2019","한화솔루션㈜ 여수1공장","182","110011"," "," "," "
" "," ","전라남도 여수시 여수산단로 1121 (월내동)"," ","2019","㈜LG화학 VCM공장","34","110013","418"," ","3332"
" ","12044","전라남도 여수시 여수산단2로 55 (화치동)","92956","2019","㈜엘지화학(여수공장-화치)"," ","110014","1886"," ","403286"
" ","2642","전라남도 여수시 여수산단2로 218 (화치동)","4512","2019","금호피앤비화학㈜1공장"," ","110015"," "," ","10762"
" ","153","전라남도 여수시 여수산단로 951 (적량동)"," ","2019","㈜LG화학 SM공장"," ","110016"," "," ","6132"
" ","17013","전라남도 여수시 여수산단4로 53 (중흥동)"," ","2019","롯데케미칼 주식회사 여수1공장"," ","110019"," "," ","352055"
" ","7851","전라남도 여수시 여수산단2로 46-20 (월하동)"," ","2019","여천NCC㈜여수2공장"," ","110020"," "," ","305197"
" ","6591","전라남도 여수시 여수산단2로 284 (화치동)","180621","2019","한국바스프㈜ 여수공장","0","110021","192"," ","114952"
" ","238572","전라남도 광양시 폭포사랑길 20-26 (금호동)","8166321","2019","㈜포스코 광양제철소","3254","110022","53"," ","11011750"
" ","8001","전라남도 여수시 여수산단4로 58 (중흥동)"," ","2019","(주)엘지화학 여수공장(용성1단지)"," ","110025","992"," ","171614"
" "," ","전라남도 광양시 산업로 109 (태인동)"," ","2019","OCI㈜광양공장"," ","110026"," "," ","322923"
" ","8434","전라남도 여수시 여수산단2로 46-51 (월하동)","10393","2019","금호석유화학㈜ 여수제1에너지"," ","110027"," "," ","646217"
" ","1605","전라남도 여수시 여수산단로 1232 (월내동)","2326","2019","㈜와이엔텍","1045","110028","1431"," ","42170"
" ","956","전라남도 여수시 진달래길 310-73 (월내동)","6403","2019","케이씨환경서비스㈜-월내","1646","110029","2869"," ","29636"
" "," ","전라남도 여수시 상암로 963 (월내동)"," ","2019","티케이지휴켐스(주)여수공장"," ","110032"," "," ","137815"
" "," ","전라남도 광양시 제철로 2148-567 (금호동)"," ","2019","에스케이이엔에스 주식회사"," ","110035"," "," ","1035003"
" ","1910","전라남도 광양시 명당2길 42","559","2019","피제이메탈"," ","110040"," "," "," "
" ","7694","전라남도 광양시 제철로 2148-139 (금호동)"," ","2019","㈜에스엔엔씨"," ","110042"," "," "," "
" ","35559","전라남도 여수시 여수산단2로 223-84 (화치동)","241592","2019","금호석유화학㈜ 여수제2에너지"," ","110044"," "," ","418560"
" ","15031","전라남도 광양시 백운1로 48 (태인동)"," ","2019","㈜포스코퓨처엠 광양화학사업부"," ","110045"," "," ","379195"
" ","52254","전라남도 여수시 산단중앙로 145 (화치동)","260179","2019","한화에너지㈜ 여수공장"," ","110046"," "," ","887275"
" "," ","전라남도 광양시 제철로 1800 (금호동)"," ","2019","포스코에너지㈜"," ","110047"," "," ","747722"
" ","1018","전라남도 여수시 진달래길 310-157 (월내동)","170","2019","여수시 생활폐기물 소각시설","374","110048","1265"," ","8917"
" ","13726","전라남도 여수시 여수산단로 727 (중흥동)","91547","2019","데이원에너지(주)"," ","110050"," "," ","301904"
" ","3298","전라남도 여수시 여수산단4로 129 (중흥동)"," ","2019","롯데엠시시(주)여수2공장"," ","110051","1024"," ","15643"
" ","232","전라남도 여수시 산단중앙로 409 (중흥동)","348","2019","미래환경에너지㈜ 슬러지자원화시설","425","110052","1783"," ","6689"
" ","940","전라남도 여수시 산단중앙로 30-36 (화치동)","3250","2019","케이씨환경서비스㈜ 여수사업부-화치","98","110053","1716"," ","31087"
" "," ","전라남도 광양시 제철로 2408 (금호동)","20719","2019","㈜포스코MC머티리얼즈"," ","110054","21084"," ","12411"
" "," ","전라남도 순천시 해룡면 인덕로 300"," ","2019","현대제철㈜순천공장","241","110102"," "," "," "
" ","1194","전라남도 순천시 해룡면 율촌산단5로 46"," ","2019","현대아이에프씨 주식회사"," ","110103"," "," "," "
" ","562","전라남도 순천시 해룡면 율촌산단2로 23"," ","2019","스틸싸이클에스씨(주)"," ","110104"," "," "," "
" "," ","전라남도 광양시 광양읍 인덕로 360-202"," ","2019","씨지앤율촌전력㈜"," ","110105"," "," ","591246"
" ","3212","전라남도 영암군 삼호읍 산단서부로 85","73977","2019","케이씨주식회사"," ","112002"," "," ","57223"
" ","47","전라남도 무안군 삼향읍 삼향중앙로 140-51","473","2019","(유)남해환경","8","112003","3965"," ","5836"
" ","5","전라남도 영암군 삼호읍 대아로 37","23","2019","영암군대불하수종말처리장소각시설","2","112004","389"," ","939"
" ","781","전라남도 무안군 청계면 영산로 1525-26","265","2019","㈜동양환경","3776","112005","8143"," ","17644"
" ","152","전라남도 무안군 무안읍 몽탄로 125-33","241","2019","무안환경관리센터","652","112007","2691"," ","9120"
" ","96","전라남도 영암군 군서면 녹색환경길 374","469","2019","영암군 소각시설","453","112009","5610"," ","5622"
" ","1747","전라남도 영암군 삼호읍 대불산단2로 128","28","2019","㈜대한세라믹스"," ","112010"," "," ","39629"
" ","2708","전라남도 영암군 삼호읍 대아로 73","744","2019","한국알루미나㈜"," ","112100"," "," ","30779"
" ","611","전라남도 나주시 나주로 54 (송월동)"," ","2019","㈜엘지화학 나주공장"," ","112101","2090"," ","8381"
" ","26734","전라남도 장성군 장성읍 영천로 35"," ","2019","주식회사 고려시멘트"," ","112102"," "," ","1222787"
" ","6","전라남도 나주시 산포면 신도산단길 65"," ","2019","한국지역난방공사 광주전남지사","28","112104","646"," ","492"
" ","1437","전라남도 담양군 대전면 대치7길 80","1128","2019","한솔페이퍼텍주식회사","2748","112201","1416"," ","44588"
" ","405","전라남도 장흥군 장평면 고정길 12"," ","2019","㈜이메디원","546","112202","1952"," ","8844"
" ","0","전라남도 해남군 해남읍 호교길 73-265"," ","2019","해남군생활폐기물처리시설","0","112203","0"," ","0"
" ","187","전라남도 진도군 군내면 한의길 115","34","2019","진도군 환경관리센터","116","112205","847"," ","2271"
" ","160","전라남도 고흥군 도양읍 도양해안로 446-74","342","2019","고흥군폐기물처리장","191","112207","164"," ","5061"
" ","166","전라남도 담양군 담양읍 태봉로 228-73","380","2019","담양군생활폐기물소각장","121","112208","1279"," ","4704"
" ","229","전라남도 완도군 완도읍 청해진서로 189-735","256","2019","완도군 자원관리센터","453","112209","1023"," ","5468"
" ","46","전라남도 해남군 해남읍 호교길 73-265"," ","2019","해남군 생활자원처리시설","336","112210","83"," ","2853"
"2019","2019","2019","2019","2019","2019","2019","2019","2019","2019","2019"
"13","13","13","13","13","13","13","13","13","13","13"
