"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","294234","경상남도 하동군 금성면 경제산업로 509","5430587","2019","한국남부발전㈜ 하동빛드림본부"," ","130401"," "," ","4142689"
" ","971","경상남도 김해시 부곡로 35"," ","2019","김해시 자원순환시설","967","130402","1236"," ","23595"
" ","283129","경상남도 고성군 하이면 하이로 1","6301489","2019","한국남동발전㈜삼천포발전본부"," ","130403"," "," ","7699247"
" ","1060","경상남도 창원시 성산구 창곡로108번길 20 (신촌동)"," ","2019","성산자원회수시설","1696","130404","3803"," ","37550"
" ","6216","경상남도 창원시 성산구 공단로103번길 12 (신촌동)"," ","2019","한국철강㈜"," ","130405"," "," "," "
" ","2523","경상남도 진주시 남강로1317번길 24 (상대동)","50136","2019","무림파워텍"," ","130406"," "," ","151737"
" ","4504","경상남도 진주시 도동로 58 (상평동)"," ","2019","하이트진로산업㈜진주공장"," ","130407"," "," ","56382"
" ","5657","경상남도 창원시 성산구 두산볼보로 22"," ","2019","두산에너빌리티(주)"," ","130408"," "," "," "
" ","13528","경상남도 창원시 성산구 적현로 147 (신촌동)"," ","2019","세아창원특수강"," ","130409"," "," "," "
" ","393","경상남도 양산시 웅상대로 1564 (용당동)","322","2019","한창제지","166","130410","427"," ","6103"
" ","1684","경상남도 창원시 성산구 남면로113번길 27","1575","2019","창원에너텍","240","130412","11797"," ","53739"
" ","2422","경상남도 창원시 마산회원구 자유무역6길 103","1224","2019","KC환경서비스㈜창원사업부","797","130413","6554"," ","30530"
" ","8801","경상남도 함안군 군북면 장백로 394"," ","2019","한국제강"," ","130415"," "," "," "
" ","5049","경상남도 함안군 칠서면 공단서3길 62","6039","2019","태림페이퍼㈜마산공장","6477","130416","43017"," ","90533"
" ","1762","경상남도 의령군 의령읍 구룡로1길 39","7991","2019","태림페이퍼㈜의령공장","3672","130417","10670"," ","27946"
" ","507","경상남도 양산시 산막공단북5길 29 (산막동)","1174","2019","NC양산㈜","89","130418","2038"," ","12681"
" ","108","경상남도 창원시 진해구 천자로 105-1 (덕산동)","18","2019","진해자원회수시설","79","130419","585"," ","4690"
" ","1668","경상남도 창원시 의창구 반계로 40 (팔용동)","707","2019","동서식품창원공장","39","130420","5310"," ","16762"
" ","186","경상남도 밀양시 무안면 백안1안길 8-6"," ","2019","밀양시소각장","343","130421","414"," ","6934"
" ","309","경상남도 통영시 평인일주로 1074-54 (명정동)"," ","2019","통영시환경자원화센터","1084","130422","949"," ","10698"
" ","0","경상남도 양산시 소주공단로 10 (주남동)","0","2019","마노플랜","0","130423","0"," ","0"
" ","452","경상남도 거제시 장평3로 80","2","2019","삼성중공업㈜거제","0","130424","513"," ","7305"
" ","0","경상남도 함안군 군북면 장백로 228"," ","2019","한국주강(군북)"," ","130425"," "," "," "
" ","515","경상남도 양산시 주남로 50 (주남동)"," ","2019","㈜세창","911","130428","2216"," ","14365"
" ","166","경상남도 김해시 주촌면 서부로1541번안길 79"," ","2019","대방스페샬스틸"," ","130429"," "," "," "
" ","32","경상남도 고성군 삼산면 대독산업로 7"," ","2019","고성군 생활폐기물 소각시설","391","130430","3575"," ","4163"
" ","91","경상남도 진주시 남강로1367번길 36 (상대동)","3134","2019","남강제지㈜","170","130431","7246"," ","11451"
" ","2254","경상남도 진주시 남강로 1303 (상평동)","27071","2019","동일팩키지㈜진주공장","1468","130432","65219"," ","63912"
" ","111","경상남도 진주시 공단로 237"," ","2019","㈜경서","60","130433","1870"," ","2545"
" "," ","경상남도 양산시 양산대로 1034 (북정동)"," ","2019","금오산업","35","130434"," "," "," "
" "," ","경상남도 김해시 김해대로2553번길 36 (어방동)"," ","2019","은성도금","107","130435"," "," "," "
" "," ","경상남도 김해시 김해대로2596번길 137 (지내동)"," ","2019","금호도금공업","37","130436"," "," "," "
" "," ","경상남도 김해시 김해대로2553번길 42 (어방동)"," ","2019","성광금속","105","130437"," "," "," "
" "," ","경상남도 양산시 산막공단북4길 13 (산막동)"," ","2019","(주)대호특수강","103","130438"," "," "," "
" "," ","경상남도 양산시 어실로 1 (유산동)"," ","2019","고려제강㈜유산공장","63","130439"," "," "," "
" ","885","경상남도 함안군 칠원읍 야촌강변길 109","100","2019","삼정펄프㈜함안공장","29","130440","4328"," ","14085"
" ","0","경상남도 창원시 진해구 진해대로1114번길 91 (행암동)"," ","2019","고명물산"," ","130443"," "," "," "
" ","70","경상남도 거창군 거창읍 심소정길 139-14"," ","2019","거창군소각장","52","130444","4406"," ","4088"
" "," ","경상남도 거제시 연초면 오비4길 54"," ","2019","삼녹","143","130445"," "," "," "
" ","695","경상남도 양산시 동면 강변로 264","1383","2019","양산시자원회수시설","3420","130446","3924"," ","23624"
" "," ","경상남도 양산시 상북면 양산대로 1314"," ","2019","고려제강㈜양산공장","214","130447"," "," "," "
" "," ","경상남도 김해시 유하로133번길 25-3 (유하동)"," ","2019","세현TECH","164","130448"," "," "," "
" "," ","경상남도 김해시 유하로 201 (유하동)"," ","2019","SNC","221","130449"," "," "," "
" "," ","경상남도 김해시 주촌면 서부로1637번길 337"," ","2019","코리아갈바","32","130450"," "," "," "
