"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","146","경기도 안산시 단원구 신원로 50 (신길동)","752","2018","대양제지공업㈜","1187","150004","8503"," ","25611"
" ","1791","경기도 안산시 단원구 지원로 7 (성곡동)","932","2018","대일개발㈜","2130","150005","32021"," ","87639"
" ","1276","경기도 안산시 단원구 첨단로 215 (성곡동)","6195","2018","성림유화㈜","3631","150006","4855"," ","53692"
" ","2884","경기도 안산시 단원구 해안로 104","1192","2018","태림페이퍼㈜","110","150007","14842"," ","61963"
" ","947","경기도 안산시 단원구 신원로91번길 16 (성곡동)","1249","2018","부경산업㈜","1604","150008","12623"," ","38433"
" ","1861","경기도 안산시 단원구 별망로 129","1866","2018","신대양제지㈜","6555","150009","8465"," ","86795"
" ","271","경기도 안산시 단원구 목내로 29 (목내동)","638","2018","신대양제지반월㈜","3018","150010","5007"," ","52445"
" ","1213","경기도 시흥시 서해안로 231 (정왕동)","1448","2018","아세아제지㈜시화공장","2122","150011","2949"," ","65073"
" ","2546","경기도 시흥시 소망공원로 5 (정왕동)","9472","2018","코어엔텍㈜","3043","150012","2890"," ","81850"
" ","605","경기도 시흥시 옥구천서로9번길 45 (정왕동)","2802","2018","시흥그린센터","1203","150013","5398"," ","14477"
" ","19458","경기도 안산시 단원구 해안로 404 (초지동)","365129","2018","㈜지에스이앤알"," ","150014"," "," ","652664"
" ","1169","경기도 안산시 단원구 첨단로207번길 5 (성곡동)","1350","2018","한국환경개발㈜시화공장","1889","150015","5282"," ","24266"
" ","1204","경기도 시흥시 군자천로 99","180","2018","㈜고려제지","603","150016","26179"," ","50015"
" ","1590","경기도 시흥시 옥구천동로 46 (정왕동)","910","2018","코어엔텍(주)에너지공장"," ","150017"," "," ","21433"
" ","318","경기도 구리시 왕숙천로 49"," ","2018","구리자원회수시설","2308","150055","3958"," ","22799"
" ","298","경기도 수원시 영통구 삼성로 129 (매탄동)","132","2018","삼성전자㈜수원사업장","55","150057","1732"," ","23361"
" ","2904","경기도 수원시 영통구 영통로 383 (영통동)"," ","2018","수원시자원회수시설","6849","150058","22211"," ","68198"
