"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","463","인천광역시 남동구 앵고개로654번길 99","313","2016","㈜그린스코","229","150001","1937"," ","7520"
" ","1659","인천광역시 서구 사렴로65번길 24","121","2016","경인환경에너지㈜","937","150002","6299"," ","37541"
" ","3245","인천광역시 남구 송림로307번길 132 (도화동)","5489","2016","이건에너지㈜","1431","150003","30316"," ","163844"
" ","4602","인천광역시 중구 월미로 96 (북성동1가)","7106","2016","㈜SUN&L","192","150031","1551"," ","82687"
" "," ","인천광역시 중구 아암대로 20 (신흥동3가)"," ","2016","씨제이제일제당㈜ 인천1공장"," ","150033"," "," ","42836"
" "," ","인천광역시 중구 월미로 116 (북성동1가)"," ","2016","대한제당"," ","150034"," "," ","31952"
" ","131499","인천광역시 동구 중봉대로 63 (송현동)"," ","2016","현대제철㈜ 인천공장"," ","150035"," "," ","202555"
" ","67142","인천광역시 동구 중봉대로 15 (송현동)"," ","2016","동국제강㈜"," ","150036"," "," ","3633"
" ","8663","인천광역시 남구 아암대로287번길 7 (학익동)","39360","2016","㈜디씨알이"," ","150037"," "," ","67461"
" ","2","인천광역시 부평구 백범로 584","23807","2016","인그리디언코리아(유) 부평공장"," ","150041"," "," ","23275"
" "," ","인천광역시 부평구 주부토로 238 (갈산동)","474309","2016","오리온엔지니어드카본즈㈜부평공장"," ","150042"," "," ","98551"
" ","4750","인천광역시 서구 봉수대로 415 (원창동)","270686","2016","SK인천석유화학㈜"," ","150043"," "," ","707848"
" ","2340","인천광역시 서구 건지로153번길 54 (석남동)","2193","2016","㈜케이비아이텍","966","150044","21256"," ","33579"
" "," ","인천광역시 서구 중봉대로405번길 314 (원창동)"," ","2016","㈜포스코인터내셔널(구,포스코에너지㈜)"," ","150045"," "," ","832759"
" "," ","인천광역시 서구 중봉대로405번길 411"," ","2016","한국중부발전㈜ 인천발전본부"," ","150047"," "," ","766196"
" "," ","인천광역시 서구 장도로 57 (경서동)"," ","2016","한국남부발전(주)신인천빛드림본부"," ","150048"," "," ","859518"
" "," ","인천광역시 서구 장도로 57 (경서동)"," ","2016","한국서부발전㈜ 서인천발전본부"," ","150049"," "," ","632616"
" ","1467","인천광역시 서구 백범로 726","33656","2016","㈜삼양사 인천1공장"," ","150050"," "," ","21713"
" "," ","인천광역시 중구 영종해안북로1050번길 78-43 (운서동)"," ","2016","인천공항에너지㈜"," ","150052"," "," ","187344"
" ","1973","인천광역시 서구 로봇랜드로249번길 38 (경서동)"," ","2016","인천환경공단 청라사업소","1360","150053","12039"," ","51056"
" ","245","인천광역시 중구 영종해안북로1050번길 78-13 (운서동)"," ","2016","인천국제공항공사","383","150054","1853"," ","1833"
" ","255299","인천광역시 옹진군 영흥면 영흥남로293번길 75","5711414","2016","한국남동발전㈜ 영흥발전본부"," ","150102"," "," ","4005748"
" ","285","인천광역시 서구 중봉대로386번길 9 (원창동)","218","2016","㈜에이티에너지","802","150132","27188"," ","8286"
" ","392","인천광역시 남동구 남동서로316번길 41 (남촌동)","3454","2016","㈜이알지서비스","1362","150133","3879"," ","30568"
" ","848","인천광역시 연수구 인천신항대로892번길 50 (송도동)"," ","2016","송도자원환경센터","34","150152","8604"," ","24560"
" ","113","인천광역시 서구 원전로59번길 23 (경서동)"," ","2016","경인금속공업㈜"," ","150153"," "," "," "
" "," ","인천광역시 서구 거월로 61 (백석동)","119864","2016","에코에너지㈜"," ","150156"," "," ","77082"
" "," ","인천광역시 서구 백범로 789 (가좌동)"," ","2016","케이지스틸㈜ 인천공장","0","150170"," "," "," "
" "," ","인천광역시 남동구 논현고잔로 173 (고잔동)"," ","2016","㈜미래엔인천에너지"," ","150171"," "," ","1224"
" ","2168","인천광역시 서구 염곡로 133","84","2016","동화기업㈜","92","150222","26000"," ","71940"
" "," ","인천광역시 중구 월미로 96"," ","2016","선창산업㈜ MDF공장"," ","150224"," "," ","27451"
" "," ","인천광역시 중구 서해대로140번길 49"," ","2016","씨제이제일제당㈜ 인천2공장"," ","150225"," "," ","13752"
" ","152","인천광역시 부평구 새벌로 55 (청천동)"," ","2016","동서식품㈜","157","150295","1543"," ","16788"
" "," ","인천광역시 부평구 부평대로 233"," ","2016","한국지엠㈜"," ","150296"," "," ","49564"
" "," ","인천광역시 서구 봉수대로 212"," ","2016","㈜포레스코"," ","150297"," "," ","10791"
" "," ","인천광역시 서구 가석로 6","11278","2016","코스모화학㈜"," ","150299"," "," ","24640"
" "," ","인천광역시 연수구 아카데미로51번길 37"," ","2016","인천종합에너지㈜"," ","150319"," "," ","91269"
" ","1625","인천광역시 중구 서해대로140번길 49"," ","2016","㈜씨디에스인천에너지","2","150584","6353"," ","27042"
" "," ","인천광역시 서구 자원순환로 170"," ","2016","수도권매립지관리공사"," ","150596"," "," ","20730"
"2016","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016"
"4","4","4","4","4","4","4","4","4","4","4"
