"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
"251"," ","전라남도 여수시 여수산단로 1384","195684","2017","남해화학㈜"," ","110001"," ","29"," "
" ","94734","전라남도 여수시 여수산단로 918 (적량동)","7382406","2017","지에스칼텍스㈜"," ","110002","642692"," ","3064894"
" "," ","전라남도 여수시 진달래길 310-88 (월내동)"," ","2017","오리온엔지니어드카본즈코리아㈜"," ","110003"," "," ","524496"
" ","51221","전라남도 여수시 여수산단로 1203 (월내동)","2594457","2017","한국동서발전㈜신호남건설추진본부"," ","110004"," "," ","3142629"
" ","32731","전라남도 여수시 여수산단로 727","395888","2017","한국남동발전㈜ 여수발전본부"," ","110005"," "," ","686052"
" ","1048","전라남도 여수시 낙포단지길 45 (낙포동)"," ","2017","크나우프석고보드(주)"," ","110006"," "," ","5737"
" ","7925","전라남도 여수시 상암로 830-7 (낙포동)"," ","2017","㈜케이씨씨 여천공장"," ","110009"," "," ","117611"
" ","10304","전라남도 여수시 여수산단3로 2 (평여동)"," ","2017","여천NCC㈜여수1공장"," ","110010"," "," ","471567"
" "," ","전라남도 여수시 여수산단3로 117 (월하동)"," ","2017","한화솔루션㈜ 여수1공장","489","110011"," "," "," "
" "," ","전라남도 여수시 여수산단로 1121 (월내동)"," ","2017","㈜LG화학 VCM공장","74","110013","96"," ","2073"
" ","12448","전라남도 여수시 여수산단2로 55 (화치동)","46889","2017","㈜엘지화학(여수공장-화치)"," ","110014","1837"," ","371484"
" ","1632","전라남도 여수시 여수산단2로 218 (화치동)","15843","2017","금호피앤비화학㈜1공장"," ","110015"," "," ","29917"
" ","1","전라남도 여수시 여수산단로 951 (적량동)"," ","2017","㈜LG화학 SM공장"," ","110016"," "," ","13"
" ","20240","전라남도 여수시 여수산단4로 53 (중흥동)"," ","2017","롯데케미칼 주식회사 여수1공장"," ","110019"," "," ","389615"
" ","8640","전라남도 여수시 여수산단2로 46-20 (월하동)"," ","2017","여천NCC㈜여수2공장"," ","110020"," "," ","307106"
" ","6974","전라남도 여수시 여수산단2로 284 (화치동)","92502","2017","한국바스프㈜ 여수공장","0","110021","388"," ","45161"
" ","227389","전라남도 광양시 폭포사랑길 20-26 (금호동)","9260432","2017","㈜포스코 광양제철소","3564","110022","227"," ","10505504"
" ","6423","전라남도 여수시 여수산단4로 58 (중흥동)"," ","2017","(주)엘지화학 여수공장(용성1단지)"," ","110025","2260"," ","197064"
" "," ","전라남도 광양시 산업로 109 (태인동)"," ","2017","OCI㈜광양공장"," ","110026"," "," ","340126"
" ","9931","전라남도 여수시 여수산단2로 46-51 (월하동)","14658","2017","금호석유화학㈜ 여수제1에너지"," ","110027"," "," ","706810"
" ","2180","전라남도 여수시 여수산단로 1232 (월내동)","2107","2017","㈜와이엔텍","1024","110028","1630"," ","47518"
" ","1907","전라남도 여수시 진달래길 310-73 (월내동)","2281","2017","케이씨환경서비스㈜-월내","979","110029","4866"," ","28972"
" "," ","전라남도 여수시 상암로 963 (월내동)"," ","2017","티케이지휴켐스(주)여수공장"," ","110032"," "," ","160372"
" "," ","전라남도 광양시 제철로 2148-567 (금호동)"," ","2017","에스케이이엔에스 주식회사"," ","110035"," "," ","998782"
" ","1920","전라남도 광양시 명당2길 42","1358","2017","피제이메탈"," ","110040"," "," "," "
" ","8684","전라남도 광양시 제철로 2148-139 (금호동)"," ","2017","㈜에스엔엔씨"," ","110042"," "," "," "
" ","39754","전라남도 여수시 여수산단2로 223-84 (화치동)","469332","2017","금호석유화학㈜ 여수제2에너지"," ","110044"," "," ","682396"
" ","18778","전라남도 광양시 백운1로 48 (태인동)"," ","2017","㈜포스코퓨처엠 광양화학사업부"," ","110045"," "," ","321901"
" ","52736","전라남도 여수시 산단중앙로 145 (화치동)","1037050","2017","한화에너지㈜ 여수공장"," ","110046"," "," ","1495482"
" "," ","전라남도 광양시 제철로 1800 (금호동)"," ","2017","포스코에너지㈜"," ","110047"," "," ","1204301"
" ","512","전라남도 여수시 진달래길 310-157 (월내동)","327","2017","여수시 생활폐기물 소각시설","354","110048","949"," ","8133"
" ","25627","전라남도 여수시 여수산단로 727 (중흥동)","183371","2017","데이원에너지(주)"," ","110050"," "," ","337314"
" ","2652","전라남도 여수시 여수산단4로 129 (중흥동)"," ","2017","롯데엠시시(주)여수2공장"," ","110051","2106"," ","20622"
" ","129","전라남도 여수시 산단중앙로 409 (중흥동)","742","2017","미래환경에너지㈜ 슬러지자원화시설","103","110052","1308"," ","4247"
" ","587","전라남도 여수시 산단중앙로 30-36 (화치동)","3020","2017","케이씨환경서비스㈜ 여수사업부-화치","119","110053","1932"," ","28638"
" "," ","전라남도 광양시 제철로 2408 (금호동)","13229","2017","㈜포스코MC머티리얼즈"," ","110054","19269"," ","25376"
" "," ","전라남도 순천시 해룡면 인덕로 300"," ","2017","현대제철㈜순천공장","507","110102"," "," "," "
" ","346","전라남도 순천시 해룡면 율촌산단5로 46"," ","2017","현대아이에프씨 주식회사"," ","110103"," "," "," "
" ","0","전라남도 순천시 해룡면 율촌산단2로 23"," ","2017","스틸싸이클에스씨(주)"," ","110104"," "," "," "
" ","170","전라남도 영암군 삼호읍 나불로 230","78","2017","보워터코리아","607","112001","1459"," ","8089"
" ","2131","전라남도 영암군 삼호읍 산단서부로 85","87678","2017","케이씨주식회사"," ","112002"," "," ","58665"
" ","187","전라남도 무안군 삼향읍 삼향중앙로 140-51","1540","2017","(유)남해환경","371","112003","2347"," ","14342"
" ","86","전라남도 영암군 삼호읍 대아로 37","106","2017","영암군대불하수종말처리장소각시설","35","112004","1632"," ","1712"
" ","214","전라남도 무안군 청계면 영산로 1525-26","482","2017","㈜동양환경","1974","112005","2021"," ","11218"
" ","132","전라남도 무안군 무안읍 몽탄로 125-33","201","2017","무안환경관리센터","676","112007","3938"," ","8891"
" ","148","전라남도 영암군 군서면 녹색환경길 374","142","2017","영암군 소각시설","166","112009","1511"," ","7597"
" ","618","전라남도 영암군 삼호읍 대불산단2로 128","128","2017","㈜대한세라믹스"," ","112010"," "," ","29751"
" ","4324","전라남도 영암군 삼호읍 대아로 73","27696","2017","한국알루미나㈜"," ","112100"," "," ","35964"
" ","592","전라남도 나주시 나주로 54 (송월동)"," ","2017","㈜엘지화학 나주공장"," ","112101","2381"," ","7193"
" ","36471","전라남도 장성군 장성읍 영천로 35"," ","2017","주식회사 고려시멘트"," ","112102"," "," ","619758"
" ","184","전라남도 나주시 산포면 신도산단길 65"," ","2017","한국지역난방공사 광주전남지사","512","112104","682"," ","1510"
" ","3368","전라남도 담양군 대전면 대치7길 80","1013","2017","한솔페이퍼텍주식회사","4053","112201","3454"," ","53090"
" ","299","전라남도 장흥군 장평면 고정길 12"," ","2017","㈜이메디원","612","112202","1318"," ","8299"
" ","84","전라남도 해남군 해남읍 호교길 73-265"," ","2017","해남군생활폐기물처리시설","400","112203","4626"," ","3916"
" ","3","전라남도 진도군 군내면 한의길 115","206","2017","진도군 환경관리센터","273","112205","324"," ","1706"
" ","80","전라남도 고흥군 도양읍 도양해안로 446-74","0","2017","고흥군폐기물처리장","265","112207","148"," ","4132"
" ","181","전라남도 담양군 담양읍 태봉로 228-73","0","2017","담양군생활폐기물소각장","95","112208","1626"," ","4110"
" ","186","전라남도 완도군 완도읍 청해진서로 189-735","629","2017","완도군 자원관리센터","433","112209","492"," ","5258"
"2017","2017","2017","2017","2017","2017","2017","2017","2017","2017","2017"
"13","13","13","13","13","13","13","13","13","13","13"
