"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","872","광주광역시 서구 매월1로 50-4 (매월동)","2775","2018","(주)에코비트에너지명성","2232","111003","1276"," ","16411"
" ","349","광주광역시 광산구 금동학동길 306-23 (덕림동)","1966","2018","초당환경(유)","541","111004","7440"," ","30039"
" ","257","광주광역시 남구 산남로 690-14 (양과동)"," ","2018","(주)에코비트에너지광주","171","111005","608"," ","7456"
"2018","2018","2018","2018","2018","2018","2018","2018","2018","2018","2018"
"5","5","5","5","5","5","5","5","5","5","5"
