"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","1130","부산광역시 해운대구 해운대로 898 (좌동)","505","2016","해운대자원에너지센터","876","130201","2999"," ","21258"
" ","6958","부산광역시 사하구 을숙도대로 760 (구평동)"," ","2016","와이케이스틸"," ","130205"," "," "," "
" ","5000","부산광역시 사하구 하신번영로 69 (신평동)"," ","2016","대한제강"," ","130206"," "," "," "
" ","14138","부산광역시 사하구 신산로13번길 33 (신평동)","264473","2016","부산패션칼라산업"," ","130207"," "," ","215086"
" ","5202","부산광역시 사하구 강변대로 20 (신평동)","4185","2016","에너지네트웍","2428","130208","21144"," ","53157"
" "," ","부산광역시 사하구 감천항로 7"," ","2016","한국남부발전㈜부산빛드림본부"," ","130209"," "," ","793444"
" ","1963","부산광역시 강서구 명지오션시티13로 12-11 (명지동)","1784","2016","부산환경공단 명지자원에너지센터","537","130211","3221"," ","30662"
" ","19","부산광역시 사하구 감천항로291번길 80 (구평동)","56","2016","에이치엘비에너지(주)","55","130212","836"," ","2601"
" ","1215","부산광역시 사하구 을숙도대로 525 (신평동)","7345","2016","한국주철관공업"," ","130214"," "," ","8442"
" "," ","부산광역시 강서구 녹산산업중로 333 (송정동)"," ","2016","삼성전기㈜부산공장","222","130215"," "," "," "
" ","57","부산광역시 기장군 정관읍 양수길 55-52"," ","2016","NC메디","13","130216","362"," ","1530"
" "," ","부산광역시 남구 신선로 102 (감만동)"," ","2016","동국제강㈜부산공장","675","130217"," "," "," "
" "," ","부산광역시 사하구 다산로 240 (장림동)"," ","2016","태양금속","219","130218"," "," "," "
" ","6649","부산광역시 강서구 녹산산업북로 333 (송정동)"," ","2016","대한제강㈜ 녹산공장"," ","130220"," "," "," "
" ","2122","부산광역시 강서구 생곡산단로52번길 32 (생곡동)"," ","2016","부산광역시 생활폐기물 연료화 및 발전시설","9228","130222","8185"," ","85142"
" ","1120","부산광역시 강서구 화전산단1로 15"," ","2016","(주)태웅 제강사업부"," ","130223"," "," "," "
"2016","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016"
"2","2","2","2","2","2","2","2","2","2","2"
