"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","412766","충청남도 보령시 오천면 오천해안로 89-37","8355074","2017","한국중부발전㈜보령발전본부"," ","170030"," "," ","9429144"
" ","30992","충청남도 서산시 대산읍 평신2로 182","1324422","2017","현대오일뱅크㈜"," ","170032","2146"," ","2405901"
" ","4878","충청남도 서산시 대산읍 독곶1로 54","173743","2017","㈜씨텍"," ","170034"," "," ","287008"
" ","162","충청남도 서산시 대산읍 죽엽로 382","249","2017","서해그린환경㈜","8","170035","1633"," ","7643"
" ","7139","충청남도 서산시 대산읍 독곶2로 103","16599","2017","한화토탈에너지스㈜"," ","170036"," "," ","564468"
" ","3018","충청남도 아산시 실옥로 156 (실옥동)"," ","2017","㈜금비"," ","170038"," "," ","33975"
" ","452","충청남도 천안시 서북구 성거읍 천흥8길 19"," ","2017","창광실업㈜","1859","170039","926"," ","25168"
" ","736","충청남도 아산시 인주면 현대로 1181-40","375","2017","동화기업㈜","1748","170041","8346"," ","49075"
" ","1103","충청남도 천안시 서북구 입장면 성진로 1105"," ","2017","케이씨글라스㈜"," ","170043"," "," ","47976"
" ","1732","충청남도 천안시 서북구 입장면 망향로 1112-84"," ","2017","에스지씨솔루션(주) 천안유리공장"," ","170044"," "," ","74968"
" ","1840","충청남도 천안시 서북구 백석공단1로 97-45 (백석동)"," ","2017","천안시 환경에너지사업소","2483","170045","1377"," ","65133"
" ","655","충청남도 천안시 동남구 목천읍 학수소사길 142-42","1742","2017","㈜영흥산업환경","425","170047","11517"," ","44081"
" ","390705","충청남도 당진시 석문면 교로길 30","6762511","2017","한국동서발전㈜ 당진발전본부"," ","170048"," "," ","8825111"
" ","19448","충청남도 서천군 서면 서인로235번길 85","638004","2017","한국중부발전㈜서천화력발전처"," ","170050"," "," ","1003543"
" ","1208","충청남도 서천군 장항읍 장산로 209"," ","2017","㈜풍농 장항공장"," ","170051"," ","154"," "
" ","644979","충청남도 태안군 원북면 발전로 457","8722831","2017","한국서부발전㈜ 태안발전본부"," ","170056"," "," ","10973273"
" ","450","충청남도 당진시 송악읍 부곡공단1길 70"," ","2017","생고뱅이소바코리아㈜"," ","170057"," "," ","36566"
" ","1975","충청남도 아산시 탕정면 탕정로 212"," ","2017","코닝정밀소재㈜"," ","170058"," "," ","177985"
" ","592","충청남도 공주시 검상안길 331"," ","2017","공주시 생활폐기물처리시설","845","170059","263"," ","9809"
" ","296","충청남도 서천군 장항읍 신창서로 29","17165","2017","㈜베르상스퍼시픽"," ","170060"," "," ","14321"
" ","102","충청남도 태안군 태안읍 삭선길 354"," ","2017","태안군(소각시설)","70","170061","1152"," ","6592"
" ","513","충청남도 예산군 대흥면 대률송림길 280","78","2017","예산군 맑은누리센터","1150","170062","2038"," ","8113"
" ","205","충청남도 논산시 은진면 버들길 137"," ","2017","논산시 환경자원화센터","73","170063","1335"," ","5306"
" ","230","충청남도 천안시 동남구 광덕면 대평교길 68","1196","2017","새한환경㈜","478","170065","5788"," ","18617"
" ","277","충청남도 보령시 해안로 543 (남곡동)"," ","2017","보령시 생활폐기물소각시설","1018","170066","1330"," ","14133"
" ","117","충청남도 계룡시 두마면 제1산단로 67"," ","2017","계룡시 생활폐기물소각시설","190","170067","1931"," ","5633"
" ","4500","충청남도 당진시 송악읍 부곡공단4길 81"," ","2017","크나우프석고보드(주)당진공장"," ","170068"," "," ","2150"
