"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" "," ","울산광역시 남구 용연로 299 (황성동)"," ","2017","에스케이어드밴스드㈜"," ","130102"," "," ","31058"
" ","2318","울산광역시 남구 여천로 228 (여천동)"," ","2017","㈜에코비트에너지 울산","4612","130103","7841"," ","89812"
" "," ","울산광역시 울주군 온산읍 산암로 148","453963","2017","엘에스엠앤엠(주)"," ","130104"," "," ","29431"
" ","1113","울산광역시 남구 장생포고래로29번길 7"," ","2017","케이알에너지㈜","5763","130105","2233"," ","44949"
" ","483","울산광역시 남구 장생포로 285 (매암동)"," ","2017","(주)에팩","537","130106","15957"," ","59620"
" ","8623","울산광역시 남구 처용로 718 (황성동)","268287","2017","에스케이케미칼(주)","1384","130107","4310"," ","235961"
" ","117491","울산광역시 남구 신여천로 2 (고사동)","1975972","2017","(주)에스케이에너지"," ","130109","80113"," ","6101904"
" ","15356","울산광역시 남구 신여천로 2"," ","2017","SK지오센트릭(주)"," ","130110"," "," ","738107"
" ","347","울산광역시 울주군 온산읍 원산로 59","1230","2017","유니큰온산공장","1131","130111","19409"," ","39995"
"15"," ","울산광역시 남구 여천로163번길 22 (여천동)"," ","2017","조비"," ","130112"," ","1053"," "
"0","1148","울산광역시 울주군 온산읍 당월로 322"," ","2017","케이지케미칼(주)"," ","130115"," ","18"," "
" ","11681","울산광역시 울주군 온산읍 이진로 139","1335326","2017","고려아연"," ","130117"," "," ","182366"
" ","637","울산광역시 남구 처용로 260-158 (부곡동)"," ","2017","대한유화㈜울산공장"," ","130123"," "," ","9496"
" ","2749","울산광역시 울주군 온산읍 온산로 134"," ","2017","대한유화(주) 온산공장"," ","130127"," "," ","126635"
"335","2820","울산광역시 남구 납도로 156 (매암동)","262475","2017","팜한농"," ","130128"," ","535","92960"
" ","3738","울산광역시 남구 사평로 108-70"," ","2017","동서석유화학(주)"," ","130129","4119"," ","133210"
" "," ","울산광역시 남구 처용로487번길 66"," ","2017","효성화학㈜ 용연1공장"," ","130131"," "," ","83726"
" ","16235","울산광역시 울주군 온산읍 우봉강양로 3-36"," ","2017","무림P&P㈜"," ","130134"," "," ","507076"
" "," ","울산광역시 남구 장생포로 247 (매암동)","355","2017","미원화학㈜"," ","130135"," "," "," "
" "," ","울산광역시 남구 여천로217번길 19","1048","2017","롯데정밀화학(주)울산공장","367","130138"," "," ","11561"
" "," ","울산광역시 울주군 온산읍 온산로 68","811460","2017","S-OIL㈜ 온산공장"," ","130140","9555"," ","3075379"
" ","12818","울산광역시 남구 사평로 60 (부곡동)","485364","2017","한주"," ","130143"," "," ","564569"
" ","7587","울산광역시 남구 용잠로 255"," ","2017","SK picglobal"," ","130145","10437"," ","173530"
" "," ","울산광역시 울주군 온산읍 이진로 71"," ","2017","제이엠씨","42","130149"," "," "," "
" ","8235","울산광역시 남구 사평로 108-12 (부곡동)"," ","2017","카프로"," ","130154","9112","490","143360"
" ","18144","울산광역시 남구 용잠로 623 (남화동)","577133","2017","한국동서발전㈜울산발전본부"," ","130158"," "," ","2341094"
" "," ","울산광역시 남구 상개로 141 (상개동)"," ","2017","한화솔루션(주) 울산1공장","1","130159"," "," "," "
" ","1675","울산광역시 남구 처용로 524 (성암동)"," ","2017","울산시소각장","4602","130166","2534"," ","56966"
" ","4668","울산광역시 남구 용잠로 328 (용잠동)","10051","2017","코엔텍","1675","130167","9474"," ","165568"
