"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","6676","전라북도 전주시 덕진구 기린대로 787 (팔복동2가)","233481","2015","㈜휴비스 전주공장"," ","113001"," "," ","154503"
" ","7866","전라북도 전주시 덕진구 팔복로 59 (팔복동2가)"," ","2015","㈜전주원파워","18321","113002","19935"," ","483545"
" ","859","전라북도 전주시 덕진구 야전1길 27 (팔복동4가)"," ","2015","천일제지㈜","774","113003","442"," ","16572"
" ","1106","전라북도 전주시 덕진구 원만성로 55 (팔복동3가)","1888","2015","이도에코전주㈜((구)이도그린전주㈜)","2275","113005","3090"," ","31648"
" ","261","전라북도 전주시 덕진구 서귀로 211-6 (여의동)","1593","2015","케이씨환경서비스㈜전주사업부","3903","113006","3666"," ","29482"
" ","3","전라북도 전주시 완산구 정여립로 625 (상림동)"," ","2015","전주권소각자원센터","1429","113007","5795"," ","66898"
" ","677","전라북도 전주시 덕진구 온고을로 384 (팔복동3가)","2509","2015","㈜미래페이퍼","39","113008","6139"," ","30223"
" ","2134","전라북도 전주시 덕진구 감수길 10-54 (팔복동4가)"," ","2015","(주)에코비트에너지 전주(구:(주)티에스케이그린에너지)","5935","113009","16914"," ","44852"
" ","300","전라북도 전주시 덕진구 팔과정로 53 (팔복동3가)"," ","2015","㈜ 모나리자 전주공장","68","113010","7520"," ","20549"
" ","2570","전라북도 군산시 외항1길 264 (소룡동)"," ","2015","동원시스템즈(주)군산사업장(구:테크팩솔루션군산공장)"," ","113102"," "," ","124014"
" ","662","전라북도 군산시 외항로 82 (소룡동)"," ","2015","OCI㈜ 군산공장","19","113103","1433"," ","6731"
" ","26720","전라북도 군산시 외항로 522 (소룡동)"," ","2015","㈜세아베스틸 군산공장"," ","113104"," "," "," "
" ","459","전라북도 군산시 외항로 884 (소룡동)"," ","2015","대상㈜","9","113105","1819"," ","3442"
" ","27731","전라북도 군산시 외항1길 296 (소룡동)","668641","2015","한국유리공업㈜ 군산공장"," ","113108"," "," ","803130"
" ","5583","전라북도 군산시 외항1길 56 (소룡동)","74","2015","㈜유니드비티플러스","1985","113109","8522"," ","69334"
" ","1629","전라북도 군산시 서해로 259 (소룡동)","3285","2015","㈜엔아이티","739","113110","3738"," ","46637"
" ","450","전라북도 군산시 서해로 269 (소룡동)","2624","2015","(주)엔아이티 군산사업소((구)한솔제지(주))","238","113111","1476"," ","7792"
" ","7324","전라북도 군산시 구암로 50 (조촌동)","260529","2015","페이퍼코리아(구)","270","113112","11699"," ","243809"
" ","18503","전라북도 군산시 임해로 297 (소룡동)","383394","2015","에스지씨에너지(주)군산사업부문(구:군장에너지)"," ","113114"," "," ","372598"
" "," ","전라북도 군산시 자유무역3길 19 (오식도동)"," ","2015","㈜KHE","98","113115"," "," "," "
" "," ","전라북도 군산시 구암3.1로 91-5 (경암동)"," ","2015","한국서부발전㈜ 군산발전본부"," ","113116"," "," ","815419"
" ","18997","전라북도 군산시 외항로 1222 (비응도동)","334947","2015","한화에너지㈜군산공장"," ","113117"," "," ","487842"
" ","9807","전라북도 익산시 서동로23길 63 (신흥동)","406565","2015","전북집단에너지㈜"," ","113201"," "," ","294705"
" ","995","전라북도 익산시 석암로17길 54 (팔봉동)","164","2015","㈜한솔홈데코 익산공장","62","113202","1867"," ","21986"
" ","1196","전라북도 익산시 춘포면 궁성로 188-14","1786","2015","㈜이엠케이승경","739","113204","5013"," ","35004"
" ","496","전라북도 익산시 선화로 823 (부송동)"," ","2015","익산시 신재생자원센터","139","113205","2473"," ","26413"
" ","4505","전라북도 익산시 석암로7길 29 (용제동)"," ","2015","㈜상공에너지","8927","113206","20811"," ","78351"
" ","356","전라북도 익산시 망성면 망성로 14"," ","2015","㈜하림","1469","113207","3592"," ","13310"
" ","3278","전라북도 정읍시 공단1길 50 (영파동)","2132","2015","동원페이퍼㈜정읍공장","1114","113301","3806"," ","35919"
"2015","2015","2015","2015","2015","2015","2015","2015","2015","2015","2015"
"12","12","12","12","12","12","12","12","12","12","12"
