"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","179041","강원도 강릉시 옥계면 산계길 225"," ","2018","한라시멘트㈜(구.라파즈한라(옥계)","1389","170090"," "," ","8776769"
" ","21942","강원도 강릉시 강동면 염전길 99","140546","2018","한국남동발전㈜ 영동에코발전본부"," ","170091"," "," ","543675"
" ","15696","강원도 동해시 숫골길 17 (용정동)"," ","2018","DB메탈㈜ 동해공장"," ","170093"," "," "," "
" ","18978","강원도 동해시 공단9로 145 (구호동)","1627071","2018","한국동서발전㈜동해바이오발전본부","209","170094","11494"," ","679285"
" ","279585","강원도 동해시 효자로 246 (삼화동)"," ","2018","쌍용씨앤이㈜ 동해공장((구)쌍용양회공업㈜ 동해공장)","3000","170095"," "," ","13606769"
" ","223888","강원도 삼척시 동양길 20 (사직동)"," ","2018","㈜삼표시멘트 삼척공장(구.동양시멘트 삼척공장)","2096","170096"," "," ","9745510"
" ","0","강원도 삼척시 신기면 강원남부로 2879"," ","2018","라파즈한라시멘트㈜신기공장"," ","170097"," "," ","0"
" ","10","강원도 횡성군 횡성읍 학오로 89"," ","2018","횡성군폐기물처리시설","108","170098","294"," ","4457"
" ","82668","강원도 영월군 한반도면 쌍용로 89"," ","2018","쌍용씨앤이㈜ 영월공장","2906","170099"," "," ","4145926"
" ","23872","강원도 영월군 한반도면 화랏길 57"," ","2018","한일현대시멘트㈜영월공장","3222","170100"," "," ","5122693"
" ","4431","강원도 정선군 신동읍 예미2길 26-17"," ","2018","태경산업㈜예미공장"," ","170103"," "," "," "
" ","25","강원도 화천군 하남면 영서로 5799-132"," ","2018","화천군 폐기물소각시설((구)화천군환경관리사업소)","25","170104","2234"," ","5282"
" ","26","강원도 고성군 죽왕면 짱고개길 253"," ","2018","고성군농어촌폐기물종합처리시설","117","170105","308"," ","1319"
" ","0","강원도 동해시 봉수로 160 (대진동)"," ","2018","동해시 생활환경센터","0","170106","0"," ","0"
" ","39","강원도 인제군 북면 금강로 221"," ","2018","인제군 생활폐기물 소각시설","32","170107","323"," ","1708"
" ","0","강원도 동해시 공단2로 16 (구호동)","0","2018","천지에너지㈜ 동해공장","0","170108","0"," ","0"
" ","289","강원도 양양군 양양읍 되넘이길 80"," ","2018","양양군생활폐기물소각시설","149","170109","4003"," ","3941"
" "," ","강원도 영월군 영월읍 중앙로 411"," ","2018","한국남부발전㈜ 영월빛드림본부"," ","170110"," "," ","457657"
" ","194","강원도 홍천군 홍천읍 느리울길 164","407","2018","홍천군폐기물처리시설","489","170111","71"," ","5880"
" ","240","강원도 속초시 방축길 56 (대포동)","138","2018","속초시폐기물처리시설","580","170113","5128"," ","10336"
" ","816","강원도 춘천시 신동면 한치로 681","1625","2018","춘천도시형폐기물종합처리시설","262","170114","1111"," ","31825"
" ","320","강원도 태백시 용정길 239 (통동)","3731","2018","태백시폐기물소각시설","933","170115","623"," ","8639"
" ","106","강원도 원주시 지정면 신평로 2"," ","2018","한국중부발전㈜ 원주그린열병합발전소","4036","170116","5166"," ","45935"
" ","84007","강원도 동해시 공단4로 36","1212298","2018","㈜지에스동해전력"," ","170117"," "," ","1909838"
" ","164972","강원도 삼척시 원덕읍 삼척로 734","924664","2018","한국남부발전㈜ 삼척발전본부"," ","170118"," "," ","2453194"
" "," ","강원도 춘천시 동산면 원무동길 82"," ","2018","춘천에너지㈜"," ","170119"," "," ","187656"
"2018","2018","2018","2018","2018","2018","2018","2018","2018","2018","2018"
"9","9","9","9","9","9","9","9","9","9","9"
