"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","4953","대전광역시 대덕구 신일서로68번길 71 (신일동)","457723","2016","대전열병합발전㈜"," ","170072"," "," ","227387"
" ","2240","대전광역시 대덕구 대덕대로1284번길 191 (신일동)"," ","2016","신일동 환경에너지사업소","1908","170073","8868"," ","56380"
" ","4949","대전광역시 대덕구 신일서로68번길 50 (신일동)","1626","2016","한솔제지㈜ 대전공장","11589","170074","21457"," ","135485"
" ","1773","대전광역시 대덕구 문평동로48번길 125 (문평동)","766","2016","㈜동양환경","130","170076","4166"," ","54598"
" "," ","대전광역시 유성구 도안동로 323 (원신흥동)"," ","2016","한국토지주택공사 대전에너지사업단"," ","170077"," "," ","14368"
"2016","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016"
"6","6","6","6","6","6","6","6","6","6","6"
