"DSCAMT_HF","DSCAMT_TSP","FACT_ADRES","DSCAMT_SOX","YEAR","FACT_INDICT_NM","DSCAMT_HCL","FACT_CODE","DSCAMT_CO","DSCAMT_NH3","DSCAMT_NOX"
"S","S","S","S","S","S","S","S","S","S","S"
" ","3110","대구광역시 달서구 달서대로 351 (대천동)","156240","2016","한국지역난방공사 대구지사"," ","130301"," "," ","210350"
" ","16078","대구광역시 서구 염색공단중앙로 33","1105954","2016","대구염색산업단지관리공단(열병합발전소)"," ","130302"," "," ","1057151"
" ","1599","대구광역시 달서구 성서공단로 257 (장동)","3191","2016","대구공공시설관리공단 성서사업소","2100","130303","9186"," ","35647"
" ","506","대구광역시 달성군 유가면 비슬로96길 97","15712","2016","세하㈜","95","130304","2710"," ","58950"
" ","3001","대구광역시 달성군 현풍읍 국가산단북로100길 40","25135","2016","㈜아진피앤피","2252","130306","96663"," ","95152"
" ","2085","대구광역시 달성군 유가면 비슬로96길 35","908","2016","경산제지㈜","1804","130307","11920"," ","34549"
" ","526","대구광역시 달서구 성서공단로51길 27 (장동)","1162","2016","신대일페이퍼㈜","161","130308","10040"," ","51103"
" ","115","대구광역시 달서구 성서동로53길 16 (장동)","3050","2016","아상텍스㈜","107","130312","8846"," ","11329"
" "," ","대구광역시 동구 매여로 14 (율암동)"," ","2016","대구그린파워㈜"," ","130313"," "," ","266252"
" ","1281","대구광역시 달성군 다사읍 다사로 799","517","2016","대구광역시 폐기물에너지화시설","2507","130314","3554"," ","18987"
"2016","2016","2016","2016","2016","2016","2016","2016","2016","2016","2016"
"3","3","3","3","3","3","3","3","3","3","3"
